    f_weight    f_mass4l f_D_bkg_kin     f_pfmet
         1.0   1.263e+02   8.898e-01   2.467e+02
         1.0   1.230e+02   5.299e-01   9.889e+01
         1.0   1.253e+02   7.236e-01   1.996e+02
         1.0   1.092e+02   8.767e-01   1.118e+02
         1.0   1.216e+02   4.601e-01   1.700e+02
         1.0   1.221e+02   5.761e-01   1.647e+02
         1.0   1.259e+02   5.491e-01   1.932e+02
         1.0   1.247e+02   4.077e-01   2.432e+02
         1.0   1.267e+02   1.044e-01   2.029e+02
         1.0   1.239e+02   2.598e-01   1.324e+02
         1.0   1.238e+02   6.524e-01   2.079e+02
         1.0   1.253e+02   6.412e-01   1.734e+02
         1.0   1.283e+02   7.698e-01   2.431e+02
         1.0   1.247e+02   3.564e-01   2.273e+02
         1.0   1.240e+02   7.725e-01   1.307e+02
         1.0   1.197e+02   8.531e-01   2.455e+02
         1.0   1.249e+02   6.825e-01   1.263e+02
         1.0   1.241e+02   8.200e-01   2.756e+02
         1.0   1.244e+02   9.009e-01   1.013e+02
         1.0   1.236e+02   9.644e-01   2.031e+02
         1.0   1.241e+02   8.079e-01   2.867e+02
         1.0   1.263e+02   4.524e-01   2.625e+02
         1.0   1.252e+02   5.837e-01   1.026e+02
         1.0   1.255e+02   6.582e-01   2.126e+02
         1.0   1.256e+02   9.169e-01   1.956e+02
         1.0   1.207e+02   6.649e-01   2.735e+02
         1.0   1.243e+02   7.517e-01   1.895e+02
         1.0   1.232e+02   5.599e-01   1.325e+02
         1.0   1.256e+02   5.180e-01   2.595e+02
         1.0   1.262e+02   4.986e-01   1.932e+02
         1.0   1.252e+02   7.085e-01   4.488e+02
         1.0   1.251e+02   5.635e-01   1.856e+02
         1.0   1.260e+02   6.894e-01   2.053e+02
         1.0   1.247e+02   2.812e-01   2.662e+02
         1.0   1.230e+02   7.956e-01   1.969e+02
         1.0   1.255e+02   5.248e-02   1.803e+02
         1.0   8.796e+01   3.103e-01   1.211e+02
         1.0   1.249e+02   2.213e-01   1.958e+02
         1.0   1.258e+02   9.040e-01   1.882e+02
         1.0   1.252e+02   7.124e-01   2.008e+02
         1.0   1.254e+02   6.043e-01   2.442e+02
         1.0   1.253e+02   1.772e-01   2.154e+02
         1.0   1.220e+02   7.520e-01   1.099e+02
         1.0   1.247e+02   7.973e-01   1.252e+02
         1.0   1.270e+02   6.053e-01   2.009e+02
         1.0   1.250e+02   8.842e-01   3.148e+02
         1.0   1.219e+02   9.690e-01   6.305e+01
         1.0   1.254e+02   2.535e-01   9.926e+01
         1.0   1.256e+02   6.867e-01   2.066e+02
         1.0   1.256e+02   6.794e-01   1.862e+02
         1.0   1.244e+02   8.151e-01   1.686e+02
         1.0   1.259e+02   3.222e-01   1.983e+02
         1.0   1.246e+02   8.728e-01   2.283e+02
         1.0   9.233e+01   4.061e-01   1.667e+02
         1.0   1.268e+02   5.913e-01   1.806e+02
         1.0   1.255e+02   8.345e-01   1.764e+02
         1.0   1.250e+02   8.114e-01   1.293e+02
         1.0   1.258e+02   4.734e-01   7.384e+01
         1.0   1.251e+02   8.503e-01   2.080e+02
         1.0   1.251e+02   5.569e-01   8.009e+01
         1.0   1.263e+02   2.806e-01   1.951e+02
         1.0   1.253e+02   7.637e-01   1.913e+02
         1.0   1.252e+02   7.374e-01   1.855e+02
         1.0   1.279e+02   1.132e-01   1.827e+02
         1.0   1.270e+02   5.468e-01   1.932e+02
         1.0   1.250e+02   1.965e-01   3.011e+02
         1.0   1.254e+02   4.203e-01   2.293e+02
         1.0   1.185e+02   9.062e-01   2.313e+02
         1.0   1.250e+02   3.448e-01   1.706e+02
         1.0   1.253e+02   6.201e-01   1.169e+02
         1.0   1.212e+02   8.046e-01   1.466e+02
         1.0   1.207e+02   7.137e-01   9.266e+01
         1.0   1.201e+02   7.606e-01   2.020e+02
         1.0   1.270e+02   5.971e-02   2.596e+02
         1.0   1.229e+02   5.773e-01   1.965e+02
         1.0   1.205e+02   6.709e-01   1.626e+02
         1.0   1.260e+02   8.025e-01   9.738e+01
         1.0   1.264e+02   1.017e-01   2.795e+02
         1.0   1.253e+02   7.141e-01   2.242e+02
         1.0   1.244e+02   8.980e-01   1.754e+02
         1.0   1.274e+02   7.299e-01   1.907e+02
         1.0   1.286e+02   9.286e-01   1.772e+02
         1.0   1.239e+02   4.786e-01   2.302e+02
         1.0   1.271e+02   3.512e-01   1.954e+02
         1.0   1.236e+02   2.594e-01   1.783e+02
         1.0   1.164e+02   4.198e-01   1.541e+02
         1.0   1.241e+02   4.609e-01   3.033e+01
         1.0   1.242e+02   8.935e-01   1.537e+02
         1.0   1.241e+02   3.181e-01   1.402e+02
         1.0   1.252e+02   6.084e-01   1.577e+02
         1.0   1.273e+02   6.190e-01   1.716e+02
         1.0   1.209e+02   5.929e-01   1.881e+02
         1.0   1.233e+02   6.991e-01   1.736e+02
         1.0   1.249e+02   7.376e-01   1.558e+02
         1.0   1.265e+02   7.321e-01   2.206e+02
         1.0   1.280e+02   8.247e-01   2.615e+02
         1.0   1.242e+02   7.223e-01   1.862e+02
         1.0   1.278e+02   1.212e-01   1.796e+02
         1.0   1.222e+02   5.942e-01   2.391e+02
         1.0   1.254e+02   5.657e-01   1.177e+02
         1.0   1.242e+02   3.086e-01   1.733e+02
         1.0   1.260e+02   9.384e-01   1.379e+02
         1.0   1.254e+02   5.752e-01   8.315e+01
         1.0   1.259e+02   5.214e-01   3.883e+01
         1.0   1.188e+02   9.090e-01   1.960e+02
         1.0   1.244e+02   8.812e-01   2.017e+02
         1.0   1.254e+02   4.717e-01   1.862e+02
         1.0   1.236e+02   6.326e-01   1.833e+02
         1.0   1.250e+02   3.763e-01   1.729e+02
         1.0   1.255e+02   6.014e-01   2.044e+02
         1.0   1.255e+02   3.838e-01   1.729e+02
         1.0   1.235e+02   9.799e-01   1.592e+02
         1.0   1.245e+02   8.460e-01   2.075e+02
         1.0   1.251e+02   7.366e-01   1.497e+02
         1.0   1.183e+02   7.739e-01   1.914e+02
         1.0   1.257e+02   8.267e-01   1.210e+02
         1.0   1.253e+02   5.736e-01   1.474e+02
         1.0   1.248e+02   5.774e-01   1.446e+02
         1.0   1.260e+02   3.062e-01   6.709e+01
         1.0   1.192e+02   5.141e-02   1.750e+02
         1.0   1.214e+02   3.151e-01   2.721e+02
         1.0   9.817e+01   5.426e-01   9.569e+01
         1.0   1.275e+02   8.969e-01   1.369e+02
         1.0   1.264e+02   6.607e-01   1.526e+02
         1.0   1.245e+02   3.577e-01   2.335e+02
         1.0   1.239e+02   9.708e-01   2.359e+02
         1.0   1.245e+02   8.360e-01   1.687e+02
         1.0   1.269e+02   5.757e-01   1.707e+02
         1.0   1.227e+02   7.451e-01   2.315e+02
         1.0   1.263e+02   7.769e-01   1.662e+02
         1.0   1.236e+02   7.197e-01   1.906e+02
         1.0   1.271e+02   8.761e-01   2.044e+02
         1.0   1.268e+02   3.274e-01   2.954e+02
         1.0   1.258e+02   2.123e-01   1.982e+02
         1.0   1.247e+02   4.336e-01   1.844e+02
         1.0   1.232e+02   7.156e-01   1.840e+02
         1.0   1.255e+02   8.348e-01   2.151e+02
         1.0   1.174e+02   6.094e-01   2.204e+02
         1.0   1.264e+02   3.047e-01   1.677e+02
         1.0   1.247e+02   2.527e-01   1.726e+02
         1.0   1.243e+02   4.501e-01   2.423e+02
         1.0   1.253e+02   6.684e-01   1.164e+02
         1.0   1.233e+02   7.812e-01   2.796e+02
         1.0   1.236e+02   8.250e-01   2.159e+02
         1.0   1.269e+02   7.690e-01   2.122e+02
         1.0   1.275e+02   8.969e-01   1.369e+02
         1.0   1.247e+02   6.591e-01   1.887e+02
         1.0   1.245e+02   2.438e-01   1.803e+02
         1.0   1.236e+02   2.060e-01   1.949e+02
         1.0   1.230e+02   5.788e-01   1.214e+02
         1.0   1.250e+02   6.665e-01   2.537e+02
         1.0   1.253e+02   6.704e-01   2.959e+02
         1.0   1.276e+02   5.005e-01   2.140e+02
         1.0   1.268e+02   2.505e-01   1.812e+02
         1.0   1.243e+02   7.737e-01   1.465e+02
         1.0   1.250e+02   8.778e-01   1.101e+02
         1.0   1.248e+02   6.777e-01   1.655e+02
         1.0   1.185e+02   9.138e-01   1.588e+02
         1.0   1.256e+02   3.726e-01   1.694e+02
         1.0   1.252e+02   6.084e-01   1.577e+02
         1.0   1.247e+02   4.068e-01   2.351e+02
         1.0   1.250e+02   5.716e-01   1.462e+02
         1.0   1.243e+02   1.045e-01   1.108e+02
         1.0   1.285e+02   9.371e-01   2.395e+02
         1.0   1.254e+02   8.898e-01   2.243e+02
         1.0   1.287e+02   7.652e-01   2.047e+02
         1.0   1.189e+02   7.533e-01   2.015e+02
         1.0   1.245e+02   2.564e-01   2.422e+02
         1.0   1.256e+02   8.677e-01   2.105e+02
         1.0   1.259e+02   4.254e-01   1.901e+02
         1.0   1.266e+02   3.260e-01   1.438e+02
         1.0   1.154e+02   4.435e-01   1.730e+02
         1.0   1.264e+02   5.121e-01   1.874e+02
         1.0   1.240e+02   6.745e-01   1.182e+02
         1.0   1.234e+02   5.086e-01   1.358e+02
         1.0   1.245e+02   8.532e-01   2.506e+02
         1.0   1.234e+02   4.308e-01   1.323e+02
         1.0   1.248e+02   7.379e-01   1.215e+02
         1.0   1.260e+02   9.477e-01   2.366e+02
         1.0   1.261e+02   6.091e-01   1.586e+02
         1.0   1.213e+02   8.626e-01   6.221e+01
         1.0   1.224e+02   3.187e-01   2.069e+02
         1.0   1.121e+02   8.790e-01   1.463e+02
         1.0   1.243e+02   9.750e-01   2.035e+02
         1.0   1.259e+02   5.603e-01   1.888e+02
         1.0   1.289e+02   9.151e-02   1.951e+02
         1.0   1.280e+02   5.497e-01   1.990e+02
         1.0   1.298e+02   9.355e-01   1.875e+02
         1.0   1.037e+02   3.910e-01   1.397e+02
         1.0   1.257e+02   7.525e-01   1.717e+02
         1.0   1.247e+02   2.527e-01   1.726e+02
         1.0   1.251e+02   8.218e-01   8.121e+01
         1.0   1.245e+02   3.882e-01   1.825e+02
         1.0   1.255e+02   6.681e-01   1.749e+02
         1.0   1.262e+02   2.540e-01   2.294e+02
         1.0   1.239e+02   5.027e-01   3.008e+02
         1.0   1.226e+02   8.102e-01   2.898e+02
         1.0   1.259e+02   4.123e-01   1.967e+02
         1.0   1.247e+02   6.603e-01   1.890e+02
         1.0   1.265e+02   2.149e-01   1.941e+02
         1.0   1.240e+02   9.388e-01   2.149e+02
         1.0   1.261e+02   2.444e-01   1.308e+02
         1.0   1.227e+02   6.469e-01   1.619e+02
         1.0   1.254e+02   7.832e-01   2.349e+02
         1.0   1.238e+02   5.043e-01   1.974e+02
         1.0   1.233e+02   1.805e-01   1.689e+02
         1.0   1.240e+02   5.410e-01   1.518e+02
         1.0   1.227e+02   6.849e-01   2.065e+02
         1.0   1.264e+02   2.297e-01   1.523e+02
         1.0   1.236e+02   7.819e-01   1.740e+02
         1.0   1.246e+02   6.719e-01   1.718e+02
         1.0   1.242e+02   3.784e-01   1.739e+02
         1.0   1.152e+02   3.744e-01   2.702e+02
         1.0   1.282e+02   2.007e-01   2.072e+02
         1.0   1.229e+02   4.266e-01   1.781e+02
         1.0   1.263e+02   8.898e-01   2.467e+02
         1.0   1.232e+02   9.314e-01   1.697e+02
         1.0   1.249e+02   7.355e-01   2.677e+02
         1.0   1.118e+02   7.454e-01   2.060e+02
         1.0   1.226e+02   8.334e-01   1.797e+02
         1.0   1.010e+02   7.428e-01   1.937e+02
         1.0   1.255e+02   4.998e-01   1.828e+02
         1.0   1.258e+02   6.706e-01   2.216e+02
         1.0   1.228e+02   6.441e-01   1.830e+02
         1.0   1.248e+02   4.813e-01   2.139e+02
         1.0   1.250e+02   2.833e-01   1.535e+02
         1.0   1.241e+02   7.779e-02   1.086e+02
         1.0   1.224e+02   4.405e-02   1.810e+02
         1.0   1.253e+02   2.490e-01   7.584e+01
         1.0   1.234e+02   5.403e-01   1.769e+02
         1.0   1.249e+02   6.833e-01   1.783e+02
         1.0   1.246e+02   8.887e-01   1.469e+02
         1.0   1.253e+02   5.467e-01   2.173e+02
         1.0   1.259e+02   9.758e-01   1.856e+02
         1.0   1.251e+02   6.467e-01   1.869e+02
         1.0   1.301e+02   6.470e-01   1.751e+02
         1.0   1.263e+02   1.644e-02   1.851e+02
         1.0   1.234e+02   4.459e-01   1.941e+02
         1.0   1.248e+02   8.399e-01   3.580e+02
         1.0   1.264e+02   3.730e-01   1.941e+02
         1.0   1.224e+02   3.185e-01   1.827e+02
         1.0   1.244e+02   7.322e-01   2.118e+02
         1.0   1.252e+02   3.256e-01   1.168e+02
         1.0   1.244e+02   9.647e-01   1.818e+02
         1.0   1.233e+02   3.669e-01   1.078e+02
         1.0   1.257e+02   7.063e-02   1.067e+02
         1.0   1.258e+02   7.466e-01   1.011e+02
         1.0   1.242e+02   9.042e-01   2.295e+02
         1.0   1.173e+02   6.272e-01   9.873e+01
         1.0   1.236e+02   8.124e-01   2.203e+02
         1.0   1.225e+02   6.555e-01   1.974e+02
         1.0   1.245e+02   8.339e-01   1.488e+02
         1.0   1.210e+02   6.900e-01   1.780e+02
         1.0   1.270e+02   5.075e-01   1.516e+02
         1.0   1.282e+02   8.497e-01   1.463e+02
         1.0   1.280e+02   6.269e-01   2.030e+02
         1.0   1.236e+02   7.819e-01   1.740e+02
         1.0   1.250e+02   8.278e-01   1.686e+02
         1.0   1.248e+02   4.685e-01   1.225e+02
         1.0   1.271e+02   3.893e-01   1.785e+02
         1.0   1.250e+02   7.544e-01   1.818e+02
         1.0   1.257e+02   2.421e-01   2.110e+02
         1.0   1.221e+02   4.022e-01   1.762e+02
         1.0   1.259e+02   9.006e-01   2.013e+02
         1.0   1.250e+02   6.879e-01   1.883e+02
         1.0   1.255e+02   8.606e-02   1.810e+02
         1.0   1.220e+02   5.741e-01   1.606e+02
         1.0   1.254e+02   9.281e-01   2.382e+02
         1.0   1.253e+02   4.428e-01   1.226e+02
         1.0   1.248e+02   2.646e-01   1.569e+02
         1.0   1.260e+02   1.406e-01   2.044e+02
         1.0   1.271e+02   3.893e-01   1.785e+02
         1.0   1.188e+02   1.192e-01   1.843e+02
         1.0   1.246e+02   8.695e-01   1.640e+02
         1.0   1.258e+02   8.991e-01   2.631e+02
         1.0   1.263e+02   5.884e-01   1.764e+02
         1.0   1.248e+02   5.516e-01   3.447e+02
         1.0   1.251e+02   8.376e-01   2.427e+02
         1.0   1.253e+02   2.284e-01   2.502e+02
         1.0   1.261e+02   6.778e-01   2.282e+02
         1.0   1.246e+02   8.200e-01   1.569e+02
         1.0   1.257e+02   6.931e-01   1.239e+02
         1.0   1.169e+02   8.938e-01   1.519e+02
         1.0   1.226e+02   8.102e-01   2.898e+02
         1.0   1.252e+02   3.256e-01   1.168e+02
         1.0   1.246e+02   8.784e-01   1.956e+02
         1.0   1.274e+02   6.837e-01   2.018e+02
         1.0   1.266e+02   6.864e-01   2.074e+02
         1.0   1.238e+02   9.094e-01   1.937e+02
         1.0   1.217e+02   5.136e-01   2.112e+02
         1.0   1.243e+02   8.184e-01   2.267e+02
         1.0   1.324e+02   2.635e-01   1.469e+02
         1.0   1.271e+02   4.716e-01   1.711e+02
         1.0   1.260e+02   9.384e-01   1.379e+02
         1.0   1.242e+02   7.244e-01   1.675e+02
         1.0   1.247e+02   3.189e-01   2.158e+02
         1.0   1.265e+02   9.094e-01   2.143e+02
         1.0   1.247e+02   6.307e-01   1.860e+02
         1.0   1.248e+02   9.048e-01   1.460e+02
         1.0   1.202e+02   6.989e-01   1.166e+02
         1.0   1.243e+02   7.538e-01   2.039e+02
         1.0   1.240e+02   9.388e-01   2.149e+02
         1.0   1.241e+02   6.942e-01   1.697e+02
         1.0   1.247e+02   6.603e-01   1.890e+02
         1.0   1.232e+02   8.211e-01   2.129e+02
         1.0   1.268e+02   9.851e-01   1.832e+02
         1.0   1.134e+02   2.397e-01   1.510e+02
         1.0   1.260e+02   6.964e-01   1.246e+02
         1.0   1.257e+02   7.297e-01   1.579e+02
         1.0   1.295e+02   8.154e-01   1.405e+02
         1.0   1.247e+02   8.214e-01   1.507e+02
         1.0   1.262e+02   5.361e-01   2.272e+02
         1.0   1.217e+02   7.826e-01   2.008e+02
         1.0   1.263e+02   7.088e-01   2.491e+02
         1.0   1.246e+02   6.534e-01   1.753e+02
         1.0   1.254e+02   6.920e-01   1.492e+02
         1.0   1.250e+02   6.431e-01   1.840e+02
         1.0   1.274e+02   8.881e-01   2.042e+02
         1.0   1.246e+02   5.454e-01   2.308e+02
         1.0   1.260e+02   3.062e-01   6.709e+01
         1.0   1.260e+02   8.290e-01   1.575e+02
         1.0   1.257e+02   8.472e-01   1.471e+02
         1.0   1.251e+02   8.982e-01   1.352e+02
         1.0   1.263e+02   4.084e-01   2.210e+02
         1.0   1.291e+02   2.374e-01   1.507e+02
         1.0   1.270e+02   6.967e-01   2.485e+02
         1.0   1.243e+02   2.705e-01   9.307e+01
         1.0   1.263e+02   6.107e-01   2.024e+02
         1.0   1.241e+02   3.817e-01   1.883e+02
         1.0   1.259e+02   7.096e-01   2.119e+02
         1.0   1.318e+02   1.335e-01   1.977e+02
         1.0   1.226e+02   7.976e-01   1.935e+02
         1.0   1.259e+02   9.758e-01   1.856e+02
         1.0   1.263e+02   6.829e-01   1.956e+02
         1.0   1.252e+02   4.321e-01   1.542e+02
         1.0   1.230e+02   8.618e-01   1.699e+02
         1.0   1.251e+02   3.057e-01   2.081e+02
         1.0   1.245e+02   7.024e-01   2.028e+02
         1.0   1.249e+02   3.111e-01   1.713e+02
         1.0   1.234e+02   1.613e-01   1.778e+02
         1.0   1.237e+02   2.930e-01   2.434e+02
         1.0   1.260e+02   5.761e-01   1.922e+02
         1.0   1.222e+02   5.942e-01   2.391e+02
         1.0   1.252e+02   4.010e-01   1.101e+02
         1.0   1.270e+02   6.445e-01   1.948e+02
         1.0   1.265e+02   4.738e-01   2.087e+02
         1.0   1.257e+02   4.612e-01   1.301e+02
         1.0   1.267e+02   7.377e-01   2.022e+02
         1.0   1.261e+02   1.161e-01   2.066e+02
         1.0   1.230e+02   7.591e-01   1.574e+02
         1.0   1.272e+02   5.210e-01   1.834e+02
         1.0   1.245e+02   5.708e-01   1.934e+02
         1.0   1.224e+02   8.434e-01   1.120e+02
         1.0   1.296e+02   3.080e-01   1.880e+02
         1.0   1.169e+02   5.745e-01   2.080e+02
         1.0   1.255e+02   6.388e-01   3.356e+02
         1.0   1.251e+02   5.348e-01   9.462e+01
         1.0   1.197e+02   8.531e-01   2.455e+02
         1.0   1.267e+02   4.528e-01   2.265e+02
         1.0   1.267e+02   9.057e-01   1.706e+02
         1.0   1.266e+02   9.439e-02   1.987e+02
         1.0   1.237e+02   1.131e-01   2.189e+02
         1.0   1.252e+02   8.807e-01   5.863e+02
         1.0   1.246e+02   6.719e-01   1.718e+02
         1.0   1.262e+02   7.537e-01   2.107e+02
         1.0   1.248e+02   1.702e-01   1.779e+02
         1.0   1.235e+02   8.619e-01   7.508e+01
         1.0   1.231e+02   7.521e-01   1.492e+02
         1.0   1.221e+02   9.401e-01   1.957e+02
         1.0   1.240e+02   8.423e-01   1.319e+02
         1.0   1.260e+02   6.661e-01   1.807e+02
         1.0   1.242e+02   3.086e-01   1.733e+02
         1.0   1.293e+02   8.023e-01   2.364e+02
         1.0   1.202e+02   1.332e-01   1.549e+02
         1.0   1.248e+02   6.933e-01   5.716e+01
         1.0   1.186e+02   3.170e-01   2.285e+02
         1.0   1.246e+02   6.422e-01   2.049e+02
         1.0   1.238e+02   5.043e-01   1.974e+02
         1.0   1.191e+02   8.447e-01   1.761e+02
         1.0   1.244e+02   4.053e-01   1.886e+02
         1.0   1.250e+02   8.880e-01   2.163e+02
         1.0   1.262e+02   4.986e-01   1.932e+02
         1.0   1.253e+02   9.839e-01   1.375e+02
         1.0   1.253e+02   6.973e-01   1.802e+02
         1.0   9.932e+01   6.821e-01   1.453e+02
         1.0   1.268e+02   7.948e-01   1.702e+02
         1.0   1.231e+02   7.521e-01   1.492e+02
         1.0   1.248e+02   4.685e-01   1.225e+02
         1.0   1.232e+02   6.116e-01   4.724e+01
         1.0   1.266e+02   8.120e-01   2.191e+02
         1.0   1.251e+02   8.907e-01   1.919e+02
         1.0   1.243e+02   7.224e-01   1.747e+02
         1.0   1.239e+02   6.542e-01   9.699e+01
         1.0   1.237e+02   5.083e-01   2.418e+02
         1.0   1.250e+02   5.902e-01   2.592e+02
         1.0   1.202e+02   1.332e-01   1.549e+02
         1.0   1.207e+02   3.532e-01   1.351e+02
         1.0   1.257e+02   5.244e-02   2.279e+02
         1.0   1.246e+02   8.200e-01   1.569e+02
         1.0   1.242e+02   2.012e-01   2.069e+02
         1.0   1.241e+02   7.466e-01   1.816e+02
         1.0   1.247e+02   8.713e-01   1.801e+02
         1.0   1.240e+02   9.056e-01   1.694e+02
         1.0   1.286e+02   1.380e-01   1.855e+02
         1.0   1.239e+02   9.212e-01   2.183e+02
         1.0   1.258e+02   4.275e-01   1.921e+02
         1.0   1.264e+02   9.042e-01   1.353e+02
         1.0   1.271e+02   3.893e-01   1.785e+02
         1.0   1.232e+02   6.917e-01   2.105e+02
         1.0   1.260e+02   7.567e-01   1.988e+02
         1.0   1.234e+02   7.356e-01   1.912e+02
         1.0   1.225e+02   8.808e-01   2.095e+02
         1.0   1.231e+02   6.247e-01   1.473e+02
         1.0   1.253e+02   7.014e-01   1.111e+02
         1.0   1.244e+02   4.956e-01   1.915e+02
         1.0   1.254e+02   5.679e-01   1.592e+02
         1.0   1.270e+02   6.445e-01   1.948e+02
         1.0   1.188e+02   9.090e-01   1.960e+02
         1.0   1.262e+02   5.003e-01   1.869e+02
         1.0   1.257e+02   7.941e-01   2.256e+02
         1.0   1.260e+02   9.245e-02   2.007e+02
         1.0   1.267e+02   8.747e-01   1.823e+02
         1.0   1.260e+02   6.150e-01   1.384e+02
         1.0   1.248e+02   6.933e-01   5.716e+01
         1.0   1.245e+02   4.304e-01   2.133e+02
         1.0   1.174e+02   6.094e-01   2.204e+02
         1.0   1.241e+02   6.541e-01   1.413e+02
         1.0   1.255e+02   6.388e-01   3.356e+02
         1.0   1.246e+02   6.719e-01   1.718e+02
         1.0   1.256e+02   7.874e-01   1.586e+02
         1.0   1.248e+02   8.960e-01   1.829e+02
         1.0   1.243e+02   5.773e-01   2.101e+02
         1.0   1.261e+02   9.498e-01   2.161e+02
         1.0   1.247e+02   6.269e-01   1.816e+02
         1.0   1.246e+02   8.301e-01   2.059e+02
         1.0   1.251e+02   4.457e-01   1.892e+02
         1.0   1.226e+02   3.136e-01   1.840e+02
         1.0   1.244e+02   4.781e-01   9.409e+01
         1.0   1.169e+02   6.289e-01   1.844e+02
         1.0   1.240e+02   8.597e-01   1.557e+02
         1.0   1.239e+02   3.102e-01   2.337e+02
         1.0   1.238e+02   8.797e-01   1.666e+02
         1.0   1.265e+02   4.267e-01   1.890e+02
         1.0   1.253e+02   7.014e-01   1.111e+02
         1.0   1.248e+02   8.377e-01   5.310e+01
         1.0   1.245e+02   8.998e-01   2.881e+02
         1.0   1.211e+02   5.332e-01   1.754e+02
         1.0   1.216e+02   7.255e-01   1.564e+02
         1.0   1.254e+02   9.837e-01   1.608e+02
         1.0   1.152e+02   6.331e-01   2.117e+02
         1.0   1.249e+02   1.834e-01   1.963e+02
         1.0   1.252e+02   6.302e-01   1.960e+02
         1.0   1.243e+02   9.176e-01   1.373e+02
         1.0   1.207e+02   5.817e-01   2.096e+02
         1.0   1.253e+02   3.920e-01   1.573e+02
         1.0   1.232e+02   8.792e-01   2.661e+02
         1.0   1.271e+02   5.089e-01   1.448e+02
         1.0   1.247e+02   7.705e-01   1.962e+02
         1.0   1.253e+02   7.602e-01   1.525e+02
         1.0   1.257e+02   4.562e-01   2.083e+02
         1.0   1.288e+02   2.311e-01   1.699e+02
         1.0   1.270e+02   8.314e-01   2.450e+02
         1.0   1.228e+02   8.110e-01   1.904e+01
         1.0   1.271e+02   8.761e-01   2.044e+02
         1.0   1.237e+02   4.087e-01   1.874e+02
         1.0   1.243e+02   7.224e-01   1.747e+02
         1.0   1.250e+02   5.287e-01   2.021e+02
         1.0   1.240e+02   5.500e-01   1.327e+02
         1.0   1.276e+02   4.768e-01   2.256e+02
         1.0   1.227e+02   5.074e-01   2.242e+02
         1.0   1.204e+02   3.271e-01   2.001e+02
         1.0   1.246e+02   8.301e-01   2.059e+02
         1.0   1.275e+02   8.565e-01   1.915e+02
         1.0   1.260e+02   3.161e-01   1.756e+02
         1.0   1.269e+02   6.565e-01   1.811e+02
         1.0   1.260e+02   1.505e-01   2.049e+02
         1.0   1.266e+02   7.130e-01   2.077e+02
         1.0   1.259e+02   4.935e-01   2.554e+02
         1.0   1.262e+02   7.537e-01   2.107e+02
         1.0   1.227e+02   6.363e-01   1.918e+02
         1.0   1.266e+02   6.550e-01   1.763e+02
         1.0   1.243e+02   7.538e-01   2.039e+02
         1.0   1.227e+02   8.276e-01   2.159e+02
         1.0   1.260e+02   1.813e-01   1.745e+02
         1.0   1.239e+02   5.887e-01   2.816e+02
         1.0   1.242e+02   6.172e-01   2.263e+02
         1.0   1.265e+02   5.341e-01   1.765e+02
         1.0   1.226e+02   7.976e-01   1.935e+02
         1.0   1.293e+02   5.891e-01   1.816e+02
         1.0   1.228e+02   2.607e-01   1.616e+02
         1.0   1.260e+02   7.034e-01   1.657e+02
         1.0   1.260e+02   8.924e-01   1.601e+02
         1.0   1.244e+02   7.330e-01   1.944e+02
         1.0   1.257e+02   4.562e-01   2.083e+02
         1.0   1.255e+02   9.333e-02   1.914e+02
         1.0   1.253e+02   6.794e-01   1.492e+02
         1.0   1.262e+02   2.946e-01   2.093e+02
         1.0   1.265e+02   8.136e-01   2.028e+02
         1.0   1.241e+02   8.200e-01   2.756e+02
         1.0   1.235e+02   4.453e-01   1.732e+02
         1.0   1.220e+02   5.565e-01   2.131e+02
         1.0   1.238e+02   1.654e-01   2.057e+02
         1.0   1.255e+02   4.260e-01   1.411e+02
         1.0   1.242e+02   4.300e-01   2.524e+02
         1.0   8.151e+01   8.075e-01   2.246e+02
         1.0   1.259e+02   7.096e-01   2.119e+02
         1.0   1.244e+02   9.009e-01   1.013e+02
         1.0   1.261e+02   5.138e-01   2.216e+02
         1.0   1.258e+02   3.738e-01   9.424e+01
         1.0   1.223e+02   6.390e-01   1.127e+02
         1.0   1.261e+02   1.161e-01   2.066e+02
         1.0   1.253e+02   8.163e-01   9.289e+01
         1.0   1.259e+02   9.543e-01   1.637e+02
         1.0   1.250e+02   7.039e-01   1.709e+02
         1.0   1.206e+02   8.073e-01   1.871e+02
         1.0   1.254e+02   9.253e-01   1.833e+02
         1.0   1.246e+02   2.850e-01   2.281e+02
         1.0   1.272e+02   1.257e-01   2.102e+02
         1.0   1.236e+02   5.143e-01   1.944e+02
         1.0   1.266e+02   9.248e-01   1.220e+02
         1.0   1.260e+02   1.813e-01   1.745e+02
         1.0   1.231e+02   9.095e-01   2.238e+02
         1.0   1.261e+02   1.867e-01   1.514e+02
         1.0   1.250e+02   5.716e-01   1.462e+02
         1.0   1.227e+02   6.892e-01   2.059e+02
         1.0   1.249e+02   8.029e-01   1.976e+02
         1.0   1.264e+02   9.346e-01   1.506e+02
         1.0   1.243e+02   5.159e-01   2.401e+02
         1.0   1.262e+02   4.988e-01   1.999e+02
         1.0   1.229e+02   3.477e-01   1.705e+02
         1.0   1.232e+02   7.156e-01   1.840e+02
         1.0   1.154e+02   8.467e-01   2.141e+02
         1.0   1.241e+02   4.609e-01   3.033e+01
         1.0   1.208e+02   2.103e-01   1.916e+02
         1.0   1.247e+02   8.341e-01   1.850e+02
         1.0   1.202e+02   1.332e-01   1.549e+02
         1.0   1.252e+02   4.053e-01   1.585e+02
