    f_weight    f_mass4l f_D_bkg_kin     f_pfmet
         1.0   1.254e+02   6.689e-01   1.200e+02
         1.0   1.228e+02   1.231e-01   1.468e+02
         1.0   1.257e+02   2.412e-01   1.722e+02
         1.0   1.224e+02   8.521e-01   1.473e+01
         1.0   1.224e+02   7.756e-01   2.238e+02
         1.0   1.238e+02   9.094e-01   1.937e+02
         1.0   1.261e+02   3.138e-01   1.948e+02
         1.0   1.271e+02   9.399e-01   2.209e+02
         1.0   1.265e+02   8.922e-01   2.003e+02
         1.0   1.254e+02   6.651e-01   1.132e+02
         1.0   1.215e+02   3.721e-01   1.762e+02
         1.0   1.270e+02   4.677e-01   1.681e+02
         1.0   1.226e+02   3.963e-01   1.903e+02
         1.0   1.241e+02   4.678e-01   2.093e+02
         1.0   1.251e+02   9.509e-01   1.887e+02
         1.0   1.257e+02   3.332e-01   1.815e+02
         1.0   1.276e+02   3.553e-01   1.450e+02
         1.0   1.241e+02   2.887e-01   2.132e+02
         1.0   1.226e+02   6.923e-01   1.467e+02
         1.0   1.207e+02   6.649e-01   2.735e+02
         1.0   1.268e+02   8.857e-01   8.597e+01
         1.0   1.260e+02   7.132e-01   1.793e+02
         1.0   1.260e+02   6.150e-01   1.384e+02
         1.0   1.249e+02   2.403e-01   1.965e+02
         1.0   1.246e+02   4.259e-01   2.428e+02
         1.0   1.219e+02   5.428e-01   1.397e+02
         1.0   1.264e+02   4.872e-01   2.010e+02
         1.0   1.240e+02   5.978e-01   1.023e+02
         1.0   1.245e+02   6.884e-01   1.933e+02
         1.0   1.242e+02   8.244e-01   1.876e+02
         1.0   1.246e+02   5.887e-01   1.676e+02
         1.0   1.266e+02   6.268e-01   1.931e+02
         1.0   1.265e+02   3.858e-01   1.773e+02
         1.0   1.280e+02   5.367e-01   7.116e+01
         1.0   1.291e+02   1.451e-02   1.766e+02
         1.0   1.260e+02   7.567e-01   1.988e+02
         1.0   1.261e+02   8.753e-01   1.825e+02
         1.0   1.197e+02   8.531e-01   2.455e+02
         1.0   1.249e+02   8.304e-01   2.087e+02
         1.0   1.173e+02   2.752e-01   1.629e+02
         1.0   1.233e+02   8.928e-01   1.897e+02
         1.0   1.253e+02   7.688e-01   2.435e+02
         1.0   1.279e+02   8.922e-01   3.060e+02
         1.0   1.217e+02   2.717e-01   1.428e+02
         1.0   1.259e+02   6.196e-01   9.424e+01
         1.0   1.256e+02   5.579e-01   2.235e+02
         1.0   1.229e+02   9.852e-01   2.302e+02
         1.0   1.130e+02   3.812e-01   2.907e+02
         1.0   1.255e+02   8.277e-01   1.492e+02
         1.0   1.262e+02   8.965e-02   2.310e+02
         1.0   1.233e+02   6.991e-01   1.736e+02
         1.0   1.263e+02   5.560e-01   1.825e+02
         1.0   1.207e+02   7.646e-01   2.017e+02
         1.0   1.262e+02   4.586e-01   1.935e+02
         1.0   1.258e+02   9.256e-01   1.743e+02
         1.0   1.268e+02   6.012e-01   2.228e+02
         1.0   1.228e+02   9.027e-01   1.882e+02
         1.0   1.219e+02   6.947e-01   2.076e+02
         1.0   1.266e+02   3.932e-01   3.275e+02
         1.0   1.233e+02   6.439e-01   2.436e+02
         1.0   1.173e+02   6.272e-01   9.873e+01
         1.0   1.255e+02   1.134e-01   7.761e+01
         1.0   1.238e+02   7.285e-01   2.065e+02
         1.0   1.259e+02   4.158e-01   9.097e+01
         1.0   1.233e+02   8.370e-01   2.220e+02
         1.0   1.233e+02   7.581e-01   1.629e+02
         1.0   1.260e+02   6.661e-01   1.807e+02
         1.0   1.266e+02   8.458e-01   1.726e+02
         1.0   1.258e+02   7.680e-01   2.336e+02
         1.0   1.268e+02   5.636e-01   1.678e+02
         1.0   1.259e+02   3.222e-01   1.983e+02
         1.0   1.109e+02   9.544e-01   1.943e+02
         1.0   1.218e+02   3.867e-01   1.960e+02
         1.0   1.255e+02   5.755e-01   1.882e+02
         1.0   1.252e+02   8.221e-01   2.267e+02
         1.0   1.224e+02   5.498e-01   2.423e+02
         1.0   1.250e+02   7.552e-02   1.817e+02
         1.0   1.269e+02   2.773e-01   2.008e+02
         1.0   1.251e+02   7.366e-01   1.497e+02
         1.0   1.263e+02   8.770e-01   1.637e+02
         1.0   1.261e+02   6.778e-01   2.282e+02
         1.0   1.259e+02   9.006e-01   2.013e+02
         1.0   1.247e+02   6.427e-01   1.725e+02
         1.0   1.268e+02   4.654e-01   1.350e+02
         1.0   1.255e+02   1.735e-01   9.131e+01
         1.0   1.237e+02   6.444e-01   1.473e+02
         1.0   1.265e+02   9.094e-01   2.143e+02
         1.0   1.199e+02   2.862e-01   2.004e+02
         1.0   1.254e+02   7.310e-01   1.789e+02
         1.0   1.257e+02   4.562e-01   2.083e+02
         1.0   1.250e+02   9.479e-01   1.735e+02
         1.0   1.261e+02   6.835e-02   1.778e+02
         1.0   1.253e+02   3.076e-01   1.722e+02
         1.0   1.264e+02   2.239e-01   1.491e+02
         1.0   1.246e+02   6.719e-01   1.718e+02
         1.0   1.155e+02   7.542e-01   1.507e+02
         1.0   1.302e+02   2.739e-01   1.907e+02
         1.0   1.246e+02   6.534e-01   1.753e+02
         1.0   1.265e+02   9.094e-01   2.143e+02
         1.0   1.251e+02   5.999e-01   1.260e+02
         1.0   1.147e+02   8.794e-01   1.654e+02
         1.0   1.304e+02   6.259e-01   2.298e+02
         1.0   1.248e+02   7.170e-01   1.178e+02
         1.0   1.212e+02   8.046e-01   1.466e+02
         1.0   1.215e+02   8.938e-01   1.915e+02
         1.0   1.232e+02   5.599e-01   1.325e+02
         1.0   1.248e+02   6.575e-01   1.573e+02
         1.0   1.247e+02   8.918e-01   1.165e+02
         1.0   1.252e+02   5.350e-01   2.490e+02
         1.0   1.245e+02   3.832e-01   1.908e+02
         1.0   1.178e+02   8.602e-01   3.745e+02
         1.0   1.291e+02   7.699e-01   1.846e+02
         1.0   1.250e+02   5.827e-01   6.267e+01
         1.0   1.263e+02   7.088e-01   2.491e+02
         1.0   1.265e+02   8.136e-01   2.028e+02
         1.0   1.255e+02   8.028e-01   2.005e+02
         1.0   1.201e+02   5.266e-01   1.904e+02
         1.0   1.235e+02   8.796e-01   2.260e+02
         1.0   1.236e+02   2.594e-01   1.783e+02
         1.0   1.239e+02   8.091e-01   2.538e+02
         1.0   1.275e+02   5.749e-01   2.328e+02
         1.0   1.257e+02   7.856e-01   2.038e+02
         1.0   1.233e+02   7.333e-01   1.544e+02
         1.0   1.201e+02   5.266e-01   1.904e+02
         1.0   1.248e+02   6.408e-01   2.133e+02
         1.0   1.247e+02   6.615e-01   2.310e+02
         1.0   1.239e+02   8.885e-01   2.237e+02
         1.0   1.236e+02   2.060e-01   1.949e+02
         1.0   1.273e+02   8.375e-01   2.056e+02
         1.0   1.246e+02   8.780e-01   1.568e+02
         1.0   1.234e+02   4.635e-01   1.359e+02
         1.0   1.256e+02   3.142e-01   1.905e+02
         1.0   1.325e+02   7.528e-01   2.526e+02
         1.0   1.256e+02   2.466e-01   1.626e+02
         1.0   1.213e+02   9.405e-01   1.855e+02
         1.0   1.255e+02   6.757e-01   2.023e+02
         1.0   1.246e+02   9.422e-01   1.166e+02
         1.0   1.224e+02   5.498e-01   2.423e+02
         1.0   1.136e+02   6.662e-01   1.195e+02
         1.0   1.229e+02   4.915e-01   2.187e+02
         1.0   1.239e+02   9.267e-01   2.355e+02
         1.0   1.243e+02   3.972e-01   1.427e+02
         1.0   1.265e+02   2.469e-01   1.917e+02
         1.0   1.235e+02   8.796e-01   2.260e+02
         1.0   1.257e+02   4.562e-01   2.083e+02
         1.0   8.151e+01   8.075e-01   2.246e+02
         1.0   1.260e+02   9.477e-01   2.366e+02
         1.0   1.253e+02   2.796e-01   2.006e+02
         1.0   1.264e+02   8.569e-01   1.018e+02
         1.0   1.240e+02   6.038e-01   1.854e+02
         1.0   1.255e+02   7.666e-01   3.206e+02
         1.0   1.216e+02   4.601e-01   1.700e+02
         1.0   1.205e+02   7.188e-01   1.869e+02
         1.0   1.239e+02   9.370e-01   1.854e+02
         1.0   1.273e+02   6.190e-01   1.716e+02
         1.0   8.724e+01   3.148e-01   1.230e+02
         1.0   1.237e+02   5.083e-01   2.418e+02
         1.0   1.260e+02   6.894e-01   2.053e+02
         1.0   1.252e+02   4.224e-01   2.518e+02
         1.0   1.252e+02   5.837e-01   1.026e+02
         1.0   1.248e+02   2.614e-01   1.703e+02
         1.0   1.239e+02   5.516e-01   1.729e+02
         1.0   1.229e+02   9.892e-01   1.952e+02
         1.0   1.202e+02   2.899e-01   1.825e+02
         1.0   1.004e+02   2.700e-01   2.881e+02
         1.0   1.233e+02   1.514e-01   2.845e+02
         1.0   1.207e+02   4.444e-01   1.950e+02
         1.0   1.233e+02   7.581e-01   1.629e+02
         1.0   1.284e+02   9.328e-01   1.282e+02
         1.0   1.242e+02   8.935e-01   1.537e+02
         1.0   1.204e+02   8.260e-01   1.661e+02
         1.0   1.239e+02   7.955e-01   1.312e+02
         1.0   1.265e+02   6.005e-02   2.292e+02
         1.0   1.272e+02   1.009e-01   1.754e+02
         1.0   1.217e+02   7.303e-01   1.682e+02
         1.0   1.250e+02   7.601e-01   2.179e+02
         1.0   1.229e+02   4.915e-01   2.187e+02
         1.0   1.193e+02   6.570e-01   7.728e+01
         1.0   1.261e+02   4.641e-01   2.036e+02
         1.0   1.249e+02   9.275e-01   1.233e+02
         1.0   1.245e+02   2.451e-01   2.484e+02
         1.0   1.240e+02   7.732e-01   2.026e+02
         1.0   1.243e+02   7.538e-01   2.039e+02
         1.0   1.256e+02   8.411e-01   1.969e+02
         1.0   1.264e+02   1.247e-01   2.259e+02
         1.0   1.194e+02   9.311e-01   2.049e+02
         1.0   1.255e+02   3.402e-01   1.454e+02
         1.0   1.248e+02   6.290e-01   1.917e+02
         1.0   1.266e+02   5.615e-01   3.975e+02
         1.0   1.243e+02   7.996e-01   1.686e+02
         1.0   1.253e+02   4.304e-01   2.048e+02
         1.0   1.243e+02   6.135e-01   3.170e+02
         1.0   1.225e+02   9.370e-01   2.150e+02
         1.0   1.233e+02   1.805e-01   1.689e+02
         1.0   1.275e+02   3.692e-01   1.774e+02
         1.0   1.215e+02   7.183e-01   1.961e+02
         1.0   1.264e+02   3.299e-01   1.683e+02
         1.0   1.236e+02   8.253e-01   1.145e+02
         1.0   1.244e+02   3.216e-01   2.396e+02
         1.0   1.262e+02   3.104e-02   2.113e+02
         1.0   1.265e+02   3.464e-01   2.718e+02
         1.0   1.264e+02   1.017e-01   2.795e+02
         1.0   1.260e+02   8.290e-01   1.575e+02
         1.0   1.273e+02   5.292e-02   1.345e+02
         1.0   1.246e+02   6.318e-01   2.118e+02
         1.0   1.293e+02   7.259e-01   1.707e+02
         1.0   1.251e+02   4.066e-01   3.065e+02
         1.0   1.265e+02   7.432e-01   2.323e+02
         1.0   1.279e+02   6.692e-01   1.849e+02
         1.0   1.273e+02   9.428e-01   1.841e+02
         1.0   1.255e+02   1.735e-01   9.131e+01
         1.0   1.253e+02   2.284e-01   2.502e+02
         1.0   1.256e+02   9.308e-01   1.449e+02
         1.0   1.234e+02   6.040e-01   2.064e+02
         1.0   1.272e+02   2.164e-02   1.783e+02
         1.0   8.256e+01   8.256e-01   7.507e+01
         1.0   1.257e+02   8.345e-01   1.764e+02
         1.0   1.268e+02   5.601e-01   9.536e+01
         1.0   1.266e+02   5.399e-01   1.898e+02
         1.0   1.230e+02   6.158e-01   1.859e+02
         1.0   1.255e+02   7.727e-01   2.082e+02
         1.0   1.212e+02   8.402e-01   1.934e+02
         1.0   1.243e+02   5.269e-01   2.237e+02
         1.0   1.205e+02   8.042e-01   1.997e+02
         1.0   1.261e+02   8.753e-01   1.825e+02
         1.0   1.247e+02   6.307e-01   1.860e+02
         1.0   1.262e+02   3.857e-01   1.600e+02
         1.0   1.239e+02   9.438e-01   1.648e+02
         1.0   1.232e+02   5.599e-01   1.325e+02
         1.0   1.248e+02   1.738e-01   4.036e+01
         1.0   1.229e+02   5.568e-01   1.722e+02
         1.0   1.221e+02   3.131e-01   1.739e+02
         1.0   1.239e+02   6.938e-01   1.370e+02
         1.0   1.267e+02   6.272e-01   1.166e+02
         1.0   1.219e+02   9.337e-01   1.859e+02
         1.0   1.252e+02   5.295e-01   1.487e+02
         1.0   1.248e+02   2.885e-01   2.148e+02
         1.0   1.228e+02   6.420e-01   1.689e+02
         1.0   1.325e+02   7.528e-01   2.526e+02
         1.0   1.203e+02   6.726e-01   1.524e+02
         1.0   1.147e+02   8.542e-01   1.946e+02
         1.0   1.256e+02   2.460e-01   1.913e+02
         1.0   1.253e+02   3.326e-01   1.881e+02
         1.0   1.255e+02   5.044e-01   1.602e+02
         1.0   1.257e+02   7.889e-01   1.472e+02
         1.0   1.295e+02   6.116e-01   2.197e+02
         1.0   1.272e+02   9.148e-01   2.170e+02
         1.0   1.245e+02   8.005e-01   1.555e+02
         1.0   1.234e+02   8.342e-01   4.138e+02
         1.0   1.274e+02   7.835e-01   2.401e+02
         1.0   1.263e+02   7.088e-01   2.491e+02
         1.0   1.260e+02   6.894e-01   2.053e+02
         1.0   1.244e+02   7.729e-01   2.825e+02
         1.0   1.246e+02   2.246e-01   2.222e+02
         1.0   1.252e+02   8.807e-01   5.863e+02
         1.0   1.243e+02   9.117e-01   9.298e+01
         1.0   1.237e+02   2.437e-01   1.754e+02
         1.0   1.249e+02   7.914e-01   2.372e+02
         1.0   1.249e+02   3.035e-01   1.340e+02
         1.0   1.266e+02   6.653e-01   1.426e+02
         1.0   1.239e+02   2.920e-01   1.741e+02
         1.0   1.244e+02   7.745e-01   1.718e+02
         1.0   1.253e+02   8.833e-01   1.992e+02
         1.0   1.253e+02   8.833e-01   1.992e+02
         1.0   1.248e+02   9.263e-01   2.291e+02
         1.0   1.247e+02   4.077e-01   2.432e+02
         1.0   1.234e+02   8.775e-01   1.614e+02
         1.0   1.195e+02   5.824e-01   1.783e+02
         1.0   1.223e+02   1.751e-01   1.109e+02
         1.0   1.240e+02   5.812e-01   2.241e+02
         1.0   1.263e+02   5.560e-01   1.825e+02
         1.0   1.180e+02   6.093e-01   1.809e+02
         1.0   1.275e+02   5.694e-01   1.906e+02
         1.0   7.819e+01   2.166e-01   1.519e+02
         1.0   1.208e+02   5.987e-01   2.257e+02
         1.0   1.252e+02   4.321e-01   1.542e+02
         1.0   1.263e+02   4.901e-01   2.021e+02
         1.0   1.231e+02   7.521e-01   1.492e+02
         1.0   8.724e+01   3.148e-01   1.230e+02
         1.0   1.219e+02   9.690e-01   6.305e+01
         1.0   1.246e+02   3.094e-01   2.034e+02
         1.0   1.249e+02   7.023e-01   2.873e+02
         1.0   1.197e+02   8.531e-01   2.455e+02
         1.0   1.248e+02   6.632e-01   1.894e+02
         1.0   1.241e+02   6.471e-01   2.181e+02
         1.0   1.267e+02   1.341e-01   1.327e+02
         1.0   1.236e+02   9.111e-01   1.959e+02
         1.0   1.256e+02   6.718e-01   2.001e+02
         1.0   1.247e+02   6.615e-01   2.310e+02
         1.0   1.251e+02   5.424e-01   1.909e+02
         1.0   1.239e+02   5.592e-01   2.267e+02
         1.0   1.271e+02   3.512e-01   1.954e+02
         1.0   1.253e+02   5.585e-01   1.817e+02
         1.0   1.244e+02   8.151e-01   1.686e+02
         1.0   1.261e+02   5.749e-01   1.910e+02
         1.0   1.251e+02   7.809e-01   1.973e+02
         1.0   1.244e+02   9.700e-02   1.827e+02
         1.0   1.279e+02   6.692e-01   1.849e+02
         1.0   1.255e+02   2.527e-01   2.225e+02
         1.0   1.268e+02   9.851e-01   1.832e+02
         1.0   1.254e+02   4.051e-01   1.763e+02
         1.0   1.213e+02   5.897e-01   1.643e+02
         1.0   1.268e+02   4.279e-01   1.486e+02
         1.0   1.232e+02   7.233e-01   5.104e+01
         1.0   1.270e+02   2.875e-01   1.645e+02
         1.0   1.143e+02   7.325e-01   1.254e+02
         1.0   1.243e+02   7.273e-01   1.870e+02
         1.0   1.226e+02   5.981e-01   1.887e+02
         1.0   1.277e+02   3.315e-01   2.584e+02
         1.0   1.198e+02   4.735e-01   1.490e+02
         1.0   1.230e+02   6.177e-01   4.097e+02
         1.0   1.205e+02   7.188e-01   1.869e+02
         1.0   1.216e+02   5.535e-01   2.278e+02
         1.0   1.221e+02   8.012e-01   1.635e+02
         1.0   1.236e+02   7.051e-01   1.696e+02
         1.0   1.233e+02   6.165e-01   1.832e+02
         1.0   1.223e+02   6.036e-01   1.230e+02
         1.0   1.247e+02   8.491e-01   1.754e+02
         1.0   1.287e+02   5.290e-01   1.875e+02
         1.0   1.254e+02   5.623e-01   1.153e+02
         1.0   1.239e+02   5.000e-01   2.313e+02
         1.0   1.250e+02   8.976e-01   8.577e+01
         1.0   1.241e+02   6.560e-01   1.883e+02
         1.0   1.263e+02   2.036e-01   2.058e+02
         1.0   1.282e+02   1.125e-01   1.112e+02
         1.0   1.260e+02   7.341e-01   1.877e+02
         1.0   1.267e+02   1.735e-01   1.108e+02
         1.0   1.261e+02   6.291e-01   3.470e+02
         1.0   1.268e+02   5.601e-01   9.536e+01
         1.0   1.255e+02   1.563e-01   1.972e+02
         1.0   1.261e+02   8.400e-01   1.844e+02
         1.0   1.241e+02   3.721e-01   1.437e+02
         1.0   1.248e+02   5.184e-01   2.386e+02
         1.0   1.234e+02   7.107e-01   1.843e+02
         1.0   1.246e+02   6.318e-01   2.118e+02
         1.0   1.261e+02   5.138e-01   2.216e+02
         1.0   1.186e+02   8.476e-01   8.238e+01
         1.0   1.270e+02   8.886e-01   1.847e+02
         1.0   1.262e+02   1.898e-02   1.247e+02
         1.0   1.256e+02   6.790e-01   1.092e+02
         1.0   9.817e+01   5.426e-01   9.569e+01
         1.0   1.208e+02   5.987e-01   2.257e+02
         1.0   1.266e+02   4.152e-01   1.920e+02
         1.0   1.251e+02   7.607e-01   1.871e+02
         1.0   1.254e+02   2.511e-01   1.756e+02
         1.0   9.073e+01   6.680e-01   2.033e+02
         1.0   1.211e+02   2.891e-01   2.273e+02
         1.0   1.262e+02   2.540e-01   2.294e+02
         1.0   1.265e+02   6.005e-02   2.292e+02
         1.0   1.321e+02   4.113e-01   2.360e+02
         1.0   1.233e+02   2.535e-01   1.462e+02
         1.0   1.253e+02   7.344e-01   2.043e+02
         1.0   1.259e+02   9.665e-01   2.236e+02
         1.0   1.262e+02   8.965e-02   2.310e+02
         1.0   1.240e+02   5.912e-01   2.338e+02
         1.0   1.241e+02   8.079e-01   2.867e+02
         1.0   1.272e+02   8.755e-01   4.508e+02
         1.0   1.239e+02   6.045e-01   1.704e+02
         1.0   1.256e+02   4.901e-01   1.953e+02
         1.0   1.270e+02   7.583e-01   1.683e+02
         1.0   1.250e+02   7.967e-01   1.471e+02
         1.0   1.264e+02   8.111e-01   1.627e+02
         1.0   1.168e+02   6.155e-01   1.135e+02
         1.0   1.232e+02   7.706e-01   1.816e+02
         1.0   1.251e+02   8.218e-01   8.121e+01
         1.0   1.310e+02   1.969e-01   1.739e+02
         1.0   1.236e+02   5.257e-01   2.042e+02
         1.0   1.261e+02   8.555e-01   1.740e+02
         1.0   1.251e+02   9.499e-01   1.946e+02
         1.0   1.016e+02   4.953e-01   2.160e+02
         1.0   1.237e+02   5.242e-01   2.390e+02
         1.0   1.235e+02   6.263e-01   1.528e+02
         1.0   1.260e+02   3.072e-01   2.334e+02
         1.0   1.287e+02   8.930e-01   1.639e+02
         1.0   1.181e+02   7.150e-01   2.172e+02
         1.0   1.262e+02   4.353e-01   1.897e+02
         1.0   1.254e+02   3.106e-01   1.735e+02
         1.0   1.227e+02   7.451e-01   2.315e+02
         1.0   1.234e+02   8.836e-01   2.455e+02
         1.0   1.241e+02   1.268e-01   2.489e+02
         1.0   1.263e+02   6.863e-01   1.811e+02
         1.0   1.264e+02   8.396e-01   1.923e+02
         1.0   1.247e+02   7.918e-01   1.679e+02
         1.0   1.236e+02   3.434e-01   2.034e+02
         1.0   1.259e+02   5.214e-01   3.883e+01
         1.0   1.267e+02   3.429e-01   1.719e+02
         1.0   1.256e+02   5.834e-01   2.290e+02
         1.0   1.249e+02   4.010e-01   2.090e+02
         1.0   1.270e+02   5.971e-02   2.596e+02
         1.0   1.257e+02   3.241e-01   2.124e+02
         1.0   1.256e+02   3.726e-01   1.694e+02
         1.0   1.255e+02   1.653e-01   1.713e+02
         1.0   1.252e+02   4.675e-02   1.384e+02
         1.0   1.250e+02   5.821e-01   1.669e+02
         1.0   1.251e+02   7.698e-01   2.641e+02
         1.0   1.233e+02   6.350e-01   1.734e+02
         1.0   1.235e+02   1.834e-01   1.967e+02
         1.0   1.259e+02   3.721e-01   2.452e+02
         1.0   1.253e+02   7.688e-01   2.435e+02
         1.0   1.244e+02   9.700e-02   1.827e+02
         1.0   1.210e+02   8.755e-01   3.851e+01
         1.0   1.195e+02   5.824e-01   1.783e+02
         1.0   1.186e+02   3.170e-01   2.285e+02
         1.0   1.264e+02   5.121e-01   1.874e+02
         1.0   1.249e+02   3.374e-01   1.870e+02
         1.0   1.233e+02   7.858e-01   2.189e+02
         1.0   1.262e+02   1.898e-02   1.247e+02
         1.0   1.261e+02   9.282e-01   2.284e+02
         1.0   1.251e+02   1.022e-01   1.593e+02
         1.0   1.202e+02   1.332e-01   1.549e+02
         1.0   1.266e+02   5.399e-01   1.898e+02
         1.0   1.288e+02   1.510e-01   1.746e+02
         1.0   1.265e+02   5.534e-01   1.563e+02
         1.0   1.204e+02   8.738e-01   1.586e+02
         1.0   1.266e+02   3.260e-01   1.438e+02
         1.0   1.249e+02   7.914e-01   2.372e+02
         1.0   1.253e+02   3.181e-01   2.311e+02
         1.0   1.250e+02   5.287e-01   2.021e+02
         1.0   1.268e+02   2.505e-01   1.812e+02
         1.0   1.257e+02   4.293e-01   1.733e+02
         1.0   1.259e+02   3.982e-01   2.555e+02
         1.0   1.267e+02   9.460e-01   2.022e+02
         1.0   1.247e+02   1.546e-01   1.971e+02
         1.0   1.248e+02   8.304e-01   9.586e+01
         1.0   1.267e+02   3.781e-01   2.098e+02
         1.0   1.193e+02   5.135e-01   1.737e+02
         1.0   1.241e+02   6.942e-01   1.697e+02
         1.0   1.252e+02   7.327e-01   1.009e+02
         1.0   9.849e+01   6.648e-01   1.770e+02
         1.0   1.247e+02   6.340e-01   2.117e+02
         1.0   1.237e+02   6.650e-01   1.925e+02
         1.0   1.158e+02   5.677e-01   1.925e+02
         1.0   1.261e+02   8.753e-01   1.825e+02
         1.0   1.268e+02   1.823e-01   2.175e+02
         1.0   1.258e+02   1.547e-01   1.141e+02
         1.0   7.786e+01   6.503e-01   1.490e+02
         1.0   1.254e+02   2.535e-01   9.926e+01
         1.0   1.263e+02   4.582e-01   1.633e+02
         1.0   1.260e+02   9.245e-02   2.007e+02
         1.0   1.235e+02   5.687e-01   1.893e+02
         1.0   1.258e+02   8.457e-01   2.286e+02
         1.0   1.219e+02   5.117e-01   1.831e+02
         1.0   1.265e+02   4.267e-01   1.890e+02
         1.0   1.227e+02   6.469e-01   1.619e+02
         1.0   1.268e+02   6.159e-01   2.296e+02
         1.0   1.257e+02   4.612e-01   1.301e+02
         1.0   1.258e+02   2.123e-01   1.982e+02
         1.0   1.260e+02   5.761e-01   1.922e+02
         1.0   1.246e+02   9.497e-01   2.382e+02
         1.0   1.227e+02   5.808e-01   1.812e+02
         1.0   1.242e+02   7.955e-01   1.874e+02
         1.0   1.263e+02   2.273e-01   1.558e+02
         1.0   1.223e+02   3.199e-01   1.225e+02
