    f_weight    f_mass4l f_D_bkg_kin     f_pfmet
         1.0   1.232e+02   8.764e-01   5.970e+01
         1.0   1.259e+02   5.732e-01   7.917e+01
         1.0   1.256e+02   3.367e-01   7.968e+01
         1.0   1.265e+02   4.516e-01   1.076e+02
         1.0   1.252e+02   9.530e-01   3.597e+01
         1.0   1.246e+02   5.340e-01   9.787e+01
         1.0   1.253e+02   4.476e-01   1.921e+01
         1.0   1.257e+02   8.759e-01   9.024e+01
         1.0   1.247e+02   9.274e-01   8.182e+01
         1.0   1.244e+02   6.201e-01   2.413e+01
         1.0   1.225e+02   5.953e-01   5.758e+01
         1.0   1.250e+02   9.155e-01   1.280e+02
         1.0   1.149e+02   8.022e-01   1.933e+02
         1.0   1.256e+02   8.990e-01   1.709e+02
         1.0   1.285e+02   7.125e-01   2.096e+02
         1.0   8.095e+01   3.985e-01   6.191e+01
         1.0   1.242e+02   6.511e-01   6.891e+01
         1.0   1.262e+02   2.411e-01   1.388e+02
         1.0   1.258e+02   9.172e-01   5.662e+01
         1.0   1.148e+02   9.626e-01   2.910e+01
         1.0   1.246e+02   7.090e-01   6.777e+01
         1.0   1.222e+02   8.238e-01   3.418e+01
         1.0   1.239e+02   6.518e-01   3.060e+01
         1.0   1.277e+02   8.634e-01   3.291e+01
         1.0   1.254e+02   7.354e-01   6.411e+01
         1.0   1.206e+02   9.798e-01   6.066e+01
         1.0   1.238e+02   8.971e-01   1.230e+02
         1.0   1.211e+02   7.469e-01   3.980e+01
         1.0   1.255e+02   8.102e-01   1.715e+02
         1.0   1.258e+02   4.740e-01   2.305e+02
         1.0   1.249e+02   9.329e-01   1.142e+02
         1.0   1.212e+02   7.325e-01   1.764e+01
         1.0   1.207e+02   4.132e-01   9.375e+01
         1.0   1.267e+02   5.395e-01   1.934e+01
         1.0   1.266e+02   3.713e-01   1.091e+02
         1.0   1.179e+02   4.160e-01   1.197e+02
         1.0   1.258e+02   5.482e-01   1.670e+02
         1.0   1.249e+02   5.574e-01   1.050e+02
         1.0   1.269e+02   7.086e-01   7.245e+01
         1.0   1.269e+02   8.670e-01   5.621e+01
         1.0   1.252e+02   4.697e-01   4.001e+01
         1.0   1.245e+02   7.437e-01   6.961e+01
         1.0   1.251e+02   3.165e-01   7.837e+01
         1.0   1.242e+02   9.535e-01   3.562e+01
         1.0   1.258e+02   4.008e-01   2.954e+01
         1.0   1.200e+02   9.177e-01   8.138e+01
         1.0   1.250e+02   3.332e-01   1.453e+02
         1.0   1.240e+02   8.996e-01   1.590e+01
         1.0   1.249e+02   2.642e-01   6.566e+01
         1.0   1.262e+02   9.553e-01   1.411e+00
         1.0   1.259e+02   5.732e-01   7.917e+01
         1.0   1.242e+02   2.070e-01   5.601e+01
         1.0   1.236e+02   3.474e-01   6.422e+01
         1.0   1.262e+02   6.142e-01   1.102e+02
         1.0   1.246e+02   5.340e-01   9.787e+01
         1.0   1.283e+02   8.842e-01   7.504e+01
         1.0   1.261e+02   4.277e-01   8.410e+01
         1.0   1.258e+02   4.356e-01   1.096e+02
         1.0   1.263e+02   5.590e-01   1.780e+02
         1.0   1.228e+02   9.340e-01   7.950e+01
         1.0   1.253e+02   7.797e-01   1.871e+02
         1.0   1.260e+02   4.985e-01   1.072e+02
         1.0   1.280e+02   8.994e-01   9.748e+01
         1.0   1.258e+02   5.050e-01   6.504e+01
         1.0   1.260e+02   4.118e-01   2.710e+01
         1.0   1.260e+02   1.677e-01   5.824e+01
         1.0   1.220e+02   5.660e-01   1.091e+02
         1.0   1.244e+02   3.819e-01   8.318e+01
         1.0   1.247e+02   8.353e-01   4.935e+01
         1.0   1.246e+02   6.228e-01   9.156e+01
         1.0   1.235e+02   4.544e-01   1.495e+02
         1.0   1.229e+02   4.457e-01   2.958e+01
         1.0   1.205e+02   7.626e-01   7.714e+01
         1.0   1.259e+02   6.877e-01   1.329e+02
         1.0   1.264e+02   5.590e-01   8.066e+01
         1.0   1.256e+02   9.542e-01   3.722e+01
         1.0   1.272e+02   8.880e-02   1.117e+02
         1.0   1.235e+02   2.158e-01   1.533e+02
         1.0   1.266e+02   5.550e-01   1.349e+02
         1.0   1.224e+02   8.754e-01   1.073e+02
         1.0   1.253e+02   4.395e-01   4.354e+01
         1.0   1.223e+02   4.043e-01   5.692e+01
         1.0   1.263e+02   5.238e-01   1.159e+02
         1.0   1.288e+02   7.895e-02   1.330e+02
         1.0   1.260e+02   4.183e-01   1.524e+02
         1.0   1.221e+02   5.261e-01   3.028e+01
         1.0   1.266e+02   2.151e-01   1.014e+02
         1.0   1.219e+02   1.330e-01   9.827e+01
         1.0   1.274e+02   5.460e-01   1.775e+02
         1.0   1.089e+02   7.892e-01   1.120e+02
         1.0   1.245e+02   3.885e-01   7.683e+01
         1.0   1.207e+02   4.132e-01   9.375e+01
         1.0   1.240e+02   8.927e-01   3.895e+01
         1.0   1.254e+02   2.614e-01   1.906e+02
         1.0   1.239e+02   9.709e-02   9.808e+01
         1.0   1.170e+02   8.673e-01   1.752e+02
         1.0   1.270e+02   8.543e-01   4.931e+01
         1.0   1.227e+02   7.893e-01   2.153e+01
         1.0   1.265e+02   9.016e-01   1.378e+02
         1.0   1.256e+02   7.705e-01   1.738e+02
         1.0   1.242e+02   2.903e-01   1.347e+02
         1.0   1.245e+02   8.924e-01   1.649e+01
         1.0   1.260e+02   8.361e-01   6.237e+01
         1.0   1.191e+02   7.132e-01   8.781e+01
         1.0   1.242e+02   8.338e-01   7.020e+01
         1.0   1.211e+02   7.163e-01   1.793e+02
         1.0   1.226e+02   1.050e-01   9.861e+01
         1.0   1.223e+02   9.463e-01   3.639e+01
         1.0   1.275e+02   9.503e-01   4.620e+01
         1.0   1.189e+02   1.978e-01   2.602e+02
         1.0   1.236e+02   9.034e-01   1.359e+02
         1.0   1.263e+02   7.026e-01   1.645e+02
         1.0   1.229e+02   6.051e-01   2.286e+01
         1.0   1.245e+02   8.924e-01   1.649e+01
         1.0   1.228e+02   6.766e-02   6.511e+01
         1.0   1.252e+02   7.131e-01   1.458e+02
         1.0   1.157e+02   7.270e-01   1.116e+02
         1.0   1.220e+02   9.104e-01   8.820e+01
         1.0   1.265e+02   6.026e-01   3.633e+01
         1.0   1.258e+02   5.363e-01   1.338e+01
         1.0   1.240e+02   7.376e-01   2.994e+01
         1.0   1.234e+02   9.013e-01   2.824e+01
         1.0   1.243e+02   1.720e-01   2.195e+01
         1.0   1.236e+02   8.327e-01   1.690e+02
         1.0   1.255e+02   7.043e-01   1.423e+02
         1.0   1.269e+02   4.673e-01   8.707e+01
         1.0   1.113e+02   7.523e-01   8.938e+01
         1.0   7.392e+01   4.538e-01   3.038e+01
         1.0   1.258e+02   3.734e-01   1.576e+02
         1.0   1.256e+02   4.723e-01   1.037e+02
         1.0   1.214e+02   4.622e-01   3.236e+02
         1.0   1.224e+02   9.581e-01   1.121e+02
         1.0   1.204e+02   9.232e-01   5.727e+01
         1.0   1.245e+02   4.011e-01   1.204e+02
         1.0   1.278e+02   7.347e-01   1.110e+02
         1.0   1.241e+02   6.329e-01   5.120e+01
         1.0   1.173e+02   7.905e-01   7.162e+01
         1.0   1.239e+02   4.758e-01   4.925e+02
         1.0   1.248e+02   5.517e-01   9.129e+01
         1.0   1.236e+02   9.299e-01   6.159e+01
         1.0   1.238e+02   2.460e-01   1.008e+02
         1.0   1.228e+02   7.839e-01   1.427e+02
         1.0   1.246e+02   6.832e-01   2.308e+01
         1.0   1.256e+02   3.369e-01   4.220e+01
         1.0   1.236e+02   6.342e-01   5.019e+01
         1.0   1.217e+02   7.505e-01   4.614e+01
         1.0   1.265e+02   9.016e-01   1.378e+02
         1.0   1.163e+02   2.477e-01   6.605e+01
         1.0   1.258e+02   6.773e-01   8.230e+01
         1.0   1.243e+02   6.474e-01   2.628e+02
         1.0   1.149e+02   6.217e-01   9.963e+01
         1.0   1.249e+02   8.809e-01   4.984e+01
         1.0   1.290e+02   8.161e-01   4.273e+01
         1.0   1.198e+02   8.082e-01   2.008e+02
         1.0   7.429e+01   3.423e-01   8.697e+01
         1.0   1.205e+02   3.850e-01   1.164e+02
         1.0   1.215e+02   8.225e-01   4.296e+01
         1.0   1.255e+02   9.346e-01   1.201e+02
         1.0   1.239e+02   6.087e-01   3.463e+01
         1.0   1.236e+02   7.696e-01   6.841e+01
         1.0   1.245e+02   2.826e-01   2.090e+01
         1.0   1.258e+02   7.339e-01   1.989e+02
         1.0   1.259e+02   3.749e-01   6.859e+01
         1.0   1.233e+02   4.895e-01   7.313e+01
         1.0   1.271e+02   4.787e-01   4.037e+01
         1.0   1.253e+02   6.906e-01   6.157e+01
         1.0   1.257e+02   6.435e-01   5.859e+01
         1.0   1.267e+02   8.226e-01   1.050e+02
         1.0   1.264e+02   2.069e-01   1.747e+02
         1.0   1.229e+02   6.974e-01   2.879e+01
         1.0   1.266e+02   6.636e-01   1.028e+02
         1.0   1.095e+02   3.414e-01   6.704e+01
         1.0   1.263e+02   8.693e-01   1.207e+02
         1.0   1.263e+02   7.262e-02   6.380e+01
         1.0   1.248e+02   7.984e-01   1.052e+02
         1.0   1.256e+02   6.911e-01   1.180e+01
         1.0   1.275e+02   9.503e-01   4.620e+01
         1.0   1.273e+02   1.940e-01   1.334e+02
         1.0   1.230e+02   7.745e-01   1.078e+02
         1.0   1.232e+02   8.534e-01   1.290e+02
         1.0   1.256e+02   9.695e-01   1.603e+01
         1.0   1.218e+02   8.555e-01   1.371e+02
         1.0   1.226e+02   6.055e-01   1.187e+01
         1.0   1.244e+02   8.481e-01   1.528e+02
         1.0   1.245e+02   6.986e-01   1.967e+01
         1.0   1.226e+02   8.996e-01   7.669e+01
         1.0   1.267e+02   7.563e-01   2.100e+02
         1.0   1.241e+02   8.296e-01   2.048e+01
         1.0   1.236e+02   3.474e-01   6.422e+01
         1.0   1.245e+02   9.764e-01   1.666e+01
         1.0   1.250e+02   3.001e-01   6.157e+01
         1.0   1.242e+02   5.730e-01   1.665e+02
         1.0   1.262e+02   7.870e-01   3.965e+01
         1.0   1.269e+02   5.077e-01   1.854e+02
         1.0   1.246e+02   6.205e-01   4.806e+01
         1.0   1.247e+02   6.799e-01   4.550e+01
         1.0   1.190e+02   8.284e-01   1.005e+02
         1.0   1.260e+02   4.985e-01   1.072e+02
         1.0   1.248e+02   7.694e-01   3.884e+00
         1.0   1.252e+02   3.923e-01   2.859e+01
         1.0   1.303e+02   7.772e-01   1.204e+02
         1.0   1.241e+02   4.099e-01   1.329e+02
         1.0   1.233e+02   8.945e-01   8.627e+01
         1.0   1.259e+02   6.013e-01   8.293e+01
         1.0   1.263e+02   1.359e-01   2.647e+01
         1.0   1.137e+02   6.888e-01   1.690e+02
         1.0   1.259e+02   6.877e-01   1.329e+02
         1.0   1.273e+02   6.154e-01   8.814e+01
         1.0   1.265e+02   8.271e-01   5.020e+01
         1.0   1.190e+02   8.500e-01   7.959e+01
         1.0   1.266e+02   3.572e-01   1.336e+02
         1.0   1.260e+02   6.080e-01   2.986e+01
         1.0   1.246e+02   8.186e-01   1.016e+02
         1.0   8.430e+01   1.993e-02   5.010e+01
         1.0   1.247e+02   8.105e-01   6.665e+01
         1.0   1.234e+02   8.206e-01   6.790e+01
         1.0   1.264e+02   5.512e-02   1.787e+02
         1.0   1.244e+02   4.746e-01   9.776e+01
         1.0   1.196e+02   7.359e-01   4.457e+01
         1.0   1.215e+02   8.683e-01   9.779e+01
         1.0   1.232e+02   9.204e-01   1.771e+01
         1.0   1.250e+02   4.605e-01   5.439e+01
         1.0   1.242e+02   7.907e-01   6.075e+01
         1.0   1.243e+02   7.151e-01   1.589e+02
         1.0   1.260e+02   4.350e-01   2.099e+02
         1.0   1.226e+02   6.055e-01   1.187e+01
         1.0   1.243e+02   6.229e-01   4.317e+01
         1.0   1.221e+02   9.781e-01   3.753e+02
         1.0   1.236e+02   7.397e-01   1.464e+02
         1.0   1.267e+02   8.143e-01   4.058e+01
         1.0   1.216e+02   5.577e-01   9.856e+01
         1.0   1.237e+02   7.617e-01   1.020e+02
         1.0   1.239e+02   4.937e-01   1.331e+02
         1.0   1.262e+02   2.677e-01   2.219e+02
         1.0   1.240e+02   2.771e-01   1.572e+02
         1.0   1.234e+02   6.057e-01   4.905e+01
         1.0   1.207e+02   9.316e-01   1.332e+02
         1.0   1.472e+02   3.683e-01   1.231e+02
         1.0   1.271e+02   1.572e-01   6.365e+01
         1.0   1.258e+02   8.853e-01   1.119e+02
         1.0   1.263e+02   4.448e-01   2.524e+01
         1.0   1.239e+02   7.580e-01   1.808e+01
         1.0   1.263e+02   3.148e-01   9.915e+01
         1.0   1.226e+02   1.050e-01   9.861e+01
         1.0   1.259e+02   7.857e-01   8.259e+01
         1.0   1.272e+02   8.880e-02   1.117e+02
         1.0   1.192e+02   8.474e-01   3.871e+01
         1.0   1.279e+02   2.351e-01   2.920e+02
         1.0   1.276e+02   7.402e-01   7.902e+01
         1.0   1.256e+02   7.705e-01   1.738e+02
         1.0   1.235e+02   9.418e-01   1.129e+02
         1.0   1.244e+02   9.479e-01   9.088e+01
         1.0   9.032e+01   4.029e-01   3.797e+02
         1.0   1.285e+02   6.179e-01   6.814e+01
         1.0   1.263e+02   3.148e-01   9.915e+01
         1.0   1.240e+02   3.660e-01   6.631e+01
         1.0   1.096e+02   9.104e-01   1.337e+02
         1.0   1.275e+02   4.181e-01   6.173e+01
         1.0   1.256e+02   9.542e-01   3.722e+01
         1.0   1.227e+02   7.811e-01   8.788e+01
         1.0   1.312e+02   8.639e-01   6.418e+01
         1.0   1.243e+02   7.545e-01   1.996e+01
         1.0   1.230e+02   7.954e-01   5.497e+01
         1.0   1.245e+02   7.320e-01   5.785e+01
         1.0   1.239e+02   2.250e-01   5.380e+01
         1.0   1.256e+02   3.422e-01   1.134e+02
         1.0   1.257e+02   5.633e-01   5.140e+01
         1.0   1.250e+02   9.538e-01   3.738e+01
         1.0   1.247e+02   3.561e-01   1.042e+02
         1.0   1.219e+02   7.799e-01   3.310e+01
         1.0   1.245e+02   9.105e-01   4.946e+01
         1.0   1.170e+02   6.250e-01   3.291e+01
         1.0   1.272e+02   6.481e-01   1.434e+01
         1.0   1.255e+02   9.611e-01   1.099e+02
         1.0   1.263e+02   3.749e-01   4.823e+01
         1.0   1.219e+02   4.474e-01   2.004e+02
         1.0   1.269e+02   6.514e-01   2.501e+02
         1.0   1.256e+02   2.028e-01   1.342e+02
         1.0   1.229e+02   9.043e-01   8.129e+01
         1.0   1.256e+02   6.542e-01   1.035e+02
         1.0   1.262e+02   2.411e-01   1.388e+02
         1.0   1.248e+02   5.978e-01   1.251e+02
         1.0   1.247e+02   7.093e-01   1.401e+02
         1.0   1.259e+02   6.013e-01   8.293e+01
         1.0   1.053e+02   6.868e-01   4.348e+01
         1.0   1.241e+02   9.226e-01   4.422e+01
         1.0   1.230e+02   5.474e-01   7.120e+01
         1.0   1.270e+02   4.955e-01   2.521e+01
         1.0   1.613e+02   5.504e-05   2.814e+01
         1.0   1.261e+02   5.795e-01   2.545e+01
         1.0   1.263e+02   7.026e-01   1.645e+02
         1.0   1.269e+02   7.742e-01   1.750e+02
         1.0   1.277e+02   6.614e-01   1.084e+02
         1.0   1.231e+02   4.043e-01   6.412e+01
         1.0   1.233e+02   5.810e-01   9.522e+01
         1.0   1.244e+02   1.889e-01   9.264e+01
         1.0   1.256e+02   8.275e-01   3.343e+02
         1.0   1.068e+02   8.679e-01   9.688e+01
         1.0   1.267e+02   5.193e-01   1.671e+02
         1.0   1.215e+02   9.210e-01   8.581e+01
         1.0   1.229e+02   9.043e-01   8.129e+01
         1.0   1.219e+02   6.340e-01   2.808e+01
         1.0   1.196e+02   5.721e-01   8.275e+01
         1.0   1.255e+02   6.185e-01   1.034e+02
         1.0   1.245e+02   8.605e-01   1.057e+02
         1.0   1.234e+02   3.107e-01   1.320e+02
         1.0   1.238e+02   4.365e-01   6.126e+01
         1.0   1.210e+02   5.319e-01   7.654e+00
         1.0   1.279e+02   4.816e-01   1.071e+02
         1.0   1.256e+02   4.554e-01   7.739e+01
         1.0   1.265e+02   8.573e-01   1.198e+02
         1.0   1.003e+02   4.888e-01   1.309e+02
         1.0   1.224e+02   6.454e-01   1.569e+01
         1.0   1.276e+02   7.268e-01   6.704e+01
         1.0   1.218e+02   6.821e-01   3.269e+01
         1.0   1.248e+02   7.616e-01   8.631e+01
         1.0   1.251e+02   5.632e-01   1.339e+02
         1.0   1.247e+02   2.742e-01   1.504e+02
         1.0   1.198e+02   7.924e-01   6.887e+01
         1.0   1.264e+02   2.927e-01   1.679e+02
         1.0   1.252e+02   6.057e-01   6.518e+01
         1.0   1.276e+02   5.061e-01   3.109e+02
         1.0   1.248e+02   4.865e-01   4.962e+01
         1.0   1.248e+02   3.899e-01   6.048e+01
         1.0   1.257e+02   9.601e-01   9.941e+01
         1.0   1.262e+02   5.647e-02   1.361e+02
         1.0   1.253e+02   6.906e-01   6.157e+01
         1.0   1.264e+02   1.646e-01   5.949e+01
         1.0   1.257e+02   2.808e-01   3.039e+02
         1.0   1.213e+02   6.997e-01   1.935e+01
         1.0   1.263e+02   9.300e-01   1.003e+02
         1.0   1.244e+02   6.675e-01   4.418e+01
         1.0   1.258e+02   6.773e-01   8.230e+01
         1.0   1.281e+02   6.108e-01   2.640e+01
         1.0   1.251e+02   5.645e-01   1.768e+01
         1.0   1.206e+02   6.408e-01   1.099e+02
         1.0   1.252e+02   3.923e-01   2.859e+01
         1.0   1.228e+02   5.841e-01   7.518e+01
         1.0   1.250e+02   5.934e-01   5.574e+01
         1.0   1.095e+02   4.289e-01   1.277e+02
         1.0   1.276e+02   1.794e-01   5.935e+01
         1.0   1.256e+02   7.834e-01   2.551e+01
         1.0   1.277e+02   4.620e-01   2.119e+02
         1.0   1.263e+02   6.832e-01   4.911e+01
         1.0   1.250e+02   4.971e-01   1.912e+02
         1.0   1.255e+02   7.043e-01   1.423e+02
         1.0   1.248e+02   5.978e-01   1.251e+02
         1.0   1.252e+02   4.315e-01   7.608e+01
         1.0   1.252e+02   6.057e-01   6.518e+01
         1.0   1.248e+02   8.561e-01   7.279e+01
         1.0   1.262e+02   4.533e-01   3.868e+01
         1.0   1.262e+02   6.142e-01   1.102e+02
         1.0   1.251e+02   8.966e-01   5.762e+01
         1.0   1.275e+02   8.503e-01   4.540e+01
         1.0   1.241e+02   9.180e-02   4.004e+01
         1.0   1.248e+02   6.645e-01   5.033e+01
         1.0   1.240e+02   2.771e-01   1.572e+02
         1.0   1.240e+02   9.370e-01   4.885e+01
         1.0   1.234e+02   9.684e-01   1.031e+02
         1.0   1.181e+02   4.837e-01   2.753e+01
         1.0   1.269e+02   4.673e-01   8.707e+01
         1.0   1.306e+02   3.108e-01   8.568e+01
         1.0   1.242e+02   6.883e-01   6.558e+01
         1.0   1.141e+02   6.647e-01   6.125e+01
         1.0   1.247e+02   5.810e-01   4.584e+01
         1.0   1.255e+02   2.466e-01   9.008e+01
         1.0   1.250e+02   9.173e-01   6.083e+01
         1.0   1.262e+02   2.680e-01   2.706e+02
         1.0   1.242e+02   2.010e-01   1.314e+02
         1.0   1.259e+02   7.862e-01   5.108e+01
         1.0   1.238e+02   4.109e-01   5.593e+01
         1.0   1.065e+02   8.686e-01   1.195e+02
         1.0   1.241e+02   5.714e-01   1.154e+02
         1.0   1.243e+02   7.085e-01   1.309e+02
         1.0   1.241e+02   8.398e-01   8.538e+01
         1.0   1.254e+02   3.658e-02   2.053e+02
         1.0   1.242e+02   3.082e-01   1.490e+02
         1.0   1.247e+02   3.644e-01   4.139e+02
         1.0   1.254e+02   4.060e-01   1.001e+02
         1.0   1.253e+02   5.218e-01   1.232e+02
         1.0   1.246e+02   8.546e-01   1.298e+01
         1.0   1.242e+02   9.535e-01   3.562e+01
         1.0   1.258e+02   3.984e-01   6.130e+01
         1.0   1.270e+02   5.533e-01   8.176e+01
         1.0   1.240e+02   4.304e-01   6.389e+01
         1.0   1.238e+02   9.707e-01   1.716e+01
         1.0   1.252e+02   1.668e-01   4.597e+01
         1.0   1.276e+02   8.445e-01   7.698e+01
         1.0   1.257e+02   4.627e-01   1.426e+02
         1.0   1.266e+02   5.386e-01   1.501e+02
         1.0   1.223e+02   7.018e-01   4.741e+01
         1.0   1.231e+02   3.171e-01   5.942e+01
         1.0   1.272e+02   8.880e-02   1.117e+02
         1.0   1.281e+02   6.923e-01   1.324e+02
         1.0   1.223e+02   7.896e-01   9.636e+01
         1.0   1.254e+02   6.652e-01   5.964e+01
         1.0   1.242e+02   9.175e-01   1.867e+02
         1.0   1.239e+02   7.747e-01   2.773e+02
         1.0   1.249e+02   6.268e-01   4.295e+02
         1.0   1.118e+02   8.710e-01   7.131e+01
         1.0   1.266e+02   6.866e-01   7.897e+01
         1.0   1.144e+02   8.248e-01   4.698e+01
         1.0   1.249e+02   4.227e-01   7.828e+01
         1.0   1.244e+02   7.220e-01   7.162e+01
         1.0   1.253e+02   9.413e-01   5.992e+01
         1.0   1.238e+02   6.209e-01   5.432e+01
         1.0   1.255e+02   9.789e-01   7.969e+01
         1.0   1.272e+02   5.343e-01   4.662e+01
         1.0   1.256e+02   7.239e-01   7.237e+01
         1.0   1.254e+02   6.399e-01   4.431e+01
         1.0   1.164e+02   6.335e-01   7.979e+01
         1.0   1.250e+02   7.759e-01   7.314e+01
         1.0   1.259e+02   4.857e-02   2.267e+02
         1.0   1.262e+02   8.420e-01   3.266e+01
         1.0   1.370e+02   2.213e-01   1.047e+02
         1.0   1.284e+02   1.588e-01   5.383e+01
         1.0   1.257e+02   6.394e-01   2.197e+02
         1.0   8.242e+01   7.924e-01   2.243e+01
         1.0   1.256e+02   8.693e-01   8.419e+01
         1.0   1.283e+02   6.416e-01   5.238e+01
         1.0   1.232e+02   9.204e-01   1.771e+01
         1.0   1.249e+02   3.549e-01   1.115e+02
         1.0   1.267e+02   4.429e-01   2.543e+01
         1.0   1.255e+02   4.373e-01   1.018e+02
         1.0   1.261e+02   1.955e-01   2.350e+02
         1.0   1.262e+02   9.075e-01   1.270e+02
         1.0   1.161e+02   6.542e-01   8.372e+01
         1.0   1.247e+02   4.260e-01   1.102e+02
         1.0   1.263e+02   9.842e-02   1.535e+01
         1.0   1.244e+02   4.746e-01   9.776e+01
         1.0   1.233e+02   6.280e-01   2.213e+01
         1.0   1.143e+02   2.770e-01   8.127e+01
         1.0   1.260e+02   7.765e-01   1.497e+02
         1.0   1.263e+02   8.693e-01   1.207e+02
         1.0   1.241e+02   7.108e-01   6.487e+01
         1.0   1.263e+02   6.379e-01   7.366e+01
         1.0   1.260e+02   6.058e-01   8.115e+01
         1.0   1.228e+02   5.841e-01   7.518e+01
         1.0   1.065e+02   8.686e-01   1.195e+02
         1.0   1.265e+02   5.321e-01   9.130e+01
         1.0   1.210e+02   8.384e-01   1.746e+02
         1.0   1.255e+02   3.811e-01   3.543e+01
         1.0   1.263e+02   8.676e-02   8.853e+01
         1.0   1.257e+02   9.748e-01   1.632e+02
         1.0   1.213e+02   5.274e-01   2.488e+01
         1.0   1.264e+02   3.632e-01   3.396e+01
         1.0   1.274e+02   2.066e-01   4.384e+01
         1.0   1.288e+02   9.389e-01   1.818e+01
         1.0   1.253e+02   9.005e-01   1.814e+02
         1.0   1.151e+02   2.330e-01   6.664e+01
         1.0   1.217e+02   5.966e-01   1.967e+01
         1.0   1.288e+02   7.085e-01   1.297e+02
         1.0   1.286e+02   8.407e-01   5.164e+01
         1.0   1.261e+02   3.288e-01   7.063e+01
         1.0   1.247e+02   6.940e-01   1.208e+02
         1.0   1.253e+02   8.483e-01   2.738e+02
         1.0   1.218e+02   5.010e-01   4.341e+01
         1.0   1.257e+02   7.296e-01   1.003e+02
         1.0   1.249e+02   4.227e-01   7.828e+01
         1.0   1.199e+02   6.029e-01   1.935e+02
         1.0   1.258e+02   8.984e-01   8.113e+01
         1.0   1.240e+02   1.510e-01   7.284e+01
         1.0   1.249e+02   9.419e-01   1.277e+02
         1.0   1.191e+02   9.713e-01   8.050e+01
         1.0   1.257e+02   7.864e-01   1.286e+02
         1.0   1.238e+02   8.164e-01   6.270e+01
         1.0   1.242e+02   1.695e-01   1.055e+02
         1.0   1.203e+02   6.297e-01   4.608e+01
         1.0   1.242e+02   6.071e-01   2.987e+02
         1.0   1.230e+02   9.140e-01   3.666e+01
         1.0   1.254e+02   2.131e-01   6.003e+01
         1.0   1.262e+02   6.253e-01   3.302e+01
         1.0   1.265e+02   2.644e-01   8.711e+01
         1.0   1.271e+02   9.379e-01   1.230e+02
         1.0   1.243e+02   8.089e-01   6.516e+01
         1.0   1.258e+02   5.697e-01   1.664e+02
         1.0   1.251e+02   4.765e-01   9.385e+01
         1.0   1.260e+02   9.027e-01   4.622e+01
         1.0   1.269e+02   5.749e-01   8.806e+01
         1.0   1.249e+02   8.553e-01   1.224e+02
         1.0   1.243e+02   6.471e-01   9.669e+01
         1.0   1.205e+02   7.626e-01   7.714e+01
         1.0   1.280e+02   4.500e-01   1.233e+02
         1.0   1.222e+02   8.321e-01   1.582e+02
         1.0   1.214e+02   5.813e-01   1.228e+02
         1.0   1.241e+02   7.806e-01   1.553e+02
         1.0   1.249e+02   8.809e-01   4.984e+01
         1.0   1.274e+02   3.029e-01   8.921e+01
         1.0   1.265e+02   2.644e-01   8.711e+01
         1.0   1.253e+02   4.614e-01   2.478e+02
         1.0   1.241e+02   4.099e-01   1.329e+02
         1.0   1.254e+02   8.992e-01   1.543e+02
         1.0   1.250e+02   5.080e-01   7.555e+01
         1.0   1.248e+02   3.899e-01   6.048e+01
         1.0   1.288e+02   3.453e-01   3.789e+01
         1.0   1.264e+02   3.649e-01   6.708e+01
         1.0   1.263e+02   1.322e-01   4.383e+01
         1.0   1.249e+02   8.031e-01   6.576e+00
         1.0   1.220e+02   6.687e-01   1.253e+02
         1.0   1.267e+02   5.015e-01   1.379e+02
         1.0   1.243e+02   3.868e-01   1.211e+02
         1.0   1.255e+02   5.810e-01   5.632e+01
         1.0   1.265e+02   7.678e-01   3.160e+01
         1.0   1.206e+02   7.816e-01   1.165e+02
         1.0   1.279e+02   2.360e-01   1.103e+02
         1.0   1.259e+02   4.996e-01   1.966e+02
         1.0   1.270e+02   4.955e-01   2.521e+01
         1.0   1.262e+02   5.857e-01   3.171e+01
         1.0   1.226e+02   6.131e-01   6.198e+01
         1.0   1.251e+02   1.896e-01   2.493e+02
         1.0   1.206e+02   7.251e-01   2.220e+02
         1.0   1.281e+02   6.108e-01   2.640e+01
         1.0   1.219e+02   6.340e-01   2.808e+01
         1.0   1.172e+02   8.324e-01   1.896e+02
         1.0   1.253e+02   8.483e-01   2.738e+02
         1.0   1.283e+02   8.766e-02   1.957e+02
         1.0   1.248e+02   3.162e-01   1.033e+02
         1.0   1.276e+02   8.445e-01   7.698e+01
         1.0   1.256e+02   8.331e-01   2.056e+02
         1.0   1.272e+02   5.957e-01   4.252e+01
         1.0   1.258e+02   8.961e-01   4.841e+01
         1.0   1.262e+02   1.296e-01   1.323e+01
         1.0   1.239e+02   6.857e-01   1.348e+02
         1.0   1.255e+02   8.522e-01   2.841e+02
         1.0   1.273e+02   5.202e-01   5.494e+01
         1.0   9.102e+01   2.797e-01   1.260e+02
         1.0   1.258e+02   5.851e-01   9.154e+01
         1.0   1.238e+02   4.982e-01   2.140e+02
         1.0   1.228e+02   9.340e-01   7.950e+01
         1.0   1.247e+02   3.441e-01   3.363e+01
         1.0   1.264e+02   6.410e-01   6.912e+01
         1.0   1.244e+02   3.794e-01   1.170e+02
         1.0   1.226e+02   7.791e-01   1.508e+02
         1.0   1.245e+02   6.120e-01   9.185e+01
         1.0   1.259e+02   9.793e-01   5.014e+01
         1.0   1.240e+02   6.271e-01   2.634e+02
         1.0   1.282e+02   4.179e-01   4.020e+01
