        f_mass4l     f_D_bkg_kin         f_pfmet         target
     -1.3980e+00      8.9020e-01     -6.0445e-01               0
     -1.1831e+00     -1.2869e+00     -5.7403e-01               0
     -2.0677e-01     -7.9644e-01     -6.6517e-01               0
     -1.3390e+00      1.6710e+00     -6.7306e-01               0
      4.6777e-01     -1.3318e-01     -5.0756e-01               0
      1.7297e-01      4.1428e-01     -6.1818e-01               0
      3.5785e-01      1.6254e-02      1.2548e+00               1
      4.5778e-01      6.3949e-01      2.0846e+00               1
     -9.1846e-02      5.1591e-01     -3.6770e-01               0
     -1.3550e+00      7.1849e-02     -5.7665e-01               0
      1.8796e-01      1.5932e-01     -3.5370e-01               1
      4.0282e-01     -8.8780e-01      2.1604e+00               1
     -1.1926e+00     -8.6620e-01     -5.7161e-01               0
     -1.4499e+00      1.0913e+00     -5.9830e-01               0
      3.4286e-01     -7.5005e-01      8.6227e-03               1
      4.6278e-01      8.7994e-01      1.8343e+00               1
      1.0224e+00     -8.8567e-01     -6.2060e-01               0
     -1.7727e+00     -1.0765e+00     -6.1072e-01               0
      3.2787e-01     -1.0294e+00     -2.8661e-02               1
     -1.5304e+00     -1.6159e+00     -5.5003e-01               0
      1.0324e+00     -4.3772e-01     -6.7805e-01               0
      2.1794e-01      8.8666e-01     -3.6548e-01               1
      8.4751e-01      7.0075e-01     -4.9355e-01               0
      3.7783e-01      8.4488e-01      1.9505e+00               1
     -8.4883e-01     -1.6065e+00     -6.3971e-01               0
      4.4779e-01      7.8999e-01      2.9036e+00               1
      3.8283e-01     -6.5901e-02      3.3611e-02               1
     -1.2201e+00     -1.0333e+00     -6.6025e-01               0
      3.4286e-01      1.2801e+00     -2.8264e-02               1
      3.7783e-01     -1.5514e-01      3.2024e-02               1
      1.0874e+00     -1.6223e+00     -6.1235e-01               0
      3.7783e-01      1.9721e-01      1.8869e-01               1
      8.2753e-01     -4.3347e-01     -5.7221e-01               0
      4.7277e-01     -1.1194e-01     -2.3055e-01               1
     -1.2640e+00     -6.0805e-01     -4.7896e-01               0
     -1.3915e+00      7.0075e-01     -5.1077e-01               0
     -6.6146e-01      2.7582e-01     -5.3302e-01               0
     -1.2531e+00     -5.9919e-01     -5.8962e-01               0
      5.0775e-01      4.1357e-01      1.2180e+00               1
     -5.2155e-01     -7.8156e-01      4.4928e-01               1
     -1.1436e+00      9.1181e-01     -6.3690e-01               0
     -1.3670e+00      8.1056e-02      2.6074e+00               1
      7.1261e-01      1.1678e+00      2.4471e+00               1
     -1.2630e+00      3.6505e-01     -6.0445e-01               0
      4.8276e-01      5.4034e-01      1.2325e-01               1
      2.0795e-01      4.3092e-01      4.7493e-02               1
     -1.3025e+00     -1.3078e+00     -6.4332e-01               0
      4.1781e-01     -1.2918e+00      2.5360e+00               1
     -1.2031e+00     -1.4086e+00     -6.0045e-01               0
      1.4299e-01      8.1903e-01     -1.0402e-01               1
      5.3773e-01     -4.1612e-01      1.2444e-01               1
     -1.4754e+00     -8.7647e-01     -6.3127e-01               0
      4.1781e-01      3.3035e-01     -6.2845e-01               1
      2.2765e+00     -1.5316e+00     -6.3967e-01               0
      2.4293e-01      1.0156e+00     -5.7625e-01               0
     -1.0542e+00      6.5224e-01     -5.7102e-01               0
      3.7284e-01      8.9658e-01     -3.4214e-02               1
     -1.3495e+00      1.2610e+00     -6.5233e-01               0
      4.1781e-01      1.6392e-01     -5.1930e-01               1
      2.5913e+00     -1.2327e+00     -5.1259e-01               0
      3.2287e-01      1.3212e+00     -5.9430e-01               0
      1.9796e-01      6.6184e-02      1.7978e+00               1
      1.2472e+00     -8.2016e-01     -5.9509e-01               0
     -1.9636e+00     -1.3162e+00      1.7943e+00               1
     -1.3425e+00      1.5368e+00     -5.3417e-01               0
     -1.2456e+00     -3.8280e-02     -5.4853e-01               0
     -1.2526e+00     -2.5252e-01     -6.2936e-01               0
      2.2915e+00     -1.4311e+00     -5.3104e-01               0
     -1.3400e+00      6.3489e-01     -5.2830e-01               0
     -1.2241e+00     -1.2855e+00     -6.0913e-01               0
      3.9282e-01     -9.5646e-02      1.0818e-01               1
      4.3779e-01      3.4168e-01     -4.2458e-01               1
     -1.2061e+00     -9.3242e-01     -6.3682e-01               0
      6.4265e-01     -6.5267e-01     -4.6912e-01               0
      2.2865e+00     -1.4750e+00     -6.0322e-01               0
     -1.2610e+00     -1.0843e+00     -6.5122e-01               0
     -2.0270e+00      8.7321e-01      3.3550e+00               1
      6.0268e-01     -7.3270e-01      2.1921e+00               1
      4.9775e-01     -4.3772e-01      1.1073e+00               1
     -1.2521e+00     -1.5960e+00     -4.4743e-01               0
     -1.3280e+00     -1.0893e+00     -5.5253e-01               0
     -1.2895e+00      1.6314e+00     -6.6474e-01               0
      2.6291e-01     -1.3078e+00      2.1572e+00               1
     -1.5758e+00     -1.4231e+00     -5.4420e-01               0
     -9.9673e-01     -9.5083e-01     -6.8274e-01               0
      4.6278e-01      6.3206e-01      1.5646e+00               1
      3.5285e-01     -4.1187e-01     -1.0124e-01               1
      3.5785e-01      3.9551e-01     -5.3649e-02               1
      3.4286e-01      1.0478e-01     -6.2460e-01               0
      3.7783e-01      7.2200e-01     -1.0838e-01               1
      3.8283e-01      9.9998e-01     -5.5943e-01               0
      4.5778e-01     -5.2766e-01      8.7949e-02               1
     -9.9673e-01     -9.5083e-01     -6.8274e-01               0
      4.2280e-01      5.4494e-01     -2.1111e-01               1
      4.1781e-01     -5.4785e-01     -3.8773e-01               1
      6.3266e-01      6.8801e-01      3.3862e-01               1
      2.9289e-01     -6.4097e-03     -5.8081e-01               0
     -1.2755e+00      4.2136e-01     -6.6584e-01               0
      3.6284e-01      1.0949e+00      8.8201e-01               1
      4.4279e-01     -1.2554e+00     -6.6223e-01               0
      4.9276e-01     -1.0627e+00      1.3849e+00               1
     -1.7462e+00     -2.0011e-01      2.0850e+00               1
      5.2773e-01      7.6807e-02      2.5019e+00               1
      2.2915e+00      8.6542e-01     -6.0600e-01               0
      4.0282e-01      4.4827e-01     -2.0239e-01               1
     -1.1211e+00     -1.3529e+00     -6.6642e-01               0
     -1.3182e-01     -8.0671e-01     -6.2028e-01               0
      1.3800e-01      3.9374e-01      8.6227e-03               1
     -1.2246e+00     -1.2451e+00     -6.7625e-01               0
      1.8019e+00      3.2787e-01     -6.2147e-01               0
      3.8783e-01      1.7897e+00     -5.7950e-01               1
      2.8790e-01      1.7316e-02     -6.2662e-01               0
      1.2872e+00     -6.3496e-01     -5.3766e-01               0
     -1.1296e+00     -1.2154e+00     -6.0334e-01               0
      5.1774e-01      6.5259e-01      2.1703e+00               1
     -1.3710e+00      3.9905e-01     -6.7185e-01               0
      3.9782e-01      1.8382e+00     -5.9632e-01               0
      8.4252e-01     -8.2795e-01     -6.5304e-01               0
     -1.1331e+00     -1.0039e+00     -6.4971e-01               0
      4.1281e-01     -1.6022e+00     -6.1457e-01               0
     -5.3654e-01      9.0224e-01     -6.6037e-01               0
      4.2280e-01     -1.4810e+00      1.1214e-01               1
      3.6284e-01      1.6494e+00     -5.0482e-01               1
      4.2780e-01      9.4191e-01      6.8568e-01               1
     -2.0177e-01     -5.1527e-01      1.7323e-01               1
      9.3028e-02     -6.7816e-01     -5.6864e-01               0
      1.7219e+00      3.6364e-01     -5.5396e-01               0
      2.0567e+00     -1.7780e-01     -6.6022e-01               0
      5.6271e-01     -7.5108e-02     -2.0953e-01               1
      2.4293e-01      9.6174e-01     -1.0416e-02               1
      4.4279e-01      8.3532e-01     -4.7699e-02               1
     -1.0912e+00     -1.0886e+00     -6.3995e-01               0
      3.4286e-01      1.5304e+00     -1.5955e-01               1
      3.6784e-01      6.5437e-01      4.8286e-02               1
      4.2780e-01      9.4084e-01      2.3718e+00               1
      3.8283e-01      2.8293e-02     -5.5079e-01               0
      3.9282e-01     -9.5646e-02      1.0818e-01               1
      4.5778e-01      7.6662e-01     -1.7145e-01               1
     -1.3455e+00      4.8156e-01     -6.0354e-01               0
     -1.3695e+00      4.0330e-01     -6.0834e-01               0
     -8.1136e-01     -6.8489e-01     -6.3825e-01               0
      3.7284e-01      9.8157e-01      2.0178e-01               1
      4.7777e-01     -5.5387e-01     -3.0531e-01               1
     -1.3835e+00     -7.3270e-01     -6.0929e-01               0
      5.4772e-01      2.3368e-01     -6.1651e-01               0
      3.0289e-01     -3.2260e-02     -6.2702e-01               0
      3.3286e-01     -2.7302e-02     -1.5955e-01               1
      4.0282e-01      4.0967e-01      8.8359e-01               1
     -9.8424e-01     -3.2830e-01      1.7379e+00               1
     -1.2590e+00      3.0273e-01     -6.1135e-01               0
      3.5785e-01      1.7911e+00     -4.9538e-01               1
      4.7777e-01      1.2171e+00      2.5078e+00               1
      3.8783e-01      9.2349e-01     -4.6912e-01               1
      3.6284e-01     -1.4451e-01     -4.4517e-01               1
     -1.2426e+00     -1.3681e+00     -5.9874e-01               0
      8.0754e-01     -1.0822e+00     -6.7496e-01               0
      6.1767e-01      1.5365e+00     -5.2846e-01               1
      3.3286e-01      4.6952e-01     -6.4542e-01               0
      4.7277e-01     -1.5587e+00      1.3951e-01               1
      1.2522e+00     -4.6428e-01     -6.1576e-01               0
      8.7749e-01      9.8263e-01     -6.2325e-01               0
      3.9782e-01      3.6438e-02     -6.6678e-01               1
      5.0275e-01      1.5956e+00      2.4646e+00               1
      2.6291e-01     -6.1867e-01      9.6054e-01               1
     -1.3560e+00      1.0329e+00     -6.3305e-01               0
      6.2267e-01     -6.0132e-01      2.4650e+00               1
      4.1281e-01      1.2047e+00     -1.8573e-01               1
      2.1295e-01      1.3580e+00      2.2183e+00               1
      3.4286e-01      1.0860e+00     -6.4899e-01               0
      4.7277e-01     -7.9003e-02      2.4578e+00               1
     -1.4174e+00     -1.4930e+00     -6.1802e-01               0
     -1.3115e+00      5.7221e-01     -6.1588e-01               0
      1.0302e-01     -1.2465e+00      3.2421e-02               1
     -1.2221e+00     -8.8918e-02     -6.2793e-01               0
     -7.4640e-01      1.4586e+00     -6.3952e-01               0
     -3.9664e-01     -1.3646e+00     -6.5804e-01               0
      3.6284e-01      4.6952e-01      3.6784e-02               1
      2.4293e-01      9.6174e-01     -1.0416e-02               1
      5.3273e-01      4.2667e-01     -8.5776e-02               1
     -7.6856e-02      2.1597e-01     -6.4352e-01               0
      2.1295e-01      1.4316e+00     -5.4583e-01               1
      2.4293e-01      1.1101e+00      2.4908e+00               1
     -3.2169e-01     -7.7767e-01     -5.2179e-01               0
      5.0775e-01     -3.7292e-01     -6.4836e-01               0
      2.1067e+00      1.5021e+00     -6.6451e-01               0
     -1.0817e+00      1.6494e+00     -5.6860e-01               1
      3.4286e-01      9.8263e-01     -2.4760e-01               1
     -1.1986e+00     -1.5421e+00     -6.0144e-01               0
      4.1281e-01      1.4625e+00      1.5904e+00               1
      1.8080e-02      3.2469e-01     -5.4123e-01               0
      1.2872e+00     -6.3496e-01     -5.3766e-01               0
      4.4779e-01      1.2865e+00      1.0867e-03               1
     -9.7275e-01     -1.0610e+00     -6.3440e-01               0
      3.9282e-01      2.2235e-01     -3.1039e-01               1
      3.4785e-01      1.0287e+00     -2.9401e-01               1
     -1.3565e+00      1.2249e-01     -6.9224e-01               0
     -1.2391e+00      4.6669e-01     -6.3983e-01               0
      5.5272e-01      8.7076e-02     -5.4528e-01               1
     -7.4140e-01     -6.1088e-01     -6.3900e-01               0
     -1.3215e+00     -6.3142e-01     -6.7054e-01               0
     -1.3170e+00     -1.3410e+00     -6.4995e-01               0
     -1.2595e+00     -1.4001e+00     -5.3147e-01               0
      9.9242e-01     -4.3099e-01     -5.9355e-01               0
     -3.9664e-01     -1.3646e+00     -6.5804e-01               0
      5.1274e-01     -4.4303e-01      1.7719e-01               1
      4.8276e-01     -1.1725e+00     -6.0120e-01               1
      4.4279e-01      3.1406e-01     -5.2215e-01               1
      7.2260e-01      1.3906e+00     -4.4401e-01               1
     -1.2925e+00     -1.4583e+00     -5.9374e-01               0
      4.4779e-01     -5.2094e-01      1.4387e-01               1
     -1.3305e+00      5.5061e-01     -5.5777e-01               0
     -1.6678e+00     -1.5242e+00     -6.1227e-01               0
     -1.2536e+00     -1.2030e+00     -6.4431e-01               0
      3.7284e-01      1.6940e+00     -5.8805e-02               1
     -2.2064e+00     -1.0560e+00     -6.0350e-01               0
      4.4779e-01     -5.3153e-02      1.2761e-01               1
      4.6278e-01      1.6013e+00     -1.6898e-03               1
      4.3779e-01      7.4998e-01      2.1937e+00               1
      8.8749e-01      9.3199e-01     -3.2891e-01               1
      4.1781e-01      1.4660e+00     -5.9755e-01               0
     -5.1156e-01      1.6785e+00      2.2476e+00               1
     -1.2536e+00     -1.5990e+00     -5.6352e-01               0
     -1.2026e+00     -5.0674e-02     -6.1032e-01               0
      4.6278e-01      1.6197e+00      2.1953e+00               1
      2.8790e-01      1.4341e+00      1.1016e-01               1
     -1.4794e+00     -1.2759e+00     -6.9136e-01               0
      4.3280e-01     -1.3991e-01     -4.1447e-01               1
      5.1274e-01     -1.4604e+00     -4.0233e-01               1
     -8.6132e-01      8.2753e-01      8.1974e-01               1
      2.9289e-01      1.3828e+00     -3.3696e-01               1
      4.8776e-01      7.2625e-01     -2.0596e-01               1
      5.0775e-01      8.4807e-01     -1.5558e-01               1
      4.4279e-01      9.3450e-02     -3.6140e-01               1
      4.4779e-01     -1.4829e+00      2.0535e-01               1
      5.1774e-01     -1.4603e+00     -5.0962e-01               0
      5.0775e-01     -3.5415e-01      1.7736e+00               1
      3.7284e-01     -1.3637e-01      2.6002e+00               1
     -1.4559e+00      2.7723e-01     -6.2246e-01               0
     -1.3620e+00     -1.3018e+00     -6.1211e-01               0
      4.5778e-01      1.3814e+00     -6.0041e-01               1
      3.6784e-01      1.1855e+00     -2.2182e-01               1
      4.2280e-01     -2.2136e-01     -2.3108e-02               1
      2.5292e-01      9.3376e-01     -6.4424e-01               0
     -1.1696e+00     -7.7023e-01     -5.6463e-01               0
      4.7277e-01     -3.6619e-01      2.4336e+00               1
      4.3280e-01      6.9190e-01     -4.5984e-01               0
     -1.1411e+00     -4.0762e-01     -6.3400e-01               0
      1.1373e+00     -9.5933e-01     -5.5222e-01               0
     -1.5224e+00      5.8638e-01     -6.1334e-01               0
      2.4914e+00     -1.5734e+00     -6.2131e-01               0
     -1.3070e+00     -9.9651e-01     -6.3317e-01               0
     -1.6679e-01     -4.1718e-01     -6.0636e-01               0
     -1.4794e+00     -6.6258e-01     -6.0671e-01               0
      9.0248e-01      1.7560e-01     -6.3587e-01               0
     -1.1946e+00      8.5621e-01      2.5570e+00               1
      3.6284e-01      1.6682e+00     -2.1944e-01               1
      4.2280e-01     -1.5073e+00     -5.6027e-01               0
      4.3280e-01      1.1997e+00      7.7637e-02               1
     -1.4589e+00     -5.3262e-01     -6.2722e-01               0
      7.6257e-01     -1.1796e+00     -5.9410e-01               0
     -8.6482e-01     -6.9905e-01     -5.4373e-01               0
      4.4279e-01      1.6817e-01      2.3928e+00               1
      2.2066e+00     -1.4859e+00     -6.2516e-01               0
      4.4779e-01     -5.3153e-02      1.2761e-01               1
     -1.3070e+00     -1.2543e+00     -5.9259e-01               0
     -1.4914e+00      1.7100e-01     -6.6612e-01               0
     -1.2431e+00     -1.4843e+00     -6.7255e-01               0
     -1.2640e+00      1.8800e-01     -6.1639e-01               0
      2.0667e+00     -1.5768e+00     -6.2904e-01               0
     -1.3000e+00     -1.4880e+00     -5.6431e-01               0
      1.1623e+00     -1.2246e+00     -6.4860e-01               0
      1.8297e-01      1.1469e+00      2.3666e+00               1
      5.5272e-01     -1.3388e+00     -5.8422e-01               0
     -1.1961e+00      9.8723e-01     -6.8881e-01               0
      2.4214e+00     -4.1399e-01     -5.0946e-01               0
     -1.2216e+00      1.3357e+00      2.3067e+00               1
      3.8283e-01      7.1244e-01     -3.4553e-01               1
      4.3280e-01     -9.8376e-01      1.5658e+00               1
      3.1788e-01     -5.4572e-01     -4.6289e-01               1
      8.0754e-01      1.3417e+00     -5.9569e-01               0
     -1.3160e+00      7.1492e-01      2.3091e+00               1
     -1.0684e-01      1.5042e+00      2.0549e+00               1
      5.1274e-01      1.0166e+00     -3.1041e-02               1
     -3.4667e-01     -6.5550e-01      1.9958e+00               1
     -1.3695e+00      4.0330e-01     -6.0834e-01               0
     -1.1721e+00     -1.1264e-01      2.5284e+00               1
      2.9289e-01     -7.0897e-01      5.4804e-01               1
      3.9782e-01      3.5691e-01      1.4070e-01               1
     -1.2516e+00     -7.9357e-02     -5.7356e-01               0
     -1.2401e+00     -1.2876e+00     -5.7637e-01               0
      4.6777e-01     -8.0316e-01     -1.7978e-01               1
     -1.2381e+00      1.1299e+00     -6.4951e-01               0
     -1.6897e-02      5.7469e-01     -3.8210e-01               1
      1.2223e+00      4.1782e-01     -6.0655e-01               0
      4.6278e-01      6.2462e-01      2.5590e+00               1
      3.9782e-01      1.8764e-01     -5.0176e-01               1
      4.6777e-01      9.2420e-01      5.1459e-02               1
      2.8290e-01     -5.4077e-01      2.6075e-02               1
      7.6257e-01     -9.7526e-01     -6.3797e-01               0
      3.4286e-01      1.2528e+00      1.5776e-01               1
      3.5285e-01      1.0998e+00     -3.9067e-01               0
      5.8052e-02     -8.5023e-02     -6.1112e-01               0
      4.6278e-01     -1.0677e+00      1.5341e+00               1
      4.7277e-01     -2.8651e-01      2.0184e+00               1
     -2.4674e-01      9.7094e-01      1.1849e-01               1
      4.7277e-01      1.3952e+00     -5.4833e-01               1
      1.6298e-01     -1.1906e+00     -4.4152e-01               0
     -7.1642e-01      3.3212e-01      1.6086e+00               1
      2.2794e-01      8.0911e-01     -6.2183e-01               1
      3.7783e-01     -7.1074e-01     -3.2943e-01               1
      5.1274e-01      1.6466e+00     -1.9935e-02               1
     -1.7872e+00     -8.2547e-01     -6.5736e-01               0
     -1.3470e+00      2.8927e-01     -6.3230e-01               0
      2.5563e+00     -1.1601e+00     -6.5701e-01               0
      4.8776e-01      3.7214e-01      1.4877e+00               1
      4.6777e-01      7.3156e-01      2.0654e-01               1
      3.0788e-01      7.1849e-02      1.6886e-01               1
      3.6784e-01      3.4381e-01     -4.8628e-03               1
      3.6284e-01      1.4926e+00     -5.4409e-01               1
      4.6278e-01      6.2462e-01      2.5590e+00               1
     -1.2551e+00     -1.5593e+00     -5.8645e-01               0
      5.4272e-01     -1.0333e+00     -4.6317e-01               1
     -1.0117e+00      1.3633e+00      2.4186e+00               1
      4.5278e-01     -1.0429e+00     -3.8872e-01               1
      5.1774e-01      6.2816e-01      1.1175e-01               1
      4.3779e-01      1.2107e-01     -1.7740e-01               1
     -8.1635e-01      1.1480e+00     -6.5824e-01               0
     -1.4179e+00     -2.2242e-01     -6.3912e-01               0
     -1.5653e+00     -6.5585e-01     -6.7864e-01               0
     -1.3010e+00      6.4413e-02     -6.5689e-01               0
      4.1781e-01      5.0068e-01     -5.7137e-01               1
      4.5278e-01      1.5117e-01     -2.5884e-02               1
      5.0775e-01      1.4015e+00     -4.7563e-01               1
      4.0781e-01      5.9417e-01      2.2968e+00               1
      4.3280e-01      1.4823e+00      1.9107e-01               1
     -1.5180e-01     -2.5393e-01     -6.5582e-01               0
      1.7919e+00     -9.6712e-01     -6.1837e-01               0
     -1.4045e+00      9.0189e-01     -6.3095e-01               0
      4.7777e-01      8.4134e-01      2.8944e-01               1
      4.1781e-01      6.6959e-01      3.1125e-01               1
      2.5963e+00     -1.4191e+00     -4.7055e-01               0
      4.3779e-01     -1.2008e-01     -2.9480e-01               1
     -1.3665e+00     -4.8765e-01      7.3446e-01               1
      3.8783e-01      9.6492e-01     -4.2248e-01               1
     -1.1216e+00      3.2681e-01     -5.9438e-01               0
      4.7777e-01     -1.0181e+00      1.8036e-01               1
      4.2280e-01     -8.9205e-01     -2.6281e-02               1
     -1.8007e+00      1.0064e+00      2.1231e+00               1
     -1.5538e+00     -1.2185e+00      2.2782e+00               1
     -1.3060e+00     -2.9395e-01     -6.6642e-01               0
     -1.1986e+00     -1.2525e+00     -6.6117e-01               0
     -1.3100e+00     -6.6152e-01     -5.7859e-01               0
      4.5778e-01     -1.1714e+00      2.1659e+00               1
     -1.6363e+00     -1.1771e+00     -5.9708e-01               0
     -1.0922e+00      1.0740e+00     -6.3281e-01               0
      5.2274e-01     -1.4233e+00      1.9692e+00               1
      4.3779e-01      6.6892e-02      1.6451e+00               1
     -8.2135e-01      6.2288e-02     -1.7938e-01               1
     -1.4344e+00     -1.3944e+00     -6.3222e-01               0
     -1.9151e+00      8.4771e-01     -6.2968e-01               0
      6.1767e-01      1.7284e+00      3.0967e-01               1
      5.6770e-01     -4.2072e-01      2.2479e-01               1
     -3.6883e-02     -3.6509e-02     -6.6361e-01               0
     -1.1746e+00     -1.5759e+00     -5.9037e-01               0
     -1.3395e+00      6.4764e-01     -5.8506e-01               0
      1.0274e+00      1.7227e+00      2.4979e+00               1
     -1.2615e+00     -1.0571e+00     -5.8430e-01               0
     -1.9326e+00     -1.4406e+00     -5.0264e-01               0
     -1.2975e+00     -8.9523e-01     -6.6158e-01               0
      3.5285e-01      7.8716e-01      6.6134e-02               1
     -1.1976e+00      1.2461e-01     -6.5141e-01               0
      3.4785e-01     -6.3107e-01      2.6683e-01               1
      4.5278e-01      1.5326e+00      4.7889e-02               1
      4.9276e-01     -1.2118e+00     -6.2290e-01               0
     -1.3165e+00      1.2450e+00     -6.2317e-01               0
      5.6770e-01     -1.9480e-01      4.5008e-01               1
      4.6278e-01      1.0797e+00      2.6405e-01               1
      4.1781e-01     -9.0334e-02     -5.5349e-01               0
      1.4299e-01      4.7377e-01     -6.4431e-01               0
     -1.2231e+00      1.1147e+00      2.7815e+00               1
     -1.5180e-01      6.8057e-01     -6.6692e-01               0
      2.6791e-01      9.7023e-01     -1.9604e-01               1
      1.6298e-01      1.4104e+00      4.0486e-01               1
      5.4772e-01     -9.7420e-01      5.9788e-02               1
      4.1781e-01      1.5064e+00     -4.7003e-01               1
      4.2780e-01      1.7231e+00     -4.0696e-03               1
     -1.0442e+00     -5.0146e-01     -6.7340e-01               0
      3.8283e-01      7.6839e-01     -5.5023e-01               0
      3.7783e-01      8.8950e-01     -5.6561e-03               1
      1.4271e+00     -1.3372e+00     -6.8088e-01               0
      4.6278e-01      1.5386e+00      2.0099e-01               1
      2.2516e+00      1.1767e+00     -6.0763e-01               0
     -7.4140e-01     -6.1088e-01     -6.3900e-01               0
      4.5278e-01      1.1090e+00      1.7957e-01               1
      2.6791e-01      1.6409e+00     -2.1508e-01               1
      5.0275e-01     -7.8156e-01      2.0125e-02               1
      1.3821e+00     -7.0897e-01     -4.9570e-01               0
     -1.3975e+00      1.1884e+00     -5.6289e-01               0
      1.8796e-01     -5.5883e-01     -4.2573e-01               1
      2.7291e-01      4.3552e-01      2.4978e-01               1
      4.9775e-01     -8.9559e-01      8.1418e-01               1
      3.7284e-01     -1.0684e+00     -2.8013e-01               1
      4.6278e-01     -1.2274e+00      2.2722e+00               1
      2.5613e+00     -1.5957e+00     -5.9497e-01               0
     -1.3800e+00     -2.0613e-01     -5.0252e-01               0
     -1.5583e+00     -1.6464e+00     -4.8471e-01               0
     -1.4214e+00      1.3396e+00     -6.4376e-01               0
      6.3049e-02      8.7002e-01      1.1957e+00               1
     -6.9034e-03      1.0407e-01     -6.4754e-02               1
      4.4779e-01     -9.5472e-01      2.4007e+00               1
      4.4779e-01     -6.1159e-01     -1.5281e-01               1
      4.9775e-01     -3.2971e-01      1.3356e-01               1
     -1.9326e+00     -1.4406e+00     -5.0264e-01               0
      1.8796e-01      1.6618e+00     -4.1990e-01               1
      1.9796e-01      6.9934e-01     -5.9795e-01               0
      4.5278e-01      4.3198e-01      2.1687e+00               1
     -1.2516e+00     -7.5108e-02     -5.8399e-01               0
      4.1281e-01      1.5797e+00     -4.5730e-01               1
      4.3280e-01     -6.7638e-03      2.1584e+00               1
      2.0267e+00     -9.4764e-01     -4.9736e-01               0
      2.0717e+00     -1.4476e+00     -5.9073e-01               0
      1.1773e+00     -7.6988e-01     -5.9529e-01               0
     -1.3385e+00     -4.3807e-01     -6.4249e-01               0
      2.5763e+00     -1.2220e-01     -6.2904e-01               0
      4.5278e-01      3.6612e-01     -2.9520e-01               1
     -1.2960e+00     -1.4257e+00     -6.1814e-01               0
      2.6291e-01      9.9431e-01     -2.6267e-01               1
     -1.2001e+00     -8.9134e-01     -5.5975e-01               0
     -1.4314e+00     -1.5299e+00     -6.0112e-01               0
     -1.3395e+00      1.4171e+00     -6.3483e-01               0
      7.6757e-01     -5.4572e-01     -6.4257e-01               1
      4.5278e-01      6.5932e-01      1.1279e+00               1
      4.8276e-01     -1.2270e+00      1.9742e-01               1
     -1.5499e+00     -1.3992e+00     -6.3789e-01               0
     -1.1251e+00      7.6414e-01      2.6141e+00               1
     -1.3385e+00     -4.3807e-01     -6.4249e-01               0
      4.4779e-01     -1.2964e+00     -3.6421e-01               1
      4.4779e-01     -1.4841e-01     -1.1209e-02               1
      1.8868e+00     -1.6467e+00     -6.3075e-01               0
     -1.8986e+00     -1.5882e+00     -6.4872e-01               0
     -1.2206e+00     -1.2292e+00     -5.7371e-01               0
      4.3779e-01      6.0585e-01      3.3228e-01               1
      5.1274e-01     -3.1520e-01      2.1536e+00               1
     -1.4379e+00      1.3421e+00     -5.9906e-01               0
      1.3172e+00     -1.1339e+00     -5.5606e-01               0
     -1.4339e+00     -1.5919e+00     -6.2543e-01               0
     -1.3800e+00     -2.0613e-01     -5.0252e-01               0
      5.0775e-01      1.5411e+00     -2.2658e-01               1
      3.8783e-01      1.3272e+00      1.2444e-01               1
     -1.1531e+00     -6.8949e-01     -6.5062e-01               0
      3.2287e-01      2.6484e-01     -5.6467e-01               0
      5.2274e-01     -1.4973e+00      1.3036e+00               1
      5.8269e-01      1.5400e-01     -6.2623e-01               0
     -1.3005e+00     -1.1941e+00     -5.3667e-01               0
      1.5171e+00      9.6776e-01     -6.2151e-01               0
     -1.1516e+00     -7.5146e-01     -6.7605e-01               0
      2.2316e+00      8.3921e-01     -6.2087e-01               0
      1.8297e-01      8.9304e-01     -2.5276e-01               1
     -1.2625e+00     -8.5805e-01     -5.1450e-01               0
      2.9289e-01      1.0903e+00     -1.0045e-01               1
      5.8052e-02      6.5401e-01     -6.2428e-01               1
      3.8783e-01     -1.4310e-01     -5.5809e-01               0
     -1.1027e+00      5.1945e-01     -6.4372e-01               0
      4.7777e-01      1.4929e+00     -2.4602e-01               1
      7.2260e-01      1.1338e+00     -5.7435e-01               0
      4.5778e-01      1.7992e+00     -4.9970e-01               1
      4.4779e-01      1.1133e+00      1.0976e-01               1
      1.1173e+00     -1.4502e+00     -5.5452e-01               0
      3.2787e-01     -1.1325e+00      4.2985e-01               1
      1.6298e-01     -1.3424e-01     -6.4915e-01               0
     -1.3505e+00      1.0081e+00     -6.3384e-01               0
      1.2301e-01      1.3321e+00     -5.4504e-01               1
      2.2466e+00      2.7585e-02     -6.4269e-01               0
     -2.9171e-01      1.0318e+00      2.1814e+00               1
      4.9276e-01     -1.6239e+00      1.8235e-01               1
     -1.1706e+00     -3.3042e-01     -5.9890e-01               0
      3.3786e-01      4.1286e-01      1.7328e+00               1
      4.9775e-01      9.9006e-01      1.5091e+00               1
     -8.6982e-01      8.1442e-01      1.9410e+00               1
      4.6777e-01      3.6789e-01     -1.1909e-01               1
      4.5778e-01      1.5669e+00      2.4317e+00               1
      3.9782e-01      1.2426e-01      3.7180e-02               1
      4.3779e-01      5.6300e-01     -2.3505e-02               1
      1.7669e+00     -3.2901e-01     -6.3511e-01               0
      1.3300e-01     -4.0939e-01      2.6018e+00               1
      2.8790e-01      6.6782e-01     -6.3565e-02               1
      3.0788e-01      4.7412e-01     -6.0790e-01               1
     -1.3800e+00     -4.2462e-01     -6.1028e-01               0
     -7.9137e-01     -1.5914e+00      2.5245e+00               1
