        f_mass4l     f_D_bkg_kin         f_pfmet         target
     -1.4569e+00     -2.7766e-01     -6.4392e-01               0
     -1.0762e+00      1.7631e-01     -5.8359e-01               0
      4.1281e-01      5.2866e-01     -5.8914e-01               1
      4.2780e-01      1.0234e+00     -9.3709e-02               1
     -1.3065e+00     -8.5023e-02      1.9823e+00               1
     -1.5234e+00      3.0064e-02     -5.9156e-01               0
     -1.2765e+00     -2.8899e-01     -6.4697e-01               0
     -1.2066e+00     -1.4418e+00     -4.5893e-01               0
     -1.2311e+00     -9.3135e-01     -6.0437e-01               0
     -9.1846e-02      5.3290e-01     -3.0341e-01               1
      3.6284e-01      1.1197e+00     -1.9247e-01               1
      2.1916e+00     -1.0865e+00     -6.4261e-01               0
     -1.4020e+00     -2.2136e-01     -6.6820e-01               0
      5.4272e-01      9.5253e-01     -3.8515e-01               1
     -1.5169e+00     -4.9332e-01     -6.3154e-01               0
     -1.4424e+00     -6.7993e-01     -5.2175e-01               0
     -4.1163e-01     -7.5076e-01      1.3358e+00               1
     -1.3090e+00     -1.0627e+00     -6.0521e-01               0
     -1.2820e+00     -6.4948e-01     -6.3127e-01               0
      4.7777e-01     -6.2327e-01     -4.2985e-01               1
      5.8769e-01      1.0942e-02     -6.2599e-01               0
      3.6284e-01      9.4332e-01     -5.7982e-01               1
      5.4272e-01      6.7561e-01      2.5903e+00               1
      3.9282e-01      7.5175e-01      1.2287e+00               1
     -1.2835e+00     -2.9855e-01     -5.9216e-01               0
      6.3766e-01      1.0365e+00     -6.6322e-01               0
      4.3280e-01      4.5323e-01     -5.4845e-01               0
     -1.2151e+00     -2.8049e-01      2.2214e+00               1
      3.2287e-01      1.5570e+00     -6.0790e-01               0
     -1.1062e+00     -1.5041e+00     -5.1787e-01               0
      3.2287e-01      8.1764e-02     -5.9787e-01               0
      3.4785e-01      4.8793e-01     -6.1905e-01               0
      3.2787e-01     -3.0847e-01      2.5768e+00               1
     -1.3295e+00      2.1385e-01     -5.8752e-01               0
      5.8269e-01      1.7100e-01     -6.3499e-01               0
      2.2794e-01      8.6010e-01     -6.8715e-01               0
      4.4779e-01      1.1133e+00      1.0976e-01               1
     -9.5825e-01     -5.4395e-01     -5.9763e-01               0
     -1.1421e+00     -3.0811e-01     -6.3242e-01               0
      2.0867e+00     -8.9980e-02     -5.7740e-01               0
      6.3049e-02      1.3860e+00      1.1533e+00               1
      2.0295e-01      2.3049e-01      9.1916e-02               1
      4.3779e-01      9.4686e-01      2.3039e+00               1
     -1.2945e+00     -1.3626e+00     -5.7439e-01               0
      4.9775e-01      5.4919e-01      1.9997e+00               1
     -1.2161e+00      1.3622e+00     -6.6168e-01               0
      3.8283e-01     -2.4331e-01     -6.0525e-01               1
      4.6278e-01      1.7472e+00      1.7943e+00               1
      4.4779e-01      6.3276e-01      2.3431e-01               1
      4.5778e-01     -1.1598e+00      2.3547e+00               1
      4.6777e-01     -7.0720e-01      2.0160e+00               1
      3.4785e-01     -1.2433e+00     -5.6931e-01               0
      4.5278e-01      1.8941e-01      3.0054e-01               1
      3.5285e-01     -1.2554e+00      2.4709e+00               1
      3.4785e-01     -5.9955e-01      1.5694e+00               1
      9.3028e-02      9.9824e-02     -6.6175e-01               1
     -1.1576e+00     -1.6966e-01     -6.9093e-01               0
      2.0795e-01      2.6590e-01      5.9392e-02               1
      6.0268e-01      6.1258e-01     -6.3714e-01               0
      1.5520e+00      1.1090e+00     -5.5864e-01               0
      4.1781e-01      1.0088e+00      2.4261e+00               1
      1.7469e+00     -4.0514e-01     -5.5805e-01               0
     -1.4374e+00     -9.3489e-01     -6.8239e-01               0
      4.3280e-01      1.4933e+00     -5.9458e-01               0
     -2.2176e-01      7.3617e-01     -1.2931e-03               1
     -1.3570e+00     -3.7646e-01     -5.5598e-01               0
      4.8776e-01     -7.9431e-01      6.1771e-02               1
     -1.3145e+00      9.2034e-02     -6.4106e-01               0
     -1.3182e-01     -4.2993e-01     -5.9351e-01               0
     -1.2006e+00     -1.4845e+00     -5.8403e-01               0
      4.1281e-01      1.0028e+00      2.2505e-02               1
      4.9775e-01      1.7029e-01     -3.5800e-02               1
     -8.4983e-01     -6.0911e-01     -6.8822e-01               0
      7.8039e-02      1.0414e+00     -2.5078e-01               1
      1.8796e-01     -3.0528e-01     -2.3689e-01               1
     -1.6173e+00      8.0132e-01      1.1890e+00               1
     -1.2206e+00     -9.4021e-01     -5.5713e-01               0
      3.4286e-01      3.8878e-01     -3.8745e-01               1
      3.8783e-01      1.0715e+00     -5.4045e-02               1
     -3.9164e-01      8.5763e-01     -6.5403e-01               0
     -1.3435e+00      8.2930e-01      2.3952e+00               1
      4.3779e-01     -5.3262e-01      2.5415e+00               1
      4.2780e-01      7.0536e-01      4.7506e-01               1
      1.4421e+00      9.6637e-02     -6.3004e-01               0
     -1.4239e+00     -8.6439e-02     -5.6630e-01               0
     -1.1571e+00     -1.5808e+00     -5.2620e-01               0
      3.4785e-01      1.2178e+00     -5.3252e-02               1
     -1.1576e+00     -1.5794e+00     -5.6134e-01               0
     -1.3060e+00      1.4373e-01     -5.2640e-01               0
      5.0275e-01      2.2695e-01     -6.7760e-01               0
     -1.3745e+00     -1.2391e+00     -6.7488e-01               0
      2.6513e+00     -2.4189e-01     -5.9180e-01               0
      3.5785e-01      1.1484e+00     -1.7819e-01               1
      4.3779e-01      1.0283e+00     -1.8930e-01               1
      2.2794e-01      2.0216e-01     -5.5709e-01               1
     -2.2804e+00     -5.8078e-01     -6.2766e-01               0
      3.7284e-01      3.5160e-01     -4.9911e-01               0
     -1.2975e+00      1.3410e+00     -5.5329e-01               0
      2.7790e-01     -5.3581e-01     -2.1270e-01               1
      1.7619e+00      5.5026e-01     -5.4079e-01               0
      3.8283e-01     -6.6609e-02      8.4671e-01               1
     -1.3050e+00     -4.0550e-01     -6.6594e-01               0
      4.0781e-01      4.8832e-02      1.7296e+00               1
      7.8256e-01      9.3376e-01      1.5657e-01               1
     -1.3845e+00      1.3856e+00     -6.5332e-01               0
     -1.3015e+00     -1.2699e+00     -5.9882e-01               0
      1.0874e+00      9.4509e-01     -5.8716e-01               0
      3.7783e-01      5.0599e-01      2.1727e+00               1
     -1.3350e+00      1.8517e-01     -6.5102e-01               0
      3.5785e-01     -7.4863e-01     -1.7343e-01               1
      1.0802e-01     -9.6818e-01      3.3347e-01               1
      4.2780e-01     -3.0032e-01      2.3392e+00               1
      3.4785e-01     -1.3049e+00      4.5510e-02               1
     -1.3690e+00     -9.4764e-01     -5.8530e-01               0
      3.4785e-01      9.9679e-01     -6.7268e-01               0
      4.5278e-01      1.0510e+00      2.2796e-01               1
      5.7270e-01      1.3403e+00     -1.1830e-01               1
      6.6764e-01      1.3222e+00      2.6458e+00               1
      1.8368e+00     -1.3435e+00     -6.8219e-01               0
      3.6784e-01     -4.5153e-01      2.9618e-01               1
      3.7284e-01      1.1484e+00      4.4716e-02               1
     -1.1806e+00     -1.1392e+00     -6.2551e-01               0
      4.4279e-01      1.0598e+00     -9.2258e-03               1
      4.2780e-01      7.4328e-02      8.0466e-01               1
      4.0781e-01      1.1338e+00      2.4224e-01               1
     -2.6890e-02     -1.3014e+00     -5.7645e-01               0
      5.0775e-01      6.3808e-01      2.9341e-01               1
     -1.1671e+00     -1.1176e+00     -6.2171e-01               0
      2.9789e-01      1.4968e+00      9.9148e-01               1
      1.6298e-01      1.0255e+00     -5.9926e-01               1
      5.0775e-01     -1.1081e+00      2.2659e+00               1
      7.5258e-01     -4.2887e-01      2.4229e+00               1
     -6.8644e-01      5.5560e-02     -6.6144e-01               0
      1.0802e-01      1.7606e+00     -6.4594e-01               0
     -1.2101e+00     -9.6995e-01     -6.4963e-01               0
     -1.1946e+00     -7.5146e-01     -6.2095e-01               0
     -1.3070e+00      1.1225e+00     -6.5423e-01               0
      3.9282e-01      9.0472e-01      3.5594e-02               1
     -1.0792e+00      1.4915e+00     -6.6286e-01               0
      1.2872e+00      7.0748e-01     -5.1767e-01               0
     -1.1900e-02     -1.3566e+00     -6.0802e-01               0
      4.5778e-01      6.3949e-01      2.0846e+00               1
     -9.8474e-01      1.6367e+00      2.4971e+00               1
      7.9755e-01      4.7058e-01     -6.1064e-01               0
      1.6120e+00     -7.7767e-01     -5.3488e-01               0
     -1.2506e+00      1.6933e+00      2.5038e+00               1
      3.3786e-01      5.7115e-01      2.0656e+00               1
      4.8276e-01      9.6705e-01      5.6550e-01               1
      3.3786e-01      3.4522e-01      5.2252e-02               1
      4.1281e-01     -1.4091e+00      2.5665e+00               1
      4.3779e-01      5.4742e-01     -3.9289e-01               0
     -1.0372e+00     -1.4530e+00     -6.7202e-01               0
      5.2274e-01     -1.3542e+00     -2.5553e-01               1
      1.6070e+00      8.6790e-01     -6.4364e-01               0
     -1.3760e+00     -1.4465e+00     -6.1956e-01               0
      3.8283e-01      1.4479e+00      2.2484e+00               1
      3.6284e-01      9.9184e-01      2.0813e-01               1
      4.0282e-01      7.3475e-01     -4.8987e-01               1
      4.6278e-01      8.6400e-01      2.0084e+00               1
      8.5251e-01     -4.1683e-01     -6.3638e-01               0
      2.9289e-01     -1.2968e+00     -3.0745e-01               1
      3.8783e-01      8.5054e-01     -6.3833e-01               0
      3.8283e-01      3.8241e-01      6.7735e-01               1
      3.9282e-01      1.2787e+00     -4.9411e-01               0
      5.6271e-01     -7.5108e-02     -2.0953e-01               1
     -1.2890e+00     -1.6412e+00     -5.7356e-01               0
      1.1301e-01      1.1094e+00      2.6958e+00               1
     -1.4314e+00      7.0961e-01      2.6256e+00               1
     -1.1896e+00     -1.0978e+00     -6.4515e-01               0
     -1.7757e+00     -1.3556e+00     -5.5511e-01               0
      2.6791e-01      1.7950e+00      7.8999e-01               1
      4.1781e-01      9.1358e-01      1.8819e+00               1
     -8.3134e-01      1.2259e+00      2.3440e+00               1
      3.9282e-01      6.4516e-01     -3.2763e-03               1
      3.8066e-02     -1.1176e+00     -2.5395e-01               0
     -1.3075e+00     -1.6613e+00     -6.3551e-01               0
      5.8052e-02     -1.9551e-01     -2.2380e-01               1
      2.4792e-01      9.1747e-01     -3.1437e-02               1
      3.1788e-01     -2.8510e-01     -6.0527e-03               1
     -1.2311e+00     -1.6369e+00     -5.7451e-01               0
      4.1281e-01     -1.0794e+00     -6.3440e-01               0
     -2.6673e-01      9.5217e-01      1.4960e+00               1
      1.8418e+00     -1.0280e+00     -6.1246e-01               0
      4.9276e-01      1.1165e+00      1.7427e+00               1
      4.3779e-01      3.6930e-01      4.7889e-02               1
     -5.6153e-01     -2.5995e-01     -6.0306e-01               0
     -1.9178e-01      1.3403e+00     -5.9077e-01               0
      1.1773e+00      1.1859e-01     -6.5169e-01               0
      2.2815e+00      2.0323e-01     -5.5075e-01               0
     -1.4474e+00     -1.1806e+00      2.2928e+00               1
      7.6757e-01     -1.0039e+00     -6.5165e-01               0
     -1.5094e+00     -1.1877e+00     -6.4019e-01               0
     -1.2830e+00      1.3948e-01     -6.5832e-01               0
     -1.3440e+00      1.1303e+00      1.5055e+00               1
     -1.3175e+00     -1.6167e+00     -5.9914e-01               0
      1.7769e+00     -1.6591e+00     -5.8359e-01               0
      8.0863e-03     -1.2150e+00     -6.4193e-01               0
      3.6284e-01      5.5203e-01      3.4616e-01               1
      1.4299e-01      3.2114e-01     -6.3404e-01               0
      1.2672e+00     -1.4743e+00     -6.5078e-01               0
      4.9775e-01     -4.3772e-01      1.1073e+00               1
      3.9282e-01      3.3605e-02      2.4761e+00               1
      4.2780e-01      1.0234e+00     -9.3709e-02               1
      4.9276e-01      5.5875e-01      2.9707e+00               1
      3.5785e-01      1.2680e+00     -2.9639e-01               1
      9.9741e-01     -1.6385e+00     -6.0632e-01               0
      4.3280e-01      1.2603e+00      7.4596e-01               1
      2.5863e+00      3.0486e-01     -6.4039e-01               0
     -1.3875e+00     -8.7434e-01     -6.0763e-01               0
     -1.1092e+00     -1.5621e+00     -6.6813e-01               0
      4.9276e-01      5.5096e-01      6.7324e-02               1
     -6.1149e-01      1.6618e+00      1.5162e+00               1
     -1.5029e+00     -1.1675e+00     -6.0973e-01               0
      2.3293e-01      6.5755e-01      2.6445e-01               1
      4.6278e-01      1.2330e+00     -5.4567e-01               0
      5.1274e-01     -1.4572e+00      3.3109e-01               1
     -1.0947e+00     -6.3956e-01     -6.0108e-01               0
     -1.4709e+00      4.9894e-02      2.1762e+00               1
      3.4785e-01      1.5436e-01     -6.2139e-01               0
     -1.5680e-01      7.9920e-01     -6.7240e-01               0
     -1.1951e+00     -1.4347e+00     -6.9072e-01               0
      8.0863e-03      1.4964e+00     -9.6088e-02               1
     -1.3645e+00      1.6597e+00     -6.0160e-01               0
     -6.0150e-01     -1.2649e+00     -6.3896e-01               0
     -1.2301e+00     -1.6521e+00     -6.4931e-01               0
      4.9775e-01      9.4368e-01      1.0342e-01               1
      4.3280e-01      6.8659e-01     -2.4959e-01               1
     -1.1641e+00     -1.2515e+00     -5.8355e-01               0
     -1.6593e+00      1.2493e+00      2.5312e+00               1
      4.3280e-01      1.7349e-03      3.9957e-02               1
      2.5114e+00     -1.2925e+00     -6.2889e-01               0
      2.7790e-01     -1.0486e+00     -2.5871e-01               1
      5.2773e-01      5.1060e-01     -3.4898e-01               1
     -1.2406e+00     -1.3389e-01     -5.1021e-01               0
     -8.3134e-01     -1.9866e-02     -5.8843e-01               0
     -1.1941e+00     -4.6499e-01     -5.2429e-01               0
      4.2280e-01     -2.4862e-01     -2.6188e-01               1
      7.3042e-02      7.6874e-01     -5.9188e-01               0
      6.3266e-01      1.2507e+00     -5.8490e-01               0
      4.4279e-01      1.3098e+00      8.2396e-02               1
     -1.1366e+00     -3.7717e-01     -4.9625e-01               0
     -1.2630e+00     -3.5663e-01     -6.0084e-01               0
     -1.3570e+00      1.4285e+00     -5.7312e-01               0
      1.5720e+00     -1.6038e+00     -5.7506e-01               0
      2.4293e-01      1.4596e+00     -3.6473e-01               1
     -1.4674e+00      6.6538e-02     -6.3658e-01               0
      5.5272e-01      1.5120e+00     -1.0283e-01               1
      3.2787e-01      8.7250e-01     -5.9172e-01               0
      1.2772e+00      9.7944e-01     -5.2989e-01               0
      4.7777e-01      3.0025e-01      2.5281e-02               1
     -1.3155e+00     -1.1534e+00     -6.1671e-01               0
      3.5785e-01      1.3948e-01      8.6971e-01               1
      1.7797e-01      5.8885e-01     -5.9319e-01               0
     -1.3590e+00      1.6817e-01     -5.8038e-01               0
     -1.0622e+00      1.2854e+00      2.6197e+00               1
      4.5778e-01     -7.3801e-01     -3.1277e-01               1
      4.3779e-01     -7.7377e-01      1.8393e-01               1
      4.2280e-01     -1.0780e+00     -5.1624e-01               1
      3.8783e-01     -6.6789e-01     -6.1568e-01               1
      2.2116e+00     -5.9388e-01     -4.4687e-01               0
      9.4745e-01     -1.6322e+00     -5.5924e-01               0
      3.6784e-01      1.2847e+00      2.5276e+00               1
      4.7777e-01      1.2634e+00      2.9103e-01               1
      6.6264e-01     -9.2250e-01     -6.1841e-01               0
      2.3015e+00     -8.2547e-01     -5.6570e-01               0
      5.8269e-01      1.1579e+00     -5.8054e-01               1
     -1.4334e+00      1.7844e-01     -5.6725e-01               0
     -1.4754e+00     -8.7647e-01     -6.3127e-01               0
     -1.4929e+00     -4.7030e-01     -5.4159e-01               0
     -1.5180e-01     -4.6074e-01     -5.7732e-01               0
      5.0275e-01      1.1409e+00      3.0944e+00               1
      4.4279e-01     -7.6598e-01      2.1592e+00               1
     -1.0887e+00     -1.1594e+00     -4.1661e-01               0
     -1.2635e+00      1.0687e+00     -5.9351e-01               0
     -1.2086e+00      9.9927e-01     -5.7982e-01               0
     -8.1635e-01      1.1285e+00      2.1611e+00               1
      4.2780e-01      1.4593e+00      9.1519e-02               1
     -6.2148e-01     -1.1615e+00     -6.6897e-01               0
      3.5785e-01      6.4799e-01     -3.1388e-01               1
      2.4792e-01     -1.0273e-01     -4.8443e-01               1
     -7.6856e-02     -1.9866e-02      2.1397e+00               1
      4.7277e-01      1.1983e+00      2.2246e+00               1
     -1.2111e+00     -1.2628e+00     -5.4730e-01               0
     -1.3905e+00      1.5577e+00     -3.3101e-01               1
     -8.0636e-01      2.9884e-01     -5.7792e-01               0
      3.9282e-01      1.3576e+00     -6.4709e-01               1
     -1.1361e+00     -1.5063e+00     -5.5769e-01               0
      4.4779e-01      1.0446e+00      7.0497e-02               1
     -1.2141e+00     -1.4532e+00     -6.4820e-01               0
      6.4265e-01     -4.5047e-01     -6.4182e-01               0
     -2.4174e-01     -1.1984e+00     -6.1881e-01               0
     -1.3750e+00     -1.4130e+00     -5.2870e-01               0
     -1.3330e+00      5.0528e-01     -6.7052e-01               0
     -1.2136e+00     -1.5433e+00     -6.7624e-01               0
      2.2294e-01     -5.6308e-01     -2.3412e-01               1
     -1.2291e+00      7.5281e-01     -5.8331e-01               0
      4.7277e-01     -1.1261e+00      1.9271e+00               1
      3.6284e-01      2.7901e-01     -5.8851e-01               1
      3.7284e-01      9.6776e-01      1.5654e+00               1
     -1.1366e+00     -3.7717e-01     -4.9625e-01               0
      1.9296e-01     -3.1552e-02      1.1319e+00               1
      5.9269e-01      1.7355e+00     -6.8190e-01               0
      9.8025e-02      8.7784e-02     -4.7848e-01               1
      8.6250e-01     -7.1605e-01     -6.2056e-01               0
      4.3280e-01      7.8185e-01     -1.0680e-01               1
      5.2274e-01     -1.2235e+00      1.3515e-01               1
      3.3786e-01      1.2422e+00     -1.3892e-01               1
      3.3786e-01      9.0826e-01     -2.9203e-01               1
      8.4252e-01     -8.2795e-01     -6.5304e-01               0
     -1.0892e+00      1.2273e+00     -5.5575e-01               0
      3.9782e-01      4.2880e-01      2.3995e+00               1
      1.4371e+00     -9.8730e-01     -6.5812e-01               0
      3.3786e-01      4.7554e-01     -4.7626e-01               1
      4.6278e-01     -8.7930e-01      4.1147e-02               1
      6.0268e-01      8.4027e-01     -1.8414e-01               1
      5.6271e-01      7.3620e-02      1.9450e+00               1
      3.8283e-01      1.0276e+00      6.4548e-02               1
      2.4514e+00      6.5507e-01     -4.9236e-01               0
      1.9917e+00     -1.4258e+00     -6.0969e-01               0
     -5.1156e-01      1.6785e+00      2.2476e+00               1
     -3.1170e-01     -1.0330e+00     -6.3987e-01               0
      7.5258e-01     -1.1959e+00      8.5569e-02               1
     -1.2241e+00     -1.2855e+00     -6.0913e-01               0
     -1.4254e+00      5.2334e-01      2.3079e+00               1
      4.3280e-01      1.1250e+00      5.5029e-02               1
     -1.1161e+00     -1.5480e+00     -5.3746e-01               0
     -1.6113e+00      1.3144e+00     -6.0648e-01               0
     -1.2506e+00     -1.3556e+00     -6.6050e-01               0
     -1.2620e+00     -1.3821e+00     -5.8438e-01               0
      4.3280e-01     -9.0869e-01      1.2523e-01               1
     -1.7992e+00      1.2468e+00      1.7070e+00               1
      4.1781e-01      1.6834e+00      1.1172e+00               1
      4.9775e-01      9.9006e-01      1.5091e+00               1
      2.6791e-01     -1.1665e+00      2.4844e+00               1
      3.5785e-01      3.9551e-01     -5.3649e-02               1
     -1.1246e+00     -2.7341e-01     -6.6968e-01               0
     -1.4869e+00      6.9686e-01     -6.2278e-01               0
      8.3752e-01     -4.5295e-01     -4.8987e-01               0
      3.6284e-01      1.1186e-01      2.4515e+00               1
      3.4785e-01     -1.5392e+00     -6.5118e-01               0
      4.1281e-01     -9.3171e-01      1.0104e-01               1
     -1.2296e+00      2.0287e-01     -6.7703e-01               0
     -6.2648e-01      1.8332e+00      2.0699e+00               1
      4.9775e-01     -2.8719e-02      1.6331e-01               1
     -1.2920e+00      1.5932e-01     -6.2619e-01               0
      6.1767e-01      1.5365e+00     -5.2846e-01               1
     -1.2970e+00     -6.4806e-01     -5.5618e-01               0
      1.1523e+00     -4.0514e-01     -6.1679e-01               0
     -1.3145e+00     -7.4261e-01     -5.6669e-01               0
     -7.4640e-01      1.3771e-01     -5.9565e-01               0
      1.5620e+00     -1.0889e+00     -6.0267e-01               0
     -1.1411e+00     -1.0663e+00     -6.4511e-01               0
     -1.2291e+00     -8.8142e-01     -6.8319e-01               0
      5.5272e-01      6.0762e-01     -6.4098e-01               0
      1.5798e-01     -2.2454e-01     -6.5260e-01               0
      3.5285e-01      9.5575e-02      1.5022e-01               1
     -4.4161e-01     -3.7398e-01     -5.4805e-01               0
      4.8276e-01      2.3545e-01      2.6248e+00               1
      3.6284e-01     -1.1286e+00      1.6919e+00               1
      4.8276e-01     -2.6314e-01      9.9108e-01               1
     -9.7474e-01     -1.2632e+00     -6.7799e-01               0
     -1.3200e+00     -2.4189e-01      8.0744e-01               1
     -7.3641e-01      7.6591e-01      3.0099e+00               1
      1.3722e+00     -1.6096e+00     -6.1171e-01               0
     -9.2778e-01      2.5280e-01     -3.1904e-01               1
      5.3773e-01     -1.7107e-01      2.5717e+00               1
      4.1281e-01      1.5797e+00      2.6320e+00               1
      1.0574e+00      8.9693e-01     -6.3234e-01               0
     -7.5140e-01     -1.5485e+00     -5.7312e-01               0
      4.9775e-01      1.1717e+00     -6.1520e-01               0
     -1.2551e+00     -2.2345e-02     -6.5992e-01               0
      3.7284e-01      1.7079e+00     -5.5729e-01               1
      2.3365e+00     -1.4906e+00     -6.5534e-01               0
      4.7777e-01      5.7646e-01      9.6847e-01               1
      1.1673e+00      6.4303e-01     -6.4903e-01               0
     -1.3390e+00      1.7500e+00     -6.9201e-01               0
     -1.3315e+00      1.0676e+00     -5.0414e-01               0
      4.9775e-01     -9.2813e-02      1.9351e+00               1
     -1.0052e+00      6.1895e-01      1.8423e+00               1
      1.1523e+00     -1.1314e+00     -5.8649e-01               0
     -2.1065e+00      9.1641e-01      2.5522e+00               1
      3.9782e-01     -2.2490e-01      2.6604e-01               1
      4.7277e-01     -5.9247e-01     -4.1034e-01               1
     -1.2471e+00     -1.5080e+00     -5.8418e-01               0
      4.5778e-01      1.3477e+00      2.4792e+00               1
      4.6278e-01      4.6669e-01      2.7754e-01               1
      4.7777e-01     -1.3201e+00     -6.3769e-01               1
      4.8276e-01      1.5492e+00     -5.7427e-01               0
     -1.3785e+00     -3.1198e-02     -5.7494e-01               0
      3.0788e-01      3.7568e-01      8.0810e-02               1
      2.3793e-01      1.5928e+00     -3.5822e-01               1
      4.5778e-01     -2.3729e-01      5.7012e-02               1
      3.9282e-01      1.2351e+00     -7.6257e-02               1
      4.3779e-01     -4.8942e-01     -5.4492e-01               1
      4.1281e-01     -4.6357e-01      1.9028e-01               1
     -1.3060e+00     -2.9395e-01     -6.6642e-01               0
      4.2280e-01     -5.4502e-01     -4.9526e-01               0
      5.5771e-01     -8.3610e-01      4.5959e-01               1
     -5.9650e-01     -1.3046e+00     -6.1651e-01               0
     -1.3410e+00     -8.6655e-01     -6.3130e-01               0
      2.0867e+00     -1.4826e+00     -6.2825e-01               0
      1.5420e+00     -2.8545e-01     -4.5000e-01               0
     -1.5339e+00      7.9495e-01     -5.9922e-01               0
      2.1466e+00     -1.5298e+00     -6.2690e-01               0
      2.3315e+00     -3.8283e-01     -5.4686e-01               0
      2.6291e-01      1.2447e+00     -1.0918e-01               1
      2.3715e+00     -1.5755e+00     -5.7494e-01               0
      4.0282e-01      9.2880e-01      2.6978e+00               1
      4.8059e-02      3.1796e-01     -6.7443e-01               0
     -1.1431e+00     -1.3338e+00     -6.3174e-01               0
      4.0781e-01      9.5288e-01      2.0556e+00               1
      5.1774e-01      1.6526e+00     -2.1072e-01               1
      3.0897e-03      5.1095e-01     -2.4840e-01               1
      3.5285e-01      1.4391e+00      1.9216e+00               1
      1.8268e+00     -1.4557e+00     -5.9418e-01               0
      2.6363e+00      3.6010e-01     -6.5018e-01               0
      2.0817e+00     -1.2203e+00     -4.8768e-01               0
      2.2294e-01      9.2526e-01     -6.2861e-01               1
      4.9775e-01      7.3829e-01     -5.4805e-01               1
     -1.6428e+00     -1.3516e+00     -6.4574e-01               0
      2.1816e+00      1.0389e+00     -5.5813e-01               0
      1.9796e-01     -4.1789e-01     -1.6272e-01               1
     -1.0217e+00      1.4834e-01     -6.1076e-01               0
     -1.9178e-01     -9.5260e-01     -5.8137e-01               1
      4.1781e-01     -1.0146e+00     -3.8381e-01               1
     -1.2061e+00     -1.2986e+00     -6.2885e-01               0
      3.6284e-01      4.4827e-01     -2.9282e-01               1
      4.9775e-01      1.3824e+00      2.5336e+00               1
     -1.4179e+00     -2.2242e-01     -6.3912e-01               0
     -1.1286e+00      1.5648e-01     -5.7118e-01               0
     -1.3255e+00      8.6258e-01     -5.3350e-01               0
      2.9789e-01      1.0393e+00     -3.1721e-01               1
     -7.7638e-01     -3.6265e-01     -4.9252e-01               0
     -9.9023e-01     -1.5572e+00     -6.6538e-01               0
     -1.0697e+00     -1.3197e+00     -6.2500e-01               0
     -9.8574e-01      1.4359e+00      2.5300e+00               1
      3.9282e-01      2.2235e-01     -3.1039e-01               1
      1.0774e+00     -4.7313e-01     -6.6134e-01               0
      3.7783e-01      1.3899e+00     -4.3291e-01               1
      1.0274e+00     -1.1077e+00     -6.8048e-01               0
     -3.1886e-02     -1.0188e+00     -6.6382e-01               0
      2.0317e+00     -1.4637e+00     -5.7185e-01               0
      1.0302e-01      1.0149e+00      1.8522e+00               1
      5.9269e-01     -6.2752e-01      2.4063e+00               1
      2.4792e-01     -1.8559e-01     -6.7728e-01               0
     -1.3130e+00     -1.4003e+00     -5.5360e-01               0
      1.8119e+00     -7.2703e-01     -5.0220e-01               0
      2.6513e+00     -2.4189e-01     -5.9180e-01               0
     -5.1873e-02     -5.7051e-01     -5.3064e-01               0
      3.9282e-01     -4.2639e-01      2.2637e-01               1
     -1.2725e+00     -4.8482e-01     -6.1310e-01               0
      3.2287e-01      8.1372e-01      2.0711e+00               1
     -1.2501e+00      8.5692e-01     -5.1858e-01               0
     -1.2730e+00     -1.2819e+00     -6.5855e-01               0
      4.8276e-01     -4.5649e-01      4.7493e-02               1
      4.5278e-01      4.0330e-01     -3.3550e-01               1
      3.2287e-01      3.2752e-01      2.2544e+00               1
     -1.3565e+00      1.3272e+00     -5.3508e-01               0
      2.3015e+00     -1.5153e+00     -6.9151e-01               0
      4.8776e-01     -1.6434e-01      2.2805e+00               1
      1.5021e+00      3.8772e-01     -5.5115e-01               0
     -2.0085e+00     -7.0224e-01      1.2663e+00               1
     -1.5680e-01      1.2408e+00     -5.8121e-01               0
      5.4272e-01     -6.4063e-01     -2.0040e-01               1
      4.9276e-01      1.1165e+00      1.7427e+00               1
      4.5778e-01      1.1154e+00     -4.9597e-01               1
     -1.1931e+00     -1.5681e+00     -6.0358e-01               0
     -8.6482e-01     -6.9905e-01     -5.4373e-01               0
     -1.3330e+00      5.0528e-01     -6.7052e-01               0
      2.9789e-01     -2.8011e-02     -3.8801e-01               1
      5.0275e-01      3.1477e-01     -3.2034e-01               1
      2.3915e+00     -1.4047e+00     -6.1782e-01               0
     -1.1476e+00     -1.3409e+00     -6.9018e-01               0
      2.5464e+00     -1.4967e+00     -5.5757e-01               0
      2.2715e+00     -1.5150e+00     -6.0104e-01               0
     -1.1951e+00     -4.7596e-01     -6.1857e-01               0
      5.6271e-01      9.5221e-02     -6.6592e-01               0
     -3.1886e-02      1.8222e+00     -1.2742e-01               1
     -9.0629e-01      2.2129e-01     -5.8129e-01               0
      3.9282e-01      1.6944e+00      2.4621e-01               1
      8.7250e-01     -6.6577e-01     -6.2774e-01               0
     -1.3810e+00     -1.0804e+00     -5.4718e-01               0
      3.9282e-01      7.7406e-01      2.8058e-02               1
     -1.6238e+00      6.7667e-01     -6.5122e-01               0
      4.6777e-01      7.9636e-01     -6.6748e-01               1
      4.2280e-01      1.2078e+00      4.3923e-02               1
      4.0282e-01      1.0269e+00     -3.6044e-01               1
      1.4321e+00     -1.5572e+00     -6.3063e-01               0
     -5.6652e-01      1.2047e+00      2.7712e+00               1
