    f_weight    f_mass4l f_D_bkg_kin     f_pfmet
         1.0   8.262e+01   6.115e-01   6.828e+02
         1.0   1.258e+02   4.711e-01   6.720e+02
         1.0   1.152e+02   4.656e-01   7.156e+02
         1.0   8.384e+01   7.617e-01   8.177e+02
         1.0   1.253e+02   3.488e-01   6.145e+02
         1.0   1.265e+02   5.688e-01   7.437e+02
         1.0   1.254e+02   1.934e-01   5.709e+02
         1.0   1.257e+02   4.228e-01   7.284e+02
         1.0   1.268e+02   1.334e-01   8.122e+02
         1.0   1.264e+02   3.968e-01   8.116e+02
         1.0   1.235e+02   6.292e-01   7.705e+02
         1.0   8.326e+01   9.375e-01   7.332e+02
         1.0   1.248e+02   3.845e-01   7.576e+02
         1.0   1.280e+02   5.321e-01   6.999e+02
         1.0   1.273e+02   2.098e-01   5.656e+02
         1.0   1.258e+02   1.477e-01   8.093e+02
         1.0   7.139e+01   4.744e-01   7.501e+02
         1.0   1.248e+02   5.881e-01   7.933e+02
         1.0   1.244e+02   2.531e-01   8.146e+02
         1.0   1.248e+02   7.707e-01   7.099e+02
         1.0   1.064e+02   7.750e-02   9.913e+02
         1.0   1.251e+02   9.061e-01   5.292e+02
         1.0   1.263e+02   6.153e-02   8.959e+02
         1.0   1.245e+02   5.533e-01   8.007e+02
         1.0   1.248e+02   7.961e-01   8.264e+02
         1.0   1.252e+02   9.321e-01   6.519e+02
         1.0   1.242e+02   8.830e-01   5.901e+02
         1.0   1.269e+02   5.398e-01   6.937e+02
         1.0   1.289e+02   2.864e-01   7.765e+02
         1.0   1.261e+02   2.522e-01   7.883e+02
         1.0   1.221e+02   1.418e-01   8.025e+02
         1.0   1.270e+02   1.589e-01   4.949e+02
         1.0   1.005e+02   2.222e-01   6.974e+02
         1.0   1.258e+02   4.268e-01   7.367e+02
         1.0   1.250e+02   3.593e-01   8.278e+02
         1.0   8.360e+01   4.716e-01   6.422e+02
         1.0   1.262e+02   8.748e-01   6.236e+02
         1.0   1.260e+02   4.262e-01   5.397e+02
         1.0   1.045e+02   9.405e-01   5.584e+02
         1.0   1.207e+02   3.247e-01   7.497e+02
         1.0   7.458e+01   7.300e-01   8.196e+02
         1.0   1.234e+02   4.025e-01   7.535e+02
         1.0   1.144e+02   8.370e-01   5.366e+02
         1.0   8.562e+01   4.940e-02   6.726e+02
         1.0   9.298e+01   6.874e-01   7.517e+02
         1.0   1.262e+02   3.052e-01   8.549e+02
         1.0   1.235e+02   6.292e-01   7.705e+02
         1.0   1.279e+02   8.187e-01   5.398e+02
         1.0   1.292e+02   7.156e-01   7.653e+02
         1.0   9.312e+01   3.870e-01   5.473e+02
         1.0   1.253e+02   8.330e-01   8.084e+02
         1.0   9.385e+01   2.942e-01   7.821e+02
         1.0   1.220e+02   2.965e-01   4.183e+02
         1.0   1.239e+02   3.949e-01   8.009e+02
         1.0   1.266e+02   6.367e-01   7.908e+02
         1.0   1.252e+02   7.499e-01   7.047e+02
         1.0   1.300e+02   1.468e-01   5.042e+02
         1.0   9.226e+01   7.860e-01   8.774e+02
         1.0   1.163e+02   5.378e-01   8.714e+02
         1.0   1.028e+02   9.523e-01   7.867e+02
         1.0   8.614e+01   3.736e-01   7.660e+02
         1.0   8.760e+01   1.731e-01   8.177e+02
         1.0   7.874e+01   7.070e-01   5.083e+02
         1.0   1.249e+02   5.680e-01   8.028e+02
         1.0   1.264e+02   1.173e-01   2.484e+02
         1.0   8.411e+01   8.329e-01   7.309e+02
         1.0   1.263e+02   5.989e-01   7.580e+02
         1.0   1.254e+02   4.842e-01   7.411e+02
         1.0   1.274e+02   3.540e-01   4.899e+02
         1.0   1.234e+02   6.361e-01   6.081e+02
         1.0   1.258e+02   9.392e-01   3.411e+02
         1.0   9.491e+01   7.815e-01   5.620e+02
         1.0   8.195e+01   3.907e-01   7.915e+02
         1.0   1.221e+02   7.377e-01   7.598e+02
         1.0   1.300e+02   1.468e-01   5.042e+02
         1.0   1.258e+02   3.798e-01   7.808e+02
         1.0   1.247e+02   9.699e-01   5.364e+02
         1.0   1.205e+02   5.158e-01   6.394e+02
         1.0   8.297e+01   3.594e-01   8.169e+02
         1.0   1.130e+02   7.627e-01   6.841e+02
         1.0   1.191e+02   5.904e-01   2.511e+02
         1.0   1.280e+02   6.781e-01   6.001e+02
         1.0   1.277e+02   5.703e-01   8.090e+02
         1.0   1.251e+02   7.292e-01   6.506e+02
         1.0   1.249e+02   8.322e-01   8.197e+02
         1.0   1.259e+02   1.404e-01   7.222e+02
         1.0   1.251e+02   7.561e-01   7.878e+02
         1.0   1.247e+02   5.237e-01   6.863e+02
         1.0   9.701e+01   8.767e-01   8.140e+02
         1.0   1.272e+02   2.460e-01   7.542e+02
         1.0   1.260e+02   2.813e-01   5.523e+02
         1.0   1.265e+02   6.465e-01   8.913e+02
         1.0   8.500e+01   4.809e-01   8.796e+02
         1.0   1.260e+02   8.792e-01   8.149e+02
         1.0   1.247e+02   7.695e-01   8.595e+02
         1.0   1.248e+02   2.422e-01   7.549e+02
         1.0   1.068e+02   6.243e-01   7.681e+02
         1.0   1.266e+02   3.700e-01   7.631e+02
         1.0   8.216e+01   3.614e-01   7.990e+02
         1.0   1.250e+02   3.123e-01   2.470e+02
         1.0   1.242e+02   2.812e-01   7.398e+02
         1.0   8.697e+01   1.027e-01   8.488e+02
         1.0   1.089e+02   5.397e-01   8.601e+02
         1.0   1.252e+02   4.680e-01   5.231e+02
         1.0   1.256e+02   2.549e-01   7.205e+02
         1.0   1.251e+02   7.561e-01   7.878e+02
         1.0   1.267e+02   2.210e-01   8.006e+02
         1.0   1.228e+02   8.953e-01   9.335e+02
         1.0   1.261e+02   2.715e-01   6.844e+02
         1.0   1.232e+02   4.283e-01   7.223e+02
         1.0   1.232e+02   4.428e-01   7.458e+02
         1.0   8.528e+01   7.141e-01   7.299e+02
         1.0   1.258e+02   3.637e-01   8.317e+02
         1.0   1.229e+02   6.495e-01   1.764e+02
         1.0   1.266e+02   6.867e-01   9.573e+02
         1.0   1.259e+02   8.437e-01   7.965e+02
         1.0   8.557e+01   4.743e-01   8.421e+02
         1.0   1.253e+02   3.760e-01   8.327e+02
         1.0   1.247e+02   8.398e-01   6.124e+02
         1.0   1.265e+02   4.176e-01   6.715e+02
         1.0   9.962e+01   7.481e-01   7.502e+02
         1.0   1.254e+02   8.527e-01   1.073e+03
         1.0   1.259e+02   8.814e-01   7.645e+02
         1.0   8.107e+01   8.029e-01   4.839e+02
         1.0   1.258e+02   2.031e-01   7.812e+02
         1.0   7.116e+01   5.776e-01   5.434e+02
         1.0   1.252e+02   6.092e-01   8.254e+02
         1.0   1.275e+02   1.723e-01   5.695e+02
         1.0   1.262e+02   4.107e-01   8.394e+02
         1.0   1.279e+02   7.439e-01   2.249e+02
         1.0   1.259e+02   9.395e-01   6.765e+02
         1.0   1.246e+02   5.129e-01   7.104e+02
         1.0   1.263e+02   4.116e-01   8.432e+02
         1.0   1.181e+02   9.201e-01   6.102e+02
         1.0   1.024e+02   5.650e-01   5.817e+02
         1.0   1.265e+02   1.902e-01   4.777e+02
         1.0   1.043e+02   2.314e-01   8.263e+02
         1.0   8.175e+01   8.523e-01   6.497e+02
         1.0   8.587e+01   1.296e-01   7.787e+02
         1.0   1.260e+02   8.314e-01   7.092e+02
         1.0   1.257e+02   7.588e-01   7.069e+02
         1.0   1.264e+02   6.876e-01   8.084e+02
         1.0   1.247e+02   9.340e-01   8.009e+02
         1.0   1.250e+02   3.123e-01   2.470e+02
         1.0   1.250e+02   5.506e-01   8.146e+02
         1.0   1.261e+02   8.391e-01   4.243e+02
         1.0   7.822e+01   5.932e-01   6.117e+02
         1.0   1.217e+02   7.958e-01   4.352e+02
         1.0   1.246e+02   7.767e-01   6.856e+02
         1.0   1.269e+02   9.545e-01   3.834e+02
         1.0   1.262e+02   5.745e-01   8.666e+02
         1.0   1.023e+02   9.186e-01   3.465e+02
         1.0   1.258e+02   7.385e-01   8.171e+02
         1.0   1.216e+02   7.847e-01   8.041e+02
         1.0   9.725e+01   1.052e-01   7.385e+02
         1.0   1.236e+02   7.474e-01   3.464e+02
         1.0   1.252e+02   2.686e-01   4.440e+02
         1.0   1.261e+02   8.255e-01   8.500e+02
         1.0   9.629e+01   8.068e-01   5.762e+02
         1.0   8.365e+01   3.161e-01   7.870e+02
         1.0   1.256e+02   6.354e-01   6.953e+02
         1.0   1.264e+02   3.637e-01   6.759e+02
         1.0   1.250e+02   4.460e-01   7.417e+02
         1.0   1.252e+02   4.476e-01   6.667e+02
         1.0   1.250e+02   3.982e-01   7.493e+02
         1.0   1.362e+02   3.585e-01   5.693e+02
         1.0   1.119e+02   1.100e-01   8.200e+02
         1.0   1.257e+02   7.764e-01   6.554e+02
         1.0   1.250e+02   9.173e-01   8.397e+02
         1.0   1.214e+02   7.922e-01   3.046e+02
         1.0   1.256e+02   8.428e-01   6.076e+02
         1.0   1.252e+02   7.062e-01   7.031e+02
         1.0   1.261e+02   3.036e-01   3.463e+02
         1.0   1.138e+02   8.233e-01   2.582e+02
         1.0   1.256e+02   8.428e-01   6.076e+02
         1.0   1.256e+02   8.690e-01   7.330e+02
         1.0   9.103e+01   3.242e-01   5.285e+02
         1.0   1.241e+02   9.862e-01   6.097e+02
         1.0   1.252e+02   3.438e-01   8.362e+02
         1.0   1.259e+02   2.915e-01   8.054e+02
         1.0   1.266e+02   4.049e-02   6.959e+02
         1.0   1.240e+02   5.467e-01   8.311e+02
         1.0   8.292e+01   1.004e-02   7.015e+02
         1.0   1.253e+02   9.907e-01   4.928e+02
         1.0   1.117e+02   7.111e-01   7.614e+02
         1.0   1.254e+02   6.341e-01   5.301e+02
         1.0   1.261e+02   5.658e-01   7.846e+02
         1.0   1.303e+02   1.425e-01   4.921e+02
         1.0   1.253e+02   6.261e-01   7.924e+02
         1.0   1.286e+02   2.940e-01   7.828e+02
         1.0   1.001e+02   1.787e-01   7.452e+02
         1.0   8.420e+01   2.207e-03   7.466e+02
         1.0   1.268e+02   2.586e-01   6.849e+02
         1.0   1.251e+02   5.057e-01   8.878e+02
         1.0   9.283e+01   7.130e-01   8.208e+02
         1.0   1.255e+02   1.191e-01   7.791e+02
         1.0   1.259e+02   8.147e-01   4.599e+02
         1.0   1.245e+02   4.909e-01   6.736e+02
         1.0   1.271e+02   8.103e-01   5.240e+02
         1.0   1.260e+02   6.720e-01   8.084e+02
         1.0   1.231e+02   5.543e-01   3.437e+02
         1.0   1.258e+02   9.392e-01   3.411e+02
         1.0   1.263e+02   3.547e-01   3.650e+02
         1.0   1.268e+02   8.239e-01   8.306e+02
         1.0   8.849e+01   7.188e-01   4.452e+02
         1.0   9.686e+01   4.471e-01   5.461e+02
         1.0   9.329e+01   2.207e-01   6.094e+02
         1.0   8.437e+01   6.975e-01   4.759e+02
         1.0   1.263e+02   7.995e-01   6.732e+02
         1.0   9.701e+01   8.767e-01   8.140e+02
         1.0   1.254e+02   2.687e-01   7.916e+02
         1.0   1.252e+02   5.313e-01   1.336e+03
         1.0   1.261e+02   5.563e-01   5.455e+02
         1.0   1.260e+02   6.693e-01   6.396e+02
         1.0   9.871e+01   4.715e-01   8.211e+02
         1.0   1.251e+02   5.224e-01   8.347e+02
         1.0   1.242e+02   5.182e-01   5.630e+02
         1.0   1.239e+02   7.501e-01   7.474e+02
         1.0   1.259e+02   9.395e-01   6.765e+02
         1.0   9.922e+01   9.425e-02   7.386e+02
         1.0   1.277e+02   2.516e-01   7.859e+02
         1.0   1.247e+02   5.832e-01   7.625e+02
         1.0   1.248e+02   6.010e-01   8.101e+02
         1.0   9.299e+01   4.126e-01   7.878e+02
         1.0   1.268e+02   6.980e-01   8.290e+02
         1.0   1.236e+02   8.785e-01   5.841e+02
         1.0   1.166e+02   8.069e-01   8.361e+02
         1.0   1.257e+02   6.943e-01   9.082e+02
         1.0   1.251e+02   2.738e-01   7.154e+02
         1.0   7.008e+01   6.765e-01   3.232e+02
         1.0   1.267e+02   9.806e-02   7.273e+02
         1.0   1.245e+02   6.161e-01   7.867e+02
         1.0   1.265e+02   3.840e-01   5.043e+02
         1.0   1.223e+02   5.917e-01   6.334e+02
         1.0   1.261e+02   8.231e-01   6.797e+02
         1.0   1.247e+02   8.703e-01   2.979e+02
         1.0   1.255e+02   2.824e-01   7.126e+02
         1.0   1.260e+02   8.274e-01   8.167e+02
         1.0   1.255e+02   7.401e-01   8.269e+02
         1.0   1.260e+02   2.665e-01   8.626e+02
         1.0   1.251e+02   1.064e-01   8.155e+02
         1.0   1.278e+02   5.918e-01   7.476e+02
         1.0   1.243e+02   4.637e-01   8.232e+02
         1.0   1.249e+02   5.083e-01   7.276e+02
         1.0   9.416e+01   3.220e-01   3.437e+02
         1.0   7.901e+01   3.820e-01   8.167e+02
         1.0   1.247e+02   8.090e-01   5.957e+02
         1.0   1.262e+02   5.745e-01   8.666e+02
         1.0   9.012e+01   1.967e-01   6.725e+02
         1.0   1.246e+02   5.129e-01   7.104e+02
         1.0   1.001e+02   1.787e-01   7.452e+02
         1.0   1.242e+02   4.327e-01   8.317e+02
         1.0   1.251e+02   7.754e-01   8.325e+02
         1.0   1.253e+02   8.224e-01   7.892e+02
         1.0   1.268e+02   1.831e-01   7.048e+02
         1.0   1.257e+02   8.489e-01   2.046e+02
         1.0   1.253e+02   3.434e-01   7.694e+02
         1.0   1.266e+02   1.317e-01   5.448e+02
         1.0   1.224e+02   6.066e-01   8.359e+02
         1.0   1.251e+02   3.063e-01   6.948e+02
         1.0   1.253e+02   3.488e-01   6.145e+02
         1.0   1.242e+02   2.929e-01   7.138e+02
         1.0   1.255e+02   9.237e-01   8.198e+02
         1.0   8.939e+01   3.335e-01   3.613e+02
         1.0   1.246e+02   6.868e-01   6.223e+02
         1.0   1.286e+02   2.940e-01   7.828e+02
         1.0   1.253e+02   1.536e-01   4.329e+02
         1.0   1.242e+02   9.389e-01   8.417e+02
         1.0   1.181e+02   9.201e-01   6.102e+02
         1.0   1.265e+02   6.463e-01   7.839e+02
         1.0   1.263e+02   4.361e-02   6.307e+02
         1.0   1.247e+02   1.971e-01   6.356e+02
         1.0   1.082e+02   8.202e-01   7.782e+02
         1.0   1.240e+02   7.513e-01   2.286e+02
         1.0   9.308e+01   3.228e-02   7.588e+02
         1.0   1.224e+02   4.094e-01   5.116e+02
         1.0   1.043e+02   1.411e-01   7.572e+02
         1.0   1.243e+02   6.650e-01   6.398e+02
         1.0   1.258e+02   6.574e-01   4.605e+02
         1.0   1.079e+02   5.943e-01   7.569e+02
         1.0   1.242e+02   1.415e-01   6.217e+02
         1.0   1.073e+02   9.042e-01   7.753e+02
         1.0   1.263e+02   3.912e-01   7.020e+02
         1.0   1.210e+02   8.547e-01   7.354e+02
         1.0   1.262e+02   4.984e-01   8.210e+02
         1.0   1.194e+02   3.107e-01   7.374e+02
         1.0   1.164e+02   8.332e-01   6.172e+02
         1.0   1.256e+02   9.267e-01   7.002e+02
         1.0   1.247e+02   7.833e-01   7.116e+02
         1.0   1.262e+02   6.177e-01   8.272e+02
         1.0   1.260e+02   3.450e-01   5.819e+02
         1.0   1.256e+02   8.236e-01   8.227e+02
         1.0   1.251e+02   3.063e-01   6.948e+02
         1.0   1.223e+02   3.908e-01   4.028e+02
         1.0   1.273e+02   6.035e-01   8.147e+02
         1.0   1.258e+02   5.240e-01   8.470e+02
         1.0   1.245e+02   4.525e-01   7.832e+02
         1.0   1.247e+02   2.531e-01   5.521e+02
         1.0   1.264e+02   5.882e-01   7.759e+02
         1.0   1.270e+02   1.589e-01   4.949e+02
         1.0   9.847e+01   1.870e-01   8.990e+02
         1.0   1.300e+02   1.468e-01   5.042e+02
         1.0   1.228e+02   3.994e-01   8.687e+02
         1.0   1.267e+02   8.068e-01   2.910e+02
         1.0   1.257e+02   7.529e-01   8.093e+02
         1.0   1.306e+02   2.554e-01   6.383e+02
         1.0   1.267e+02   2.210e-01   8.006e+02
         1.0   1.024e+02   5.650e-01   5.817e+02
         1.0   1.232e+02   7.957e-02   7.401e+02
         1.0   1.257e+02   3.366e-01   7.538e+02
         1.0   1.286e+02   1.784e-01   8.149e+02
         1.0   1.241e+02   6.274e-01   8.582e+02
         1.0   9.299e+01   4.126e-01   7.878e+02
         1.0   1.254e+02   3.859e-01   7.413e+02
         1.0   1.279e+02   8.187e-01   5.398e+02
         1.0   9.622e+01   2.809e-02   6.209e+02
         1.0   1.256e+02   8.830e-01   4.574e+02
         1.0   7.043e+01   6.481e-01   8.095e+02
         1.0   1.259e+02   7.403e-01   7.592e+02
         1.0   1.204e+02   9.001e-01   8.388e+02
         1.0   1.248e+02   2.422e-01   7.549e+02
         1.0   1.262e+02   6.573e-01   7.960e+02
         1.0   1.098e+02   1.699e-01   8.262e+02
         1.0   1.268e+02   8.204e-01   2.169e+02
         1.0   1.244e+02   6.932e-01   7.938e+02
         1.0   1.283e+02   5.564e-01   8.410e+02
         1.0   1.273e+02   6.072e-01   6.229e+02
         1.0   9.427e+01   6.941e-01   8.346e+02
         1.0   1.213e+02   8.770e-01   6.509e+02
         1.0   1.244e+02   5.792e-01   3.469e+02
         1.0   9.432e+01   4.692e-02   1.226e+03
         1.0   1.256e+02   3.696e-01   6.860e+02
         1.0   1.226e+02   5.085e-01   8.031e+02
         1.0   1.265e+02   5.195e-01   4.156e+02
         1.0   7.148e+01   4.395e-01   8.342e+02
         1.0   1.251e+02   2.171e-01   7.922e+02
         1.0   1.258e+02   3.257e-01   7.726e+02
         1.0   1.232e+02   7.010e-01   6.983e+02
         1.0   1.250e+02   3.442e-01   6.519e+02
         1.0   1.241e+02   7.683e-01   7.259e+02
         1.0   1.250e+02   7.266e-01   8.878e+02
         1.0   1.260e+02   6.476e-01   8.213e+02
         1.0   1.032e+02   8.089e-01   8.883e+02
         1.0   1.244e+02   4.745e-01   7.754e+02
         1.0   1.256e+02   7.233e-01   8.135e+02
         1.0   1.261e+02   7.125e-01   4.602e+02
         1.0   1.257e+02   3.804e-01   7.590e+02
         1.0   1.271e+02   6.424e-01   5.671e+02
         1.0   1.162e+02   3.380e-01   6.762e+02
         1.0   1.260e+02   2.428e-01   7.804e+02
         1.0   9.097e+01   8.640e-01   6.744e+02
         1.0   1.248e+02   8.583e-01   5.208e+02
         1.0   1.267e+02   5.960e-01   8.119e+02
         1.0   1.259e+02   6.302e-01   8.113e+02
         1.0   1.265e+02   5.688e-01   7.437e+02
         1.0   1.301e+02   3.304e-01   6.264e+02
         1.0   1.256e+02   2.380e-01   7.733e+02
         1.0   1.242e+02   8.830e-01   5.901e+02
         1.0   1.252e+02   4.035e-01   6.623e+02
         1.0   1.180e+02   7.169e-01   4.776e+02
         1.0   1.260e+02   7.197e-01   6.386e+02
         1.0   1.247e+02   9.340e-01   8.009e+02
         1.0   8.884e+01   7.577e-01   4.817e+02
         1.0   1.248e+02   2.297e-01   7.954e+02
         1.0   1.184e+02   5.490e-01   7.506e+02
         1.0   1.249e+02   5.844e-01   6.984e+02
         1.0   1.012e+02   7.305e-01   8.339e+02
         1.0   1.115e+02   5.791e-02   7.986e+02
         1.0   1.266e+02   7.865e-01   6.155e+02
         1.0   1.261e+02   3.930e-01   8.124e+02
         1.0   8.081e+01   5.187e-01   6.112e+02
         1.0   1.280e+02   8.050e-02   8.651e+02
         1.0   1.266e+02   1.711e-01   5.253e+02
         1.0   1.270e+02   7.452e-01   8.316e+02
         1.0   7.858e+01   5.527e-01   7.517e+02
         1.0   9.102e+01   8.119e-01   6.498e+02
         1.0   1.244e+02   8.282e-01   3.606e+02
         1.0   9.379e+01   5.664e-01   7.765e+02
         1.0   1.260e+02   9.646e-01   6.285e+02
         1.0   9.034e+01   6.775e-01   7.243e+02
         1.0   1.071e+02   5.962e-01   7.863e+02
         1.0   9.075e+01   4.116e-01   7.879e+02
         1.0   1.242e+02   8.830e-01   5.901e+02
         1.0   1.211e+02   8.057e-01   6.721e+02
         1.0   1.260e+02   3.313e-01   7.936e+02
         1.0   1.265e+02   2.171e-01   8.441e+02
         1.0   1.180e+02   5.315e-01   7.137e+02
         1.0   9.592e+01   2.744e-01   7.850e+02
         1.0   1.099e+02   7.847e-01   8.161e+02
         1.0   1.259e+02   9.137e-01   7.892e+02
         1.0   1.281e+02   4.160e-01   7.592e+02
         1.0   1.256e+02   4.417e-01   3.294e+02
         1.0   1.229e+02   7.560e-01   2.797e+02
         1.0   1.230e+02   7.691e-01   7.523e+02
         1.0   1.173e+02   9.320e-01   1.972e+02
         1.0   1.212e+02   4.657e-02   6.645e+02
         1.0   1.034e+02   6.103e-01   5.991e+02
         1.0   1.247e+02   7.695e-01   8.595e+02
         1.0   9.703e+01   9.334e-01   8.057e+02
         1.0   9.633e+01   3.651e-01   7.357e+02
         1.0   7.617e+01   7.178e-01   1.022e+03
         1.0   1.270e+02   2.222e-01   7.466e+02
         1.0   7.103e+01   2.282e-01   5.885e+02
         1.0   9.847e+01   1.870e-01   8.990e+02
         1.0   1.263e+02   4.086e-01   3.160e+02
         1.0   1.256e+02   6.728e-01   6.931e+02
         1.0   1.264e+02   1.742e-01   5.716e+02
         1.0   9.725e+01   5.968e-01   8.381e+02
         1.0   1.263e+02   4.828e-01   5.669e+02
         1.0   1.239e+02   8.917e-01   5.523e+02
         1.0   1.232e+02   6.050e-01   5.699e+02
         1.0   9.634e+01   1.867e-02   1.058e+03
         1.0   1.255e+02   5.916e-01   8.829e+02
         1.0   1.263e+02   5.505e-01   8.211e+02
         1.0   1.265e+02   8.627e-01   8.370e+02
         1.0   1.249e+02   8.370e-01   5.704e+02
         1.0   9.040e+01   6.731e-01   7.583e+02
         1.0   1.193e+02   6.510e-01   3.999e+02
         1.0   1.246e+02   7.864e-01   8.220e+02
         1.0   1.253e+02   3.101e-01   8.100e+02
         1.0   1.254e+02   1.764e-01   7.948e+02
         1.0   1.284e+02   3.489e-01   1.891e+02
         1.0   1.258e+02   3.798e-01   7.808e+02
         1.0   1.180e+02   8.626e-01   4.669e+02
         1.0   1.279e+02   5.010e-01   7.314e+02
         1.0   1.264e+02   4.118e-01   4.805e+02
         1.0   1.253e+02   4.051e-01   6.036e+02
         1.0   1.266e+02   5.106e-01   7.003e+02
         1.0   1.273e+02   6.727e-01   8.098e+02
         1.0   1.266e+02   3.700e-01   7.631e+02
         1.0   1.295e+02   4.096e-01   8.078e+02
         1.0   1.011e+02   6.956e-01   3.917e+02
         1.0   7.348e+01   7.550e-01   6.690e+02
         1.0   1.263e+02   7.983e-01   9.208e+02
         1.0   1.254e+02   4.608e-01   6.136e+02
         1.0   1.265e+02   5.763e-01   5.512e+02
         1.0   1.261e+02   3.065e-01   8.893e+02
         1.0   1.262e+02   4.489e-01   7.958e+02
         1.0   1.231e+02   7.806e-01   1.440e+02
         1.0   1.266e+02   2.436e-01   6.849e+02
         1.0   1.292e+02   3.014e-01   7.976e+02
         1.0   1.259e+02   8.059e-01   8.111e+02
         1.0   1.267e+02   4.577e-01   3.580e+02
         1.0   1.255e+02   8.700e-01   5.523e+02
         1.0   1.255e+02   9.237e-01   8.198e+02
         1.0   1.245e+02   4.909e-01   6.736e+02
         1.0   1.257e+02   4.460e-01   5.219e+02
         1.0   9.242e+01   6.383e-01   6.282e+02
         1.0   1.272e+02   8.013e-01   5.437e+02
         1.0   1.261e+02   4.533e-01   2.984e+02
         1.0   1.001e+02   8.174e-01   7.671e+02
         1.0   1.254e+02   7.833e-01   7.962e+02
         1.0   1.254e+02   3.403e-01   8.369e+02
         1.0   1.255e+02   8.337e-01   8.220e+02
         1.0   8.708e+01   8.218e-01   6.755e+02
         1.0   8.290e+01   7.373e-01   7.298e+02
         1.0   1.306e+02   2.554e-01   6.383e+02
         1.0   1.250e+02   7.079e-01   7.899e+02
         1.0   1.269e+02   3.712e-01   6.233e+02
         1.0   1.273e+02   6.727e-01   8.098e+02
         1.0   1.233e+02   3.841e-01   8.258e+02
         1.0   1.283e+02   9.464e-02   5.185e+02
         1.0   1.266e+02   1.909e-01   4.344e+02
         1.0   9.264e+01   1.673e-01   8.019e+02
         1.0   1.233e+02   8.467e-01   5.749e+02
         1.0   1.250e+02   3.927e-01   7.796e+02
         1.0   1.267e+02   4.179e-01   7.860e+02
         1.0   9.797e+01   5.785e-01   8.487e+02
         1.0   1.240e+02   6.858e-01   7.985e+02
         1.0   1.245e+02   3.502e-01   3.114e+02
         1.0   1.259e+02   6.370e-01   5.705e+02
         1.0   1.259e+02   5.045e-01   6.311e+02
         1.0   1.232e+02   8.361e-01   9.396e+02
         1.0   1.177e+02   2.685e-01   7.170e+02
         1.0   8.437e+01   6.975e-01   4.759e+02
         1.0   9.201e+01   5.852e-01   7.292e+02
         1.0   1.257e+02   9.217e-01   7.410e+02
         1.0   1.257e+02   2.661e-01   5.532e+02
         1.0   1.237e+02   5.159e-01   6.760e+02
         1.0   1.155e+02   2.467e-01   6.938e+02
         1.0   1.280e+02   2.538e-01   6.640e+02
         1.0   1.018e+02   1.020e-01   4.644e+02
         1.0   1.263e+02   7.815e-01   7.833e+02
         1.0   8.486e+01   6.725e-01   6.173e+02
         1.0   1.258e+02   6.174e-01   8.005e+02
         1.0   1.082e+02   8.202e-01   7.782e+02
         1.0   1.248e+02   3.845e-01   7.576e+02
         1.0   1.256e+02   6.852e-01   7.083e+02
         1.0   1.276e+02   6.620e-01   8.292e+02
         1.0   8.218e+01   6.878e-01   7.082e+02
         1.0   1.244e+02   5.792e-01   3.469e+02
         1.0   9.527e+01   7.359e-01   8.630e+02
         1.0   1.267e+02   3.158e-01   7.205e+02
         1.0   8.609e+01   7.545e-01   7.954e+02
         1.0   1.244e+02   8.801e-01   7.430e+02
         1.0   1.273e+02   4.327e-02   8.052e+02
         1.0   1.240e+02   3.284e-02   8.470e+02
         1.0   1.275e+02   8.660e-01   3.150e+02
         1.0   7.167e+01   4.960e-01   8.181e+02
         1.0   1.241e+02   5.235e-01   6.389e+02
         1.0   1.229e+02   6.495e-01   1.764e+02
         1.0   1.250e+02   3.982e-01   7.493e+02
         1.0   1.157e+02   8.291e-01   6.338e+02
         1.0   1.238e+02   9.518e-01   6.919e+02
         1.0   1.253e+02   6.913e-01   7.714e+02
         1.0   8.678e+01   3.973e-01   6.987e+02
         1.0   1.244e+02   3.347e-01   1.066e+03
         1.0   1.253e+02   7.638e-01   8.071e+02
         1.0   8.150e+01   2.835e-01   7.231e+02
         1.0   1.249e+02   8.839e-01   4.917e+02
         1.0   1.243e+02   4.637e-01   8.232e+02
         1.0   9.568e+01   8.629e-01   7.317e+02
         1.0   1.255e+02   6.809e-01   5.937e+02
         1.0   1.242e+02   3.656e-01   6.640e+02
         1.0   1.261e+02   6.877e-01   8.256e+02
         1.0   1.254e+02   4.957e-01   7.945e+02
         1.0   1.256e+02   2.069e-01   7.676e+02
         1.0   1.226e+02   6.946e-01   7.968e+02
         1.0   1.205e+02   7.937e-01   7.265e+02
         1.0   1.258e+02   9.392e-01   3.411e+02
         1.0   1.014e+02   1.198e-01   5.895e+02
         1.0   9.994e+01   8.568e-01   8.063e+02
         1.0   1.102e+02   4.150e-01   4.068e+02
         1.0   1.255e+02   6.401e-01   7.183e+02
         1.0   1.240e+02   7.102e-01   8.595e+02
         1.0   1.299e+02   1.516e-01   8.108e+02
         1.0   1.286e+02   1.784e-01   8.149e+02
         1.0   1.271e+02   6.555e-01   7.233e+02
         1.0   1.257e+02   5.545e-01   8.041e+02
         1.0   1.127e+02   1.004e-01   7.424e+02
         1.0   1.241e+02   7.681e-01   4.057e+02
         1.0   1.278e+02   9.360e-01   5.375e+02
         1.0   9.622e+01   2.809e-02   6.209e+02
         1.0   8.028e+01   8.560e-01   8.590e+02
         1.0   1.065e+02   9.452e-01   7.428e+02
         1.0   1.239e+02   5.106e-01   3.954e+02
         1.0   1.250e+02   8.561e-01   7.726e+02
