    f_weight    f_mass4l f_D_bkg_kin     f_pfmet
         1.0   1.254e+02   2.047e-01   6.155e+02
         1.0   1.246e+02   6.835e-01   4.859e+02
         1.0   1.263e+02   4.713e-01   8.255e+02
         1.0   1.262e+02   7.187e-01   7.466e+02
         1.0   1.257e+02   7.579e-01   8.190e+02
         1.0   1.184e+02   6.830e-01   7.785e+02
         1.0   1.276e+02   6.039e-01   7.438e+02
         1.0   1.188e+02   5.567e-01   6.240e+02
         1.0   1.257e+02   6.943e-01   9.082e+02
         1.0   1.227e+02   8.939e-01   4.261e+02
         1.0   9.189e+01   1.908e-01   6.445e+02
         1.0   1.235e+02   3.875e-01   8.263e+02
         1.0   1.020e+02   6.875e-01   9.350e+02
         1.0   1.261e+02   8.177e-01   7.750e+02
         1.0   7.714e+01   8.740e-01   7.768e+02
         1.0   8.004e+01   2.428e-01   7.377e+02
         1.0   1.259e+02   5.045e-01   6.311e+02
         1.0   1.259e+02   2.915e-01   8.054e+02
         1.0   1.054e+02   8.114e-01   8.748e+02
         1.0   8.541e+01   6.297e-01   5.802e+02
         1.0   1.276e+02   6.039e-01   7.438e+02
         1.0   1.210e+02   8.547e-01   7.354e+02
         1.0   1.258e+02   6.574e-01   4.605e+02
         1.0   9.490e+01   2.469e-01   9.860e+02
         1.0   1.259e+02   9.137e-01   7.892e+02
         1.0   1.278e+02   7.801e-01   7.124e+02
         1.0   1.177e+02   2.685e-01   7.170e+02
         1.0   1.246e+02   6.555e-01   6.370e+02
         1.0   1.252e+02   2.260e-01   8.423e+02
         1.0   1.130e+02   7.627e-01   6.841e+02
         1.0   1.292e+02   3.014e-01   7.976e+02
         1.0   7.487e+01   4.879e-01   7.005e+02
         1.0   1.263e+02   6.670e-01   8.120e+02
         1.0   1.238e+02   5.764e-01   8.168e+02
         1.0   1.267e+02   3.158e-01   7.205e+02
         1.0   1.242e+02   1.415e-01   6.217e+02
         1.0   1.262e+02   5.191e-01   7.764e+02
         1.0   1.251e+02   3.648e-01   5.157e+02
         1.0   1.262e+02   4.559e-01   7.826e+02
         1.0   1.278e+02   9.360e-01   5.375e+02
         1.0   1.267e+02   1.335e-01   3.403e+02
         1.0   7.775e+01   6.950e-01   7.629e+02
         1.0   8.476e+01   8.727e-01   6.498e+02
         1.0   1.275e+02   1.723e-01   5.695e+02
         1.0   1.109e+02   7.626e-01   7.261e+02
         1.0   1.267e+02   3.476e-01   4.553e+02
         1.0   1.206e+02   5.151e-01   7.996e+02
         1.0   1.252e+02   5.851e-01   2.570e+02
         1.0   1.257e+02   6.903e-01   8.376e+02
         1.0   1.262e+02   4.107e-01   8.394e+02
         1.0   1.230e+02   5.786e-01   7.250e+02
         1.0   1.373e+02   9.577e-01   8.059e+02
         1.0   1.243e+02   5.839e-01   5.659e+02
         1.0   1.254e+02   1.849e-01   7.698e+02
         1.0   1.257e+02   7.581e-01   8.249e+02
         1.0   1.270e+02   1.056e-01   7.940e+02
         1.0   1.246e+02   6.318e-01   7.857e+02
         1.0   1.245e+02   1.223e-01   6.509e+02
         1.0   1.248e+02   6.010e-01   8.101e+02
         1.0   1.233e+02   8.665e-01   4.626e+02
         1.0   1.250e+02   5.881e-01   8.518e+02
         1.0   7.592e+01   7.597e-01   6.891e+02
         1.0   1.242e+02   8.800e-01   8.211e+02
         1.0   1.260e+02   1.697e-01   5.629e+02
         1.0   8.809e+01   6.716e-01   8.381e+02
         1.0   1.260e+02   9.646e-01   6.285e+02
         1.0   9.406e+01   6.372e-01   6.543e+02
         1.0   1.247e+02   8.462e-01   7.065e+02
         1.0   1.278e+02   2.993e-01   8.171e+02
         1.0   1.252e+02   5.666e-01   6.552e+02
         1.0   1.262e+02   4.107e-01   8.394e+02
         1.0   1.261e+02   2.839e-01   7.084e+02
         1.0   1.001e+02   1.787e-01   7.452e+02
         1.0   1.275e+02   5.979e-01   8.109e+02
         1.0   8.295e+01   6.544e-01   5.411e+02
         1.0   1.281e+02   2.556e-01   5.103e+02
         1.0   1.261e+02   8.177e-01   7.750e+02
         1.0   1.262e+02   4.489e-01   7.958e+02
         1.0   1.253e+02   2.962e-01   7.150e+02
         1.0   1.212e+02   4.896e-01   7.997e+02
         1.0   1.241e+02   7.830e-01   8.116e+02
         1.0   1.191e+02   6.382e-01   8.805e+02
         1.0   1.258e+02   4.905e-01   7.568e+02
         1.0   1.268e+02   7.694e-01   6.028e+02
         1.0   1.127e+02   9.784e-01   7.418e+02
         1.0   1.245e+02   6.220e-01   7.467e+02
         1.0   1.266e+02   3.436e-01   7.564e+02
         1.0   9.663e+01   8.969e-01   7.134e+02
         1.0   1.279e+02   9.058e-01   8.271e+02
         1.0   1.083e+02   8.187e-01   7.643e+02
         1.0   9.649e+01   8.562e-01   7.859e+02
         1.0   1.223e+02   3.908e-01   4.028e+02
         1.0   1.240e+02   7.102e-01   8.595e+02
         1.0   1.272e+02   6.929e-02   6.726e+02
         1.0   1.041e+02   2.862e-01   8.077e+02
         1.0   1.250e+02   4.643e-01   8.335e+02
         1.0   1.243e+02   5.566e-01   6.915e+02
         1.0   1.235e+02   9.185e-01   5.988e+02
         1.0   1.254e+02   6.010e-01   6.889e+02
         1.0   1.243e+02   4.134e-01   5.563e+02
         1.0   1.236e+02   2.260e-01   6.941e+02
         1.0   1.273e+02   3.802e-01   5.354e+02
         1.0   7.874e+01   7.070e-01   5.083e+02
         1.0   9.144e+01   2.799e-01   8.764e+02
         1.0   1.246e+02   4.641e-01   8.142e+02
         1.0   1.008e+02   4.712e-01   6.516e+02
         1.0   1.230e+02   6.283e-01   7.152e+02
         1.0   9.088e+01   7.164e-01   8.072e+02
         1.0   9.675e+01   6.994e-01   5.680e+02
         1.0   8.486e+01   5.668e-01   7.459e+02
         1.0   1.251e+02   7.371e-01   5.413e+02
         1.0   1.213e+02   4.851e-01   6.477e+02
         1.0   1.262e+02   6.573e-01   7.960e+02
         1.0   1.241e+02   6.700e-01   6.120e+02
         1.0   1.106e+02   9.492e-01   8.225e+02
         1.0   1.188e+02   9.138e-01   1.031e+03
         1.0   1.253e+02   5.288e-01   6.131e+02
         1.0   1.251e+02   9.053e-01   5.771e+02
         1.0   8.213e+01   1.301e-01   8.120e+02
         1.0   1.162e+02   4.906e-01   8.157e+02
         1.0   8.150e+01   2.835e-01   7.231e+02
         1.0   1.142e+02   4.275e-01   5.408e+02
         1.0   9.974e+01   9.121e-01   8.232e+02
         1.0   1.188e+02   9.138e-01   1.031e+03
         1.0   1.020e+02   2.825e-01   6.398e+02
         1.0   1.255e+02   4.808e-01   6.084e+02
         1.0   1.256e+02   4.853e-01   5.453e+02
         1.0   1.127e+02   9.784e-01   7.418e+02
         1.0   9.059e+01   4.472e-01   6.759e+02
         1.0   1.192e+02   7.320e-01   5.400e+02
         1.0   1.261e+02   4.556e-01   8.545e+02
         1.0   1.238e+02   9.932e-02   3.046e+02
         1.0   1.249e+02   3.186e-01   9.332e+02
         1.0   1.279e+02   9.058e-01   8.271e+02
         1.0   1.265e+02   5.814e-01   6.903e+02
         1.0   1.258e+02   4.050e-01   6.990e+02
         1.0   1.241e+02   7.681e-01   4.057e+02
         1.0   1.260e+02   5.554e-01   8.753e+02
         1.0   1.292e+02   3.014e-01   7.976e+02
         1.0   7.804e+01   5.349e-01   7.398e+02
         1.0   9.385e+01   2.942e-01   7.821e+02
         1.0   9.262e+01   1.910e-01   8.082e+02
         1.0   1.235e+02   6.265e-01   7.691e+02
         1.0   1.066e+02   7.621e-01   7.515e+02
         1.0   1.232e+02   5.637e-01   7.445e+02
         1.0   1.250e+02   3.973e-01   2.708e+02
         1.0   1.104e+02   7.407e-01   6.938e+02
         1.0   1.252e+02   8.806e-01   8.561e+02
         1.0   1.260e+02   6.113e-01   8.046e+02
         1.0   1.281e+02   1.589e-02   8.321e+02
         1.0   1.260e+02   5.761e-01   7.900e+02
         1.0   1.190e+02   8.462e-01   7.980e+02
         1.0   8.849e+01   7.188e-01   4.452e+02
         1.0   1.253e+02   4.922e-01   3.790e+02
         1.0   1.262e+02   6.118e-01   6.568e+02
         1.0   1.247e+02   2.345e-01   8.024e+02
         1.0   8.923e+01   6.138e-01   6.735e+02
         1.0   1.259e+02   7.045e-01   2.687e+02
         1.0   1.258e+02   3.637e-01   8.317e+02
         1.0   9.570e+01   8.393e-01   5.861e+02
         1.0   1.267e+02   7.028e-01   7.261e+02
         1.0   1.242e+02   4.262e-01   5.557e+02
         1.0   9.662e+01   6.460e-01   6.406e+02
         1.0   1.015e+02   8.575e-01   6.644e+02
         1.0   1.235e+02   3.875e-01   8.263e+02
         1.0   1.267e+02   2.761e-01   8.865e+02
         1.0   1.282e+02   2.604e-01   5.182e+02
         1.0   9.704e+01   3.785e-01   6.143e+02
         1.0   1.250e+02   3.360e-01   7.332e+02
         1.0   1.089e+02   5.397e-01   8.601e+02
         1.0   9.622e+01   2.809e-02   6.209e+02
         1.0   9.199e+01   5.325e-01   6.709e+02
         1.0   1.254e+02   1.764e-01   7.948e+02
         1.0   1.255e+02   6.830e-01   7.292e+02
         1.0   1.244e+02   6.690e-01   7.651e+02
         1.0   1.260e+02   5.056e-01   3.975e+02
         1.0   1.272e+02   8.013e-01   5.437e+02
         1.0   1.227e+02   8.939e-01   4.261e+02
         1.0   1.250e+02   9.173e-01   8.397e+02
         1.0   1.255e+02   6.830e-01   7.292e+02
         1.0   1.263e+02   8.726e-01   8.446e+02
         1.0   1.293e+02   2.814e-01   7.792e+02
         1.0   1.266e+02   1.594e-01   7.574e+02
         1.0   7.562e+01   8.372e-01   7.367e+02
         1.0   1.183e+02   9.627e-01   9.347e+02
         1.0   1.264e+02   3.969e-01   4.260e+02
         1.0   1.245e+02   8.583e-01   7.836e+02
         1.0   1.280e+02   6.781e-01   6.001e+02
         1.0   1.265e+02   8.820e-01   7.926e+02
         1.0   1.084e+02   6.574e-01   3.198e+02
         1.0   1.245e+02   8.715e-01   5.684e+02
         1.0   1.214e+02   5.416e-01   8.046e+02
         1.0   1.238e+02   8.776e-01   6.606e+02
         1.0   1.256e+02   3.981e-01   8.202e+02
         1.0   1.249e+02   8.165e-01   7.218e+02
         1.0   9.467e+01   1.563e-01   8.250e+02
         1.0   8.179e+01   4.147e-01   7.018e+02
         1.0   1.036e+02   9.247e-01   7.912e+02
         1.0   1.270e+02   9.018e-02   8.411e+02
         1.0   1.234e+02   4.025e-01   7.535e+02
         1.0   1.247e+02   7.166e-01   5.578e+02
         1.0   1.263e+02   8.280e-01   2.495e+02
         1.0   1.172e+02   6.329e-01   5.737e+02
         1.0   1.265e+02   6.114e-01   7.892e+02
         1.0   1.256e+02   8.830e-01   4.574e+02
         1.0   1.231e+02   4.458e-01   7.302e+02
         1.0   1.030e+02   2.133e-01   7.513e+02
         1.0   1.098e+02   1.699e-01   8.262e+02
         1.0   1.256e+02   8.690e-01   7.330e+02
         1.0   1.262e+02   4.984e-01   8.210e+02
         1.0   1.178e+02   3.776e-01   7.436e+02
         1.0   1.084e+02   4.578e-01   6.604e+02
         1.0   1.243e+02   3.505e-01   4.258e+02
         1.0   8.845e+01   8.661e-01   7.607e+02
         1.0   1.223e+02   3.908e-01   4.028e+02
         1.0   1.260e+02   9.286e-01   7.296e+02
         1.0   7.891e+01   5.400e-01   4.571e+02
         1.0   1.112e+02   4.011e-01   7.972e+02
         1.0   1.258e+02   3.319e-02   8.307e+02
         1.0   1.043e+02   1.411e-01   7.572e+02
         1.0   1.215e+02   4.734e-01   7.381e+02
         1.0   1.238e+02   1.167e-01   7.991e+02
         1.0   1.254e+02   6.909e-01   5.491e+02
         1.0   1.136e+02   7.161e-01   6.933e+02
         1.0   1.260e+02   6.148e-01   9.074e+02
         1.0   1.231e+02   6.978e-01   7.070e+02
         1.0   8.353e+01   8.240e-01   8.143e+02
         1.0   7.380e+01   7.386e-01   7.879e+02
         1.0   1.215e+02   4.734e-01   7.381e+02
         1.0   1.230e+02   9.032e-01   8.098e+02
         1.0   1.232e+02   4.839e-01   4.464e+02
         1.0   1.096e+02   2.758e-01   8.066e+02
         1.0   1.268e+02   8.204e-01   2.169e+02
         1.0   9.316e+01   5.364e-01   7.677e+02
         1.0   1.259e+02   7.239e-01   8.596e+02
         1.0   1.084e+02   6.574e-01   3.198e+02
         1.0   1.267e+02   2.795e-01   8.091e+02
         1.0   1.235e+02   6.325e-01   6.969e+02
         1.0   1.260e+02   6.113e-01   8.046e+02
         1.0   1.281e+02   2.470e-01   4.667e+02
         1.0   1.214e+02   8.820e-01   7.476e+02
         1.0   9.665e+01   9.494e-01   5.382e+02
         1.0   1.267e+02   4.094e-01   7.203e+02
         1.0   8.002e+01   5.514e-01   8.241e+02
         1.0   1.203e+02   8.740e-01   7.003e+02
         1.0   9.662e+01   6.460e-01   6.406e+02
         1.0   1.269e+02   3.712e-01   6.233e+02
         1.0   1.249e+02   8.686e-01   5.159e+02
         1.0   1.270e+02   3.822e-01   7.191e+02
         1.0   1.200e+02   4.978e-01   8.696e+02
         1.0   1.261e+02   1.298e-01   7.740e+02
         1.0   1.265e+02   8.535e-01   6.836e+02
         1.0   8.028e+01   8.560e-01   8.590e+02
         1.0   1.267e+02   4.450e-01   6.640e+02
         1.0   1.001e+02   8.174e-01   7.671e+02
         1.0   1.263e+02   4.107e-01   7.861e+02
         1.0   1.276e+02   9.461e-01   8.560e+02
         1.0   8.504e+01   2.476e-02   9.250e+02
         1.0   1.249e+02   4.850e-01   7.244e+02
         1.0   1.264e+02   7.509e-01   4.059e+02
         1.0   1.253e+02   5.268e-01   8.076e+02
         1.0   1.233e+02   3.841e-01   8.258e+02
         1.0   1.271e+02   1.223e-01   5.252e+02
         1.0   1.261e+02   9.255e-02   8.537e+02
         1.0   1.252e+02   7.119e-01   7.338e+02
         1.0   1.251e+02   6.400e-01   5.135e+02
         1.0   1.254e+02   8.170e-02   4.700e+02
         1.0   1.265e+02   8.627e-01   8.370e+02
         1.0   1.258e+02   6.340e-01   7.286e+02
         1.0   8.301e+01   3.455e-01   6.445e+02
         1.0   1.268e+02   8.374e-01   4.549e+02
         1.0   1.286e+02   5.933e-01   5.074e+02
         1.0   1.240e+02   3.330e-01   4.777e+02
         1.0   9.575e+01   5.732e-01   8.113e+02
         1.0   1.256e+02   1.273e-01   7.862e+02
         1.0   1.201e+02   2.914e-01   7.926e+02
         1.0   1.263e+02   5.252e-01   7.589e+02
         1.0   1.244e+02   8.704e-01   7.862e+02
         1.0   1.259e+02   3.329e-01   7.760e+02
         1.0   1.245e+02   6.161e-01   7.867e+02
         1.0   1.280e+02   3.572e-01   9.844e+02
         1.0   1.254e+02   6.909e-01   5.491e+02
         1.0   9.242e+01   6.383e-01   6.282e+02
         1.0   1.262e+02   4.528e-01   8.196e+02
         1.0   7.282e+01   2.945e-01   7.407e+02
         1.0   1.214e+02   5.416e-01   8.046e+02
         1.0   1.127e+02   9.784e-01   7.418e+02
         1.0   1.254e+02   7.134e-01   7.545e+02
         1.0   1.253e+02   6.486e-01   5.365e+02
         1.0   9.266e+01   6.613e-02   5.658e+02
         1.0   1.265e+02   7.022e-01   5.339e+02
         1.0   1.249e+02   4.850e-01   7.244e+02
         1.0   1.192e+02   6.929e-01   7.183e+02
         1.0   1.258e+02   2.049e-01   8.527e+02
         1.0   9.416e+01   3.220e-01   3.437e+02
         1.0   8.486e+01   6.725e-01   6.173e+02
         1.0   1.247e+02   7.695e-01   8.595e+02
         1.0   9.600e+01   1.509e-01   6.707e+02
         1.0   9.196e+01   8.525e-01   8.715e+02
         1.0   1.269e+02   9.868e-01   7.579e+02
         1.0   1.256e+02   8.948e-01   7.556e+02
         1.0   1.265e+02   5.019e-01   8.834e+02
         1.0   1.264e+02   2.688e-01   7.457e+02
         1.0   1.261e+02   8.641e-01   5.975e+02
         1.0   8.870e+01   1.443e-01   4.749e+02
         1.0   1.183e+02   7.041e-01   5.808e+02
         1.0   1.263e+02   3.994e-01   6.001e+02
         1.0   1.186e+02   2.562e-01   8.034e+02
         1.0   1.232e+02   8.134e-01   7.805e+02
         1.0   1.249e+02   7.403e-01   6.944e+02
         1.0   9.725e+01   5.968e-01   8.381e+02
         1.0   9.860e+01   4.714e-01   7.196e+02
         1.0   8.481e+01   4.007e-01   8.464e+02
         1.0   1.258e+02   3.885e-01   8.357e+02
         1.0   1.240e+02   9.164e-01   5.328e+02
         1.0   1.242e+02   2.975e-01   7.306e+02
         1.0   1.292e+02   4.631e-01   7.697e+02
         1.0   1.262e+02   2.973e-01   6.959e+02
         1.0   1.259e+02   2.734e-01   7.523e+02
         1.0   1.245e+02   1.801e-01   8.632e+02
         1.0   1.239e+02   2.231e-01   7.625e+02
         1.0   1.188e+02   9.138e-01   1.031e+03
         1.0   1.256e+02   6.828e-01   6.379e+02
         1.0   1.252e+02   7.119e-01   7.338e+02
         1.0   1.077e+02   4.698e-01   7.685e+02
         1.0   1.213e+02   4.205e-01   7.425e+02
         1.0   1.063e+02   5.509e-01   7.673e+02
         1.0   1.204e+02   9.402e-01   5.293e+02
         1.0   1.246e+02   6.555e-01   6.370e+02
         1.0   8.092e+01   8.106e-01   8.219e+02
         1.0   7.654e+01   2.729e-01   4.954e+02
         1.0   1.254e+02   4.693e-01   7.203e+02
         1.0   1.292e+02   3.014e-01   7.976e+02
         1.0   1.246e+02   6.571e-01   7.623e+02
         1.0   1.250e+02   5.131e-01   7.928e+02
         1.0   1.266e+02   7.865e-01   6.155e+02
         1.0   1.274e+02   2.315e-01   4.754e+02
         1.0   1.208e+02   7.830e-01   7.985e+02
         1.0   9.039e+01   9.872e-01   6.264e+02
         1.0   8.609e+01   7.545e-01   7.954e+02
         1.0   1.271e+02   3.525e-01   6.056e+02
         1.0   1.111e+02   2.232e-01   5.813e+02
         1.0   1.246e+02   4.807e-01   8.004e+02
         1.0   1.246e+02   9.011e-01   8.823e+02
         1.0   9.860e+01   4.714e-01   7.196e+02
         1.0   1.243e+02   4.292e-01   7.794e+02
         1.0   1.234e+02   4.025e-01   7.535e+02
         1.0   1.083e+02   3.475e-01   6.782e+02
         1.0   1.250e+02   9.302e-01   7.628e+02
         1.0   1.247e+02   9.047e-01   6.254e+02
         1.0   1.258e+02   6.554e-01   7.937e+02
         1.0   1.258e+02   9.926e-02   8.211e+02
         1.0   1.256e+02   8.202e-01   8.486e+02
         1.0   1.254e+02   4.611e-01   8.168e+02
         1.0   1.256e+02   6.437e-01   4.558e+02
         1.0   1.267e+02   7.664e-01   7.338e+02
         1.0   1.242e+02   1.415e-01   6.217e+02
         1.0   1.269e+02   3.212e-01   8.420e+02
         1.0   7.428e+01   8.180e-01   8.718e+02
         1.0   1.091e+02   3.686e-01   8.573e+02
         1.0   1.255e+02   2.761e-01   8.140e+02
         1.0   1.264e+02   5.377e-01   8.379e+02
         1.0   1.259e+02   7.403e-01   7.592e+02
         1.0   1.248e+02   8.359e-01   8.370e+02
         1.0   1.260e+02   6.970e-01   7.664e+02
         1.0   1.230e+02   8.837e-01   9.662e+02
         1.0   1.263e+02   3.994e-01   6.001e+02
         1.0   7.873e+01   2.772e-01   6.693e+02
         1.0   1.257e+02   2.012e-01   7.490e+02
         1.0   1.250e+02   8.454e-01   3.583e+02
         1.0   1.162e+02   9.671e-01   8.382e+02
         1.0   1.253e+02   7.370e-01   1.184e+03
         1.0   1.255e+02   5.965e-01   7.452e+02
         1.0   1.259e+02   8.059e-01   8.111e+02
         1.0   1.269e+02   7.151e-01   1.116e+03
         1.0   1.257e+02   2.877e-01   7.939e+02
         1.0   1.266e+02   6.367e-01   7.908e+02
         1.0   1.239e+02   5.106e-01   3.954e+02
         1.0   1.261e+02   3.011e-01   7.462e+02
         1.0   1.235e+02   7.650e-01   4.212e+02
         1.0   1.267e+02   2.248e-01   7.526e+02
         1.0   1.269e+02   7.151e-01   1.116e+03
         1.0   1.274e+02   7.884e-01   3.950e+02
         1.0   7.387e+01   5.409e-01   6.997e+02
         1.0   1.251e+02   9.061e-01   5.292e+02
         1.0   1.252e+02   6.202e-01   8.515e+02
         1.0   1.243e+02   7.098e-01   8.268e+02
         1.0   1.261e+02   8.177e-01   7.750e+02
         1.0   1.271e+02   1.223e-01   5.252e+02
         1.0   9.950e+01   7.049e-01   3.828e+02
         1.0   1.045e+02   9.405e-01   5.584e+02
         1.0   1.227e+02   8.939e-01   4.261e+02
         1.0   9.467e+01   1.563e-01   8.250e+02
         1.0   1.002e+02   5.752e-01   7.217e+02
         1.0   1.245e+02   1.497e-01   8.413e+02
         1.0   1.269e+02   3.338e-01   5.190e+02
         1.0   1.259e+02   4.780e-01   7.912e+02
         1.0   9.328e+01   4.394e-01   8.136e+02
         1.0   9.102e+01   8.119e-01   6.498e+02
         1.0   1.269e+02   2.108e-01   7.605e+02
         1.0   1.249e+02   4.850e-01   6.122e+02
         1.0   1.262e+02   3.903e-01   6.850e+02
         1.0   8.136e+01   4.932e-01   7.010e+02
         1.0   1.247e+02   2.345e-01   8.024e+02
         1.0   1.271e+02   5.743e-01   7.344e+02
         1.0   1.235e+02   8.773e-01   5.661e+02
         1.0   1.205e+02   7.937e-01   7.265e+02
         1.0   1.245e+02   4.525e-01   7.832e+02
         1.0   8.667e+01   7.611e-01   7.226e+02
         1.0   1.250e+02   4.345e-01   7.197e+02
         1.0   7.441e+01   7.053e-01   6.701e+02
         1.0   1.266e+02   2.383e-01   5.781e+02
         1.0   1.259e+02   3.803e-01   6.003e+02
         1.0   1.301e+02   8.446e-01   8.432e+02
         1.0   1.232e+02   4.428e-01   7.458e+02
         1.0   1.247e+02   6.726e-01   8.515e+02
         1.0   1.003e+02   1.714e-01   7.037e+02
         1.0   8.057e+01   7.698e-01   8.380e+02
         1.0   9.478e+01   1.360e-01   4.054e+02
         1.0   1.259e+02   6.518e-01   7.017e+02
         1.0   1.278e+02   4.771e-01   9.556e+02
         1.0   1.255e+02   5.941e-01   9.100e+02
         1.0   1.256e+02   6.852e-01   7.083e+02
         1.0   7.363e+01   6.127e-01   4.945e+02
         1.0   1.250e+02   3.360e-01   7.332e+02
         1.0   1.098e+02   2.861e-01   6.793e+02
         1.0   1.260e+02   7.152e-01   6.825e+02
         1.0   8.882e+01   2.836e-01   7.648e+02
         1.0   1.186e+02   2.562e-01   8.034e+02
         1.0   1.232e+02   7.652e-01   8.170e+02
         1.0   1.250e+02   9.302e-01   7.628e+02
         1.0   1.262e+02   5.877e-02   5.184e+02
         1.0   9.013e+01   8.513e-01   7.608e+02
         1.0   8.564e+01   1.271e-01   7.505e+02
         1.0   7.658e+01   7.017e-01   7.765e+02
         1.0   8.420e+01   2.207e-03   7.466e+02
         1.0   1.212e+02   6.830e-01   6.239e+02
         1.0   1.216e+02   7.847e-01   8.041e+02
         1.0   1.266e+02   6.683e-01   9.661e+02
         1.0   8.535e+01   9.060e-01   8.964e+02
         1.0   1.259e+02   6.708e-01   7.776e+02
         1.0   1.255e+02   8.700e-01   5.523e+02
         1.0   8.360e+01   4.716e-01   6.422e+02
         1.0   1.280e+02   4.433e-01   7.630e+02
         1.0   1.079e+02   5.943e-01   7.569e+02
         1.0   9.004e+01   8.490e-01   8.807e+02
         1.0   1.285e+02   6.683e-01   7.308e+02
         1.0   1.240e+02   8.109e-01   7.776e+02
         1.0   1.222e+02   8.084e-01   9.305e+02
         1.0   1.261e+02   6.877e-01   8.256e+02
         1.0   1.155e+02   5.319e-01   8.053e+02
         1.0   1.042e+02   9.889e-01   6.980e+02
         1.0   8.222e+01   2.842e-02   5.798e+02
         1.0   7.699e+01   6.736e-01   7.848e+02
         1.0   1.249e+02   6.390e-01   7.552e+02
         1.0   1.247e+02   5.145e-01   8.086e+02
         1.0   1.155e+02   5.191e-01   7.721e+02
         1.0   1.249e+02   7.420e-01   8.182e+02
         1.0   1.259e+02   2.275e-01   8.356e+02
         1.0   1.022e+02   2.085e-01   7.097e+02
         1.0   1.254e+02   7.833e-01   7.962e+02
         1.0   1.247e+02   1.971e-01   6.356e+02
         1.0   1.244e+02   5.889e-01   5.957e+02
         1.0   7.406e+01   8.517e-01   8.731e+02
         1.0   9.350e+01   8.049e-01   4.266e+02
         1.0   1.104e+02   7.407e-01   6.938e+02
         1.0   1.259e+02   9.395e-01   6.765e+02
         1.0   9.011e+01   9.075e-01   7.969e+02
         1.0   1.104e+02   5.382e-01   8.073e+02
         1.0   9.053e+01   8.528e-01   8.240e+02
         1.0   1.252e+02   7.062e-01   7.031e+02
         1.0   1.258e+02   9.926e-02   8.211e+02
         1.0   8.073e+01   8.233e-01   6.065e+02
         1.0   1.252e+02   8.806e-01   8.561e+02
         1.0   1.257e+02   8.532e-01   6.670e+02
         1.0   1.245e+02   4.525e-01   7.832e+02
         1.0   8.564e+01   1.271e-01   7.505e+02
         1.0   7.592e+01   7.597e-01   6.891e+02
         1.0   1.245e+02   6.064e-01   1.020e+03
         1.0   1.257e+02   3.981e-01   5.280e+02
         1.0   1.268e+02   7.934e-01   9.563e+02
         1.0   7.316e+01   2.010e-01   7.458e+02
         1.0   1.253e+02   1.322e-01   6.820e+02
         1.0   1.205e+02   7.937e-01   7.265e+02
         1.0   1.244e+02   8.704e-01   7.862e+02
         1.0   9.425e+01   6.494e-01   6.181e+02
         1.0   1.279e+02   4.900e-01   7.978e+02
         1.0   1.276e+02   1.549e-01   8.783e+02
         1.0   8.557e+01   4.743e-01   8.421e+02
         1.0   1.178e+02   3.776e-01   7.436e+02
         1.0   1.270e+02   5.661e-01   8.599e+02
         1.0   1.097e+02   9.250e-02   7.834e+02
         1.0   9.933e+01   7.012e-01   6.655e+02
         1.0   1.258e+02   3.667e-01   7.976e+02
         1.0   1.247e+02   3.606e-01   3.082e+02
         1.0   1.273e+02   3.802e-01   5.354e+02
         1.0   9.951e+01   5.031e-01   5.864e+02
         1.0   1.270e+02   6.162e-01   8.216e+02
         1.0   1.255e+02   2.761e-01   8.140e+02
         1.0   8.455e+01   8.793e-01   8.415e+02
         1.0   1.050e+02   9.131e-01   7.818e+02
         1.0   8.544e+01   7.168e-01   6.906e+02
         1.0   7.833e+01   6.344e-01   7.262e+02
         1.0   1.259e+02   4.451e-01   6.298e+02
         1.0   1.266e+02   3.121e-01   7.378e+02
         1.0   1.198e+02   5.126e-01   8.164e+02
         1.0   1.204e+02   9.402e-01   5.293e+02
         1.0   8.175e+01   8.523e-01   6.497e+02
         1.0   1.253e+02   9.560e-01   7.266e+02
         1.0   1.258e+02   4.905e-01   7.568e+02
         1.0   1.200e+02   4.978e-01   8.696e+02
         1.0   1.184e+02   5.490e-01   7.506e+02
         1.0   1.188e+02   9.138e-01   1.031e+03
         1.0   9.423e+01   1.450e-01   6.595e+02
         1.0   1.310e+02   8.010e-01   7.931e+02
         1.0   1.264e+02   7.509e-01   4.059e+02
         1.0   1.240e+02   1.525e-01   6.027e+02
         1.0   1.269e+02   9.545e-01   3.834e+02
         1.0   1.257e+02   8.532e-01   6.670e+02
         1.0   1.251e+02   6.804e-01   7.197e+02
         1.0   1.062e+02   5.134e-01   7.253e+02
         1.0   1.248e+02   6.757e-01   6.722e+02
         1.0   1.254e+02   4.693e-01   7.203e+02
         1.0   1.245e+02   9.502e-01   8.255e+02
         1.0   1.094e+02   4.442e-01   7.124e+02
         1.0   1.207e+02   4.899e-01   6.294e+02
         1.0   1.268e+02   9.218e-01   7.975e+02
         1.0   1.277e+02   6.970e-01   8.081e+02
         1.0   1.262e+02   5.268e-01   7.277e+02
         1.0   1.256e+02   4.615e-01   8.844e+02
         1.0   1.130e+02   7.627e-01   6.841e+02
         1.0   1.281e+02   2.470e-01   4.667e+02
         1.0   9.509e+01   6.038e-01   8.402e+02
         1.0   1.265e+02   4.674e-01   6.224e+02
         1.0   1.253e+02   2.062e-01   1.917e+02
         1.0   1.249e+02   8.322e-01   8.197e+02
         1.0   1.256e+02   3.394e-01   7.115e+02
