        f_mass4l     f_D_bkg_kin         target
     -1.1668e+00     -1.0779e+00               0
     -1.4153e+00     -3.0475e-01               0
     -1.1712e+00      1.9148e-01               0
      2.6970e-01      7.9369e-01               1
      2.9898e-01      4.7789e-03               1
      8.4079e-01     -1.2253e+00               0
     -1.2342e+00     -1.0042e+00               0
     -1.3544e-01      1.4292e+00               0
      3.7220e-01     -1.5244e-01               1
     -1.1253e+00      1.5391e+00               1
      1.0374e-01      2.9360e-01               1
     -1.2083e+00      1.1787e+00               0
      5.0887e-01      1.4345e+00               1
      4.8447e-01      3.4063e-01               1
      3.6732e-01      1.0832e+00               1
      4.1613e-01     -1.5926e-02               1
     -2.1406e+00     -7.6990e-02               0
     -8.1746e-02     -2.6299e-01               0
      2.9410e-01      5.9576e-01               1
      1.5743e-01     -1.1705e+00               1
      1.1350e-01     -3.4897e-01               1
      4.5030e-01      4.2801e-01               1
      3.6732e-01      1.2948e+00               1
     -1.2718e+00     -9.4240e-01               0
      3.5756e-01     -4.6407e-01               1
      8.6520e-01      1.0655e-01               0
      3.3803e-01      3.0062e-01               1
      3.4779e-01     -1.3190e+00               1
      1.9537e+00     -7.9325e-01               0
      4.0637e-01      7.9649e-01               1
      2.0952e+00     -1.1091e+00               0
      3.6732e-01      6.9227e-01               1
      4.8447e-01     -2.3667e-01               1
      1.1838e-01     -1.1559e-01               0
      8.0662e-01      7.7789e-01               0
      1.9160e-01      9.6635e-01               1
     -1.2278e+00     -1.3496e+00               0
      4.3077e-01      9.7442e-01               1
     -1.3001e+00     -9.2872e-01               0
      4.4542e-01      5.8418e-01               1
      3.2827e-01      5.1610e-01               1
      2.4028e+00      2.2306e-01               0
      2.5017e-01     -2.4369e-01               1
      3.7708e-01     -1.1186e+00               1
      1.0800e+00     -1.2417e-02               0
     -1.3054e+00      4.9750e-01               0
      2.0220e+00     -3.6371e-01               0
      2.0513e+00      4.9348e-02               0
      5.9807e-02      1.4201e+00               1
      9.3353e-01     -6.6446e-01               0
     -1.4597e+00     -1.4501e+00               0
     -1.2220e+00     -1.0810e+00               0
     -1.0277e+00     -1.4076e+00               0
      5.3816e-01      3.3396e-01               1
      2.3065e-01     -2.4755e-01               1
      3.9173e-01      1.2410e-01               1
      4.2101e-01     -1.0024e+00               1
      1.8184e-01     -4.1600e-01               1
      7.3341e-01     -1.7771e-01               0
      3.6732e-01      1.3197e+00               1
      2.4516e+00      4.1783e-01               0
      4.3077e-01      1.7826e+00               1
      4.3077e-01      7.5368e-01               1
      1.1727e+00     -4.6267e-01               0
      2.7458e-01     -8.1552e-02               0
     -1.4138e+00     -7.7746e-01               0
      3.7708e-01     -1.0259e+00               1
     -3.0628e-01     -4.4512e-01               0
     -1.2537e+00     -1.0526e+00               0
      1.5255e-01      5.8979e-01               1
      3.0875e-01      4.5679e-01               1
     -1.2664e+00     -4.6162e-01               0
      3.6732e-01      1.3226e+00               1
      5.4926e-02      2.2762e-01               1
     -1.3152e+00     -1.1273e+00               0
      1.1838e-01      1.0962e+00               1
     -1.1385e+00     -1.5240e+00               0
     -1.2464e+00     -8.9046e-01               0
      2.8434e-01      7.8526e-01               1
     -1.3069e+00     -1.0793e+00               0
      8.1639e-01      4.1081e-01               0
     -1.3718e+00      8.7600e-02               0
      3.7220e-01     -5.2073e-02               1
     -3.0628e-01     -6.6341e-01               0
     -1.3508e+00     -1.0610e+00               0
      1.9160e-01     -6.8166e-01               1
      3.6732e-01     -5.6725e-01               1
      3.5756e-01      7.4877e-01               1
     -1.0638e+00     -8.6309e-01               0
      3.0386e-01      1.3117e+00               1
      2.7458e-01      1.1671e+00               1
      1.2215e+00     -1.2393e+00               0
      3.3803e-01      9.2494e-01               1
      2.7458e-01      4.2520e-01               1
      4.7959e-01      2.2201e-01               0
      3.3803e-01      1.9639e-01               1
      6.4688e-02      3.5888e-01               1
      3.7220e-01      1.4791e+00               1
     -1.4372e+00      1.3313e+00               0
     -1.1185e+00      1.0409e-01               0
     -1.4392e+00      2.1218e-01               0
      3.3315e-01      4.6696e-01               1
     -1.2771e+00     -7.2412e-01               0
      3.9173e-01      1.8268e+00               1
      2.5993e-01      2.5465e-01               1
     -1.3577e+00      6.1646e-01               0
      3.3803e-01      1.1909e+00               1
      2.1977e+00      8.8318e-01               0
      5.7721e-01      1.0341e+00               1
     -3.4533e-01     -1.0263e+00               1
     -1.0624e+00      2.9114e-01               0
      9.3353e-01     -2.7422e-01               0
      5.0887e-01      1.2218e+00               1
      2.6482e-01      5.9225e-01               1
      4.2589e-01      4.8486e-01               1
      3.5756e-01      6.9121e-01               1
      5.2840e-01      7.9579e-01               0
      2.2563e+00     -3.3774e-01               0
      4.3566e-01      8.9862e-01               1
      4.7959e-01      8.9441e-01               1
     -1.4011e+00     -1.2726e+00               0
     -1.3445e+00      2.1253e-01               0
     -1.1898e+00     -1.3971e+00               0
      2.9898e-01      8.6247e-01               1
     -1.1976e+00     -1.4753e+00               0
      2.3553e-01      9.1230e-01               1
      2.0624e-01      8.9546e-01               1
     -1.5496e-01     -9.5925e-01               0
      2.1441e+00      2.8342e-01               0
     -1.2552e+00     -1.3772e+00               0
      1.9879e+00      6.1752e-01               0
     -1.3318e+00     -6.0831e-01               0
      1.0996e-02      5.6242e-01               0
      3.3315e-01      1.2345e+00               1
      3.5268e-01     -1.0926e+00               0
      1.9635e+00     -1.4960e+00               1
     -1.2937e+00      1.5954e-01               0
      2.5199e+00     -1.4780e+00               0
     -1.2366e+00     -2.8510e-01               0
     -1.1571e+00     -9.0977e-01               0
     -9.4473e-01     -9.8557e-01               0
      2.4041e-01      6.5998e-01               0
      2.6482e-01     -9.2450e-01               0
      3.9661e-01      2.2306e-01               1
      6.6995e-01     -5.6971e-01               0
      2.4760e+00     -1.4631e+00               0
     -1.5476e+00     -1.0859e+00               0
      2.8434e-01     -5.7953e-01               1
      2.7946e-01      4.4942e-01               1
      3.4291e-01      6.4349e-01               1
      3.3315e-01      3.8169e-01               1
      5.4792e-01     -1.5612e+00               0
      4.6006e-01      3.7677e-01               1
      4.0637e-01      3.5291e-01               1
     -3.6478e-03      1.0292e+00               1
     -1.2908e+00     -1.1905e+00               0
     -1.2293e+00     -8.6414e-01               0
      1.9390e+00      8.5615e-01               0
      2.1112e-01      1.0892e+00               1
     -1.1956e+00     -1.4362e+00               0
      3.5756e-01      1.3025e+00               1
      2.1441e+00     -7.1605e-01               0
      1.9683e+00      5.1153e-01               0
      1.0604e+00      7.8842e-01               0
      3.2827e-01      6.7016e-01               1
      3.6244e-01      2.5394e-01               1
     -1.2400e+00     -1.1133e+00               0
      3.4779e-01      8.6914e-01               1
     -1.3655e+00      1.5131e+00               0
      4.3077e-01     -9.1398e-01               1
     -1.1824e+00     -3.1317e-01               0
      3.8684e-01      1.6735e+00               1
      3.7708e-01      4.6731e-01               1
      3.6244e-01      5.9471e-01               1
      8.8472e-01     -1.0631e+00               0
     -1.3313e+00     -5.8760e-01               0
     -1.3460e+00     -1.6362e+00               0
      3.0875e-01      8.0071e-01               1
     -9.4766e-01     -9.5539e-01               0
     -1.5051e+00     -1.4142e+00               0
     -1.2581e+00      5.7611e-01               0
      3.5756e-01      1.0930e+00               1
      3.0386e-01      7.3894e-01               1
      3.1363e-01     -8.6063e-01               0
     -1.3386e+00     -7.6588e-01               0
     -1.0609e+00     -8.1501e-01               0
     -1.2571e+00     -7.2061e-01               0
      3.7708e-01     -6.0691e-01               1
      5.1864e-01      1.4064e+00               1
      3.9661e-01      9.4424e-01               1
     -1.3450e+00     -1.3467e+00               0
      5.8209e-01     -8.7186e-01               0
      4.1125e-01     -2.8615e-01               1
     -1.9810e+00      7.9790e-01               0
      4.3566e-01      4.0274e-01               1
      6.8459e-01     -1.3592e+00               1
     -3.9414e-01     -1.1733e+00               0
      6.9569e-02      7.2510e-02               1
      3.8684e-01     -7.0322e-02               1
      4.2101e-01      1.3573e+00               1
     -1.2688e+00     -1.3083e+00               0
     -1.2786e+00      6.3331e-01               0
      2.1636e+00     -1.4389e+00               0
      3.2339e-01     -4.5756e-02               1
      8.6520e-01     -3.9424e-01               0
     -1.2962e+00      4.9750e-01               0
     -1.2610e+00     -1.3079e+00               0
     -1.0321e+00     -8.1992e-01               0
     -1.3386e+00     -1.3048e+00               0
     -1.7179e+00      5.5716e-01               0
      4.3566e-01      8.0597e-01               1
      3.3315e-01      6.9051e-01               1
     -1.8458e+00     -1.4788e-01               0
      3.1851e-01     -1.7876e-01               1
     -1.0975e+00     -3.3879e-01               0
     -1.3260e+00     -1.5220e+00               0
     -1.1937e+00     -1.5446e+00               0
      1.3582e+00     -4.8915e-02               0
     -1.7272e+00     -1.4628e+00               0
      2.7458e-01     -3.9178e-01               1
     -1.3006e+00     -4.3389e-01               0
      1.2850e+00      1.2850e+00               0
      2.1782e+00     -1.3620e+00               1
      3.8196e-01      1.0000e+00               1
     -1.3538e+00      1.7100e+00               0
     -1.3113e+00      1.5851e+00               0
      4.1125e-01      1.4166e+00               1
      1.0116e+00      9.4845e-01               0
     -1.3621e+00      1.7588e+00               0
      1.1337e+00     -1.0982e+00               0
      2.3553e-01     -3.1017e-02               1
      4.0149e-01      2.8342e-01               1
      7.2852e-01     -1.4016e-01               0
      3.4779e-01     -7.5360e-01               1
     -8.8665e-01      8.8914e-01               1
      6.8948e-01      1.1601e+00               1
     -1.7911e+00     -1.1466e+00               0
     -1.2464e+00     -9.7750e-01               0
      3.4779e-01      1.3194e+00               1
     -7.7487e-01     -1.2828e+00               0
     -1.5983e+00      7.1753e-01               0
      2.5639e-02      5.1469e-01               1
      2.2954e+00     -1.1049e+00               0
     -1.3201e+00      2.4166e-01               0
      3.8196e-01      1.5875e+00               1
      4.7959e-01      1.6844e+00               1
     -7.6511e-01     -9.7153e-01               1
      3.4291e-01      1.6093e+00               1
      3.7220e-01      1.8797e-01               1
      2.5017e-01      5.1715e-01               1
      4.5164e-02     -9.6241e-01               0
     -1.3118e+00      2.5394e-01               0
      2.4041e-01     -4.5284e-01               1
      4.0637e-01      1.5700e+00               1
      9.1401e-01     -1.5435e+00               0
      4.0149e-01      7.7368e-01               1
      2.9898e-01      1.0965e+00               1
      3.3315e-01      1.0309e+00               1
      3.0386e-01      1.7465e+00               1
      1.0946e+00     -1.3290e+00               0
     -8.3832e-01     -1.5475e+00               0
      3.1363e-01      6.3736e-02               1
     -7.5046e-01     -1.5533e+00               0
     -1.8913e-01      4.8295e-02               1
      3.1851e-01      2.8643e-02               1
      3.3315e-01      1.7324e+00               1
     -1.3943e+00     -9.1187e-01               0
      2.4662e+00      3.4238e-01               0
      3.7708e-01     -6.0480e-01               1
      3.3803e-01      1.6079e+00               1
      5.2352e-01     -3.2686e-01               1
      4.4542e-01      9.8495e-01               1
      1.5925e+00      8.1283e-02               0
      2.1600e-01      1.2018e+00               1
      3.4291e-01      6.2383e-01               1
      3.3315e-01      1.0330e+00               1
     -1.3045e+00     -1.0459e+00               0
     -1.1258e+00     -4.4372e-01               0
      2.0624e-01     -6.0866e-01               1
      2.9898e-01      1.5700e+00               1
     -1.2069e+00     -7.8132e-01               0
      3.4779e-01      5.1750e-01               1
     -1.8913e-01      6.9192e-01               0
     -1.2391e+00     -1.6086e+00               0
      2.4857e+00     -3.6722e-01               0
      3.4779e-01      9.6916e-01               1
     -1.4032e-01      1.1306e+00               1
      2.8434e-01      1.5391e+00               1
      4.7470e-01      2.7921e-01               1
      2.9410e-01     -6.4356e-02               0
     -1.2718e+00      4.1222e-01               0
      4.5518e-01      1.6114e+00               1
      2.0074e+00     -1.5681e+00               0
      3.9173e-01      1.5665e+00               1
      4.3566e-01      1.3271e+00               1
      3.9173e-01      3.4063e-01               1
      3.9173e-01      1.1927e+00               1
      4.3566e-01      1.0106e+00               1
      8.6032e-01     -1.2277e+00               1
     -9.5059e-01     -1.4791e+00               0
      2.5505e-01     -5.0654e-01               1
      4.0637e-01      1.1917e+00               1
      5.8697e-01     -1.0673e+00               0
      4.2589e-01      3.0413e-01               1
      4.2101e-01     -1.3930e+00               0
     -1.1453e+00     -6.4130e-01               0
      2.4955e+00     -1.4849e+00               0
      2.2270e+00      1.3989e-01               0
      6.4554e-01      1.4910e+00               1
     -1.1888e+00     -9.9083e-01               0
     -1.2269e+00     -1.2804e+00               0
      4.6006e-01     -7.5500e-01               0
      2.2075e+00     -1.5758e+00               0
     -4.2831e-01     -1.3104e+00               0
      8.9936e-01      6.4805e-01               0
     -1.4167e+00     -1.4136e+00               0
     -3.2935e-02     -1.3525e+00               0
     -1.2757e+00     -5.8515e-01               0
     -1.5432e+00     -1.0677e+00               0
      4.5518e-01      3.9888e-01               1
      3.3315e-01      1.0450e+00               1
     -1.3216e+00      1.2415e+00               0
      3.7220e-01     -3.6546e-01               1
      2.5004e+00     -1.4865e+00               0
      3.5268e-01      1.4668e+00               1
      3.7220e-01     -4.9215e-01               1
     -1.2420e+00     -1.3140e+00               0
     -1.5036e+00     -5.3882e-01               0
      3.9661e-01      9.5793e-01               1
      5.4792e-01      1.3654e+00               1
      2.4041e-01     -4.6407e-01               1
      2.1294e+00     -1.3861e+00               0
      3.1363e-01      5.3680e-01               1
      3.4291e-01      1.3555e+00               1
      1.7780e+00      2.3028e-02               0
      3.2827e-01      1.1917e+00               1
     -1.1571e+00      3.0834e-01               0
      3.3803e-01      1.4177e+00               1
     -1.3118e+00      1.0414e+00               0
      1.6218e+00     -1.4506e+00               0
      2.1880e+00      2.1885e-01               0
     -2.2665e+00      1.0941e+00               0
      3.7220e-01     -3.1317e-01               1
      1.6169e+00     -2.0138e-02               0
      3.0875e-01      1.6100e+00               1
      4.4054e-01      1.3668e+00               1
      4.3566e-01     -4.1459e-01               1
      6.7971e-01     -8.1080e-01               1
      5.1864e-01     -1.3368e+00               1
      3.6244e-01      6.0839e-01               1
      2.0904e+00     -1.2126e+00               0
     -1.3484e+00      1.6482e+00               0
      9.0913e-01     -1.3299e+00               0
      4.5518e-01      8.1634e-02               1
      3.9661e-01      1.2776e+00               1
     -1.2703e+00     -7.3254e-01               0
      1.8672e-01      1.5787e+00               1
      3.5756e-01      1.9113e-01               1
     -8.7591e-01     -1.1182e+00               0
      1.4767e-01      1.2397e+00               1
     -1.1219e+00     -1.5822e+00               0
      3.1851e-01     -5.4900e-01               1
     -1.4636e+00     -1.1389e+00               0
      2.5017e-01      3.5221e-01               1
      7.5293e-01     -1.2133e+00               0
     -1.2132e+00      5.1298e-03               0
      2.3442e+00     -1.6062e+00               0
      1.7207e-01      1.5366e+00               1
     -1.2151e+00      1.5843e+00               0
      2.7946e-01     -8.7869e-02               1
      3.3803e-01      1.4756e+00               1
      2.4516e+00     -7.7290e-01               0
      4.2101e-01     -4.0652e-01               1
      1.6120e+00     -8.2063e-01               0
      7.9686e-01     -3.7388e-01               0
     -1.4050e+00      7.9018e-01               0
      3.4779e-01      1.6310e+00               1
      2.8434e-01      1.5914e+00               1
      2.1929e+00      6.3682e-01               0
      1.2326e-01     -1.0491e+00               1
     -2.1354e-01     -3.0194e-01               0
      3.6244e-01     -3.9915e-01               1
      2.0171e+00     -1.9245e-01               1
      4.1613e-01      5.0171e-01               1
      2.4320e+00     -1.3682e+00               0
      4.1125e-01     -1.0512e+00               1
      1.6231e-01      2.1885e-01               1
      5.8209e-01      1.0871e+00               1
      1.8610e+00     -4.2828e-01               0
     -1.3816e+00      1.0615e+00               0
      2.5993e-01      7.3403e-01               1
      2.6482e-01      2.4938e-01               1
      1.2020e+00     -1.0898e+00               0
      3.9173e-01     -3.8160e-01               1
      2.7458e-01      6.3366e-01               1
      3.2339e-01      9.9583e-01               1
     -1.1776e+00     -1.4256e+00               0
      6.7483e-01     -1.0593e+00               1
     -7.3582e-01     -4.2547e-01               0
      3.2339e-01      1.1804e+00               1
      3.8196e-01     -8.2624e-01               1
      2.4906e+00     -1.5161e+00               0
     -1.4958e+00      1.2234e-01               0
     -1.2688e+00      3.6379e-01               0
      3.4291e-01      1.2899e+00               1
      3.9661e-01     -5.1371e-02               1
     -3.6485e-01      9.2162e-02               0
     -1.3621e+00     -2.0840e-02               0
      2.2758e+00     -1.1473e+00               0
     -1.3006e+00      1.6342e+00               0
     -7.3582e-01      1.4254e+00               0
     -1.1717e+00      9.7477e-01               0
      3.9173e-01      5.7997e-01               1
      2.4529e-01      1.0439e+00               1
     -5.3081e-01      4.8627e-01               1
      3.4779e-01      3.1290e-01               1
      2.5017e-01      1.6586e-01               1
     -1.3435e+00      1.0000e+00               0
      4.4054e-01      7.5157e-01               1
     -1.2674e+00     -1.5257e+00               0
      4.0149e-01      7.2350e-01               1
     -1.4520e-01      8.2773e-01               0
      3.4291e-01      3.9327e-01               1
      3.1851e-01      3.8449e-01               1
     -1.5973e+00     -1.0835e+00               0
     -1.1820e+00     -1.0579e+00               0
      4.3566e-01     -1.0050e-01               1
      2.5505e-01      1.2562e+00               1
     -7.0165e-01      1.1559e+00               0
     -1.2156e+00     -9.5258e-01               0
     -1.3430e+00      7.9860e-01               0
      1.4021e+00     -9.9750e-01               0
     -2.0240e+00      7.4947e-01               0
      4.3077e-01      5.8698e-01               1
     -7.8463e-01      2.8167e-01               0
     -1.1532e+00     -1.4386e+00               0
      4.1613e-01      4.5117e-01               1
     -1.2400e+00     -5.9041e-01               0
      4.5518e-01      1.2327e+00               1
     -1.2059e+00     -1.2982e+00               0
     -1.1034e+00     -1.3745e+00               0
      1.2020e+00     -1.0740e+00               1
     -1.2591e+00     -3.1633e-01               0
      3.2339e-01     -6.3147e-01               1
     -1.2898e+00     -8.4519e-01               0
     -1.4485e+00      3.3326e-01               0
     -1.6154e+00      4.5152e-01               0
      2.9898e-01     -3.2420e-02               1
      4.2101e-01      5.0802e-01               1
      2.1880e+00     -1.3656e+00               0
      1.3094e+00      2.8553e-01               0
     -1.6979e+00     -1.3944e+00               0
      3.5756e-01      1.2692e+00               1
      2.3553e-01      1.2215e+00               1
      3.0386e-01      1.1867e+00               1
      4.0637e-01      2.2868e-01               1
      4.3566e-01      3.8118e-02               1
      3.9173e-01      9.4635e-01               1
      4.3077e-01     -1.3358e+00               1
      3.8684e-01      5.6874e-01               1
     -8.6627e-02      3.1711e-01               0
      4.5518e-01     -6.3654e-02               1
      3.4779e-01     -5.4900e-01               1
      2.8434e-01     -7.5956e-01               1
     -1.2830e+00     -8.8309e-01               0
      3.7708e-01      1.1029e+00               1
     -1.6076e+00      3.8870e-01               0
     -1.3001e+00     -3.9003e-01               0
      5.1864e-01      2.7941e-02               0
      4.0149e-01      2.6237e-01               1
     -2.3306e-01     -8.0499e-02               0
      2.9898e-01      1.0018e+00               1
      1.8672e-01      7.4385e-01               1
      3.3803e-01      1.6654e+00               1
      3.9173e-01     -8.9117e-01               1
      4.7959e-01      9.0423e-01               1
      1.2313e+00     -7.5184e-01               0
     -1.2654e+00     -1.2502e+00               0
      1.3791e-01      1.4164e-01               1
      4.5030e-01      5.5996e-01               1
      2.9898e-01     -4.1038e-01               1
      3.6732e-01      1.6089e+00               1
      4.6494e-01      1.0414e+00               1
     -4.7578e-02     -2.1912e-01               1
      3.8684e-01      1.0671e+00               1
     -1.2425e+00     -1.3967e+00               0
      3.9661e-01      1.2987e+00               1
     -1.2088e+00      4.0239e-01               0
      3.1363e-01      4.0695e-01               1
      3.6732e-01     -6.4691e-01               1
     -1.0765e+00      1.1380e+00               0
      2.3553e-01      6.2594e-01               1
      1.4949e+00     -7.4553e-01               0
     -1.3650e+00      1.7433e+00               0
      5.9185e-01      3.9171e-02               1
     -1.2747e+00     -1.0466e+00               0
      3.0875e-01      9.4810e-01               1
     -1.2581e+00     -1.5769e+00               0
      8.1150e-01     -1.4441e+00               0
      2.0624e-01      1.8430e+00               1
     -1.0424e+00     -6.3323e-01               0
      4.2101e-01      3.5888e-01               1
     -1.5720e+00     -1.4563e+00               0
      2.1112e-01     -1.3169e+00               0
     -1.3425e+00     -1.4390e+00               0
      4.6982e-01      8.1985e-02               1
      3.4291e-01     -3.3668e-01               1
      4.3077e-01      1.3626e+00               1
     -1.4821e+00     -8.2273e-01               0
      3.4779e-01      1.2159e+00               1
     -1.3718e+00     -1.5569e+00               0
     -2.0718e+00      5.3715e-01               0
     -1.2806e+00      1.1113e+00               0
     -1.0824e+00      1.1006e-01               0
      3.3803e-01      1.4689e+00               1
     -1.5627e+00     -1.5559e+00               0
      2.0136e-01      4.3292e-01               0
      7.9332e-02      1.5107e+00               1
      2.8922e-01      5.5856e-01               1
     -1.3040e+00      1.2748e+00               0
      2.1600e-01      4.6802e-01               1
      4.5030e-01     -6.4511e-03               0
      2.4041e-01      1.6711e-02               1
      3.9173e-01      1.4784e+00               1
      3.2827e-01      1.0990e+00               1
     -1.2191e+00     -1.6237e+00               0
      3.0386e-01      7.4140e-01               1
     -1.2557e+00     -1.9490e-01               0
      2.0758e-02      1.4713e+00               1
      2.3491e+00     -1.6336e+00               0
      8.2615e-01     -1.4515e+00               0
      1.2606e+00      9.6144e-01               0
      3.6244e-01      1.0137e+00               1
      2.6970e-01      6.0944e-01               1
     -1.3982e+00     -8.0273e-01               0
      3.6244e-01      1.0579e+00               1
      4.0149e-01     -3.1368e-02               1
     -1.8072e+00     -3.4791e-01               0
      6.2602e-01      1.9429e-01               0
     -1.2835e+00      1.9850e-01               0
     -1.5456e+00     -1.4532e+00               0
      1.0374e-01     -8.5607e-01               0
      4.1125e-01      9.8039e-01               1
      1.8073e+00     -1.4023e+00               0
     -1.2059e+00     -1.5696e+00               0
      4.1613e-01     -5.9287e-01               1
      3.3315e-01     -4.2231e-01               1
     -1.5144e+00     -3.8932e-01               0
     -9.6390e-02      4.2661e-01               0
      3.0875e-01      5.3715e-01               1
      4.3077e-01      3.8204e-01               1
     -1.3137e+00     -1.5874e+00               0
     -1.3997e+00     -9.4872e-01               0
     -9.9159e-01     -1.5151e+00               0
     -2.0484e+00     -4.8127e-01               0
      2.6970e-01      1.3415e+00               1
      1.8561e+00     -1.4111e+00               0
      3.7708e-01      1.1688e+00               1
      4.3566e-01     -1.1610e+00               1
      4.3077e-01      6.4700e-01               0
      5.7233e-01      7.6702e-01               1
     -1.3718e+00      1.4138e+00               0
     -1.5295e+00     -4.8583e-01               0
     -1.1707e+00      3.5310e-02               0
     -1.3118e+00      4.7609e-01               0
      2.4529e-01     -1.7681e-02               1
      4.1125e-01     -8.2605e-02               1
     -1.3958e+00     -8.9081e-01               0
      3.4291e-01      1.2611e+00               1
     -9.6390e-02     -5.7918e-01               0
      2.2089e-01      1.5289e+00               1
     -1.2791e+00     -1.0923e+00               0
     -1.1103e-01      2.5640e-01               1
      4.1613e-01      5.9541e-01               1
      1.3240e+00     -1.0308e+00               0
      1.8073e+00      9.6144e-01               0
      1.6120e+00      1.2615e+00               0
      3.6244e-01     -4.3635e-01               1
      5.0887e-01     -1.1638e+00               1
      1.3302e-01      1.4622e+00               1
      2.5017e-01      1.2945e+00               1
     -1.3401e+00     -8.1606e-01               0
      3.5756e-01     -1.1033e-01               1
      4.2589e-01      1.5468e+00               1
      1.2362e+00      1.1067e+00               0
     -1.2859e+00     -2.6685e-01               0
      4.6494e-01     -5.4479e-01               1
      3.6732e-01      7.1457e-02               1
     -1.1371e+00     -4.8408e-01               0
      1.1350e-01      1.5450e+00               1
     -1.2640e+00     -1.6117e+00               0
     -1.2088e+00     -1.4675e+00               0
      3.9173e-01      1.7419e+00               1
      1.9927e+00      1.4099e+00               0
     -1.2420e+00      1.0965e+00               0
      3.1851e-01      3.4960e-02               1
      1.6413e+00     -1.3771e+00               0
      2.4223e+00     -2.1280e-01               0
     -1.3547e+00     -6.3603e-01               0
     -1.3494e+00      6.5928e-01               0
      8.2615e-01      1.5401e+00               0
     -1.3040e+00     -5.1601e-01               0
      2.1929e+00     -1.5439e+00               0
      3.2827e-01      6.3647e-01               1
      2.2577e-01     -9.4887e-02               1
      3.0386e-01      1.0885e+00               1
     -1.0604e+00     -1.4803e+00               0
      5.6745e-01      1.0937e+00               1
     -1.2156e+00     -8.6098e-01               0
      2.0611e+00     -9.4521e-01               1
      2.8434e-01      1.0597e+00               1
     -1.0399e+00     -1.5766e+00               0
      4.3077e-01      3.6449e-01               1
      1.9488e+00     -1.0542e-01               0
      2.6482e-01      5.8453e-01               1
      2.2577e-01     -1.3848e+00               1
     -1.2640e+00     -1.1881e+00               0
      2.5017e-01      5.1715e-01               1
      2.9410e-01      1.1924e+00               1
      9.1401e-01      8.9511e-01               0
     -1.3123e+00     -2.9843e-01               0
      5.0887e-01      3.2273e-01               1
      3.2827e-01     -6.4305e-01               1
      4.1125e-01      8.8739e-01               1
     -1.1761e+00     -1.5511e+00               0
     -7.6865e-02      1.2682e+00               1
     -1.1591e-01     -1.0979e+00               0
     -1.9401e-01      5.6347e-01               0
      2.2466e+00     -8.3852e-01               0
      4.9423e-01      9.8354e-01               1
      3.7708e-01      7.3368e-01               1
     -1.3772e+00     -1.3694e+00               0
     -1.2537e+00     -8.6063e-01               0
     -7.1630e-01     -4.2407e-01               0
      1.5743e-01      7.6561e-01               1
      4.1125e-01     -7.5991e-01               1
      3.9173e-01      1.1146e-01               1
      1.7975e+00      2.8834e-01               0
     -3.7950e-01      1.4685e+00               0
      4.0149e-01      4.5644e-01               1
      4.4054e-01      7.1227e-01               1
     -1.3152e+00      1.2110e+00               0
     -1.5222e+00      1.5735e+00               0
     -1.1771e+00      1.5709e-01               0
      1.6169e+00     -1.0715e+00               0
      3.3803e-01      8.3896e-01               1
      3.9661e-01      8.5861e-01               1
      2.5492e+00     -1.5777e+00               0
      2.8922e-01      2.7009e-01               1
      1.0862e-01      7.8070e-01               1
      3.8684e-01      1.7798e+00               1
     -1.5168e+00     -5.7688e-02               0
      1.1922e+00      9.7777e-02               0
      3.3315e-01      1.4099e+00               1
      3.3803e-01      1.3450e+00               1
     -1.6359e+00     -5.5111e-01               0
      4.3566e-01     -8.1747e-01               0
      3.6244e-01      5.6277e-01               1
      3.7708e-01      6.5140e-02               1
      3.3803e-01      7.2701e-01               1
     -1.3484e+00      1.4164e-01               0
      3.0386e-01     -6.7007e-01               1
     -1.3157e+00     -1.3178e+00               0
      1.3289e+00      1.2780e+00               0
     -9.9452e-01      1.4580e+00               1
      3.4291e-01      1.3868e+00               1
     -1.2835e+00     -1.1856e+00               0
      3.5756e-01      1.0655e-01               1
     -1.1502e+00     -1.4456e+00               0
     -2.3172e-02      5.8979e-01               1
      3.7220e-01      4.6731e-01               1
     -1.3157e+00     -1.3228e+00               0
      2.7458e-01     -4.4933e-01               1
      3.2827e-01     -1.0663e+00               0
      3.0386e-01      6.4419e-01               1
      5.3328e-01      2.6482e-01               0
     -1.4520e-01     -1.1028e+00               0
      3.5268e-01      1.6840e+00               1
     -1.3235e+00     -1.5501e+00               0
     -1.5188e+00     -1.7034e-01               0
     -7.3094e-01     -1.5407e+00               0
      4.0149e-01      1.1288e+00               1
      4.6982e-01      3.8484e-01               1
      2.7458e-01      1.8230e+00               1
     -1.2015e+00     -1.3918e+00               0
      4.6006e-01     -2.3281e-01               1
      2.2577e-01      8.4633e-01               1
     -1.2264e+00     -1.4957e+00               0
     -5.6498e-01      9.1160e-01               0
     -1.3220e+00     -1.1431e+00               0
     -2.3172e-02      1.3568e-01               0
      2.4041e-01      1.1243e+00               1
      2.5505e-01      3.7923e-01               1
      3.4779e-01      6.6946e-01               1
      5.1864e-01     -5.5391e-01               1
     -6.8701e-01     -8.6169e-01               1
      1.9635e+00     -1.0403e+00               0
      2.5993e-01      1.6380e+00               1
      4.0149e-01     -8.8836e-01               1
      1.9160e-01      2.6307e-01               1
      4.7959e-01     -3.0159e-01               1
      3.0386e-01      3.6940e-01               1
     -1.0799e+00      4.7854e-01               0
      4.6006e-01     -9.4767e-01               1
      2.0269e+00     -1.3007e+00               0
