        f_mass4l     f_D_bkg_kin         target
     -1.3260e+00     -1.5917e+00               0
      4.2101e-01     -1.3635e+00               1
      4.9911e-01      1.4184e+00               1
      4.3077e-01     -2.7948e-01               1
     -1.3562e+00      1.6095e-01               0
      2.4662e+00      2.0762e-01               0
      3.8684e-01     -2.6334e-01               1
     -1.2762e+00     -1.0165e+00               0
      2.7458e-01     -1.2432e+00               0
      2.8922e-01      6.8700e-01               1
     -1.1507e+00     -7.4377e-01               0
      3.7708e-01      6.8314e-01               1
     -2.7211e-01     -3.3949e-01               0
      3.8196e-01     -5.0759e-01               1
      3.6244e-01     -1.1621e+00               1
     -1.1795e+00     -8.0940e-01               0
      3.3803e-01      7.7158e-01               1
     -1.2425e+00     -8.7432e-01               0
      1.5778e+00     -1.3331e+00               0
      3.4291e-01      7.9178e-02               1
      4.2101e-01      6.2875e-01               1
      1.8219e+00     -6.3989e-01               0
      6.1145e-03     -7.9711e-01               0
      2.4529e-01     -1.9280e-01               1
      3.4291e-01      4.0575e-02               1
     -1.5441e+00     -3.1949e-01               0
     -1.3201e+00     -8.0097e-01               0
      3.0875e-01     -2.0087e-01               1
      2.4529e-01      4.7118e-01               1
     -1.3377e+00     -8.9292e-01               0
     -1.3303e+00     -1.3707e+00               0
      1.2264e+00      5.1048e-01               0
     -1.2762e+00      5.0346e-01               0
     -5.3569e-01      1.6798e+00               0
      3.4779e-01      1.0425e+00               1
      2.2577e-01      3.8344e-01               1
      3.5268e-01      1.6802e+00               1
     -1.5417e+00     -1.5765e+00               0
     -1.4704e+00     -9.6802e-01               0
      1.6999e+00     -6.9043e-01               0
     -1.6613e+00     -1.1221e+00               0
     -1.0824e+00     -1.5455e+00               0
     -1.2644e+00     -9.4170e-01               0
      1.8805e+00     -1.1698e+00               0
      2.7946e-01      1.1218e+00               1
      2.3065e-01      8.5580e-01               1
      4.3077e-01      1.2769e+00               1
      5.9185e-01     -1.1705e+00               1
     -1.2059e+00     -1.0471e-01               0
      3.8196e-01     -2.1350e-01               1
      1.4119e+00     -1.6281e+00               0
     -1.6291e+00     -3.7002e-01               0
     -1.4226e+00     -1.0610e+00               1
      1.9648e-01      1.1787e+00               1
      3.0386e-01     -4.8057e-01               1
     -1.4646e+00      1.3594e+00               0
     -1.1834e+00     -4.5214e-01               0
      1.0116e+00     -6.9499e-01               0
     -1.3157e+00     -1.5202e+00               0
     -1.3425e+00      1.0853e+00               0
      1.6231e-01      1.6130e-01               1
      3.3315e-01      1.6201e+00               1
      2.4272e+00     -1.0758e+00               0
     -1.3074e+00      1.0941e+00               0
      3.9173e-01      2.0692e-01               1
      3.2339e-01      3.8820e-02               1
      2.4529e-01      6.6700e-01               0
      4.6982e-01     -7.4974e-01               1
      1.1337e+00      9.6374e-02               1
      2.7458e-01      4.7188e-01               1
      4.0637e-01      9.6775e-01               1
      1.9439e+00      9.3547e-01               0
     -1.2054e+00     -1.2439e+00               0
      3.3315e-01     -4.0968e-01               1
      3.3803e-01      1.5970e+00               1
      3.1851e-01     -7.2517e-01               1
     -1.2566e+00     -1.2842e+00               0
      5.0887e-01      1.7253e-01               1
      1.4767e-01      1.5636e+00               1
      3.3803e-01     -6.1849e-01               1
      6.0650e-01      1.5826e+00               0
      1.3191e+00     -1.5958e+00               0
     -6.7725e-01     -1.4383e+00               0
     -1.1873e+00     -1.5595e-01               0
      1.5255e-01      1.1323e+00               1
     -1.3997e+00     -3.4897e-01               0
      1.2850e+00      1.2850e+00               0
      2.0624e-01      9.3020e-01               1
      2.0136e-01     -1.3119e-02               1
     -1.3689e+00     -2.0649e-01               0
      3.0520e-02     -6.8020e-03               1
      4.9423e-01      1.6777e+00               1
     -1.3982e+00     -1.3650e+00               0
     -1.2474e+00     -1.5332e+00               0
      1.1581e+00     -1.4617e+00               0
     -1.0682e+00     -5.5813e-01               0
     -1.3279e+00     -1.5514e+00               0
      5.0887e-01      7.6035e-01               1
      3.6732e-01     -3.9810e-01               1
     -1.0819e+00      3.9467e-01               0
      4.6982e-01      1.2410e-01               1
      3.8684e-01      1.6024e-01               1
     -6.0403e-01      1.0443e+00               0
     -1.4294e+00     -7.5325e-01               0
     -8.6627e-02      6.9964e-01               1
      9.8856e-02      9.2915e-01               1
     -1.1395e+00     -6.3919e-01               0
      2.1112e-01      1.2762e+00               0
     -1.3704e+00      7.3403e-01               0
      3.2339e-01      2.6623e-01               1
      2.3149e+00     -2.8685e-01               0
      4.1613e-01     -1.3885e+00               1
      4.0149e-01      1.7588e+00               1
      2.9898e-01     -7.7781e-01               1
      1.1838e-01      8.1404e-01               1
      3.9661e-01      5.3785e-01               1
      2.5394e+00      4.8065e-01               0
      3.5756e-01      7.3964e-01               1
      5.2352e-01     -7.0552e-01               0
      1.1350e-01      1.4212e+00               1
     -1.3386e+00     -1.0761e+00               0
      8.4079e-01      4.0590e-01               0
     -1.1205e+00     -7.6553e-01               0
      3.4291e-01      9.5898e-01               1
      1.5255e-01      1.4963e+00               1
     -1.1536e+00     -1.1937e+00               0
     -7.8463e-01     -3.6335e-01               0
      1.6218e+00     -8.7221e-01               0
      3.1851e-01      1.2618e+00               1
     -1.6349e+00     -1.5326e+00               0
     -1.2054e+00     -1.3579e+00               0
     -1.1258e+00     -4.4372e-01               0
     -1.3479e+00     -1.6352e+00               0
      2.7458e-01      1.2369e+00               1
      9.3975e-02     -8.4203e-01               1
      2.2089e-01      1.1552e+00               1
      3.6244e-01      5.7681e-01               1
      3.4779e-01     -9.6978e-01               1
     -1.3338e+00     -1.4515e+00               0
      4.2101e-01     -1.7681e-02               1
      5.9185e-01     -7.6413e-01               1
      4.4054e-01     -9.1784e-01               1
     -1.3533e+00      1.7760e+00               0
      5.2840e-01      1.4584e+00               1
      2.0416e+00      5.9120e-01               0
      3.6732e-01     -8.1361e-01               1
      4.2589e-01     -2.5492e-01               1
      3.9173e-01      1.4801e+00               1
      3.4779e-01      1.4159e+00               1
      3.7220e-01     -2.8124e-01               1
     -1.4104e+00     -1.4006e+00               0
      2.2577e-01      1.3713e+00               1
     -1.3889e+00     -1.5488e+00               0
      2.9898e-01      1.1587e+00               1
     -1.2928e+00     -1.1431e+00               0
     -9.6328e-01     -1.2823e-01               0
     -3.1604e-01      1.1194e+00               1
      1.9648e-01      1.6356e+00               1
      1.8672e-01      3.7046e-01               1
      2.2577e-01      4.9399e-01               0
      3.8684e-01      7.0736e-01               1
      2.5004e+00     -1.5487e+00               0
      2.0624e-01      1.6770e+00               1
      8.9448e-01      1.5338e+00               1
      3.8196e-01      1.2480e-01               1
      3.9661e-01      9.7161e-01               1
      2.0624e-01      2.8292e-02               1
     -4.5271e-01     -5.6514e-01               0
      3.3315e-01      8.7019e-01               1
     -3.6478e-03     -2.0473e-01               0
      1.0862e-01      1.3099e+00               1
      5.9807e-02      1.6454e+00               1
      3.9173e-01      1.1780e+00               1
     -1.2371e+00     -1.3956e+00               0
     -1.2449e+00      6.7016e-01               0
     -1.4202e+00      4.5137e-02               0
      6.9924e-01     -7.7255e-01               1
      3.7708e-01     -1.1358e+00               1
      3.8684e-01      1.5517e+00               1
      2.4041e-01     -3.1879e-01               0
     -1.2644e+00     -2.7527e-01               0
      5.0045e-02      3.9362e-01               0
      1.0862e-01     -2.2123e-01               1
      1.2801e+00     -1.5118e+00               0
     -1.1922e+00     -1.5396e+00               0
     -1.2776e+00     -9.9329e-01               0
      1.5046e+00      8.3018e-01               0
      3.2339e-01     -1.5949e+00               1
      2.4041e-01     -5.5953e-01               1
      3.5756e-01      1.8121e+00               1
      1.2606e+00     -1.6326e+00               0
      3.4779e-01     -9.1257e-01               1
      4.7959e-01      9.5898e-01               1
     -1.2893e+00     -1.5078e+00               0
      1.2326e-01      7.8351e-01               1
      1.4216e+00     -4.4352e-02               0
      8.7984e-01      2.9606e-01               0
     -1.3889e+00      1.2131e+00               0
      3.7220e-01      6.2067e-01               1
      1.8512e+00     -1.5369e+00               0
     -1.2762e+00     -1.1133e+00               0
      2.7946e-01      1.1099e+00               1
     -1.3855e+00      2.0166e-01               0
      2.3065e-01     -2.4965e-01               1
      2.0025e+00     -4.7916e-01               0
      2.1782e+00      7.1438e-01               0
      8.0662e-01      3.1852e-01               0
      3.2827e-01      1.2199e-01               1
     -9.2082e-01      1.3001e+00               0
      1.8414e+00     -1.4280e+00               0
     -2.3172e-02      1.3955e+00               1
      1.3791e-01      3.1185e-01               1
      3.3803e-01      4.0415e-01               1
      2.1112e-01      7.4966e-02               1
      4.6006e-01     -6.8095e-01               1
      2.0624e-01      1.8153e+00               1
      2.1112e-01      1.7103e+00               1
      3.5756e-01      5.6766e-04               1
     -1.2947e+00      2.3499e-01               0
      4.2589e-01      4.2661e-01               1
     -1.3977e+00      1.4643e+00               0
      4.0149e-01     -1.6367e-01               1
      3.1851e-01      7.3964e-01               1
     -1.1776e+00     -1.5010e+00               0
     -1.2430e+00     -6.5358e-01               0
     -1.4343e+00     -9.5012e-01               0
     -1.2303e+00     -1.1754e+00               0
     -7.7487e-01     -1.5172e+00               0
      4.0637e-01      1.5745e+00               1
     -1.3074e+00      1.3829e+00               0
     -1.3089e+00      1.0260e+00               0
      2.2954e+00     -1.1049e+00               0
     -1.1605e+00     -1.3309e+00               0
      4.8935e-01     -3.9564e-01               1
      3.0875e-01     -6.4691e-01               1
     -1.3645e+00      8.8653e-02               0
      1.2850e+00      1.0797e+00               0
     -1.3367e+00     -1.1172e+00               0
      1.7584e+00     -1.2491e+00               0
      1.3240e+00     -1.1491e+00               0
      3.2339e-01      1.5700e+00               1
      3.9173e-01     -6.3954e-01               1
      2.2514e+00     -1.4569e+00               0
      7.0412e-01      1.0394e-02               0
      1.1838e-01      1.3152e+00               1
      3.6244e-01     -1.2691e+00               1
      4.5518e-01     -1.0701e+00               1
     -1.2254e+00      5.6207e-01               0
     -1.4509e+00     -1.2116e+00               0
      5.0045e-02      1.5436e+00               1
      3.2827e-01     -1.1384e-01               1
     -1.2122e+00     -1.5194e+00               0
     -1.3137e+00     -8.0483e-01               0
      2.3979e+00     -1.3444e+00               0
      1.0360e+00     -4.2723e-01               0
     -9.6390e-02      1.2310e+00               1
      3.7708e-01     -6.3709e-01               1
      3.8684e-01      8.8212e-01               1
     -1.2400e+00     -5.9041e-01               0
      4.5030e-01     -1.2298e+00               1
      3.7708e-01      1.4127e+00               1
      3.1851e-01      1.3032e+00               1
      1.3631e+00     -9.6100e-01               0
      1.1350e-01     -1.4934e+00               0
     -1.6671e+00      5.1223e-01               0
      2.6970e-01      4.8872e-01               1
      5.0399e-01      5.5400e-01               1
      4.9423e-01      1.4956e-02               1
     -1.2308e+00     -6.7990e-01               0
      6.5531e-01     -1.1610e+00               1
      4.5518e-01      1.7844e+00               1
     -1.3167e+00     -1.5705e+00               0
     -1.2239e+00     -1.5919e+00               0
      2.0624e-01      7.9228e-01               0
     -2.3794e-01      1.6872e+00               1
      9.1889e-01      1.6275e+00               0
     -2.1354e-01      9.0844e-01               1
      2.0136e-01      4.1503e-01               1
     -1.2474e+00     -3.8231e-01               0
      1.2606e+00     -1.3985e+00               0
      2.4906e+00     -1.5161e+00               0
      2.4760e+00      9.7723e-01               0
      8.7008e-01     -1.4602e+00               0
     -1.1473e+00     -1.2340e+00               0
      2.9410e-01      9.8565e-01               1
      2.2563e+00     -1.2533e+00               1
     -1.2537e+00     -1.3189e+00               0
      3.0875e-01      1.1076e-01               1
     -1.2269e+00     -1.5841e-01               0
      2.0136e-01     -5.5321e-01               1
     -1.3045e+00      6.0980e-01               0
      6.5043e-01     -5.3812e-01               1
      2.9410e-01      1.3896e+00               1
     -1.3410e-02      5.5645e-01               1
      3.5268e-01      2.1008e-01               1
      2.8922e-01      2.6798e-01               0
     -1.4377e+00     -1.0122e+00               0
     -1.0995e+00      7.4175e-01               0
     -1.3289e+00      8.6914e-01               0
      9.8856e-02      1.7682e+00               1
     -9.1508e-02      1.4240e+00               1
      3.9661e-01      1.1095e+00               1
     -1.5158e+00     -6.0480e-01               0
     -1.3040e+00     -1.3174e-01               0
      3.2827e-01      1.2053e+00               1
      4.6494e-01      3.2869e-01               1
      1.7207e-01      7.3438e-01               1
      4.0637e-01      5.5259e-01               1
      3.4779e-01      1.3331e+00               1
     -1.3884e+00     -1.2081e+00               0
      4.9911e-01      1.4317e+00               1
      1.7207e-01      1.2190e+00               1
      3.5756e-01     -3.1773e-01               1
     -1.4202e+00     -1.5772e+00               0
      4.2101e-01      1.8797e-01               1
      8.0662e-01     -1.2035e+00               0
      2.2089e-01      9.6354e-01               0
      3.5756e-01     -9.0275e-01               1
      3.9661e-01      6.7246e-02               1
      4.1613e-01     -5.3145e-01               1
     -1.4032e-01      8.6598e-01               1
      7.8222e-01     -5.4268e-01               0
      3.1363e-01      1.1534e+00               1
     -1.2332e+00     -1.5845e+00               0
      3.9173e-01      3.4484e-01               1
      3.1851e-01     -5.7462e-01               1
      1.5876e+00     -6.9218e-01               0
      1.9160e-01     -3.9389e-01               1
     -1.3377e+00      5.7154e-01               0
      3.7220e-01     -3.3072e-01               1
      2.5101e+00     -9.3819e-01               0
      3.6244e-01     -1.1384e-01               1
      9.3841e-01     -9.1117e-01               0
      9.1889e-01     -3.0370e-01               0
     -1.3684e+00      1.6798e+00               0
      3.6732e-01      7.3473e-01               1
      4.6006e-01      1.5208e+00               1
     -1.2806e+00     -2.3526e-01               0
     -1.2806e+00     -1.2189e+00               0
      5.1864e-01     -1.1070e+00               1
     -1.3875e+00     -1.7420e-01               0
      4.3077e-01      1.1587e+00               1
     -2.4771e-01     -8.3657e-02               0
      2.0806e+00     -1.4589e+00               0
      9.1401e-01      1.0727e+00               0
     -1.1912e+00     -7.2868e-01               0
      1.7695e-01      1.4078e+00               1
     -1.3640e+00      9.5477e-01               0
      7.5781e-01     -8.8571e-02               1
     -3.6485e-01      1.1158e+00               0
     -1.1820e+00     -1.0498e+00               0
      1.3791e-01     -1.9736e-01               0
      1.8672e-01      1.5005e+00               1
      4.6494e-01     -7.7079e-01               1
     -1.2698e+00     -1.4389e+00               0
      2.0611e+00      2.4061e-01               0
      3.4779e-01      1.6079e+00               1
      5.9185e-01      1.7533e-01               0
     -1.2425e+00     -1.5965e+00               0
      4.3077e-01     -1.5444e+00               1
     -1.4265e+00     -1.4523e-02               0
      3.8684e-01     -9.2977e-01               1
      7.9198e-01     -5.5953e-01               0
     -1.3147e+00     -1.5151e+00               0
     -1.3245e+00     -4.2161e-01               0
     -1.2806e+00     -1.3154e+00               0
      4.3077e-01      1.0502e+00               1
      4.3566e-01     -1.1951e+00               1
      3.0875e-01     -4.6407e-01               1
     -1.3562e+00     -4.5635e-01               0
      3.4779e-01      6.8560e-01               0
     -1.2791e+00     -1.3044e+00               0
      1.3582e+00      1.3313e+00               0
      1.3791e-01      1.1471e+00               1
     -1.1634e+00     -1.5085e+00               0
      3.5268e-01     -8.2063e-01               1
     -3.2935e-02     -1.3525e+00               0
      7.5293e-01      4.5889e-01               0
      1.9976e+00     -1.2786e+00               0
     -8.4809e-01     -1.3874e+00               0
      2.0708e+00     -5.4725e-01               0
      3.9173e-01      8.1985e-02               1
      1.9195e+00     -4.8759e-01               0
     -1.5008e-01      8.7124e-01               1
      1.8170e+00     -2.1035e-01               0
     -1.1756e+00     -1.0972e+00               0
      1.2326e-01      1.4959e+00               1
      2.0952e+00     -1.1091e+00               0
     -1.3045e+00     -1.4016e+00               0
      4.8935e-01     -1.2154e+00               1
      6.7971e-01     -1.9877e-01               0
      2.3491e+00     -2.0438e-01               0
      1.6267e+00      8.2632e-01               0
     -1.3240e+00     -2.0263e-01               0
     -1.3362e+00      1.0474e+00               0
      8.4079e-01     -1.4618e+00               0
      3.6732e-01      1.6082e+00               1
      3.5268e-01      5.1118e-01               1
      3.2339e-01     -1.0870e+00               1
      4.3077e-01     -7.0727e-01               1
      1.5534e+00      1.2257e+00               0
     -1.4499e+00     -1.0870e+00               0
     -1.2313e+00     -9.9680e-01               0
      1.8672e-01      9.9828e-01               1
      2.4041e-01      1.2145e+00               1
      4.1125e-01     -3.7108e-01               1
     -1.3289e+00     -1.1642e+00               0
      2.1587e+00      4.0204e-01               0
      4.1613e-01      3.5466e-01               1
      3.1851e-01      1.6310e+00               1
      4.7959e-01     -2.5842e-01               1
      4.7959e-01     -4.2582e-01               1
      4.3566e-01      1.8446e-01               1
     -1.1512e+00     -1.6208e+00               0
     -5.5522e-01     -8.4940e-01               0
     -1.4538e+00     -1.0487e+00               0
      3.6732e-01     -1.2963e-01               1
     -5.8450e-01      1.7226e+00               1
      1.6267e+00     -7.2412e-01               0
      3.9173e-01     -1.2031e+00               1
      3.7220e-01      1.4440e+00               1
      5.4926e-02      1.2517e+00               1
      1.0995e+00     -1.4459e+00               0
      4.2589e-01      4.1116e-01               1
     -1.2108e+00     -1.4965e+00               0
      1.2069e+00      9.8811e-01               0
      3.0875e-01      6.8104e-01               1
      5.6257e-01      7.9755e-01               1
      1.8184e-01      1.0032e+00               1
     -1.1829e+00      1.1798e-02               0
     -1.3621e+00      1.1938e+00               0
      3.8196e-01     -5.4725e-01               1
      3.1363e-01     -1.0698e+00               1
      5.2352e-01     -3.4932e-01               1
     -1.2732e+00     -1.3328e+00               0
      4.6006e-01      8.7089e-01               1
     -1.3245e+00     -1.5556e+00               0
     -1.4446e+00      1.6945e+00               0
      4.2101e-01      9.2108e-01               1
      1.9160e-01      9.8460e-01               1
      2.5017e-01      1.7107e+00               1
      3.8684e-01     -5.7076e-01               1
      2.0952e+00      1.1997e+00               0
     -1.2088e+00     -4.5109e-01               0
      4.6006e-01      1.1811e+00               1
      5.2352e-01      8.9706e-02               1
     -6.1379e-01     -1.1033e-01               0
      2.0136e-01      4.6190e-02               1
      4.1613e-01     -1.3684e+00               1
      5.0887e-01     -1.3909e+00               1
     -1.2088e+00     -1.3129e+00               0
     -1.3323e+00      1.5433e+00               0
      4.6982e-01     -3.7880e-01               1
     -1.3123e+00     -1.0045e+00               0
     -1.3152e+00      3.6203e-01               1
      3.7220e-01     -1.2161e+00               1
     -6.7725e-01     -6.7393e-01               0
      3.4291e-01      1.1067e+00               1
     -1.1893e+00     -1.5830e+00               0
     -1.5368e+00      5.7681e-01               0
     -8.9983e-01     -1.3529e+00               0
      5.0399e-01     -8.5677e-01               1
      1.9648e-01      7.7614e-01               1
      4.1125e-01     -8.0799e-01               1
     -1.2903e+00      9.3566e-02               0
     -1.2381e+00      1.7569e-01               0
      4.0149e-01      1.6486e+00               1
     -9.1508e-02      1.7644e+00               1
      1.6803e+00      2.8202e-01               0
      2.6482e-01      4.4696e-01               1
     -1.1439e+00     -1.5575e+00               0
     -1.3421e+00     -1.4542e+00               0
      2.5993e-01     -2.2403e-01               1
     -1.2727e+00     -1.0494e+00               0
     -4.4295e-01      9.9127e-01               0
      7.5781e-01     -6.5409e-02               0
     -1.9654e+00      6.4313e-01               1
      1.8184e-01      9.5582e-01               1
      6.7971e-01      1.9253e-01               1
      2.7458e-01      7.2139e-01               1
      3.6244e-01      1.7788e+00               1
     -1.2571e+00     -1.5415e+00               0
      2.4076e+00     -1.2263e+00               0
     -2.2192e+00      6.7191e-01               0
      4.0283e-02      8.3966e-01               0
     -1.2469e+00     -1.5154e+00               0
      9.9211e-01     -1.4046e+00               0
     -1.1722e+00     -6.5058e-02               0
      1.4949e+00     -1.5853e+00               0
     -1.1209e+00     -2.1892e-02               0
      1.3533e+00      1.0246e+00               0
      1.5255e-01      3.6133e-01               1
      2.3553e-01      1.1924e+00               0
     -1.1039e+00     -1.6002e+00               0
      9.9211e-01     -6.7148e-01               0
     -1.2425e+00      8.7335e-01               0
      1.7695e-01      1.3040e+00               0
      5.4304e-01     -4.8618e-01               1
      1.7926e+00      1.1516e+00               0
     -1.8736e+00     -6.9534e-01               0
      3.9661e-01     -7.1078e-01               1
     -1.3103e+00      3.1711e-01               0
      3.9661e-01     -4.0301e-01               1
      7.9332e-02     -7.5956e-01               1
     -1.2864e+00     -5.5005e-01               0
     -1.0615e-01     -1.3174e-01               1
      3.1363e-01      1.3991e+00               1
      1.9439e+00      7.8632e-01               0
     -1.2568e-01      8.9706e-02               1
      5.0045e-02     -4.5600e-01               0
      4.4054e-01      9.6073e-01               1
      2.0624e-01     -5.9954e-01               1
      2.7946e-01      1.4436e+00               1
     -1.2898e+00     -1.3819e+00               0
      4.0637e-01      7.4982e-01               1
      1.5046e+00      8.3018e-01               0
      3.1851e-01      1.4791e+00               1
      4.1125e-01     -7.7325e-01               0
      3.9661e-01     -7.7816e-01               1
     -4.7224e-01      5.7014e-01               0
      3.8684e-01      5.2627e-01               1
      3.3315e-01      1.3427e-01               1
      5.2352e-01      7.2876e-01               1
      1.6719e-01      8.2352e-01               1
     -1.2108e+00     -3.7985e-01               0
     -8.9104e-01      5.7681e-01               0
     -1.1497e+00     -3.9213e-01               0
      6.9924e-01      3.1396e-01               0
     -1.3056e-01      8.3089e-01               1
      3.5756e-01      4.7118e-01               1
     -5.7340e-02     -7.9536e-01               0
      2.9410e-01      6.8104e-01               1
     -1.2796e+00      6.8384e-01               0
     -6.0403e-01     -6.5058e-02               0
      3.1363e-01      7.7965e-01               1
     -9.7109e-01     -1.1417e+00               0
     -8.8860e-01     -1.2688e+00               0
      2.9898e-01      2.4166e-01               1
     -1.2195e+00     -4.7741e-01               0
     -1.3235e+00     -1.4359e+00               0
      3.6732e-01      8.1158e-01               1
      3.4291e-01      1.4720e+00               1
      2.8434e-01      1.6777e+00               1
      3.8684e-01     -4.5741e-01               1
      4.6982e-01     -5.2654e-01               0
      3.9173e-01     -2.7422e-01               1
      2.4529e-01      1.0304e-01               1
     -1.3533e+00      1.0958e+00               0
      2.0136e-01      1.5324e+00               1
      3.9661e-01      5.6909e-01               1
     -1.2537e+00     -1.1540e+00               0
      3.8196e-01      2.5640e-01               1
     -1.4402e+00     -3.2686e-01               0
      4.4054e-01      1.3292e+00               1
      4.2589e-01      6.6173e-01               1
      4.3566e-01      3.4343e-01               1
      3.5268e-01      3.5186e-01               1
      2.7946e-01     -2.4439e-01               1
      3.6244e-01      5.2522e-01               1
      1.2334e-03      7.0946e-01               1
      3.0875e-01      7.5719e-01               1
      1.5743e-01      1.2306e+00               1
      3.6732e-01      4.5047e-01               1
     -3.0628e-01     -1.0414e+00               0
     -1.3206e+00     -1.7806e-01               0
     -1.5008e-01     -1.1410e+00               0
      4.3566e-01     -2.4930e-01               1
     -1.3264e+00     -5.8866e-01               0
      5.4926e-02      1.4170e+00               1
      5.2840e-01     -3.1368e-02               1
      3.0875e-01      1.3682e+00               1
      3.4779e-01      1.1797e+00               1
      3.0386e-01     -7.7922e-01               1
     -1.3909e+00     -1.4270e+00               0
      8.1639e-01      1.4310e+00               0
     -1.3528e+00      1.3955e+00               0
     -1.0682e+00     -5.7567e-01               0
      3.9661e-01      8.8353e-01               1
     -9.9989e-01     -6.0164e-01               0
      3.5756e-01      1.3254e+00               1
      3.7220e-01      1.2394e+00               1
      3.1363e-01      3.1466e-01               1
      2.3553e-01      9.5547e-01               1
      4.3077e-01      8.9706e-02               1
      4.1125e-01      1.6068e+00               1
      4.7959e-01      7.3543e-01               1
      4.1125e-01      1.5001e+00               1
      5.2352e-01      2.3078e-01               1
      3.5756e-01      1.1646e+00               1
      3.9173e-01      8.2773e-01               1
      3.9661e-01     -2.5051e-02               1
     -1.5466e+00     -4.5319e-01               0
      2.4711e+00     -1.5771e+00               1
     -7.6865e-02     -1.4239e+00               0
      5.3816e-01      1.5257e+00               1
      3.6244e-01     -9.3784e-01               0
     -9.9013e-01      5.3575e-01               0
      3.5268e-01      1.0765e+00               1
      4.9911e-01     -1.2414e+00               1
      2.9898e-01      1.1197e+00               1
      1.9160e-01      4.7593e-02               1
      3.3315e-01      5.1925e-01               1
      3.8196e-01      6.9156e-01               1
      4.2589e-01      1.9744e-01               1
      4.5518e-01     -7.3921e-01               1
      2.5297e+00      6.1717e-01               0
      1.9586e+00     -1.0828e+00               0
      2.6970e-01      2.3148e-01               1
      3.9173e-01     -7.2342e-01               1
      4.3077e-01     -7.0727e-01               1
      2.5993e-01     -2.6544e-01               1
      4.0637e-01      4.8205e-01               0
     -1.2718e+00      9.9162e-01               0
      4.7959e-01      1.5907e+00               1
      4.4542e-01     -2.2614e-01               1
      4.8935e-01      3.9537e-01               1
      1.4279e-01      7.5789e-01               1
      3.0386e-01      7.6596e-01               1
      4.1125e-01      1.5250e+00               1
     -1.4548e+00     -1.2946e+00               0
     -1.1741e+00      8.1194e-01               0
     -1.2698e+00      2.5184e-01               0
     -1.7272e+00     -1.4628e+00               0
     -1.2195e+00     -1.3470e-02               0
      4.6006e-01      9.0072e-01               1
      4.1125e-01      1.0306e+00               1
      3.9661e-01     -1.1700e-01               1
     -2.1069e+00     -6.1197e-02               0
     -1.2962e+00      1.3457e+00               0
      1.8219e+00      1.0688e+00               0
      1.1838e-01     -1.2542e-01               1
     -1.1258e+00     -1.4100e+00               0
     -1.3362e+00     -8.7186e-01               0
      3.4291e-01     -9.9605e-03               1
     -7.6865e-02      1.5872e+00               1
     -1.3645e+00      1.4650e+00               0
      1.6231e-01      1.1878e+00               1
      1.3484e+00      1.2404e+00               0
     -1.2864e+00     -8.6098e-01               0
     -5.7962e-01     -1.0894e+00               0
      2.4041e-01      1.9113e-01               1
     -1.3045e+00     -1.1137e+00               0
     -1.2825e+00     -1.5322e+00               0
      4.4542e-01      1.5092e+00               1
     -1.4533e+00     -1.5543e+00               0
      3.8196e-01      1.7514e+00               1
      3.2339e-01      4.7539e-01               1
     -1.8956e+00     -1.5565e+00               0
      4.6982e-01     -9.3714e-01               1
     -1.3713e+00      1.7651e+00               0
      3.7708e-01      6.6193e-02               1
      3.8684e-01     -5.8445e-01               1
      3.7220e-01      1.3689e+00               1
      4.6494e-01      9.2775e-01               1
      2.4041e-01     -9.8451e-01               0
     -1.1639e+00      2.5324e-01               0
      3.7220e-01      6.2684e-02               1
      4.6006e-01     -2.5316e-01               1
      4.2589e-01      1.9499e-01               1
      1.3387e+00     -1.7455e-01               0
      6.8948e-01     -1.2256e+00               1
     -1.3357e+00     -1.3850e+00               0
     -7.7487e-01      2.7991e-01               0
      4.3566e-01      3.1431e-01               1
      3.6244e-01      1.0106e+00               1
      1.3972e+00      1.2882e+00               1
      1.7926e+00      9.0248e-01               0
      1.0165e+00      8.0035e-01               1
      3.0875e-01      1.3608e+00               1
     -1.4514e+00     -8.0413e-01               0
     -1.5236e+00     -1.2558e+00               0
      1.0848e+00     -1.5024e+00               1
      1.5255e-01      1.2211e+00               1
     -1.3191e+00     -3.6195e-01               0
      2.8434e-01      2.8939e-01               1
      3.5268e-01     -2.8474e-01               1
     -1.5944e+00      4.2766e-01               0
      1.8184e-01      1.6360e-02               1
      3.6244e-01      8.9406e-01               1
      4.2101e-01      3.8730e-01               1
     -1.5300e+00     -6.4621e-01               0
     -3.7816e-02     -4.1424e-01               0
     -1.3172e+00     -3.1738e-01               0
      3.8684e-01      2.0973e-01               1
      2.4529e-01     -4.8267e-01               1
     -1.2205e+00     -5.5146e-01               0
     -1.3513e+00      7.1402e-01               0
      4.4054e-01      1.1208e+00               1
     -9.6670e-01     -4.6793e-01               0
      1.3302e-01      1.3703e+00               1
      3.7708e-01      1.8532e+00               1
      2.3100e+00     -1.2540e+00               0
      3.9173e-01     -1.0961e+00               1
      3.4291e-01      1.1481e+00               1
      1.4461e+00      3.8379e-01               0
      4.9423e-01     -7.6658e-01               0
     -9.8573e-01      5.5575e-01               0
     -1.3235e+00     -3.4581e-01               0
      2.1977e+00     -1.3090e+00               0
      3.5756e-01      2.4622e-01               1
     -8.7005e-01     -5.8796e-01               0
     -1.3079e+00     -1.8683e-01               0
      5.6257e-01     -7.9536e-01               1
     -1.2786e+00     -6.5760e-02               0
