    f_weight    f_mass4l f_D_bkg_kin      f_pt4l
         1.0   1.245e+02   8.532e-01   2.108e+02
         1.0   1.222e+02   9.350e-01   1.604e+02
         1.0   1.256e+02   6.945e-01   1.818e+02
         1.0   1.239e+02   6.770e-01   1.955e+02
         1.0   1.234e+02   8.342e-01   1.096e+02
         1.0   1.236e+02   9.697e-01   1.961e+02
         1.0   1.250e+02   7.886e-01   1.735e+02
         1.0   1.241e+02   1.268e-01   1.784e+02
         1.0   1.261e+02   3.241e-01   2.305e+02
         1.0   1.261e+02   2.393e-01   1.998e+02
         1.0   1.262e+02   3.262e-01   1.731e+02
         1.0   1.243e+02   9.176e-01   1.856e+02
         1.0   1.255e+02   6.264e-01   1.961e+02
         1.0   1.257e+02   2.715e-01   1.647e+02
         1.0   1.100e+02   8.906e-01   1.886e+02
         1.0   1.257e+02   7.856e-01   2.131e+02
         1.0   1.247e+02   4.068e-01   2.003e+02
         1.0   1.225e+02   9.510e-01   1.889e+02
         1.0   1.257e+02   4.625e-01   1.895e+02
         1.0   1.244e+02   9.009e-01   2.440e+02
         1.0   1.256e+02   8.496e-01   1.944e+02
         1.0   1.180e+02   6.093e-01   1.830e+02
         1.0   1.245e+02   6.129e-01   8.566e+01
         1.0   1.241e+02   2.181e-01   1.941e+02
         1.0   1.247e+02   4.456e-01   2.033e+02
         1.0   1.177e+02   8.584e-01   1.823e+02
         1.0   1.141e+02   6.347e-01   1.372e+02
         1.0   1.253e+02   6.794e-01   1.334e+02
         1.0   1.137e+02   8.934e-01   1.949e+02
         1.0   1.034e+02   8.430e-01   1.415e+02
         1.0   1.235e+02   9.530e-01   2.152e+02
         1.0   1.288e+02   6.283e-01   2.472e+02
         1.0   1.252e+02   8.160e-01   2.113e+02
         1.0   1.218e+02   2.077e-01   2.098e+02
         1.0   1.236e+02   8.250e-01   2.037e+02
         1.0   1.239e+02   6.556e-01   2.941e+02
         1.0   1.252e+02   7.327e-01   1.350e+02
         1.0   1.267e+02   5.884e-01   1.790e+02
         1.0   1.301e+02   1.294e-01   1.601e+02
         1.0   1.233e+02   7.902e-01   1.440e+02
         1.0   1.276e+02   5.005e-01   2.021e+02
         1.0   1.135e+02   8.737e-01   1.831e+02
         1.0   1.243e+02   9.777e-01   1.729e+02
         1.0   1.277e+02   6.118e-01   2.147e+02
         1.0   1.264e+02   3.047e-01   1.901e+02
         1.0   1.213e+02   6.561e-01   1.897e+02
         1.0   1.248e+02   2.581e-01   1.904e+02
         1.0   1.236e+02   6.697e-01   1.939e+02
         1.0   1.267e+02   4.778e-01   1.734e+02
         1.0   1.290e+02   4.418e-02   1.999e+02
         1.0   1.273e+02   4.564e-01   1.907e+02
         1.0   1.248e+02   6.575e-01   1.789e+02
         1.0   1.245e+02   3.832e-01   1.778e+02
         1.0   1.213e+02   4.809e-01   1.715e+02
         1.0   1.268e+02   6.012e-01   2.210e+02
         1.0   1.262e+02   3.262e-01   1.731e+02
         1.0   1.262e+02   5.003e-01   1.969e+02
         1.0   1.251e+02   4.457e-01   2.267e+02
         1.0   1.248e+02   7.989e-01   1.893e+02
         1.0   1.219e+02   9.690e-01   1.337e+02
         1.0   1.251e+02   8.218e-01   1.689e+02
         1.0   1.234e+02   3.914e-01   1.765e+02
         1.0   1.250e+02   8.507e-01   1.886e+02
         1.0   1.272e+02   6.829e-01   1.344e+02
         1.0   1.260e+02   6.894e-01   1.866e+02
         1.0   1.252e+02   7.008e-01   1.248e+02
         1.0   1.239e+02   1.559e-01   1.765e+02
         1.0   1.144e+02   7.833e-01   1.418e+02
         1.0   1.247e+02   6.603e-01   1.858e+02
         1.0   1.254e+02   9.024e-01   1.500e+02
         1.0   1.185e+02   9.062e-01   1.303e+02
         1.0   1.243e+02   7.996e-01   2.463e+02
         1.0   1.230e+02   6.818e-01   1.747e+02
         1.0   1.253e+02   6.068e-01   2.392e+02
         1.0   1.241e+02   6.560e-01   2.008e+02
         1.0   1.225e+02   4.885e-01   1.952e+02
         1.0   1.265e+02   5.998e-01   1.803e+02
         1.0   1.234e+02   8.775e-01   1.659e+02
         1.0   1.253e+02   4.691e-01   1.940e+02
         1.0   1.258e+02   5.061e-01   1.695e+02
         1.0   1.274e+02   8.881e-01   2.052e+02
         1.0   1.253e+02   9.252e-01   1.965e+02
         1.0   1.262e+02   3.104e-02   2.236e+02
         1.0   1.227e+02   5.196e-01   1.672e+02
         1.0   1.239e+02   8.091e-01   1.971e+02
         1.0   1.186e+02   8.153e-01   1.106e+02
         1.0   1.254e+02   6.708e-01   1.985e+02
         1.0   1.246e+02   8.292e-01   2.005e+02
         1.0   1.261e+02   6.295e-01   1.371e+02
         1.0   1.264e+02   5.856e-01   1.770e+02
         1.0   1.237e+02   7.113e-01   1.934e+02
         1.0   1.216e+02   7.214e-01   1.990e+02
         1.0   1.247e+02   1.546e-01   2.053e+02
         1.0   1.260e+02   8.212e-01   1.416e+02
         1.0   1.233e+02   7.858e-01   1.797e+02
         1.0   1.238e+02   2.268e-01   3.960e+02
         1.0   1.253e+02   2.433e-01   1.810e+02
         1.0   1.205e+02   8.042e-01   2.005e+02
         1.0   1.272e+02   2.792e-01   1.988e+02
         1.0   1.255e+02   5.245e-01   1.927e+02
         1.0   1.240e+02   5.446e-01   2.339e+02
         1.0   1.258e+02   7.763e-01   2.000e+02
         1.0   1.263e+02   3.791e-01   1.916e+02
         1.0   1.234e+02   7.356e-01   1.946e+02
         1.0   1.253e+02   6.973e-01   1.952e+02
         1.0   1.255e+02   8.266e-01   1.710e+02
         1.0   1.272e+02   7.457e-01   2.036e+02
         1.0   1.222e+02   5.350e-01   2.226e+02
         1.0   1.256e+02   5.875e-01   1.763e+02
         1.0   1.144e+02   7.833e-01   1.418e+02
         1.0   1.242e+02   5.381e-01   1.165e+02
         1.0   1.267e+02   2.268e-02   2.040e+02
         1.0   1.265e+02   2.149e-01   1.937e+02
         1.0   1.247e+02   9.311e-01   1.429e+02
         1.0   1.238e+02   6.726e-01   1.970e+02
         1.0   1.281e+02   7.989e-01   2.104e+02
         1.0   1.257e+02   5.071e-01   1.945e+02
         1.0   1.250e+02   4.873e-01   1.761e+02
         1.0   1.255e+02   5.450e-01   1.874e+02
         1.0   1.258e+02   5.650e-01   2.039e+02
         1.0   1.251e+02   4.155e-01   1.383e+02
         1.0   1.273e+02   1.280e-01   1.879e+02
         1.0   1.267e+02   4.234e-01   1.619e+02
         1.0   1.259e+02   4.739e-01   1.804e+02
         1.0   1.261e+02   2.393e-01   1.998e+02
         1.0   1.258e+02   1.380e-01   3.020e+02
         1.0   1.233e+02   7.826e-01   2.050e+02
         1.0   1.218e+02   3.867e-01   2.195e+02
         1.0   1.176e+02   7.667e-01   1.014e+02
         1.0   1.245e+02   8.005e-01   1.843e+02
         1.0   1.227e+02   6.626e-01   1.516e+02
         1.0   1.225e+02   6.843e-01   3.659e+02
         1.0   1.241e+02   8.200e-01   2.324e+02
         1.0   1.265e+02   8.136e-01   1.807e+02
         1.0   1.242e+02   6.013e-01   1.466e+02
         1.0   1.264e+02   3.423e-01   1.925e+02
         1.0   1.253e+02   1.547e-01   1.913e+02
         1.0   1.246e+02   8.566e-01   1.914e+02
         1.0   1.273e+02   8.375e-01   2.029e+02
         1.0   1.282e+02   1.828e-01   1.499e+02
         1.0   1.274e+02   3.340e-01   2.420e+02
         1.0   1.258e+02   2.123e-01   2.189e+02
         1.0   1.237e+02   4.418e-01   1.904e+02
         1.0   1.250e+02   6.420e-01   1.901e+02
         1.0   1.239e+02   5.843e-01   2.099e+02
         1.0   1.241e+02   7.779e-02   2.550e+02
         1.0   1.208e+02   4.784e-01   1.377e+02
         1.0   1.177e+02   6.065e-01   1.876e+02
         1.0   1.250e+02   9.041e-01   2.340e+02
         1.0   1.222e+02   5.846e-01   1.922e+02
         1.0   1.275e+02   3.540e-01   1.908e+02
         1.0   1.250e+02   7.039e-01   1.855e+02
         1.0   1.270e+02   2.686e-01   1.599e+02
         1.0   1.255e+02   1.319e-01   1.767e+02
         1.0   1.255e+02   3.402e-01   2.177e+02
         1.0   1.130e+02   4.351e-01   1.563e+02
         1.0   1.274e+02   7.812e-01   1.505e+02
         1.0   1.205e+02   8.042e-01   2.005e+02
         1.0   1.230e+02   8.574e-01   1.787e+02
         1.0   1.262e+02   4.383e-01   1.358e+02
         1.0   1.244e+02   8.812e-01   1.695e+02
         1.0   1.276e+02   8.107e-01   1.153e+02
         1.0   1.242e+02   4.300e-01   2.105e+02
         1.0   1.246e+02   6.770e-01   1.810e+02
         1.0   1.267e+02   9.356e-01   1.890e+02
         1.0   1.277e+02   6.087e-01   2.203e+02
         1.0   1.257e+02   7.297e-01   1.457e+02
         1.0   1.263e+02   7.319e-01   1.827e+02
         1.0   1.258e+02   3.738e-01   1.773e+02
         1.0   1.229e+02   7.246e-01   1.100e+02
         1.0   1.252e+02   8.807e-01   3.063e+02
         1.0   1.253e+02   2.384e-01   1.854e+02
         1.0   1.272e+02   3.526e-01   2.229e+02
         1.0   1.163e+02   9.051e-01   2.029e+02
         1.0   1.233e+02   7.333e-01   2.320e+02
         1.0   1.247e+02   3.372e-01   2.029e+02
         1.0   1.215e+02   8.752e-01   2.233e+02
         1.0   1.206e+02   7.416e-01   2.024e+02
         1.0   1.264e+02   4.086e-01   1.983e+02
         1.0   1.328e+02   6.903e-01   2.883e+02
         1.0   1.251e+02   8.906e-01   2.882e+02
         1.0   1.086e+02   6.888e-01   1.615e+02
         1.0   1.248e+02   8.399e-01   3.351e+02
         1.0   1.236e+02   6.520e-01   1.005e+02
         1.0   1.249e+02   5.182e-01   2.136e+02
         1.0   1.230e+02   8.618e-01   1.726e+02
         1.0   1.247e+02   3.453e-01   1.440e+02
         1.0   1.260e+02   9.276e-01   2.280e+02
         1.0   1.225e+02   7.060e-01   2.239e+02
         1.0   1.167e+02   5.476e-01   7.037e+01
         1.0   1.247e+02   5.480e-01   1.096e+02
         1.0   1.255e+02   3.402e-01   2.177e+02
         1.0   1.253e+02   8.783e-01   9.150e+01
         1.0   1.254e+02   6.337e-01   1.009e+02
         1.0   1.277e+02   6.087e-01   2.203e+02
         1.0   1.287e+02   7.652e-01   1.875e+02
         1.0   1.241e+02   4.609e-01   2.345e+02
         1.0   1.294e+02   2.280e-01   1.862e+02
         1.0   1.224e+02   7.665e-01   1.778e+02
         1.0   1.251e+02   8.907e-01   2.111e+02
         1.0   1.280e+02   1.496e-01   1.357e+02
         1.0   1.265e+02   2.149e-01   1.937e+02
         1.0   1.255e+02   7.914e-01   1.783e+02
         1.0   1.275e+02   3.537e-01   1.916e+02
         1.0   1.240e+02   6.118e-01   1.838e+02
         1.0   1.256e+02   6.790e-01   1.014e+02
         1.0   1.254e+02   8.100e-01   1.877e+02
         1.0   1.252e+02   4.675e-02   1.342e+02
         1.0   1.192e+02   5.172e-01   1.733e+02
         1.0   1.219e+02   8.857e-01   1.452e+02
         1.0   1.157e+02   5.039e-01   1.254e+02
         1.0   1.267e+02   1.735e-01   1.571e+02
         1.0   1.228e+02   9.027e-01   1.785e+02
         1.0   1.244e+02   4.956e-01   2.148e+02
         1.0   1.257e+02   5.700e-01   2.464e+02
         1.0   1.247e+02   6.615e-01   1.814e+02
         1.0   1.238e+02   7.485e-01   1.563e+02
         1.0   1.252e+02   7.374e-01   1.629e+02
         1.0   1.264e+02   3.299e-01   2.056e+02
         1.0   1.233e+02   7.902e-01   1.871e+02
         1.0   1.244e+02   7.323e-01   1.596e+02
         1.0   1.263e+02   4.582e-01   1.534e+02
         1.0   1.237e+02   5.478e-01   1.685e+02
         1.0   1.260e+02   9.057e-01   2.743e+02
         1.0   1.262e+02   4.704e-01   2.014e+02
         1.0   1.238e+02   7.044e-01   2.102e+02
         1.0   1.181e+02   7.150e-01   2.424e+02
         1.0   1.213e+02   6.561e-01   1.897e+02
         1.0   1.244e+02   6.736e-01   1.894e+02
         1.0   1.246e+02   4.410e-02   1.860e+02
         1.0   1.249e+02   8.614e-01   2.003e+02
         1.0   1.249e+02   9.275e-01   1.218e+02
         1.0   1.241e+02   7.006e-01   2.067e+02
         1.0   1.301e+02   1.294e-01   1.601e+02
         1.0   1.258e+02   7.844e-01   1.916e+02
         1.0   1.259e+02   3.721e-01   1.424e+02
         1.0   1.252e+02   6.084e-01   1.583e+02
         1.0   1.233e+02   8.928e-01   1.958e+02
         1.0   1.215e+02   7.574e-01   1.984e+02
         1.0   1.261e+02   5.749e-01   2.052e+02
         1.0   1.229e+02   7.824e-01   1.292e+02
         1.0   1.250e+02   3.927e-01   9.258e+01
         1.0   1.264e+02   4.789e-01   1.748e+02
         1.0   1.236e+02   5.990e-01   1.908e+02
         1.0   1.247e+02   6.627e-01   1.603e+02
         1.0   1.229e+02   4.266e-01   2.102e+02
         1.0   1.261e+02   6.835e-02   1.869e+02
         1.0   1.246e+02   5.290e-01   1.911e+02
         1.0   1.242e+02   1.466e-01   1.998e+02
         1.0   1.252e+02   7.705e-01   2.055e+02
         1.0   1.216e+02   4.498e-01   1.843e+02
         1.0   1.252e+02   7.960e-01   1.665e+02
         1.0   1.297e+02   6.565e-01   2.223e+02
         1.0   1.266e+02   8.458e-01   1.652e+02
         1.0   1.234e+02   1.815e-01   1.742e+02
         1.0   1.257e+02   6.489e-01   1.832e+02
         1.0   1.237e+02   5.083e-01   1.984e+02
         1.0   1.236e+02   8.124e-01   2.115e+02
         1.0   1.232e+02   5.599e-01   1.568e+02
         1.0   1.274e+02   6.960e-01   8.547e+01
         1.0   1.310e+02   5.436e-01   1.841e+02
         1.0   1.242e+02   7.244e-01   1.907e+02
         1.0   1.259e+02   5.291e-01   2.062e+02
         1.0   1.223e+02   2.808e-01   2.001e+02
         1.0   1.247e+02   6.307e-01   1.832e+02
         1.0   1.123e+02   2.207e-01   1.523e+02
         1.0   1.235e+02   9.018e-01   1.758e+02
         1.0   1.256e+02   8.744e-01   1.774e+02
         1.0   1.258e+02   1.547e-01   1.221e+02
         1.0   1.227e+02   8.693e-01   1.714e+02
         1.0   1.230e+02   6.882e-01   1.231e+02
         1.0   1.252e+02   5.770e-01   2.169e+02
         1.0   1.270e+02   3.635e-01   2.096e+02
         1.0   1.265e+02   4.267e-01   2.298e+02
         1.0   1.251e+02   1.570e-01   1.334e+02
         1.0   1.264e+02   3.479e-01   1.910e+02
         1.0   1.155e+02   7.542e-01   8.647e+01
         1.0   1.183e+02   7.739e-01   1.909e+02
         1.0   1.248e+02   1.738e-01   5.072e+01
         1.0   1.269e+02   5.010e-01   1.738e+02
         1.0   1.252e+02   8.962e-01   2.517e+02
         1.0   1.271e+02   1.073e-01   2.224e+02
         1.0   1.244e+02   6.414e-01   1.758e+02
         1.0   1.256e+02   6.790e-01   1.014e+02
         1.0   1.241e+02   6.471e-01   2.012e+02
         1.0   1.285e+02   8.169e-01   2.169e+02
         1.0   1.256e+02   9.169e-01   2.138e+02
         1.0   1.251e+02   3.929e-01   2.070e+02
         1.0   1.244e+02   2.085e-01   1.635e+02
         1.0   1.244e+02   7.687e-01   1.485e+02
         1.0   1.247e+02   6.307e-01   1.832e+02
         1.0   1.277e+02   3.315e-01   2.329e+02
         1.0   1.264e+02   7.243e-01   1.244e+02
         1.0   1.244e+02   9.124e-01   1.758e+02
         1.0   1.258e+02   8.675e-01   2.232e+02
         1.0   1.220e+02   5.565e-01   1.981e+02
         1.0   7.685e+01   4.272e-01   8.754e+01
         1.0   1.226e+02   5.115e-01   2.263e+02
         1.0   1.253e+02   8.052e-01   1.911e+02
         1.0   1.258e+02   4.378e-01   1.983e+02
         1.0   1.264e+02   3.837e-01   2.117e+02
         1.0   1.250e+02   5.494e-01   1.885e+02
         1.0   1.235e+02   4.947e-01   2.562e+02
         1.0   1.236e+02   7.546e-01   2.125e+02
         1.0   1.251e+02   8.050e-01   2.002e+02
         1.0   1.264e+02   2.297e-01   1.910e+02
         1.0   1.199e+02   4.218e-01   1.469e+02
         1.0   1.257e+02   5.700e-01   2.464e+02
         1.0   1.294e+02   6.570e-01   2.204e+02
         1.0   1.257e+02   7.941e-01   1.784e+02
         1.0   1.209e+02   5.463e-01   1.991e+02
         1.0   1.265e+02   2.149e-01   1.937e+02
         1.0   1.231e+02   6.873e-01   1.642e+02
         1.0   1.233e+02   8.370e-01   1.760e+02
         1.0   1.227e+02   8.276e-01   1.857e+02
         1.0   1.261e+02   6.406e-01   1.743e+02
         1.0   1.271e+02   8.264e-01   2.221e+02
         1.0   1.221e+02   5.761e-01   1.696e+02
         1.0   1.254e+02   8.032e-01   1.117e+02
         1.0   1.250e+02   6.879e-01   1.950e+02
         1.0   1.209e+02   9.234e-01   1.810e+02
         1.0   1.256e+02   7.365e-01   1.834e+02
         1.0   1.273e+02   8.782e-01   2.467e+02
         1.0   1.241e+02   3.181e-01   1.680e+02
         1.0   1.265e+02   2.553e-01   1.702e+02
         1.0   1.261e+02   8.555e-01   1.073e+02
         1.0   1.258e+02   6.858e-01   1.999e+02
         1.0   1.558e+02   2.649e-01   1.468e+02
         1.0   1.235e+02   8.689e-01   1.639e+02
         1.0   1.268e+02   7.997e-01   1.939e+02
         1.0   1.255e+02   5.388e-01   1.755e+02
         1.0   1.251e+02   5.558e-01   2.025e+02
         1.0   1.243e+02   8.707e-01   2.311e+02
         1.0   1.210e+02   8.755e-01   1.367e+02
         1.0   1.247e+02   3.859e-01   1.059e+02
         1.0   1.244e+02   7.323e-01   1.596e+02
         1.0   1.228e+02   6.420e-01   2.087e+02
         1.0   1.258e+02   6.706e-01   1.805e+02
         1.0   1.252e+02   4.675e-02   1.342e+02
         1.0   1.258e+02   4.378e-01   1.983e+02
         1.0   1.243e+02   6.054e-01   1.198e+02
         1.0   1.239e+02   4.743e-01   8.925e+01
         1.0   1.207e+02   4.444e-01   1.816e+02
         1.0   1.241e+02   8.304e-01   1.659e+02
         1.0   1.185e+02   8.709e-01   1.446e+02
         1.0   1.247e+02   4.167e-01   1.982e+02
         1.0   1.258e+02   1.938e-01   3.837e+02
         1.0   1.248e+02   9.263e-01   2.118e+02
         1.0   1.231e+02   9.102e-01   1.553e+02
         1.0   1.257e+02   9.814e-01   1.508e+02
         1.0   1.229e+02   2.865e-01   1.558e+02
         1.0   1.241e+02   7.256e-01   1.669e+02
         1.0   1.252e+02   8.962e-01   2.517e+02
         1.0   1.213e+02   9.405e-01   1.616e+02
         1.0   1.260e+02   4.733e-02   2.077e+02
         1.0   1.269e+02   7.519e-01   1.425e+02
         1.0   1.241e+02   7.985e-01   1.572e+02
         1.0   1.267e+02   5.825e-01   1.900e+02
         1.0   1.250e+02   4.559e-01   1.771e+02
         1.0   1.240e+02   4.726e-01   1.711e+02
         1.0   1.242e+02   8.634e-01   1.564e+02
         1.0   1.265e+02   4.792e-01   1.907e+02
         1.0   1.244e+02   6.647e-01   1.955e+02
         1.0   1.252e+02   4.675e-02   1.342e+02
         1.0   1.228e+02   4.044e-01   1.984e+02
         1.0   1.260e+02   8.284e-01   2.591e+02
         1.0   1.248e+02   8.377e-01   6.725e+01
         1.0   1.232e+02   8.574e-01   1.792e+02
         1.0   1.229e+02   9.892e-01   1.949e+02
         1.0   1.251e+02   7.443e-01   7.984e+01
         1.0   1.217e+02   5.136e-01   1.410e+02
         1.0   1.287e+02   8.743e-01   1.170e+02
         1.0   1.259e+02   9.231e-01   2.068e+02
         1.0   1.238e+02   6.935e-01   1.241e+02
         1.0   1.261e+02   8.934e-01   2.511e+02
         1.0   1.260e+02   1.406e-01   1.827e+02
         1.0   1.273e+02   8.375e-01   2.029e+02
         1.0   1.253e+02   7.604e-01   1.282e+02
         1.0   1.250e+02   5.582e-01   1.454e+02
         1.0   1.230e+02   6.882e-01   1.231e+02
         1.0   1.279e+02   8.624e-01   2.148e+02
         1.0   1.270e+02   8.218e-01   2.281e+02
         1.0   1.250e+02   5.648e-01   1.508e+02
         1.0   1.257e+02   2.999e-01   1.810e+02
         1.0   1.230e+02   6.818e-01   1.747e+02
         1.0   1.161e+02   8.675e-01   1.481e+02
         1.0   1.248e+02   8.030e-01   1.899e+02
         1.0   1.262e+02   3.753e-01   1.561e+02
         1.0   1.278e+02   7.140e-01   4.162e+02
         1.0   1.248e+02   8.960e-01   2.031e+02
         1.0   1.250e+02   8.507e-01   1.886e+02
         1.0   1.134e+02   7.920e-01   1.914e+02
         1.0   1.239e+02   4.786e-01   2.022e+02
         1.0   1.256e+02   9.727e-01   2.046e+02
         1.0   1.249e+02   3.374e-01   1.676e+02
         1.0   1.241e+02   7.729e-01   2.149e+02
         1.0   1.239e+02   6.289e-01   2.252e+02
         1.0   1.283e+02   7.947e-02   1.670e+02
         1.0   1.260e+02   4.625e-01   1.958e+02
         1.0   1.272e+02   8.678e-01   1.827e+02
         1.0   1.278e+02   6.225e-01   2.192e+02
         1.0   1.016e+02   4.953e-01   1.841e+02
         1.0   1.284e+02   2.479e-01   2.074e+02
         1.0   1.260e+02   2.841e-01   2.075e+02
         1.0   1.259e+02   4.175e-01   2.216e+02
         1.0   1.264e+02   6.607e-01   2.117e+02
         1.0   1.256e+02   5.579e-01   2.102e+02
         1.0   1.229e+02   9.852e-01   2.200e+02
         1.0   1.268e+02   9.018e-01   1.806e+02
         1.0   1.250e+02   9.051e-01   2.260e+02
         1.0   9.817e+01   5.426e-01   1.031e+02
         1.0   1.253e+02   6.973e-01   1.952e+02
         1.0   1.264e+02   6.208e-01   2.379e+02
         1.0   1.269e+02   5.694e-01   1.908e+02
         1.0   1.262e+02   7.537e-01   2.084e+02
         1.0   1.241e+02   6.471e-01   2.012e+02
         1.0   1.242e+02   7.452e-01   1.801e+02
         1.0   1.231e+02   8.566e-01   1.977e+02
         1.0   1.263e+02   6.829e-01   1.937e+02
         1.0   1.234e+02   7.647e-01   1.811e+02
         1.0   1.210e+02   6.900e-01   1.962e+02
         1.0   1.242e+02   3.414e-01   3.247e+02
         1.0   1.263e+02   8.937e-01   2.114e+02
         1.0   1.264e+02   8.396e-01   1.325e+02
         1.0   1.273e+02   7.638e-01   2.088e+02
         1.0   1.274e+02   6.208e-01   1.815e+02
         1.0   1.253e+02   8.783e-01   9.150e+01
         1.0   1.264e+02   1.017e-01   2.494e+02
         1.0   1.202e+02   1.332e-01   2.028e+02
         1.0   1.247e+02   6.627e-01   1.603e+02
         1.0   9.503e+01   5.440e-01   1.959e+02
         1.0   1.257e+02   8.299e-01   1.974e+02
         1.0   1.242e+02   2.012e-01   1.778e+02
         1.0   1.282e+02   4.530e-01   2.224e+02
         1.0   1.259e+02   3.982e-01   1.918e+02
         1.0   1.242e+02   9.031e-01   2.404e+02
         1.0   1.237e+02   1.131e-01   1.968e+02
         1.0   1.236e+02   8.667e-01   2.004e+02
         1.0   1.245e+02   8.460e-01   2.091e+02
         1.0   1.251e+02   4.650e-01   1.436e+02
         1.0   1.162e+02   5.548e-01   1.739e+02
         1.0   1.260e+02   8.212e-01   1.416e+02
         1.0   1.254e+02   7.832e-01   1.801e+02
         1.0   1.270e+02   3.855e-01   1.763e+02
         1.0   1.249e+02   1.097e-01   1.448e+02
         1.0   1.268e+02   7.611e-01   1.889e+02
         1.0   1.244e+02   5.811e-01   1.833e+02
         1.0   1.275e+02   2.042e-01   1.670e+02
         1.0   1.189e+02   7.046e-01   5.339e+01
         1.0   1.245e+02   3.577e-01   2.030e+02
         1.0   1.233e+02   1.514e-01   1.537e+02
         1.0   1.267e+02   5.744e-01   1.962e+02
         1.0   1.134e+02   2.397e-01   1.472e+02
         1.0   1.246e+02   6.292e-01   2.372e+02
         1.0   1.196e+02   8.190e-01   2.025e+02
         1.0   1.274e+02   2.941e-01   2.884e+02
         1.0   1.259e+02   4.158e-01   9.448e+01
         1.0   1.267e+02   4.631e-01   2.128e+02
         1.0   1.233e+02   5.642e-01   1.897e+02
         1.0   1.232e+02   9.023e-01   1.353e+02
         1.0   1.249e+02   2.218e-01   1.840e+02
         1.0   1.236e+02   5.143e-01   1.908e+02
         1.0   1.248e+02   8.304e-01   8.675e+01
         1.0   1.200e+02   5.776e-01   1.457e+02
         1.0   1.264e+02   8.396e-01   1.325e+02
         1.0   1.260e+02   7.253e-01   1.910e+02
         1.0   1.236e+02   8.667e-01   2.004e+02
         1.0   8.796e+01   3.103e-01   1.292e+02
         1.0   1.206e+02   7.416e-01   2.024e+02
         1.0   7.749e+01   6.049e-01   1.053e+02
         1.0   1.265e+02   5.238e-01   1.918e+02
         1.0   1.257e+02   8.942e-01   3.482e+02
         1.0   1.256e+02   6.179e-01   2.054e+02
         1.0   1.252e+02   8.466e-01   1.280e+02
         1.0   1.242e+02   3.383e-01   2.011e+02
         1.0   1.225e+02   6.843e-01   3.659e+02
         1.0   1.245e+02   9.709e-01   2.248e+02
         1.0   1.263e+02   7.769e-01   1.720e+02
         1.0   1.255e+02   6.681e-01   1.820e+02
         1.0   1.253e+02   6.684e-01   3.119e+02
         1.0   1.264e+02   6.208e-01   2.379e+02
         1.0   1.255e+02   8.606e-02   1.801e+02
         1.0   1.252e+02   7.419e-01   2.016e+02
         1.0   8.724e+01   3.148e-01   1.510e+02
         1.0   1.260e+02   9.022e-01   1.514e+02
         1.0   8.715e+01   6.322e-01   1.913e+02
         1.0   1.239e+02   4.743e-01   8.925e+01
         1.0   1.247e+02   2.527e-01   1.954e+02
         1.0   1.242e+02   5.612e-03   2.091e+02
         1.0   1.243e+02   6.751e-01   1.653e+02
         1.0   1.285e+02   2.819e-01   2.161e+02
         1.0   1.246e+02   8.037e-01   2.242e+02
         1.0   1.257e+02   8.857e-01   2.543e+02
         1.0   1.245e+02   8.360e-01   1.809e+02
         1.0   1.253e+02   6.463e-01   1.018e+02
         1.0   1.240e+02   9.373e-01   1.902e+02
         1.0   1.247e+02   6.340e-01   4.053e+02
         1.0   1.307e+02   7.207e-01   9.932e+01
         1.0   1.241e+02   1.027e-01   1.727e+02
         1.0   1.236e+02   7.051e-01   1.056e+02
         1.0   1.269e+02   6.769e-01   1.995e+02
         1.0   1.261e+02   8.327e-01   1.930e+02
         1.0   1.256e+02   6.794e-01   2.027e+02
         1.0   1.259e+02   9.543e-01   1.655e+02
         1.0   1.279e+02   6.692e-01   1.883e+02
         1.0   1.298e+02   1.532e-01   2.168e+02
         1.0   1.213e+02   9.405e-01   1.616e+02
         1.0   1.248e+02   9.102e-01   1.992e+02
         1.0   1.266e+02   7.948e-01   1.895e+02
         1.0   1.238e+02   7.044e-01   2.102e+02
         1.0   1.259e+02   7.806e-01   1.032e+02
         1.0   1.252e+02   8.466e-01   1.280e+02
         1.0   1.229e+02   3.495e-01   1.995e+02
         1.0   1.224e+02   7.756e-01   2.008e+02
         1.0   1.292e+02   4.438e-01   2.129e+02
         1.0   1.216e+02   6.549e-01   2.115e+02
         1.0   1.243e+02   3.498e-01   1.988e+02
         1.0   1.247e+02   6.615e-01   1.814e+02
         1.0   1.274e+02   6.837e-01   2.172e+02
         1.0   1.251e+02   2.643e-01   1.390e+02
         1.0   1.212e+02   3.921e-01   1.818e+02
         1.0   1.234e+02   6.344e-01   1.493e+02
         1.0   1.239e+02   6.770e-01   1.955e+02
         1.0   1.247e+02   7.693e-01   1.698e+02
         1.0   1.257e+02   8.472e-01   1.345e+02
         1.0   1.259e+02   6.869e-01   1.097e+02
         1.0   1.261e+02   5.417e-01   1.646e+02
         1.0   1.197e+02   8.798e-01   1.665e+02
         1.0   1.229e+02   8.172e-01   1.950e+02
         1.0   1.106e+02   1.753e-01   9.108e+01
         1.0   1.235e+02   7.309e-01   1.749e+02
         1.0   1.258e+02   4.094e-01   1.664e+02
         1.0   1.231e+02   6.247e-01   2.024e+02
         1.0   1.243e+02   7.224e-01   1.393e+02
         1.0   1.130e+02   4.351e-01   1.563e+02
         1.0   1.221e+02   3.131e-01   1.541e+02
         1.0   1.239e+02   5.829e-01   1.657e+02
