    f_weight    f_mass4l f_D_bkg_kin      f_pt4l
         1.0   1.249e+02   9.275e-01   1.218e+02
         1.0   1.244e+02   3.216e-01   1.996e+02
         1.0   1.223e+02   7.315e-01   1.930e+02
         1.0   1.265e+02   7.432e-01   3.152e+02
         1.0   1.259e+02   9.758e-01   1.984e+02
         1.0   1.255e+02   2.100e-01   2.816e+02
         1.0   1.250e+02   6.665e-01   1.758e+02
         1.0   1.118e+02   7.454e-01   1.559e+02
         1.0   1.241e+02   8.451e-01   1.584e+02
         1.0   1.032e+02   9.395e-01   1.624e+02
         1.0   1.214e+02   4.116e-01   1.459e+02
         1.0   1.266e+02   3.932e-01   1.190e+02
         1.0   1.264e+02   6.355e-01   2.100e+02
         1.0   1.242e+02   5.302e-01   1.459e+02
         1.0   1.250e+02   2.937e-01   2.314e+02
         1.0   1.204e+02   3.271e-01   2.004e+02
         1.0   1.260e+02   7.761e-01   2.524e+02
         1.0   1.189e+02   7.046e-01   5.339e+01
         1.0   1.179e+02   5.800e-01   1.606e+02
         1.0   1.249e+02   6.186e-01   2.118e+02
         1.0   1.245e+02   1.439e-01   2.927e+02
         1.0   1.238e+02   5.989e-01   1.888e+02
         1.0   1.098e+02   2.924e-01   1.017e+02
         1.0   1.258e+02   7.466e-01   1.360e+02
         1.0   1.263e+02   1.455e-01   3.631e+02
         1.0   1.229e+02   8.727e-01   2.017e+02
         1.0   1.272e+02   2.792e-01   1.988e+02
         1.0   1.258e+02   6.706e-01   1.805e+02
         1.0   1.264e+02   5.474e-01   1.729e+02
         1.0   1.277e+02   6.591e-01   2.018e+02
         1.0   1.260e+02   6.096e-01   2.347e+02
         1.0   1.258e+02   5.539e-01   1.962e+02
         1.0   1.252e+02   7.374e-01   1.629e+02
         1.0   1.246e+02   9.422e-01   2.475e+02
         1.0   1.263e+02   5.560e-01   2.089e+02
         1.0   1.214e+02   3.311e-01   2.078e+02
         1.0   1.199e+02   8.251e-01   1.772e+02
         1.0   1.258e+02   1.547e-01   1.221e+02
         1.0   1.250e+02   3.403e-01   1.083e+02
         1.0   1.248e+02   1.738e-01   5.072e+01
         1.0   1.279e+02   6.692e-01   1.883e+02
         1.0   1.257e+02   8.418e-01   2.078e+02
         1.0   1.264e+02   6.355e-01   2.100e+02
         1.0   1.244e+02   6.736e-01   1.894e+02
         1.0   1.267e+02   8.269e-01   1.571e+02
         1.0   1.258e+02   5.272e-01   1.867e+02
         1.0   1.258e+02   4.378e-01   1.983e+02
         1.0   1.287e+02   5.289e-02   2.216e+02
         1.0   1.278e+02   1.212e-01   2.100e+02
         1.0   1.267e+02   3.738e-01   2.045e+02
         1.0   1.270e+02   7.788e-01   2.150e+02
         1.0   1.254e+02   6.689e-01   2.181e+02
         1.0   1.245e+02   5.715e-01   5.175e+01
         1.0   1.261e+02   5.153e-01   1.109e+02
         1.0   1.246e+02   5.290e-01   1.911e+02
         1.0   1.277e+02   4.662e-01   2.310e+02
         1.0   1.295e+02   6.116e-01   2.164e+02
         1.0   1.237e+02   7.534e-01   2.166e+02
         1.0   1.258e+02   4.876e-01   1.857e+02
         1.0   1.252e+02   7.560e-01   2.043e+02
         1.0   1.249e+02   4.362e-01   2.011e+02
         1.0   1.262e+02   9.891e-02   2.129e+02
         1.0   1.251e+02   5.938e-01   1.676e+02
         1.0   1.288e+02   9.437e-01   1.891e+02
         1.0   1.258e+02   1.973e-01   1.528e+02
         1.0   1.263e+02   8.530e-01   1.797e+02
         1.0   1.245e+02   1.030e-01   2.085e+02
         1.0   1.248e+02   2.731e-01   1.834e+02
         1.0   1.253e+02   4.691e-01   1.940e+02
         1.0   1.277e+02   1.961e-01   2.113e+02
         1.0   1.243e+02   2.559e-01   1.751e+02
         1.0   1.266e+02   9.108e-01   2.123e+02
         1.0   1.248e+02   2.646e-01   2.130e+02
         1.0   1.232e+02   8.645e-01   1.969e+02
         1.0   1.239e+02   5.887e-01   1.536e+02
         1.0   1.247e+02   5.325e-01   2.077e+02
         1.0   1.273e+02   8.839e-01   1.265e+02
         1.0   1.263e+02   4.084e-01   2.268e+02
         1.0   1.250e+02   4.873e-01   1.761e+02
         1.0   1.252e+02   6.977e-01   3.129e+02
         1.0   1.307e+02   2.112e-01   1.777e+02
         1.0   1.209e+02   9.243e-01   2.000e+02
         1.0   1.248e+02   8.960e-01   2.031e+02
         1.0   1.266e+02   7.458e-01   2.009e+02
         1.0   1.256e+02   8.092e-02   1.697e+02
         1.0   1.283e+02   7.453e-01   1.709e+02
         1.0   1.240e+02   9.373e-01   1.902e+02
         1.0   1.264e+02   3.730e-01   1.588e+02
         1.0   1.253e+02   5.491e-01   1.825e+02
         1.0   1.242e+02   2.545e-01   1.849e+02
         1.0   1.243e+02   6.770e-02   1.080e+02
         1.0   1.242e+02   4.833e-01   1.859e+02
         1.0   1.242e+02   7.484e-01   2.618e+02
         1.0   1.263e+02   4.743e-01   2.394e+02
         1.0   1.247e+02   4.456e-01   2.033e+02
         1.0   1.233e+02   6.433e-01   1.536e+02
         1.0   1.235e+02   8.796e-01   2.128e+02
         1.0   1.208e+02   4.784e-01   1.377e+02
         1.0   1.212e+02   9.862e-01   1.735e+02
         1.0   1.258e+02   7.680e-01   2.252e+02
         1.0   1.272e+02   7.841e-01   2.082e+02
         1.0   1.167e+02   5.476e-01   7.037e+01
         1.0   1.260e+02   7.318e-01   1.775e+02
         1.0   1.249e+02   5.082e-01   1.795e+02
         1.0   1.221e+02   5.761e-01   1.696e+02
         1.0   1.251e+02   1.570e-01   1.334e+02
         1.0   1.261e+02   8.934e-01   2.511e+02
         1.0   1.254e+02   5.679e-01   1.486e+02
         1.0   1.260e+02   7.942e-01   1.742e+02
         1.0   1.216e+02   7.214e-01   1.990e+02
         1.0   1.250e+02   7.552e-02   1.971e+02
         1.0   1.222e+02   9.350e-01   1.604e+02
         1.0   1.259e+02   3.829e-01   7.342e+01
         1.0   1.258e+02   4.773e-01   1.220e+02
         1.0   1.234e+02   1.815e-01   1.742e+02
         1.0   1.155e+02   3.568e-01   2.631e+02
         1.0   1.233e+02   4.029e-01   1.350e+02
         1.0   1.243e+02   5.773e-01   1.720e+02
         1.0   1.225e+02   4.885e-01   1.952e+02
         1.0   1.256e+02   4.412e-01   1.631e+02
         1.0   1.237e+02   4.087e-01   2.211e+02
         1.0   1.255e+02   9.333e-02   1.730e+02
         1.0   1.247e+02   7.693e-01   1.698e+02
         1.0   1.234e+02   5.403e-01   1.627e+02
         1.0   1.227e+02   7.451e-01   1.837e+02
         1.0   1.255e+02   6.954e-01   2.516e+02
         1.0   1.229e+02   6.973e-01   2.091e+02
         1.0   1.252e+02   4.377e-01   1.811e+02
         1.0   1.248e+02   4.813e-01   2.123e+02
         1.0   1.244e+02   7.687e-01   1.485e+02
         1.0   1.255e+02   4.891e-01   2.042e+02
         1.0   1.293e+02   8.023e-01   1.888e+02
         1.0   1.228e+02   8.535e-01   1.911e+02
         1.0   1.265e+02   4.165e-01   1.751e+02
         1.0   1.249e+02   3.200e-01   2.245e+02
         1.0   1.252e+02   7.281e-01   1.943e+02
         1.0   1.231e+02   6.112e-01   7.557e+01
         1.0   1.250e+02   8.842e-01   3.162e+02
         1.0   1.215e+02   8.401e-01   1.715e+02
         1.0   1.263e+02   6.354e-02   1.892e+02
         1.0   1.193e+02   9.000e-01   7.938e+01
         1.0   1.216e+02   7.428e-01   2.158e+02
         1.0   1.254e+02   4.532e-01   2.067e+02
         1.0   1.190e+02   7.436e-01   1.796e+02
         1.0   1.264e+02   2.201e-01   1.805e+02
         1.0   1.234e+02   4.308e-01   1.165e+02
         1.0   1.266e+02   3.260e-01   1.732e+02
         1.0   1.209e+02   4.426e-01   1.558e+02
         1.0   1.231e+02   8.440e-01   1.947e+02
         1.0   1.249e+02   1.834e-01   1.929e+02
         1.0   1.249e+02   7.192e-01   1.957e+02
         1.0   1.251e+02   3.236e-01   1.230e+02
         1.0   1.249e+02   8.633e-01   2.103e+02
         1.0   1.274e+02   4.997e-01   1.771e+02
         1.0   1.255e+02   2.025e-01   2.182e+02
         1.0   1.215e+02   8.752e-01   2.233e+02
         1.0   1.261e+02   7.908e-01   1.691e+02
         1.0   1.255e+02   2.025e-01   2.182e+02
         1.0   1.205e+02   8.042e-01   2.005e+02
         1.0   1.272e+02   9.148e-01   2.322e+02
         1.0   1.267e+02   9.057e-01   1.503e+02
         1.0   1.147e+02   8.794e-01   1.489e+02
         1.0   1.216e+02   8.224e-01   1.856e+02
         1.0   1.274e+02   5.315e-01   2.500e+02
         1.0   1.255e+02   8.028e-01   2.088e+02
         1.0   1.257e+02   8.326e-01   1.622e+02
         1.0   1.267e+02   4.528e-01   1.943e+02
         1.0   1.221e+02   5.416e-01   2.001e+02
         1.0   1.230e+02   5.788e-01   1.295e+02
         1.0   1.266e+02   1.348e-01   2.106e+02
         1.0   1.256e+02   3.655e-01   9.866e+01
         1.0   1.243e+02   9.517e-01   2.137e+02
         1.0   1.255e+02   7.838e-01   1.105e+02
         1.0   1.197e+02   8.531e-01   1.991e+02
         1.0   1.250e+02   8.976e-01   2.824e+02
         1.0   1.272e+02   3.526e-01   2.229e+02
         1.0   1.255e+02   2.829e-01   2.218e+02
         1.0   1.240e+02   9.423e-01   1.752e+02
         1.0   1.244e+02   5.671e-01   1.964e+02
         1.0   1.260e+02   7.942e-01   1.742e+02
         1.0   1.263e+02   6.107e-01   1.945e+02
         1.0   1.238e+02   9.094e-01   1.301e+02
         1.0   1.258e+02   5.757e-01   2.086e+02
         1.0   1.240e+02   6.978e-01   1.941e+02
         1.0   1.251e+02   5.938e-01   1.676e+02
         1.0   1.208e+02   4.784e-01   1.377e+02
         1.0   1.267e+02   8.954e-01   3.476e+02
         1.0   1.241e+02   4.978e-01   3.230e+02
         1.0   1.244e+02   6.335e-01   1.731e+02
         1.0   1.224e+02   8.521e-01   1.370e+02
         1.0   1.265e+02   9.874e-02   5.902e+01
         1.0   1.266e+02   8.120e-01   1.806e+02
         1.0   1.287e+02   4.337e-01   2.127e+02
         1.0   1.299e+02   6.407e-01   1.721e+02
         1.0   1.255e+02   9.780e-01   1.730e+02
         1.0   1.225e+02   6.555e-01   2.022e+02
         1.0   1.257e+02   7.205e-01   1.826e+02
         1.0   1.188e+02   9.090e-01   1.856e+02
         1.0   1.265e+02   9.052e-01   1.950e+02
         1.0   1.248e+02   4.545e-01   1.799e+02
         1.0   1.242e+02   5.302e-01   1.459e+02
         1.0   1.270e+02   7.788e-01   2.150e+02
         1.0   1.166e+02   3.553e-01   1.867e+02
         1.0   1.261e+02   6.164e-01   2.092e+02
         1.0   1.269e+02   5.723e-01   1.388e+02
         1.0   1.244e+02   2.085e-01   1.635e+02
         1.0   1.164e+02   8.409e-01   1.684e+02
         1.0   1.263e+02   1.093e-01   1.867e+02
         1.0   1.231e+02   6.873e-01   1.642e+02
         1.0   1.255e+02   2.270e-01   1.725e+02
         1.0   1.227e+02   6.626e-01   1.516e+02
         1.0   1.263e+02   5.693e-01   2.410e+02
         1.0   1.306e+02   5.510e-01   2.127e+02
         1.0   1.233e+02   8.753e-01   2.193e+02
         1.0   1.243e+02   7.513e-01   1.981e+02
         1.0   1.252e+02   4.321e-01   1.745e+02
         1.0   1.208e+02   5.987e-01   1.934e+02
         1.0   1.161e+02   9.858e-01   1.245e+02
         1.0   1.147e+02   8.794e-01   1.489e+02
         1.0   8.151e+01   8.075e-01   1.344e+02
         1.0   1.252e+02   7.327e-01   1.350e+02
         1.0   1.255e+02   1.632e-01   1.831e+02
         1.0   1.256e+02   3.726e-01   1.649e+02
         1.0   1.273e+02   1.280e-01   1.879e+02
         1.0   1.209e+02   5.929e-01   2.001e+02
         1.0   1.248e+02   2.614e-01   1.778e+02
         1.0   1.266e+02   6.268e-01   1.862e+02
         1.0   1.226e+02   9.304e-01   1.842e+02
         1.0   1.213e+02   8.081e-01   8.994e+01
         1.0   1.208e+02   9.661e-02   1.991e+02
         1.0   1.258e+02   3.865e-01   1.686e+02
         1.0   1.266e+02   6.105e-01   1.614e+02
         1.0   1.302e+02   5.559e-01   1.670e+02
         1.0   1.264e+02   5.660e-01   2.327e+02
         1.0   1.130e+02   3.812e-01   1.454e+02
         1.0   1.328e+02   6.903e-01   2.883e+02
         1.0   1.256e+02   2.466e-01   1.842e+02
         1.0   1.249e+02   6.473e-01   2.235e+02
         1.0   1.270e+02   9.424e-01   2.259e+02
         1.0   1.269e+02   6.769e-01   1.995e+02
         1.0   1.229e+02   9.846e-01   1.519e+02
         1.0   1.246e+02   6.692e-01   1.771e+02
         1.0   1.233e+02   5.198e-01   1.948e+02
         1.0   1.258e+02   7.697e-01   2.224e+02
         1.0   9.849e+01   6.648e-01   2.248e+02
         1.0   1.261e+02   5.449e-01   2.236e+02
         1.0   1.254e+02   9.589e-01   2.221e+02
         1.0   1.220e+02   5.741e-01   1.993e+02
         1.0   1.238e+02   6.935e-01   1.241e+02
         1.0   1.252e+02   5.246e-01   1.920e+02
         1.0   1.467e+02   3.215e-01   2.235e+02
         1.0   1.226e+02   8.102e-01   1.767e+02
         1.0   1.227e+02   4.883e-01   9.799e+01
         1.0   1.243e+02   8.456e-01   1.440e+02
         1.0   1.240e+02   7.587e-01   2.054e+02
         1.0   1.255e+02   7.639e-01   2.193e+02
         1.0   1.242e+02   7.223e-01   1.953e+02
         1.0   1.252e+02   3.256e-01   1.233e+02
         1.0   1.246e+02   6.318e-01   1.629e+02
         1.0   1.256e+02   8.744e-01   1.774e+02
         1.0   1.242e+02   3.784e-01   2.036e+02
         1.0   1.291e+02   7.699e-01   1.760e+02
         1.0   1.236e+02   8.364e-01   2.351e+02
         1.0   1.247e+02   8.713e-01   1.813e+02
         1.0   1.266e+02   5.982e-01   1.754e+02
         1.0   1.226e+02   7.480e-01   2.485e+02
         1.0   1.260e+02   9.198e-01   1.678e+02
         1.0   1.249e+02   5.082e-01   1.795e+02
         1.0   1.264e+02   4.086e-01   1.983e+02
         1.0   1.248e+02   8.863e-01   1.683e+02
         1.0   1.252e+02   5.770e-01   2.169e+02
         1.0   1.276e+02   8.180e-01   2.344e+02
         1.0   1.220e+02   6.096e-01   1.413e+02
         1.0   1.259e+02   7.156e-01   1.435e+02
         1.0   1.209e+02   5.463e-01   1.991e+02
         1.0   1.228e+02   7.831e-01   1.749e+02
         1.0   1.236e+02   2.060e-01   1.915e+02
         1.0   1.258e+02   3.639e-01   1.961e+02
         1.0   1.266e+02   1.929e-01   1.933e+02
         1.0   1.241e+02   8.001e-01   1.930e+02
         1.0   1.247e+02   4.167e-01   1.982e+02
         1.0   1.272e+02   2.792e-01   1.988e+02
         1.0   1.258e+02   7.697e-01   2.224e+02
         1.0   1.249e+02   5.182e-01   2.136e+02
         1.0   1.208e+02   2.802e-01   2.026e+02
         1.0   1.227e+02   8.276e-01   1.857e+02
         1.0   1.181e+02   6.714e-01   1.342e+02
         1.0   1.257e+02   5.226e-01   1.676e+02
         1.0   1.245e+02   1.073e-01   1.606e+02
         1.0   1.260e+02   8.924e-01   1.732e+02
         1.0   1.254e+02   4.051e-01   2.074e+02
         1.0   1.252e+02   9.389e-01   1.887e+02
         1.0   1.238e+02   2.268e-01   3.960e+02
         1.0   1.259e+02   5.918e-01   1.788e+02
         1.0   1.236e+02   9.644e-01   1.941e+02
         1.0   1.244e+02   4.781e-01   2.804e+02
         1.0   1.197e+02   8.798e-01   1.665e+02
         1.0   1.273e+02   8.839e-01   1.265e+02
         1.0   1.115e+02   7.541e-01   1.804e+02
         1.0   1.240e+02   5.446e-01   2.339e+02
         1.0   1.239e+02   5.516e-01   1.619e+02
         1.0   1.234e+02   8.775e-01   1.659e+02
         1.0   1.261e+02   5.417e-01   1.646e+02
         1.0   1.247e+02   6.131e-01   1.831e+02
         1.0   1.249e+02   1.286e-01   2.440e+02
         1.0   1.260e+02   4.698e-01   1.935e+02
         1.0   1.256e+02   4.412e-01   1.631e+02
         1.0   1.251e+02   2.568e-01   8.810e+01
         1.0   1.254e+02   9.213e-01   2.048e+02
         1.0   1.250e+02   6.665e-01   1.758e+02
         1.0   1.251e+02   5.107e-01   1.783e+02
         1.0   1.261e+02   5.138e-01   2.405e+02
         1.0   1.263e+02   5.560e-01   2.089e+02
         1.0   1.301e+02   6.470e-01   2.143e+02
         1.0   1.178e+02   8.602e-01   1.375e+02
         1.0   1.265e+02   8.136e-01   1.807e+02
         1.0   1.222e+02   5.846e-01   1.922e+02
         1.0   1.244e+02   4.781e-01   2.804e+02
         1.0   1.281e+02   5.448e-01   1.982e+02
         1.0   1.239e+02   6.770e-01   1.955e+02
         1.0   1.248e+02   1.181e-01   1.924e+02
         1.0   1.233e+02   6.439e-01   1.478e+02
         1.0   1.261e+02   1.828e-01   1.976e+02
         1.0   1.233e+02   2.067e-01   1.865e+02
         1.0   1.255e+02   2.511e-01   2.153e+02
         1.0   1.295e+02   9.200e-01   1.856e+02
         1.0   1.318e+02   1.335e-01   1.857e+02
         1.0   1.248e+02   8.399e-01   3.351e+02
         1.0   1.259e+02   2.313e-01   2.216e+02
         1.0   1.253e+02   7.013e-01   3.940e+02
         1.0   1.010e+02   7.428e-01   1.481e+02
         1.0   1.240e+02   5.453e-01   1.446e+02
         1.0   1.232e+02   8.622e-01   1.986e+02
         1.0   1.181e+02   9.221e-01   9.255e+01
         1.0   1.257e+02   7.856e-01   2.131e+02
         1.0   1.246e+02   8.695e-01   2.199e+02
         1.0   1.236e+02   2.060e-01   1.915e+02
         1.0   1.263e+02   5.284e-02   1.677e+02
         1.0   1.265e+02   8.125e-01   2.089e+02
         1.0   1.251e+02   4.311e-01   2.234e+02
         1.0   1.265e+02   9.052e-01   1.950e+02
         1.0   1.252e+02   7.315e-01   2.076e+02
         1.0   1.294e+02   4.854e-01   1.460e+02
         1.0   1.262e+02   5.999e-01   1.926e+02
         1.0   1.259e+02   4.175e-01   2.216e+02
         1.0   1.248e+02   9.618e-01   2.208e+02
         1.0   1.255e+02   6.281e-01   1.749e+02
         1.0   1.209e+02   5.929e-01   2.001e+02
         1.0   1.261e+02   7.759e-01   2.251e+02
         1.0   1.123e+02   6.791e-01   1.578e+02
         1.0   1.186e+02   4.414e-01   1.911e+02
         1.0   1.243e+02   7.996e-01   2.463e+02
         1.0   1.263e+02   8.937e-01   2.114e+02
         1.0   1.248e+02   6.408e-01   2.264e+02
         1.0   1.306e+02   8.025e-01   2.336e+02
         1.0   1.239e+02   9.267e-01   1.840e+02
         1.0   1.205e+02   7.188e-01   1.902e+02
         1.0   1.092e+02   8.767e-01   1.319e+02
         1.0   1.252e+02   9.011e-01   1.698e+02
         1.0   1.277e+02   3.315e-01   2.329e+02
         1.0   1.263e+02   3.657e-01   1.927e+02
         1.0   1.250e+02   7.803e-01   1.985e+02
         1.0   1.197e+02   4.351e-01   1.615e+02
         1.0   1.238e+02   9.770e-01   1.780e+02
         1.0   1.083e+02   6.055e-01   2.308e+02
         1.0   1.255e+02   4.998e-01   1.849e+02
         1.0   1.242e+02   4.833e-01   1.859e+02
         1.0   1.254e+02   2.535e-01   9.681e+01
         1.0   1.236e+02   8.364e-01   2.351e+02
         1.0   1.260e+02   9.022e-01   1.514e+02
         1.0   1.274e+02   2.722e-01   1.498e+02
         1.0   1.239e+02   7.475e-01   2.110e+02
         1.0   1.263e+02   4.697e-01   2.261e+02
         1.0   1.245e+02   1.073e-01   1.606e+02
         1.0   1.267e+02   4.781e-01   2.140e+02
         1.0   1.247e+02   7.918e-01   1.833e+02
         1.0   1.256e+02   8.593e-01   2.393e+02
         1.0   1.243e+02   2.561e-01   1.742e+02
         1.0   1.279e+02   8.922e-01   9.085e+01
         1.0   1.240e+02   9.373e-01   1.902e+02
         1.0   1.248e+02   6.575e-01   1.789e+02
         1.0   1.130e+02   8.039e-01   1.546e+02
         1.0   1.216e+02   8.701e-01   3.089e+02
         1.0   1.263e+02   1.455e-01   3.631e+02
         1.0   1.230e+02   1.760e-01   1.946e+02
         1.0   1.291e+02   1.451e-02   2.000e+02
         1.0   1.144e+02   7.833e-01   1.418e+02
         1.0   1.285e+02   5.147e-01   1.345e+02
         1.0   1.254e+02   8.379e-01   1.570e+02
         1.0   1.293e+02   7.259e-01   1.675e+02
         1.0   1.252e+02   9.389e-01   1.887e+02
         1.0   1.232e+02   8.622e-01   1.986e+02
         1.0   1.271e+02   1.073e-01   2.224e+02
         1.0   1.190e+02   8.262e-01   1.943e+02
         1.0   1.294e+02   4.928e-01   1.971e+02
         1.0   1.240e+02   2.836e-01   2.623e+02
         1.0   1.247e+02   3.219e-01   7.337e+01
         1.0   1.173e+02   2.752e-01   1.461e+02
         1.0   1.147e+02   8.794e-01   1.489e+02
         1.0   1.258e+02   7.852e-01   1.969e+02
         1.0   1.249e+02   1.550e-01   1.574e+02
         1.0   1.244e+02   9.009e-01   2.440e+02
         1.0   1.251e+02   5.938e-01   1.676e+02
         1.0   1.270e+02   5.715e-01   1.797e+02
         1.0   1.168e+02   6.155e-01   2.059e+02
         1.0   1.467e+02   3.215e-01   2.235e+02
         1.0   1.276e+02   2.903e-01   2.256e+02
         1.0   1.234e+02   8.663e-01   1.890e+02
         1.0   1.239e+02   6.289e-01   2.252e+02
         1.0   1.260e+02   6.900e-01   2.104e+02
         1.0   1.256e+02   8.253e-01   2.068e+02
         1.0   1.246e+02   6.692e-01   1.771e+02
         1.0   1.257e+02   9.252e-01   1.896e+02
         1.0   1.230e+02   8.885e-01   1.313e+02
         1.0   1.257e+02   2.721e-01   1.986e+02
         1.0   1.238e+02   9.684e-01   1.662e+02
         1.0   1.247e+02   2.162e-01   1.423e+02
         1.0   1.237e+02   7.498e-01   1.859e+02
         1.0   1.280e+02   5.849e-01   1.833e+02
         1.0   1.294e+02   6.570e-01   2.204e+02
         1.0   1.223e+02   2.808e-01   2.001e+02
         1.0   1.240e+02   9.122e-01   2.026e+02
         1.0   1.255e+02   7.674e-01   2.474e+02
         1.0   1.262e+02   9.132e-01   1.636e+02
         1.0   1.263e+02   8.928e-01   2.247e+02
         1.0   1.246e+02   6.422e-01   1.944e+02
         1.0   1.258e+02   6.278e-01   1.203e+02
         1.0   1.213e+02   1.474e-01   9.616e+01
         1.0   1.231e+02   6.873e-01   1.642e+02
         1.0   1.258e+02   4.907e-01   2.016e+02
         1.0   1.255e+02   7.616e-01   1.295e+02
         1.0   1.252e+02   5.295e-01   1.639e+02
         1.0   1.265e+02   4.862e-01   1.911e+02
         1.0   1.231e+02   6.112e-01   7.557e+01
         1.0   1.229e+02   3.495e-01   1.995e+02
         1.0   1.274e+02   5.315e-01   2.500e+02
         1.0   1.253e+02   6.973e-01   1.952e+02
         1.0   1.264e+02   3.479e-01   1.910e+02
         1.0   1.268e+02   8.009e-01   1.942e+02
         1.0   1.192e+02   6.135e-01   2.399e+02
         1.0   1.209e+02   9.243e-01   2.000e+02
         1.0   1.244e+02   3.832e-01   1.647e+02
         1.0   1.609e+02   9.162e-01   1.903e+02
         1.0   1.266e+02   1.348e-01   2.106e+02
         1.0   1.270e+02   5.715e-01   1.797e+02
         1.0   1.217e+02   2.135e-01   1.909e+02
         1.0   1.239e+02   5.516e-01   1.619e+02
         1.0   1.221e+02   3.385e-01   1.829e+02
         1.0   1.235e+02   1.330e-01   1.158e+02
         1.0   1.218e+02   5.925e-01   1.899e+02
         1.0   9.233e+01   4.061e-01   2.146e+02
         1.0   1.254e+02   6.043e-01   1.484e+02
         1.0   1.236e+02   6.520e-01   1.005e+02
         1.0   1.273e+02   6.969e-01   2.175e+02
         1.0   1.264e+02   3.555e-01   1.877e+02
         1.0   1.257e+02   2.421e-01   2.479e+02
         1.0   1.233e+02   1.805e-01   1.992e+02
         1.0   1.251e+02   5.558e-01   2.025e+02
         1.0   1.256e+02   8.999e-01   1.460e+02
         1.0   1.251e+02   8.906e-01   2.882e+02
         1.0   1.234e+02   8.340e-01   1.461e+02
         1.0   1.275e+02   3.580e-01   1.904e+02
         1.0   1.240e+02   4.037e-01   1.777e+02
         1.0   1.261e+02   1.828e-01   1.976e+02
         1.0   1.256e+02   8.253e-01   2.068e+02
         1.0   1.243e+02   7.286e-01   1.920e+02
         1.0   1.150e+02   6.399e-01   1.235e+02
         1.0   1.249e+02   8.449e-01   2.109e+02
         1.0   1.241e+02   2.181e-01   1.941e+02
         1.0   1.233e+02   6.433e-01   1.536e+02
         1.0   1.163e+02   2.450e-01   1.539e+02
         1.0   1.218e+02   5.975e-01   1.800e+02
         1.0   1.238e+02   2.202e-01   2.353e+02
         1.0   1.230e+02   5.302e-01   1.721e+02
         1.0   1.243e+02   8.776e-01   1.191e+02
         1.0   1.254e+02   7.310e-01   1.910e+02
         1.0   1.200e+02   5.932e-01   2.772e+02
         1.0   1.264e+02   2.510e-01   2.614e+02
         1.0   1.255e+02   6.681e-01   1.820e+02
         1.0   1.255e+02   1.067e-01   1.912e+02
         1.0   1.269e+02   4.969e-01   1.928e+02
         1.0   1.204e+02   3.271e-01   2.004e+02
         1.0   1.263e+02   2.273e-01   2.418e+02
         1.0   1.258e+02   3.418e-01   2.224e+02
         1.0   1.249e+02   3.035e-01   1.222e+02
         1.0   1.244e+02   6.335e-01   1.731e+02
         1.0   1.248e+02   9.721e-01   1.971e+02
         1.0   1.092e+02   8.767e-01   1.319e+02
         1.0   1.254e+02   6.708e-01   1.985e+02
         1.0   1.215e+02   6.648e-01   1.936e+02
         1.0   1.237e+02   5.478e-01   1.685e+02
         1.0   1.231e+02   1.830e-01   3.105e+02
         1.0   1.215e+02   1.796e-01   1.953e+02
         1.0   1.234e+02   6.040e-01   1.553e+02
         1.0   1.218e+02   9.498e-01   1.394e+02
         1.0   1.232e+02   7.376e-01   2.116e+02
         1.0   1.247e+02   8.491e-01   1.741e+02
         1.0   1.241e+02   7.466e-01   1.684e+02
         1.0   1.282e+02   4.386e-01   1.591e+02
         1.0   1.256e+02   8.215e-01   1.277e+02
         1.0   1.238e+02   6.759e-01   1.477e+02
         1.0   1.267e+02   5.825e-01   1.900e+02
         1.0   1.258e+02   3.298e-01   1.795e+02
         1.0   1.256e+02   5.579e-01   2.102e+02
         1.0   1.236e+02   3.434e-01   1.886e+02
         1.0   1.216e+02   4.601e-01   1.591e+02
         1.0   1.233e+02   6.852e-01   1.970e+02
         1.0   1.268e+02   7.099e-01   2.338e+02
         1.0   1.237e+02   2.437e-01   1.625e+02
         1.0   1.254e+02   8.470e-01   1.602e+02
         1.0   1.249e+02   3.561e-01   1.703e+02
         1.0   1.263e+02   7.319e-01   1.827e+02
         1.0   1.256e+02   8.902e-01   1.114e+02
         1.0   1.262e+02   6.124e-01   1.686e+02
         1.0   1.251e+02   8.503e-01   2.064e+02
         1.0   1.263e+02   6.354e-02   1.892e+02
         1.0   1.246e+02   7.532e-01   1.839e+02
         1.0   1.238e+02   6.759e-01   1.477e+02
         1.0   1.252e+02   6.169e-01   1.887e+02
         1.0   9.609e+01   2.000e-01   1.242e+02
         1.0   1.240e+02   7.732e-01   2.352e+02
         1.0   1.237e+02   7.871e-01   1.527e+02
         1.0   1.293e+02   5.891e-01   1.729e+02
         1.0   1.558e+02   2.649e-01   1.468e+02
         1.0   1.241e+02   7.006e-01   2.067e+02
         1.0   1.246e+02   7.652e-01   2.254e+02
         1.0   1.221e+02   8.083e-01   1.631e+02
         1.0   1.264e+02   2.011e-01   1.864e+02
         1.0   1.247e+02   6.574e-02   2.195e+02
         1.0   1.233e+02   8.928e-01   1.958e+02
         1.0   1.258e+02   4.812e-01   2.256e+02
         1.0   1.241e+02   4.227e-01   1.903e+02
         1.0   1.234e+02   8.663e-01   1.890e+02
         1.0   1.238e+02   6.524e-01   2.207e+02
         1.0   1.173e+02   6.272e-01   2.292e+02
         1.0   1.255e+02   6.505e-01   2.193e+02
         1.0   1.212e+02   7.500e-01   2.111e+02
