        f_mass4l     f_D_bkg_kin          f_pt4l         target
     -2.1994e+00     -9.4234e-03     -5.4576e-01               0
      2.7387e-01      9.0837e-01     -5.8380e-01               1
      3.9216e-01      6.9217e-01      2.1530e-01               1
      2.1473e-01      1.3952e+00      9.7078e-01               1
      4.2173e-01      1.0023e+00      1.0563e-01               1
      4.8581e-01      1.4316e+00      3.3976e-01               1
      9.8854e-01     -5.1848e-01     -5.0407e-01               0
     -1.5458e+00     -3.5527e-01     -6.7928e-01               0
      5.5481e-01      1.5824e+00     -5.9498e-01               1
      4.3652e-01      1.2086e+00     -6.3841e-01               1
      3.2316e-01      2.0218e-01     -4.9593e-01               0
      5.4002e-01      4.1450e-01     -6.8049e-01               0
      3.4780e-01     -3.1288e-01     -3.8709e-01               1
      3.3302e-01      1.1726e+00     -4.8631e-01               1
     -1.2186e+00     -8.9542e-01     -6.8472e-01               0
      3.2316e-01      1.5517e+00      1.4784e-01               1
     -1.3048e+00      3.7917e-01     -7.0052e-01               0
      1.3587e-01     -1.6274e-01     -5.6334e-01               1
      5.1045e-01      8.2359e-01      2.4900e+00               1
      4.5131e-01      1.1977e+00      5.2101e-02               1
      6.2874e-01      3.0534e-01     -7.1231e-01               0
      2.2552e+00     -1.5663e+00     -3.1259e-01               0
     -2.2393e-01     -7.3038e-03     -3.9767e-01               1
      3.5766e-01      8.0168e-01     -4.4993e-01               1
      7.0760e-01     -1.1992e+00      7.4296e-02               1
     -1.5325e+00      2.6719e-01     -7.1814e-01               0
     -1.3418e+00     -1.0343e+00     -7.1885e-01               0
      2.7387e-01      1.1391e+00     -4.9811e-01               1
     -1.3669e+00      9.9951e-01     -6.4812e-01               0
      2.2458e-01      6.2999e-01     -9.1076e-02               1
      7.2239e-01     -1.0046e+00     -7.0245e-01               0
     -7.0695e-01      1.0370e+00     -7.1222e-01               0
      1.8515e-01     -2.8568e-01      5.7323e-02               1
     -1.1151e+00     -1.5913e+00     -6.3258e-01               0
      4.0695e-01      2.8803e-01      2.5945e+00               1
      1.0280e+00      6.7698e-01     -7.1519e-01               0
     -1.3359e+00      7.2255e-01      1.0761e+00               1
      1.9008e-01     -1.2070e-01     -1.1501e-01               1
      3.3794e-01      8.6280e-01     -5.7648e-01               1
     -1.1934e+00     -1.5783e+00     -6.3728e-01               0
      3.8723e-01      1.2719e+00      2.8042e+00               1
      4.6116e-01      2.0890e-01     -5.8044e-01               0
     -1.4354e+00     -7.2197e-01     -6.1139e-01               0
      5.1538e-01      1.3757e+00      2.0094e-01               1
     -8.7207e-01     -6.1563e-01     -6.5221e-01               0
     -1.2186e+00     -8.9542e-01     -6.8472e-01               0
      4.4145e-01      9.3981e-01     -2.8125e-01               1
      1.8515e-01      1.4602e+00     -3.8809e-01               1
      4.8581e-01      2.0713e-01     -6.2914e-01               0
     -1.3196e+00     -5.6547e-01     -6.7362e-01               0
     -1.2486e+00     -1.6132e+00     -6.4611e-01               0
      2.5416e-01      1.4150e+00     -3.0776e-01               1
      4.4145e-01     -8.2053e-01     -6.3197e-01               0
      1.8511e+00      3.8377e-01     -5.5024e-01               0
      3.3794e-01      6.1021e-01     -2.9648e-01               1
      3.2316e-01      4.8692e-01     -2.2947e-01               1
      1.0477e+00      5.8513e-01     -4.9819e-01               0
      3.8723e-01      2.6895e-01      6.0370e-02               1
     -1.2826e+00     -1.5137e+00     -6.6579e-01               0
     -1.3176e+00     -1.1975e+00     -5.1212e-01               0
      4.9074e-01     -8.7529e-01     -6.7871e-01               0
      1.2695e+00      1.0175e+00     -5.8536e-01               0
      4.1188e-01      1.1747e+00      2.5009e+00               1
      3.3302e-01     -4.7574e-01      1.4131e-01               1
      3.4780e-01      6.5932e-01     -2.3860e-01               1
      7.0760e-01      1.3217e+00      1.4523e-01               1
     -1.1796e+00     -1.0770e+00     -6.2270e-01               0
     -1.4226e+00      2.1808e-01     -6.6448e-01               0
     -1.2683e+00     -1.3586e+00      2.9036e-02               0
     -1.1831e+00     -1.3616e+00     -6.8907e-01               0
      2.0926e+00      5.8901e-01     -5.4881e-01               0
     -1.4680e+00     -1.0413e+00      1.8855e+00               1
     -1.5444e+00     -1.6182e+00     -7.0883e-01               0
     -1.6242e+00     -1.4805e+00     -5.7057e-01               0
      4.0695e-01      1.2496e+00     -1.6593e-01               1
     -1.1279e+00     -1.5347e+00     -6.6548e-01               0
     -1.4487e+00     -1.3881e+00     -2.7168e-01               0
      8.7025e-01     -1.4356e+00     -6.8324e-01               0
      4.1188e-01      8.4902e-01     -2.8256e-01               1
     -1.0899e+00     -1.3228e+00     -7.9761e-02               0
     -1.4330e+00     -1.4957e+00     -2.4557e-01               0
      3.3794e-01     -1.5477e+00      2.8134e+00               1
     -1.3541e+00     -1.6706e+00     -6.8298e-01               0
      1.3089e+00      1.0988e+00     -5.1382e-01               0
     -1.2393e+00     -9.2227e-01     -1.4243e-01               0
      3.7738e-01      1.2751e+00      2.5185e-01               1
      2.5416e-01      1.6160e+00      6.7768e-02               1
     -4.4573e-01     -5.3582e-02      1.8599e+00               1
      1.5948e+00     -1.0431e+00     -6.8541e-01               0
      3.7738e-01     -1.0989e+00      2.3421e+00               1
      1.9501e-01      8.4337e-01     -4.4763e-01               1
     -5.2952e-01      3.2943e-03     -6.6879e-01               0
      8.1604e-01     -1.4281e+00     -5.8889e-01               0
      5.6960e-01      1.6117e+00     -7.1161e-01               0
     -1.3088e+00     -1.6435e+00     -6.5621e-01               0
     -1.3161e+00     -4.4359e-01     -7.0136e-01               0
     -6.7738e-01      2.3433e-01      1.1701e+00               1
     -1.1082e+00     -2.9169e-01     -6.9811e-01               0
     -1.2545e+00     -1.6007e+00     -6.7144e-01               0
      1.2301e+00     -1.3031e+00     -6.2475e-01               0
      1.3587e-01      7.5858e-01     -1.2197e-01               1
      3.2316e-01     -4.6479e-01     -3.6242e-01               1
      2.7387e-01      6.7486e-01     -6.2074e-01               0
     -1.2191e+00      1.3157e+00     -6.3515e-01               0
     -1.5547e+00      1.2567e+00     -6.4764e-01               0
      3.2316e-01      7.9426e-01      1.1085e-01               1
      3.1330e-01     -5.6512e-01      2.9330e+00               1
     -1.2200e+00     -1.5621e+00     -4.9772e-01               0
      6.6863e-02      1.3503e+00     -7.1671e-01               0
      9.2447e-01     -1.2667e+00     -6.4359e-01               0
      4.2666e-01      1.6082e+00     -1.1284e-01               1
     -2.1762e+00      1.0772e+00      1.1749e+00               1
      1.7673e+00     -1.3204e+00     -6.4807e-01               0
      4.3159e-01     -1.5612e+00      2.3923e-01               1
      3.6259e-01     -7.0218e-01     -5.2230e-01               1
      4.0202e-01     -3.1182e-01     -5.8950e-01               1
     -1.3438e+00      8.5008e-01     -6.8271e-01               0
      1.4026e+00      1.4132e+00     -5.9581e-01               0
     -1.8110e+00      4.4980e-02      4.1157e-01               1
     -3.5701e-01     -2.0478e-01      1.1697e+00               1
      3.7738e-01      1.4757e+00      1.8483e-01               1
      3.5273e-01      1.6191e+00      1.4567e-01               1
     -4.1123e-01     -1.2243e+00     -6.2466e-01               0
     -8.8291e-01      4.7703e-01     -7.1249e-01               0
     -1.3551e+00     -4.4324e-01     -6.5956e-01               0
     -1.1964e+00     -1.2748e+00     -3.0915e-01               0
      4.1188e-01      1.3938e+00      2.3749e-01               1
      2.0285e+00     -1.2833e+00     -6.5630e-01               0
      3.0837e-01      2.6436e-01     -5.5667e-04               1
      3.0344e-01     -9.4311e-01      9.9537e-02               1
     -1.0909e+00     -1.5182e+00     -6.9971e-01               0
     -1.8721e+00     -9.5654e-01     -3.3848e-01               0
     -1.2333e+00     -1.3617e+00     -7.2530e-01               0
      2.0877e+00      1.3157e+00     -5.6839e-01               0
      3.1330e-01      1.1765e+00     -3.9375e-01               1
      3.4780e-01      1.1613e+00     -6.1191e-01               1
      3.8230e-01      6.2823e-01      1.1113e+00               1
     -2.3872e-01      1.5644e+00     -6.2148e-01               1
      3.8230e-01     -5.7607e-01     -1.8835e-02               1
      3.6752e-01      7.2008e-01      5.1231e-02               1
     -1.3807e+00     -1.4657e+00     -6.1261e-01               0
      3.4780e-01     -7.5164e-01      9.8666e-02               1
      3.3794e-01     -3.2739e-02      2.7537e+00               1
      3.5766e-01      5.6888e-01      1.0300e+00               1
      5.3510e-01      5.9573e-01     -5.6230e-01               1
      3.5273e-01      5.6111e-01     -2.4927e-02               1
      1.5899e+00      6.5366e-01     -6.7257e-01               0
      4.8088e-01      9.5677e-01      2.0261e+00               1
      4.0202e-01      3.9012e-01     -4.6687e-02               1
      4.5624e-01      1.5287e+00     -7.9761e-02               1
     -6.1285e-02     -1.0975e-01     -7.1628e-01               0
      3.5766e-01      7.2078e-01      9.8231e-02               1
      1.3927e+00     -1.6018e+00     -6.3811e-01               0
      5.0059e-01      5.4139e-03      3.1212e-02               1
      2.8866e-01     -9.4311e-01      2.8286e+00               1
      3.5766e-01     -9.7597e-01      2.4791e+00               1
      3.6752e-01      8.6986e-01      1.1781e-01               1
      3.2316e-01     -7.1420e-01     -6.5695e-01               0
     -1.3053e+00     -3.5315e-01     -6.9024e-01               0
     -1.3369e+00     -2.4753e-01      3.4107e-01               1
     -2.0205e+00     -8.9578e-01     -6.9107e-01               0
      4.1188e-01      9.3381e-01     -8.7159e-02               1
      5.8438e-01      8.9353e-01     -4.9086e-03               1
      2.5460e+00     -1.6401e+00     -6.6796e-01               0
     -1.2925e+00     -1.5613e+00     -6.4333e-01               0
     -1.2521e+00     -1.0078e+00     -7.2424e-01               0
      3.7738e-01      5.8195e-01     -4.4837e-01               1
      6.8789e-01     -1.4533e+00     -7.0682e-01               0
     -1.4798e+00     -1.3968e+00     -6.8145e-01               0
      2.4672e+00     -1.0145e+00     -6.9228e-01               0
      2.3444e-01      3.9436e-01      1.0258e-01               1
      4.5131e-01      1.1369e+00      9.0833e-02               1
     -1.3645e+00      7.6671e-01     -7.1741e-01               0
      1.9694e+00     -1.2752e+00     -6.6339e-01               0
     -1.3161e+00     -1.4956e+00     -6.6417e-01               0
     -2.5351e-01      7.2820e-01     -4.7122e-02               1
     -1.3723e+00      1.0991e+00     -5.7657e-01               0
     -1.3620e+00      1.5382e+00     -7.2446e-01               0
      1.4913e+00     -1.1466e+00     -7.2319e-01               0
      4.5131e-01     -3.5916e-01     -5.9324e-01               1
      2.8373e-01     -7.6153e-01     -6.0521e-01               1
      8.6039e-01     -1.3606e+00     -7.0782e-01               0
     -8.8390e-01     -1.5461e+00     -7.1166e-01               0
     -1.3403e+00     -1.4849e+00     -7.1670e-01               0
      4.2173e-01      1.5163e+00     -7.4974e-02               1
      9.6435e-02      1.6350e+00      1.0439e+00               1
     -1.2945e+00     -1.3287e+00     -7.1494e-01               0
      3.0837e-01      8.4196e-01      1.0781e-01               1
     -1.7928e+00      1.1655e+00      3.6065e-01               1
      4.3652e-01      4.1803e-01     -3.9183e-01               0
     -1.2565e+00     -8.4844e-01     -5.5211e-01               0
      9.5897e-01     -8.4490e-01     -6.9910e-01               0
      4.5131e-01      9.1402e-01     -2.5732e-01               1
     -1.1377e+00      4.5407e-01     -7.1324e-01               0
     -2.1855e-02      5.7100e-01     -6.5121e-01               0
     -1.4315e+00     -5.3261e-01     -5.4267e-01               0
      4.5131e-01      9.6383e-01      1.4044e-01               1
      6.2381e-01     -6.1457e-01      1.1129e-01               1
     -1.3068e+00     -7.1208e-01     -7.1856e-01               0
     -1.4640e+00      5.9855e-01     -6.3528e-01               0
      1.8515e-01      6.2752e-01     -5.9563e-01               1
      4.2666e-01      1.4305e+00     -3.8679e-01               0
     -1.6794e+00     -1.5783e+00     -6.9867e-01               0
      4.8581e-01     -1.5582e+00     -5.0894e-01               0
