    f_weight    f_mass4l f_D_bkg_kin      f_pt4l
         1.0   1.267e+02   5.819e-01   8.577e+02
         1.0   1.194e+02   9.358e-01   4.085e+02
         1.0   9.982e+01   8.800e-01   6.394e+02
         1.0   1.254e+02   4.957e-01   7.855e+02
         1.0   1.262e+02   1.376e-01   3.580e+02
         1.0   1.253e+02   2.962e-01   7.158e+02
         1.0   1.190e+02   2.910e-01   7.779e+02
         1.0   1.265e+02   9.134e-01   7.429e+02
         1.0   1.259e+02   7.403e-01   7.924e+02
         1.0   1.046e+02   7.617e-01   6.787e+02
         1.0   1.254e+02   8.170e-02   4.497e+02
         1.0   1.242e+02   4.167e-01   5.986e+02
         1.0   9.837e+01   1.261e-01   4.584e+02
         1.0   1.274e+02   3.540e-01   5.185e+02
         1.0   1.247e+02   4.682e-01   5.427e+02
         1.0   8.777e+01   1.378e-01   6.951e+02
         1.0   1.269e+02   6.137e-01   8.735e+02
         1.0   1.032e+02   8.089e-01   5.175e+02
         1.0   1.266e+02   3.832e-02   8.147e+02
         1.0   1.224e+02   5.986e-01   6.811e+02
         1.0   1.274e+02   4.735e-01   7.039e+02
         1.0   9.154e+01   6.537e-01   5.019e+02
         1.0   1.282e+02   2.604e-01   5.017e+02
         1.0   1.280e+02   4.433e-01   7.681e+02
         1.0   1.257e+02   4.095e-01   8.406e+02
         1.0   1.042e+02   9.889e-01   6.088e+02
         1.0   1.251e+02   1.619e-01   7.068e+02
         1.0   1.246e+02   8.136e-01   7.642e+02
         1.0   1.190e+02   7.845e-01   7.967e+02
         1.0   9.931e+01   5.724e-02   4.489e+02
         1.0   1.245e+02   5.533e-01   7.794e+02
         1.0   1.266e+02   1.317e-01   6.313e+02
         1.0   1.254e+02   8.866e-01   8.198e+02
         1.0   1.269e+02   9.057e-01   6.923e+02
         1.0   1.227e+02   6.081e-01   7.089e+02
         1.0   1.244e+02   4.999e-01   6.732e+02
         1.0   1.253e+02   8.413e-01   7.167e+02
         1.0   1.252e+02   6.764e-01   6.654e+02
         1.0   1.277e+02   5.025e-01   4.840e+02
         1.0   1.281e+02   2.556e-01   5.204e+02
         1.0   1.264e+02   8.735e-01   7.041e+02
         1.0   1.272e+02   5.075e-01   5.658e+02
         1.0   1.255e+02   5.950e-01   8.027e+02
         1.0   7.777e+01   7.564e-01   3.401e+02
         1.0   1.242e+02   5.631e-01   7.037e+02
         1.0   8.802e+01   7.856e-01   4.457e+02
         1.0   1.261e+02   5.804e-01   6.510e+02
         1.0   1.293e+02   4.610e-01   6.019e+02
         1.0   1.082e+02   8.202e-01   6.260e+02
         1.0   1.250e+02   3.312e-01   6.810e+02
         1.0   1.227e+02   6.081e-01   7.089e+02
         1.0   1.238e+02   6.156e-01   7.979e+02
         1.0   1.266e+02   4.049e-02   6.945e+02
         1.0   1.258e+02   3.319e-02   8.409e+02
         1.0   1.257e+02   7.588e-01   6.723e+02
         1.0   1.255e+02   5.941e-01   6.749e+02
         1.0   1.256e+02   6.801e-01   6.098e+02
         1.0   1.242e+02   2.812e-01   7.958e+02
         1.0   1.256e+02   3.394e-01   7.380e+02
         1.0   1.230e+02   7.898e-01   7.767e+02
         1.0   9.615e+01   9.675e-01   5.704e+02
         1.0   7.756e+01   6.025e-01   1.940e+02
         1.0   1.272e+02   5.625e-01   6.669e+02
         1.0   1.195e+02   4.770e-01   6.690e+02
         1.0   1.240e+02   3.330e-01   4.657e+02
         1.0   1.257e+02   3.981e-01   5.923e+02
         1.0   1.273e+02   8.275e-01   8.125e+02
         1.0   1.084e+02   6.574e-01   3.463e+02
         1.0   1.259e+02   6.059e-01   8.034e+02
         1.0   9.950e+01   7.049e-01   3.446e+02
         1.0   1.243e+02   4.637e-01   8.014e+02
         1.0   1.272e+02   2.621e-01   6.309e+02
         1.0   1.264e+02   6.241e-01   6.740e+02
         1.0   1.262e+02   5.268e-01   7.876e+02
         1.0   9.404e+01   2.743e-01   4.801e+02
         1.0   1.184e+02   3.799e-01   5.808e+02
         1.0   1.234e+02   6.958e-01   7.395e+02
         1.0   1.286e+02   5.986e-01   7.067e+02
         1.0   1.259e+02   2.734e-01   7.338e+02
         1.0   1.131e+02   8.431e-01   4.663e+02
         1.0   1.155e+02   2.467e-01   7.155e+02
         1.0   8.415e+01   6.898e-01   3.931e+02
         1.0   1.240e+02   3.330e-01   4.657e+02
         1.0   8.767e+01   8.678e-03   4.834e+02
         1.0   1.143e+02   9.028e-01   7.035e+02
         1.0   1.258e+02   6.574e-01   4.312e+02
         1.0   7.197e+01   7.699e-01   3.367e+02
         1.0   1.265e+02   7.982e-01   5.751e+02
         1.0   1.191e+02   9.400e-01   7.519e+02
         1.0   1.261e+02   5.118e-01   8.139e+02
         1.0   1.143e+02   2.310e-01   6.992e+02
         1.0   1.250e+02   6.109e-01   4.480e+02
         1.0   1.179e+02   3.145e-01   7.662e+02
         1.0   1.264e+02   3.969e-01   4.386e+02
         1.0   1.245e+02   2.231e-01   6.842e+02
         1.0   1.260e+02   6.720e-01   8.209e+02
         1.0   8.677e+01   6.250e-01   3.153e+02
         1.0   1.262e+02   1.707e-01   7.914e+02
         1.0   1.239e+02   4.512e-01   8.257e+02
         1.0   1.274e+02   2.686e-01   4.508e+02
         1.0   8.722e+01   2.871e-01   3.777e+02
         1.0   9.600e+01   1.509e-01   5.969e+02
         1.0   1.238e+02   2.948e-01   5.900e+02
         1.0   1.273e+02   1.080e-01   6.174e+02
         1.0   1.280e+02   2.677e-01   5.981e+02
         1.0   1.245e+02   1.801e-01   8.245e+02
         1.0   1.262e+02   5.517e-01   7.963e+02
         1.0   1.249e+02   2.458e-01   6.378e+02
         1.0   1.263e+02   5.505e-01   7.818e+02
         1.0   8.212e+01   4.758e-01   3.745e+02
         1.0   1.258e+02   1.852e-01   7.910e+02
         1.0   1.263e+02   4.713e-01   7.941e+02
         1.0   1.247e+02   1.967e-01   7.383e+02
         1.0   1.271e+02   3.525e-01   5.368e+02
         1.0   1.246e+02   1.382e-01   7.595e+02
         1.0   1.260e+02   2.797e-01   7.917e+02
         1.0   1.301e+02   7.580e-01   8.174e+02
         1.0   1.260e+02   4.534e-01   6.982e+02
         1.0   1.259e+02   8.147e-01   4.602e+02
         1.0   1.267e+02   5.096e-01   8.076e+02
         1.0   1.250e+02   7.017e-01   7.598e+02
         1.0   1.162e+02   9.675e-01   7.430e+02
         1.0   1.258e+02   3.137e-01   7.674e+02
         1.0   1.255e+02   6.909e-01   8.062e+02
         1.0   1.299e+02   1.516e-01   8.602e+02
         1.0   9.974e+01   9.121e-01   6.497e+02
         1.0   1.267e+02   2.248e-01   6.533e+02
         1.0   1.365e+02   7.195e-01   8.293e+02
         1.0   1.252e+02   8.806e-01   8.207e+02
         1.0   1.030e+02   9.497e-01   7.087e+02
         1.0   8.730e+01   5.671e-01   5.585e+02
         1.0   1.245e+02   4.944e-01   9.013e+02
         1.0   1.254e+02   8.615e-01   5.830e+02
         1.0   1.153e+02   7.559e-01   7.687e+02
         1.0   1.266e+02   4.740e-01   6.497e+02
         1.0   9.097e+01   2.449e-01   4.642e+02
         1.0   1.279e+02   3.158e-01   6.214e+02
         1.0   1.250e+02   4.894e-01   8.299e+02
         1.0   7.820e+01   7.247e-01   2.119e+02
         1.0   8.639e+01   5.373e-01   3.475e+02
         1.0   1.245e+02   6.804e-01   3.693e+02
         1.0   1.269e+02   3.338e-01   5.710e+02
         1.0   8.586e+01   9.695e-01   4.839e+02
         1.0   1.240e+02   9.277e-01   7.852e+02
         1.0   1.272e+02   6.929e-02   8.604e+02
         1.0   1.260e+02   3.450e-01   8.191e+02
         1.0   1.204e+02   1.854e-01   5.901e+02
         1.0   1.250e+02   3.312e-01   6.810e+02
         1.0   1.251e+02   2.865e-01   8.359e+02
         1.0   1.260e+02   8.564e-01   7.603e+02
         1.0   1.035e+02   1.746e-01   6.683e+02
         1.0   1.265e+02   2.416e-01   8.874e+02
         1.0   1.253e+02   8.330e-01   8.130e+02
         1.0   1.252e+02   3.091e-01   7.624e+02
         1.0   1.257e+02   6.228e-01   7.644e+02
         1.0   8.639e+01   5.373e-01   3.475e+02
         1.0   7.116e+01   5.776e-01   3.176e+02
         1.0   1.263e+02   7.353e-01   7.656e+02
         1.0   1.240e+02   5.467e-01   7.990e+02
         1.0   1.250e+02   3.312e-01   6.810e+02
         1.0   1.235e+02   9.185e-01   6.570e+02
         1.0   8.077e+01   1.563e-01   3.736e+02
         1.0   1.063e+02   5.509e-01   6.363e+02
         1.0   1.184e+02   3.799e-01   5.808e+02
         1.0   1.082e+02   8.202e-01   6.260e+02
         1.0   1.263e+02   6.215e-02   5.144e+02
         1.0   1.257e+02   4.858e-01   7.912e+02
         1.0   1.249e+02   5.100e-01   4.347e+02
         1.0   1.124e+02   1.180e-01   6.935e+02
         1.0   1.259e+02   7.031e-01   8.065e+02
         1.0   9.950e+01   7.049e-01   3.446e+02
         1.0   1.264e+02   4.285e-01   7.815e+02
         1.0   1.282e+02   5.516e-01   8.451e+02
         1.0   8.257e+01   4.241e-01   4.437e+02
         1.0   1.248e+02   2.422e-01   8.197e+02
         1.0   1.250e+02   3.593e-01   8.072e+02
         1.0   1.261e+02   5.944e-01   8.068e+02
         1.0   9.043e+01   8.794e-01   5.377e+02
         1.0   8.136e+01   4.932e-01   4.479e+02
         1.0   8.216e+01   3.614e-01   5.450e+02
         1.0   1.117e+02   7.111e-01   7.089e+02
         1.0   9.652e+01   5.363e-01   5.826e+02
         1.0   8.222e+01   2.842e-02   2.666e+02
         1.0   1.173e+02   3.449e-01   3.923e+02
         1.0   8.759e+01   5.065e-01   4.164e+02
         1.0   1.057e+02   7.859e-02   5.490e+02
         1.0   1.256e+02   2.549e-01   7.591e+02
         1.0   1.262e+02   7.251e-01   6.475e+02
         1.0   1.269e+02   2.353e-01   3.762e+02
         1.0   1.278e+02   5.216e-01   8.252e+02
         1.0   1.263e+02   6.670e-01   8.099e+02
         1.0   1.267e+02   5.096e-01   8.076e+02
         1.0   7.282e+01   2.945e-01   4.220e+02
         1.0   1.256e+02   8.749e-01   6.379e+02
         1.0   1.267e+02   4.450e-01   6.937e+02
         1.0   1.265e+02   3.537e-01   6.086e+02
         1.0   7.935e+01   6.921e-01   2.571e+02
         1.0   1.250e+02   3.474e-01   8.751e+02
         1.0   1.054e+02   7.034e-01   4.983e+02
         1.0   1.234e+02   5.391e-01   4.923e+02
         1.0   9.467e+01   1.563e-01   5.094e+02
         1.0   1.250e+02   4.460e-01   8.742e+02
         1.0   1.255e+02   5.434e-01   2.667e+02
         1.0   1.258e+02   6.997e-01   4.582e+02
         1.0   1.045e+02   9.405e-01   4.743e+02
         1.0   1.252e+02   7.622e-01   2.327e+02
         1.0   1.243e+02   4.292e-01   8.119e+02
         1.0   1.242e+02   4.327e-01   7.618e+02
         1.0   1.233e+02   6.155e-01   7.879e+02
         1.0   1.283e+02   6.221e-01   8.389e+02
         1.0   8.722e+01   5.506e-01   4.802e+02
         1.0   7.795e+01   9.184e-01   4.038e+02
         1.0   1.074e+02   9.192e-01   6.561e+02
         1.0   1.326e+02   4.787e-02   8.500e+02
         1.0   7.796e+01   5.183e-01   4.711e+02
         1.0   1.271e+02   4.227e-01   3.827e+02
         1.0   1.254e+02   3.287e-01   7.363e+02
         1.0   1.281e+02   4.499e-01   8.749e+02
         1.0   1.241e+02   8.488e-01   8.061e+02
         1.0   1.053e+02   5.192e-01   5.167e+02
         1.0   1.256e+02   3.384e-01   6.917e+02
         1.0   1.235e+02   7.650e-01   4.156e+02
         1.0   1.241e+02   7.681e-01   4.230e+02
         1.0   1.243e+02   5.839e-01   5.875e+02
         1.0   1.315e+02   3.259e-01   5.063e+02
         1.0   1.242e+02   5.631e-01   7.037e+02
         1.0   1.265e+02   4.548e-01   1.025e+03
         1.0   8.350e+01   7.667e-01   4.603e+02
         1.0   1.238e+02   9.518e-01   6.659e+02
         1.0   1.253e+02   7.280e-01   7.306e+02
         1.0   1.265e+02   6.526e-01   5.631e+02
         1.0   1.263e+02   3.546e-02   6.432e+02
         1.0   1.274e+02   1.833e-01   5.131e+02
         1.0   1.248e+02   5.113e-01   7.701e+02
         1.0   1.266e+02   1.594e-01   8.049e+02
         1.0   1.258e+02   3.637e-01   7.952e+02
         1.0   1.247e+02   9.699e-01   5.195e+02
         1.0   1.254e+02   3.008e-01   6.509e+02
         1.0   7.921e+01   3.496e-02   2.878e+02
         1.0   1.263e+02   4.828e-01   7.156e+02
         1.0   1.238e+02   2.294e-01   7.656e+02
         1.0   1.085e+02   2.592e-01   5.328e+02
         1.0   1.273e+02   8.275e-01   8.125e+02
         1.0   9.385e+01   2.942e-01   5.795e+02
         1.0   1.280e+02   4.920e-01   6.773e+02
         1.0   8.455e+01   8.793e-01   5.592e+02
         1.0   1.255e+02   1.976e-01   9.461e+02
         1.0   1.264e+02   3.968e-01   8.220e+02
         1.0   1.221e+02   5.915e-01   7.999e+02
         1.0   1.142e+02   6.999e-01   7.850e+02
         1.0   7.852e+01   3.357e-01   4.302e+02
         1.0   1.246e+02   9.473e-01   8.351e+02
         1.0   1.223e+02   8.792e-01   6.597e+02
         1.0   1.257e+02   7.579e-01   7.864e+02
         1.0   1.237e+02   8.623e-01   2.857e+02
         1.0   1.263e+02   3.547e-01   5.017e+02
         1.0   7.850e+01   4.582e-01   4.550e+02
         1.0   1.282e+02   5.226e-01   7.734e+02
         1.0   1.014e+02   9.087e-01   6.630e+02
         1.0   1.256e+02   4.185e-01   6.070e+02
         1.0   9.860e+01   4.714e-01   6.204e+02
         1.0   1.257e+02   4.196e-01   5.656e+02
         1.0   1.235e+02   7.650e-01   4.156e+02
         1.0   8.004e+01   6.363e-01   2.391e+02
         1.0   9.704e+01   3.785e-01   3.816e+02
         1.0   1.263e+02   6.105e-01   8.381e+02
         1.0   1.127e+02   4.810e-01   7.792e+02
         1.0   1.270e+02   7.030e-01   8.423e+02
         1.0   1.247e+02   7.072e-01   7.327e+02
         1.0   1.261e+02   5.933e-01   5.502e+02
         1.0   9.837e+01   1.261e-01   4.584e+02
         1.0   1.138e+02   1.708e-01   6.145e+02
         1.0   1.253e+02   9.231e-01   5.847e+02
         1.0   1.245e+02   7.861e-01   3.307e+02
         1.0   1.231e+02   7.806e-01   1.351e+02
         1.0   1.199e+02   9.275e-01   3.706e+02
         1.0   1.249e+02   6.030e-01   6.491e+02
         1.0   1.243e+02   7.098e-01   6.840e+02
         1.0   8.028e+01   8.560e-01   4.309e+02
         1.0   1.273e+02   4.099e-01   2.700e+02
         1.0   1.238e+02   9.932e-02   3.308e+02
         1.0   8.945e+01   7.515e-01   3.580e+02
         1.0   1.258e+02   3.101e-01   4.430e+02
         1.0   1.266e+02   5.924e-01   7.688e+02
         1.0   1.241e+02   1.970e-01   7.417e+02
         1.0   8.766e+01   1.782e-01   6.019e+02
         1.0   1.234e+02   4.166e-01   7.118e+02
         1.0   1.256e+02   6.289e-01   8.978e+02
         1.0   1.223e+02   7.939e-01   7.689e+02
         1.0   1.232e+02   5.114e-01   6.903e+02
         1.0   8.774e+01   3.414e-01   4.192e+02
         1.0   1.267e+02   7.433e-01   5.136e+02
         1.0   1.256e+02   7.823e-01   7.868e+02
         1.0   1.257e+02   6.872e-01   8.041e+02
         1.0   1.256e+02   4.363e-01   5.242e+02
         1.0   1.253e+02   8.330e-01   8.130e+02
         1.0   1.281e+02   6.637e-01   2.343e+02
         1.0   1.254e+02   2.622e-01   8.129e+02
         1.0   1.268e+02   7.147e-01   7.521e+02
         1.0   8.609e+01   7.545e-01   4.638e+02
         1.0   1.094e+02   4.442e-01   6.926e+02
         1.0   1.261e+02   1.507e-01   7.099e+02
         1.0   7.329e+01   8.012e-01   3.526e+02
         1.0   1.279e+02   5.789e-01   6.121e+02
         1.0   1.237e+02   6.617e-01   7.086e+02
         1.0   1.264e+02   2.688e-01   7.969e+02
         1.0   1.235e+02   4.167e-01   5.301e+02
         1.0   1.240e+02   7.941e-01   7.834e+02
         1.0   9.262e+01   1.910e-01   5.240e+02
         1.0   1.250e+02   5.131e-01   8.061e+02
         1.0   1.278e+02   5.273e-01   3.955e+02
         1.0   1.247e+02   9.047e-01   7.824e+02
         1.0   1.265e+02   6.544e-01   5.875e+02
         1.0   1.144e+02   8.370e-01   5.042e+02
         1.0   1.251e+02   3.063e-01   8.033e+02
         1.0   1.211e+02   8.057e-01   5.576e+02
         1.0   1.255e+02   5.449e-01   7.389e+02
         1.0   1.247e+02   8.398e-01   8.076e+02
         1.0   1.456e+02   1.352e-02   9.285e+02
         1.0   8.070e+01   4.857e-01   2.632e+02
         1.0   1.133e+02   8.945e-01   5.196e+02
         1.0   1.203e+02   8.740e-01   7.105e+02
         1.0   1.252e+02   6.756e-01   8.359e+02
         1.0   1.265e+02   5.019e-01   8.252e+02
         1.0   1.263e+02   1.609e-01   7.120e+02
         1.0   1.256e+02   4.618e-01   6.829e+02
         1.0   1.251e+02   9.061e-01   5.150e+02
         1.0   1.232e+02   6.037e-01   9.648e+01
         1.0   1.260e+02   6.148e-01   8.257e+02
         1.0   1.255e+02   6.334e-01   8.167e+02
         1.0   1.263e+02   4.659e-01   8.273e+02
         1.0   1.257e+02   9.412e-01   8.616e+02
         1.0   1.268e+02   7.296e-01   7.894e+02
         1.0   1.236e+02   8.738e-01   7.198e+02
         1.0   1.268e+02   8.586e-01   8.167e+02
         1.0   1.089e+02   7.706e-01   6.696e+02
         1.0   9.592e+01   2.744e-01   5.636e+02
         1.0   1.260e+02   7.984e-01   3.333e+02
         1.0   8.438e+01   7.794e-01   4.485e+02
         1.0   1.242e+02   9.467e-01   3.818e+02
         1.0   1.260e+02   2.665e-01   7.477e+02
         1.0   1.094e+02   8.485e-01   6.589e+02
         1.0   9.491e+01   7.815e-01   4.213e+02
         1.0   1.230e+02   5.786e-01   6.964e+02
         1.0   1.266e+02   3.436e-01   7.636e+02
         1.0   1.242e+02   2.812e-01   7.958e+02
         1.0   1.232e+02   3.782e-01   3.476e+02
         1.0   1.213e+02   6.849e-01   9.594e+02
         1.0   1.268e+02   5.978e-01   5.736e+02
         1.0   1.270e+02   6.774e-01   8.122e+02
         1.0   1.265e+02   6.526e-01   5.631e+02
         1.0   1.254e+02   8.039e-01   7.656e+02
         1.0   1.252e+02   8.806e-01   8.207e+02
         1.0   7.610e+01   8.933e-01   3.750e+02
         1.0   1.262e+02   7.205e-01   7.745e+02
         1.0   1.262e+02   1.501e-01   6.722e+02
         1.0   1.202e+02   6.689e-01   7.552e+02
         1.0   1.264e+02   6.417e-01   2.828e+02
         1.0   1.257e+02   7.743e-01   6.716e+02
         1.0   8.539e+01   8.577e-01   2.281e+02
         1.0   7.873e+01   2.772e-01   4.165e+02
         1.0   1.265e+02   7.186e-01   8.852e+02
         1.0   1.240e+02   7.066e-01   8.045e+02
         1.0   1.254e+02   4.842e-01   7.756e+02
         1.0   1.254e+02   2.357e-01   8.067e+02
         1.0   1.237e+02   6.681e-01   7.487e+02
         1.0   8.777e+01   1.378e-01   6.951e+02
         1.0   1.266e+02   3.997e-01   4.100e+02
         1.0   1.260e+02   4.313e-01   9.224e+02
         1.0   1.255e+02   8.053e-01   7.134e+02
         1.0   8.217e+01   4.811e-01   4.741e+02
         1.0   1.254e+02   5.968e-01   7.170e+02
         1.0   1.299e+02   9.690e-01   4.852e+02
         1.0   9.382e+01   3.454e-01   5.780e+02
         1.0   8.450e+01   5.561e-01   4.706e+02
         1.0   1.263e+02   7.416e-01   7.710e+02
         1.0   1.275e+02   5.979e-01   8.082e+02
         1.0   1.250e+02   7.017e-01   7.598e+02
         1.0   1.224e+02   6.066e-01   7.904e+02
         1.0   1.255e+02   9.206e-01   7.815e+02
         1.0   1.272e+02   7.438e-01   6.342e+02
         1.0   1.293e+02   4.610e-01   6.019e+02
         1.0   8.562e+01   4.940e-02   3.324e+02
         1.0   1.286e+02   5.933e-01   5.081e+02
         1.0   1.260e+02   2.502e-01   8.172e+02
         1.0   1.279e+02   9.058e-01   8.228e+02
         1.0   1.257e+02   2.877e-01   8.661e+02
         1.0   1.260e+02   7.305e-01   8.440e+02
         1.0   1.221e+02   5.915e-01   7.999e+02
         1.0   1.267e+02   3.626e-01   4.440e+02
         1.0   1.263e+02   7.995e-01   6.852e+02
         1.0   1.251e+02   5.057e-01   7.660e+02
         1.0   8.941e+01   9.903e-01   5.062e+02
         1.0   1.259e+02   7.751e-01   4.692e+02
         1.0   1.269e+02   1.509e-01   8.188e+02
         1.0   8.587e+01   1.296e-01   3.540e+02
         1.0   1.266e+02   8.046e-01   3.034e+02
         1.0   1.264e+02   7.265e-01   5.520e+02
         1.0   1.192e+02   7.320e-01   6.841e+02
         1.0   1.260e+02   3.038e-02   9.441e+02
         1.0   1.201e+02   2.914e-01   7.254e+02
         1.0   1.250e+02   3.442e-01   6.273e+02
         1.0   1.241e+02   1.970e-01   7.417e+02
         1.0   1.258e+02   5.107e-01   6.373e+02
         1.0   1.251e+02   7.457e-01   8.247e+02
         1.0   1.261e+02   5.058e-01   8.169e+02
         1.0   1.262e+02   3.835e-01   7.587e+02
         1.0   1.266e+02   1.317e-01   6.313e+02
         1.0   8.536e+01   8.543e-01   5.194e+02
         1.0   1.238e+02   8.285e-01   4.563e+02
         1.0   7.329e+01   8.012e-01   3.526e+02
         1.0   1.018e+02   2.210e-01   6.343e+02
         1.0   1.014e+02   1.198e-01   4.609e+02
         1.0   1.033e+02   9.734e-02   5.681e+02
         1.0   9.839e+01   1.834e-01   7.424e+02
         1.0   1.252e+02   9.321e-01   6.721e+02
         1.0   8.323e+01   6.075e-01   4.038e+02
         1.0   8.301e+01   3.455e-01   3.833e+02
         1.0   1.266e+02   2.949e-01   6.727e+02
         1.0   1.263e+02   6.975e-01   6.540e+02
         1.0   1.267e+02   6.263e-01   6.552e+02
         1.0   1.253e+02   4.782e-01   2.985e+02
         1.0   1.260e+02   4.977e-01   7.941e+02
         1.0   1.272e+02   8.869e-01   6.030e+02
         1.0   1.253e+02   3.408e-01   6.025e+02
         1.0   1.246e+02   9.473e-01   8.351e+02
         1.0   1.271e+02   7.123e-01   4.569e+02
         1.0   1.013e+02   7.181e-01   4.377e+02
         1.0   1.250e+02   4.333e-01   6.376e+02
         1.0   8.818e+01   5.912e-01   3.086e+02
         1.0   1.262e+02   4.559e-01   7.806e+02
         1.0   1.220e+02   6.111e-01   7.568e+02
         1.0   9.473e+01   4.892e-01   4.576e+02
         1.0   1.240e+02   5.028e-01   7.816e+02
         1.0   1.262e+02   7.222e-01   7.647e+02
         1.0   1.261e+02   5.495e-01   8.876e+02
         1.0   1.250e+02   9.302e-01   4.891e+02
         1.0   1.248e+02   7.335e-01   8.314e+02
         1.0   1.258e+02   7.918e-01   8.137e+02
         1.0   1.138e+02   4.178e-02   6.189e+02
         1.0   1.175e+02   9.266e-01   7.835e+02
         1.0   1.259e+02   3.889e-01   6.957e+02
         1.0   1.266e+02   7.704e-01   6.965e+02
         1.0   8.503e+01   1.085e-01   4.781e+02
         1.0   1.257e+02   6.217e-01   7.862e+02
         1.0   1.258e+02   5.803e-01   7.018e+02
         1.0   1.274e+02   8.201e-02   8.494e+02
         1.0   1.259e+02   4.123e-01   7.131e+02
         1.0   1.266e+02   5.408e-01   7.449e+02
         1.0   1.164e+02   8.332e-01   6.177e+02
         1.0   1.250e+02   8.230e-01   5.237e+02
         1.0   1.274e+02   2.070e-01   5.318e+02
         1.0   8.217e+01   4.811e-01   4.741e+02
         1.0   1.256e+02   7.716e-02   7.793e+02
         1.0   7.840e+01   8.027e-01   4.951e+02
         1.0   1.282e+02   9.297e-01   7.743e+02
         1.0   1.260e+02   8.317e-01   8.442e+02
         1.0   1.232e+02   4.839e-01   4.847e+02
         1.0   1.261e+02   8.931e-01   5.192e+02
         1.0   1.255e+02   8.700e-01   5.762e+02
         1.0   1.273e+02   6.031e-01   6.747e+02
         1.0   1.249e+02   2.431e-01   7.318e+02
         1.0   1.265e+02   6.487e-01   5.166e+02
         1.0   1.259e+02   8.715e-01   4.195e+02
         1.0   1.231e+02   5.189e-01   9.111e+02
         1.0   9.316e+01   5.364e-01   5.355e+02
         1.0   1.268e+02   6.477e-01   8.105e+02
         1.0   1.254e+02   6.262e-01   5.019e+02
         1.0   1.267e+02   8.105e-01   6.105e+02
         1.0   1.241e+02   5.642e-02   2.408e+02
         1.0   1.261e+02   3.036e-01   4.236e+02
         1.0   1.260e+02   6.795e-01   8.700e+02
         1.0   1.256e+02   4.417e-01   3.877e+02
         1.0   1.256e+02   2.238e-01   5.823e+02
         1.0   1.253e+02   8.497e-01   7.209e+02
         1.0   1.260e+02   6.859e-01   7.633e+02
         1.0   8.237e+01   5.366e-01   3.112e+02
         1.0   1.248e+02   3.694e-01   8.100e+02
         1.0   9.570e+01   8.949e-01   6.203e+02
         1.0   1.263e+02   4.107e-01   7.723e+02
         1.0   1.262e+02   5.877e-02   5.445e+02
         1.0   9.670e+01   2.649e-01   5.509e+02
         1.0   1.248e+02   4.206e-01   5.795e+02
         1.0   7.796e+01   5.183e-01   4.711e+02
         1.0   8.998e+01   1.134e-04   5.263e+02
         1.0   1.257e+02   8.221e-01   7.579e+02
         1.0   1.293e+02   8.955e-02   8.360e+02
         1.0   7.271e+01   5.901e-01   4.124e+02
         1.0   1.254e+02   7.222e-01   8.281e+02
         1.0   1.241e+02   5.131e-01   8.022e+02
         1.0   7.562e+01   8.372e-01   3.678e+02
         1.0   1.259e+02   1.404e-01   7.721e+02
         1.0   1.255e+02   1.191e-01   8.246e+02
         1.0   1.245e+02   4.751e-01   6.422e+02
         1.0   1.260e+02   8.314e-01   7.364e+02
         1.0   1.238e+02   6.156e-01   7.979e+02
         1.0   1.268e+02   4.562e-01   4.298e+02
         1.0   1.261e+02   5.058e-01   8.169e+02
         1.0   1.259e+02   9.353e-01   7.015e+02
         1.0   9.622e+01   6.461e-01   5.937e+02
         1.0   1.262e+02   4.448e-01   5.512e+02
         1.0   1.262e+02   6.868e-01   4.120e+02
         1.0   1.188e+02   3.524e-01   7.570e+02
         1.0   9.242e+01   6.383e-01   4.295e+02
         1.0   1.261e+02   8.641e-01   6.077e+02
         1.0   1.256e+02   5.780e-01   8.254e+02
         1.0   1.221e+02   7.650e-01   1.020e+03
         1.0   9.663e+01   8.969e-01   4.125e+02
         1.0   1.216e+02   6.811e-01   1.694e+02
         1.0   1.245e+02   8.583e-01   7.795e+02
         1.0   1.257e+02   4.090e-01   8.211e+02
         1.0   1.254e+02   2.357e-01   8.067e+02
         1.0   1.257e+02   6.318e-01   8.195e+02
         1.0   1.226e+02   6.946e-01   8.126e+02
         1.0   1.269e+02   1.052e-01   7.700e+02
         1.0   1.266e+02   3.832e-02   8.147e+02
         1.0   9.234e+01   9.535e-01   4.434e+02
         1.0   1.310e+02   8.010e-01   8.098e+02
         1.0   1.247e+02   8.572e-01   4.031e+02
         1.0   1.250e+02   6.373e-01   8.241e+02
         1.0   9.713e+01   4.118e-01   5.510e+02
         1.0   8.818e+01   5.912e-01   3.086e+02
         1.0   1.253e+02   6.261e-01   7.881e+02
         1.0   1.261e+02   9.466e-01   8.291e+02
         1.0   1.098e+02   2.861e-01   5.555e+02
         1.0   1.220e+02   8.086e-01   4.596e+02
         1.0   1.241e+02   6.700e-01   6.284e+02
         1.0   8.371e+01   3.203e-01   4.358e+02
         1.0   8.070e+01   4.857e-01   2.632e+02
         1.0   1.248e+02   7.528e-01   8.983e+02
         1.0   1.268e+02   5.174e-01   7.188e+02
         1.0   1.238e+02   5.020e-01   9.842e+01
         1.0   1.257e+02   5.545e-01   7.648e+02
         1.0   1.265e+02   2.283e-01   7.565e+02
         1.0   8.392e+01   4.641e-01   4.099e+02
         1.0   8.843e+01   6.888e-01   3.901e+02
         1.0   1.283e+02   6.221e-01   8.389e+02
