    f_weight    f_mass4l f_D_bkg_kin      f_pt4l
         1.0   1.257e+02   6.812e-01   8.108e+02
         1.0   1.212e+02   6.830e-01   5.983e+02
         1.0   1.250e+02   5.430e-01   8.248e+02
         1.0   1.239e+02   6.838e-01   4.929e+02
         1.0   1.270e+02   7.899e-01   5.046e+02
         1.0   1.262e+02   2.792e-01   7.834e+02
         1.0   1.204e+02   9.402e-01   5.216e+02
         1.0   1.266e+02   6.290e-01   6.759e+02
         1.0   1.248e+02   8.583e-01   4.371e+02
         1.0   1.043e+02   8.129e-01   5.104e+02
         1.0   1.261e+02   8.779e-01   7.104e+02
         1.0   1.259e+02   7.751e-01   4.692e+02
         1.0   1.257e+02   4.858e-01   7.912e+02
         1.0   1.266e+02   9.671e-02   7.372e+02
         1.0   1.248e+02   4.972e-01   7.763e+02
         1.0   1.247e+02   7.550e-01   8.819e+02
         1.0   1.251e+02   3.281e-01   3.320e+02
         1.0   1.205e+02   2.573e-01   7.491e+02
         1.0   1.015e+02   8.575e-01   5.326e+02
         1.0   1.263e+02   7.530e-01   7.995e+02
         1.0   8.648e+01   2.833e-01   3.899e+02
         1.0   1.087e+02   8.133e-01   5.474e+02
         1.0   1.025e+02   7.832e-01   5.500e+02
         1.0   1.242e+02   5.780e-01   6.406e+02
         1.0   1.234e+02   5.391e-01   4.923e+02
         1.0   1.262e+02   6.868e-01   4.120e+02
         1.0   1.044e+02   5.716e-01   7.376e+02
         1.0   1.251e+02   4.785e-01   7.508e+02
         1.0   8.707e+01   9.005e-01   3.505e+02
         1.0   1.245e+02   4.229e-01   8.119e+02
         1.0   1.251e+02   3.174e-01   5.340e+02
         1.0   1.209e+02   7.028e-01   7.198e+02
         1.0   1.254e+02   4.190e-01   7.647e+02
         1.0   8.107e+01   8.029e-01   2.515e+02
         1.0   1.279e+02   3.538e-01   3.478e+02
         1.0   1.256e+02   3.267e-01   7.959e+02
         1.0   9.078e+01   1.529e-01   6.720e+02
         1.0   1.250e+02   2.489e-01   8.028e+02
         1.0   1.240e+02   6.496e-01   5.730e+02
         1.0   1.235e+02   5.687e-01   9.546e+02
         1.0   1.258e+02   2.288e-01   8.071e+02
         1.0   1.245e+02   4.717e-01   3.874e+02
         1.0   1.263e+02   3.547e-01   5.017e+02
         1.0   7.837e+01   7.234e-01   4.081e+02
         1.0   1.265e+02   5.151e-01   7.663e+02
         1.0   1.153e+02   1.288e-01   7.308e+02
         1.0   7.380e+01   7.386e-01   4.499e+02
         1.0   1.236e+02   8.177e-01   5.750e+02
         1.0   1.267e+02   2.761e-01   8.438e+02
         1.0   1.244e+02   2.382e-01   5.617e+02
         1.0   1.275e+02   1.972e-01   4.942e+02
         1.0   1.251e+02   3.661e-01   6.516e+02
         1.0   1.253e+02   1.384e-01   3.400e+02
         1.0   1.037e+02   5.393e-01   4.375e+02
         1.0   1.265e+02   5.151e-01   7.663e+02
         1.0   1.261e+02   8.391e-01   4.299e+02
         1.0   1.248e+02   7.707e-01   6.900e+02
         1.0   1.287e+02   6.318e-01   9.003e+02
         1.0   9.440e+01   9.316e-01   4.337e+02
         1.0   1.257e+02   8.768e-01   6.177e+02
         1.0   1.245e+02   5.333e-01   8.167e+02
         1.0   1.231e+02   4.138e-01   8.015e+02
         1.0   1.261e+02   3.113e-01   7.133e+02
         1.0   1.259e+02   8.787e-01   6.116e+02
         1.0   9.541e+01   1.207e-01   4.645e+02
         1.0   9.219e+01   8.138e-01   5.317e+02
         1.0   1.271e+02   8.744e-01   8.135e+02
         1.0   1.257e+02   9.078e-01   6.095e+02
         1.0   1.243e+02   3.505e-01   4.564e+02
         1.0   1.271e+02   7.584e-01   7.620e+02
         1.0   8.640e+01   9.366e-01   3.758e+02
         1.0   1.254e+02   4.611e-01   8.107e+02
         1.0   1.250e+02   3.360e-01   7.550e+02
         1.0   1.263e+02   7.995e-01   6.852e+02
         1.0   7.721e+01   6.497e-01   2.870e+02
         1.0   1.183e+02   7.479e-01   5.644e+02
         1.0   1.127e+02   4.810e-01   7.792e+02
         1.0   1.084e+02   4.578e-01   5.960e+02
         1.0   1.213e+02   6.849e-01   9.594e+02
         1.0   1.255e+02   5.950e-01   8.027e+02
         1.0   1.248e+02   8.359e-01   7.902e+02
         1.0   1.113e+02   6.077e-01   8.185e+02
         1.0   9.103e+01   3.242e-01   4.242e+02
         1.0   1.265e+02   7.186e-01   8.852e+02
         1.0   1.268e+02   3.989e-01   8.360e+02
         1.0   1.293e+02   4.610e-01   6.019e+02
         1.0   1.213e+02   6.849e-01   9.594e+02
         1.0   1.263e+02   3.323e-01   7.988e+02
         1.0   1.260e+02   2.813e-01   5.114e+02
         1.0   1.258e+02   4.050e-01   7.386e+02
         1.0   1.255e+02   4.978e-01   7.941e+02
         1.0   1.262e+02   2.050e-01   6.141e+02
         1.0   1.262e+02   5.005e-01   7.251e+02
         1.0   1.245e+02   5.801e-01   7.525e+02
         1.0   1.260e+02   8.564e-01   7.603e+02
         1.0   9.703e+01   9.334e-01   6.098e+02
         1.0   9.592e+01   2.744e-01   5.636e+02
         1.0   7.912e+01   4.224e-01   3.947e+02
         1.0   9.703e+01   9.334e-01   6.098e+02
         1.0   7.795e+01   9.184e-01   4.038e+02
         1.0   1.250e+02   5.886e-01   7.835e+02
         1.0   1.248e+02   4.898e-01   7.558e+02
         1.0   1.272e+02   6.196e-01   8.170e+02
         1.0   1.259e+02   7.403e-01   7.924e+02
         1.0   1.233e+02   2.060e-01   8.186e+02
         1.0   1.244e+02   2.183e-01   8.110e+02
         1.0   1.246e+02   2.435e-01   7.180e+02
         1.0   1.249e+02   5.083e-01   6.652e+02
         1.0   1.257e+02   5.910e-01   8.458e+02
         1.0   1.252e+02   9.285e-01   7.654e+02
         1.0   1.276e+02   1.549e-01   8.715e+02
         1.0   1.245e+02   9.535e-01   7.396e+02
         1.0   1.223e+02   8.792e-01   6.597e+02
         1.0   1.251e+02   3.595e-01   8.396e+02
         1.0   1.247e+02   6.726e-01   8.370e+02
         1.0   1.270e+02   8.179e-01   3.776e+02
         1.0   1.150e+02   4.009e-01   8.241e+02
         1.0   1.256e+02   6.289e-01   8.978e+02
         1.0   8.900e+01   7.558e-01   5.700e+02
         1.0   1.255e+02   7.198e-01   7.982e+02
         1.0   1.263e+02   7.530e-01   7.995e+02
         1.0   9.242e+01   3.920e-01   3.849e+02
         1.0   1.278e+02   9.360e-01   5.734e+02
         1.0   9.725e+01   5.968e-01   5.838e+02
         1.0   1.270e+02   7.089e-01   7.879e+02
         1.0   8.257e+01   4.241e-01   4.437e+02
         1.0   1.254e+02   2.499e-01   7.709e+02
         1.0   7.002e+01   3.632e-01   2.238e+02
         1.0   1.164e+02   8.332e-01   6.177e+02
         1.0   1.195e+02   2.320e-01   9.543e+02
         1.0   1.253e+02   6.627e-01   6.904e+02
         1.0   1.259e+02   6.518e-01   7.765e+02
         1.0   1.231e+02   3.885e-01   6.099e+02
         1.0   1.271e+02   8.402e-01   5.526e+02
         1.0   1.247e+02   9.699e-01   5.195e+02
         1.0   1.247e+02   6.726e-01   8.370e+02
         1.0   1.257e+02   6.526e-01   5.043e+02
         1.0   1.266e+02   4.424e-01   7.710e+02
         1.0   1.183e+02   7.479e-01   5.644e+02
         1.0   1.223e+02   7.939e-01   7.689e+02
         1.0   1.222e+02   5.653e-01   5.970e+02
         1.0   1.249e+02   5.008e-01   3.887e+02
         1.0   1.280e+02   3.572e-01   5.652e+02
         1.0   7.812e+01   7.869e-01   4.111e+02
         1.0   7.562e+01   8.372e-01   3.678e+02
         1.0   1.267e+02   4.094e-01   7.052e+02
         1.0   9.369e+01   8.022e-01   7.566e+02
         1.0   1.235e+02   9.185e-01   6.570e+02
         1.0   1.259e+02   6.049e-01   8.062e+02
         1.0   9.653e+01   2.321e-01   3.659e+02
         1.0   1.091e+02   3.686e-01   6.433e+02
         1.0   8.070e+01   7.554e-01   3.687e+02
         1.0   1.117e+02   7.111e-01   7.089e+02
         1.0   1.264e+02   7.509e-01   4.817e+02
         1.0   8.412e+01   6.471e-01   3.662e+02
         1.0   1.252e+02   6.758e-01   8.254e+02
         1.0   1.253e+02   1.536e-01   5.127e+02
         1.0   1.205e+02   5.377e-01   8.108e+02
         1.0   1.253e+02   6.176e-01   9.725e+02
         1.0   1.097e+02   9.250e-02   6.014e+02
         1.0   1.265e+02   2.416e-01   8.874e+02
         1.0   1.257e+02   4.858e-01   7.912e+02
         1.0   1.260e+02   6.878e-01   8.423e+02
         1.0   1.254e+02   7.134e-01   7.854e+02
         1.0   1.266e+02   2.247e-01   6.847e+02
         1.0   1.131e+02   8.431e-01   4.663e+02
         1.0   1.094e+02   6.296e-01   7.122e+02
         1.0   1.252e+02   6.484e-01   5.738e+02
         1.0   1.257e+02   8.768e-01   6.177e+02
         1.0   1.266e+02   3.997e-01   4.100e+02
         1.0   9.706e+01   9.020e-01   5.984e+02
         1.0   1.258e+02   3.667e-01   8.637e+02
         1.0   7.822e+01   6.184e-01   4.078e+02
         1.0   1.194e+02   6.944e-01   6.062e+02
         1.0   1.301e+02   3.304e-01   1.024e+03
         1.0   8.077e+01   1.563e-01   3.736e+02
         1.0   1.190e+02   8.682e-01   7.060e+02
         1.0   1.263e+02   4.647e-01   7.174e+02
         1.0   1.009e+02   4.410e-01   6.534e+02
         1.0   1.253e+02   7.917e-01   8.396e+02
         1.0   1.256e+02   6.728e-01   6.983e+02
         1.0   1.281e+02   1.589e-02   7.965e+02
         1.0   1.259e+02   8.147e-01   4.602e+02
         1.0   7.350e+01   7.086e-01   3.325e+02
         1.0   1.259e+02   6.944e-01   7.887e+02
         1.0   1.255e+02   6.334e-01   8.167e+02
         1.0   1.256e+02   2.436e-01   8.283e+02
         1.0   1.255e+02   7.700e-01   6.449e+02
         1.0   8.984e+01   7.904e-01   3.954e+02
         1.0   7.562e+01   8.372e-01   3.678e+02
         1.0   1.438e+02   6.419e-03   9.724e+02
         1.0   1.306e+02   1.959e-01   3.721e+02
         1.0   8.073e+01   8.233e-01   4.866e+02
         1.0   1.261e+02   7.500e-01   6.381e+02
         1.0   1.262e+02   7.844e-01   2.637e+02
         1.0   8.420e+01   2.207e-03   4.061e+02
         1.0   1.253e+02   8.330e-01   8.130e+02
         1.0   1.256e+02   7.368e-01   4.997e+02
         1.0   1.252e+02   8.851e-01   8.389e+02
         1.0   1.238e+02   6.156e-01   7.979e+02
         1.0   1.262e+02   8.933e-01   3.426e+02
         1.0   8.423e+01   1.059e-01   3.527e+02
         1.0   1.041e+02   7.768e-01   6.045e+02
         1.0   1.265e+02   6.463e-01   6.126e+02
         1.0   1.254e+02   3.504e-01   7.990e+02
         1.0   1.234e+02   6.573e-01   6.673e+02
         1.0   1.230e+02   9.032e-01   7.320e+02
         1.0   1.269e+02   4.530e-01   7.731e+02
         1.0   1.063e+02   9.029e-01   6.640e+02
         1.0   1.275e+02   6.296e-02   8.162e+02
         1.0   1.251e+02   5.684e-01   8.198e+02
         1.0   8.323e+01   6.075e-01   4.038e+02
         1.0   1.249e+02   2.431e-01   7.318e+02
         1.0   1.264e+02   4.839e-01   6.607e+02
         1.0   1.252e+02   3.128e-01   6.301e+02
         1.0   1.241e+02   7.143e-01   6.462e+02
         1.0   1.253e+02   6.725e-01   8.676e+02
         1.0   1.265e+02   2.171e-01   8.422e+02
         1.0   1.029e+02   8.776e-01   6.908e+02
         1.0   1.247e+02   3.011e-01   7.914e+02
         1.0   1.265e+02   2.245e-01   7.423e+02
         1.0   1.127e+02   9.136e-01   6.580e+02
         1.0   1.266e+02   3.121e-01   7.609e+02
         1.0   1.239e+02   9.854e-01   6.036e+02
         1.0   1.270e+02   6.162e-01   8.307e+02
         1.0   1.266e+02   4.424e-01   7.710e+02
         1.0   1.221e+02   6.113e-01   6.926e+02
         1.0   1.014e+02   1.198e-01   4.609e+02
         1.0   1.251e+02   8.573e-01   5.293e+02
         1.0   1.232e+02   3.782e-01   3.476e+02
         1.0   1.248e+02   1.691e-01   8.322e+02
         1.0   1.231e+02   2.982e-01   6.280e+02
         1.0   1.229e+02   6.495e-01   1.850e+02
         1.0   1.064e+02   1.884e-01   7.303e+02
         1.0   1.262e+02   7.187e-01   7.965e+02
         1.0   1.254e+02   7.833e-01   7.677e+02
         1.0   1.248e+02   8.401e-01   8.147e+02
         1.0   1.258e+02   2.049e-01   8.485e+02
         1.0   1.089e+02   7.706e-01   6.696e+02
         1.0   1.262e+02   6.177e-01   7.868e+02
         1.0   8.262e+01   6.115e-01   4.546e+02
         1.0   1.246e+02   7.864e-01   7.632e+02
         1.0   1.271e+02   8.246e-01   8.475e+02
         1.0   1.271e+02   5.743e-01   7.434e+02
         1.0   1.266e+02   7.865e-01   6.564e+02
         1.0   8.411e+01   8.329e-01   3.981e+02
         1.0   9.518e+01   3.298e-01   5.702e+02
         1.0   9.668e+01   4.074e-01   5.777e+02
         1.0   1.269e+02   3.212e-01   8.425e+02
         1.0   1.243e+02   7.098e-01   8.446e+02
         1.0   1.258e+02   3.943e-01   7.703e+02
         1.0   1.257e+02   4.868e-01   5.382e+02
         1.0   1.260e+02   5.961e-01   8.108e+02
         1.0   1.276e+02   6.039e-01   7.383e+02
         1.0   9.175e+01   8.130e-01   4.802e+02
         1.0   1.261e+02   3.065e-01   7.657e+02
         1.0   9.570e+01   8.393e-01   5.841e+02
         1.0   1.254e+02   9.834e-01   4.643e+02
         1.0   1.250e+02   3.123e-01   2.373e+02
         1.0   1.302e+02   4.023e-01   6.847e+02
         1.0   1.250e+02   4.894e-01   8.299e+02
         1.0   1.243e+02   7.342e-01   5.808e+02
         1.0   1.266e+02   3.709e-01   7.435e+02
         1.0   1.242e+02   3.656e-01   7.032e+02
         1.0   1.237e+02   5.057e-01   7.758e+02
         1.0   8.392e+01   4.641e-01   4.099e+02
         1.0   7.658e+01   7.017e-01   4.277e+02
         1.0   1.268e+02   8.204e-01   2.355e+02
         1.0   1.244e+02   7.959e-01   6.860e+02
         1.0   1.255e+02   5.534e-01   7.721e+02
         1.0   1.211e+02   8.057e-01   5.576e+02
         1.0   1.221e+02   3.871e-01   6.990e+02
         1.0   1.232e+02   3.782e-01   3.476e+02
         1.0   9.057e+01   8.877e-01   5.108e+02
         1.0   1.221e+02   7.377e-01   7.491e+02
         1.0   1.245e+02   9.469e-01   8.016e+02
         1.0   1.280e+02   3.572e-01   5.652e+02
         1.0   1.247e+02   9.340e-01   7.389e+02
         1.0   1.013e+02   7.181e-01   4.377e+02
         1.0   1.259e+02   5.318e-01   7.909e+02
         1.0   9.622e+01   2.809e-02   5.577e+02
         1.0   1.238e+02   5.995e-01   8.243e+02
         1.0   1.237e+02   8.623e-01   2.857e+02
         1.0   1.257e+02   6.960e-01   4.701e+02
         1.0   1.241e+02   7.724e-01   3.445e+02
         1.0   1.253e+02   6.725e-01   8.676e+02
         1.0   1.248e+02   5.719e-01   8.273e+02
         1.0   1.259e+02   7.045e-01   2.630e+02
         1.0   1.258e+02   5.107e-01   6.373e+02
         1.0   1.263e+02   5.505e-01   7.818e+02
         1.0   1.205e+02   5.158e-01   6.878e+02
         1.0   1.253e+02   9.581e-01   5.732e+02
         1.0   1.173e+02   3.449e-01   3.923e+02
         1.0   1.273e+02   2.098e-01   6.206e+02
         1.0   1.256e+02   4.853e-01   6.051e+02
         1.0   1.255e+02   2.683e-01   5.791e+02
         1.0   8.411e+01   8.329e-01   3.981e+02
         1.0   8.965e+01   8.557e-01   4.596e+02
         1.0   1.265e+02   1.775e-01   8.317e+02
         1.0   1.102e+02   7.451e-01   7.078e+02
         1.0   1.238e+02   7.403e-01   8.556e+02
         1.0   1.258e+02   8.171e-01   2.493e+02
         1.0   1.238e+02   5.020e-01   9.842e+01
         1.0   8.674e+01   2.188e-01   5.963e+02
         1.0   1.243e+02   3.487e-02   8.151e+02
         1.0   7.328e+01   3.562e-01   5.602e+02
         1.0   1.249e+02   2.431e-01   7.318e+02
         1.0   1.268e+02   4.562e-01   4.298e+02
         1.0   1.242e+02   4.262e-01   5.478e+02
         1.0   1.265e+02   3.840e-01   5.368e+02
         1.0   1.245e+02   8.990e-01   7.855e+02
         1.0   7.777e+01   7.564e-01   3.401e+02
         1.0   9.633e+01   3.651e-01   4.979e+02
         1.0   1.241e+02   4.261e-01   6.771e+02
         1.0   1.256e+02   4.363e-01   5.242e+02
         1.0   1.040e+02   7.907e-01   5.944e+02
         1.0   1.264e+02   4.753e-01   4.888e+02
         1.0   1.254e+02   3.287e-01   7.363e+02
         1.0   9.408e+01   1.291e-01   3.279e+02
         1.0   1.253e+02   3.488e-01   6.194e+02
         1.0   1.109e+02   7.626e-01   7.308e+02
         1.0   9.234e+01   9.535e-01   4.434e+02
         1.0   9.668e+01   4.074e-01   5.777e+02
         1.0   1.250e+02   4.894e-01   8.299e+02
         1.0   1.248e+02   5.322e-01   6.178e+02
         1.0   1.286e+02   5.933e-01   5.081e+02
         1.0   1.107e+02   6.152e-01   6.963e+02
         1.0   9.039e+01   9.872e-01   4.558e+02
         1.0   9.193e+01   5.515e-01   4.227e+02
         1.0   1.237e+02   5.773e-01   3.840e+02
         1.0   1.256e+02   8.690e-01   9.064e+02
         1.0   1.259e+02   8.147e-01   4.602e+02
         1.0   1.138e+02   4.178e-02   6.189e+02
         1.0   1.246e+02   2.435e-01   7.180e+02
         1.0   1.262e+02   4.000e-01   8.033e+02
         1.0   8.155e+01   8.624e-01   4.542e+02
         1.0   1.260e+02   2.502e-01   8.172e+02
         1.0   1.145e+02   7.603e-01   5.880e+02
         1.0   8.014e+01   7.374e-01   4.926e+02
         1.0   1.020e+02   7.210e-01   5.163e+02
         1.0   1.018e+02   1.020e-01   3.720e+02
         1.0   8.884e+01   7.577e-01   2.916e+02
         1.0   8.222e+01   2.842e-02   2.666e+02
         1.0   1.270e+02   1.056e-01   7.820e+02
         1.0   9.744e+01   7.270e-01   3.005e+02
         1.0   1.274e+02   2.686e-01   4.508e+02
         1.0   1.265e+02   7.022e-01   5.717e+02
         1.0   1.248e+02   3.660e-01   2.634e+02
         1.0   1.238e+02   1.310e-01   6.312e+02
         1.0   1.249e+02   8.322e-01   7.763e+02
         1.0   1.249e+02   8.165e-01   7.016e+02
         1.0   1.260e+02   6.893e-01   8.799e+02
         1.0   9.013e+01   8.513e-01   4.833e+02
         1.0   1.263e+02   6.670e-01   8.099e+02
         1.0   1.258e+02   8.080e-01   3.783e+02
         1.0   1.238e+02   6.373e-01   8.134e+02
         1.0   1.187e+02   8.396e-01   7.257e+02
         1.0   1.031e+02   2.853e-01   5.895e+02
         1.0   1.265e+02   5.019e-01   8.252e+02
         1.0   8.870e+01   8.758e-02   4.886e+02
         1.0   1.268e+02   4.047e-01   5.441e+02
         1.0   1.251e+02   5.684e-01   8.198e+02
         1.0   1.268e+02   7.694e-01   6.406e+02
         1.0   1.263e+02   7.353e-01   7.656e+02
         1.0   1.257e+02   4.803e-01   7.041e+02
         1.0   1.258e+02   4.999e-01   5.612e+02
         1.0   1.265e+02   7.022e-01   5.717e+02
         1.0   1.255e+02   9.564e-01   4.123e+02
         1.0   1.240e+02   9.277e-01   7.852e+02
         1.0   1.095e+02   3.141e-01   3.978e+02
         1.0   1.260e+02   2.622e-01   4.953e+02
         1.0   1.065e+02   9.283e-01   5.208e+02
         1.0   1.261e+02   7.477e-01   8.105e+02
         1.0   1.250e+02   8.502e-01   3.513e+02
         1.0   8.003e+01   8.130e-01   4.466e+02
         1.0   1.268e+02   3.989e-01   8.360e+02
         1.0   1.261e+02   7.975e-01   7.799e+02
         1.0   1.063e+02   5.452e-01   5.918e+02
         1.0   1.274e+02   6.901e-01   5.596e+02
         1.0   1.267e+02   7.607e-01   2.484e+02
         1.0   1.248e+02   4.688e-01   7.749e+02
         1.0   1.247e+02   1.967e-01   7.383e+02
         1.0   1.293e+02   4.610e-01   6.019e+02
         1.0   1.279e+02   2.497e-01   7.994e+02
         1.0   1.254e+02   7.429e-01   7.717e+02
         1.0   8.353e+01   8.240e-01   4.841e+02
         1.0   1.275e+02   1.972e-01   4.942e+02
         1.0   9.242e+01   3.920e-01   3.849e+02
         1.0   1.270e+02   5.661e-01   7.427e+02
         1.0   1.063e+02   9.029e-01   6.640e+02
         1.0   1.255e+02   4.173e-01   7.888e+02
         1.0   1.162e+02   9.671e-01   7.364e+02
         1.0   1.248e+02   1.503e-01   8.127e+02
         1.0   1.250e+02   5.635e-01   6.077e+02
         1.0   1.242e+02   1.860e-01   7.456e+02
         1.0   1.255e+02   8.979e-01   6.607e+02
         1.0   1.275e+02   9.615e-01   4.603e+02
         1.0   8.985e+01   7.054e-01   4.434e+02
         1.0   1.244e+02   5.792e-01   3.444e+02
         1.0   1.267e+02   2.414e-01   7.683e+02
         1.0   1.255e+02   7.386e-01   7.441e+02
         1.0   1.241e+02   4.261e-01   6.771e+02
         1.0   8.995e+01   1.150e-04   5.046e+02
         1.0   1.018e+02   6.982e-01   6.259e+02
         1.0   1.252e+02   3.128e-01   6.301e+02
         1.0   8.412e+01   6.471e-01   3.662e+02
         1.0   1.255e+02   5.257e-01   6.577e+02
         1.0   9.668e+01   4.074e-01   5.777e+02
         1.0   1.247e+02   7.833e-01   7.395e+02
         1.0   1.259e+02   5.600e-01   6.376e+02
         1.0   1.263e+02   5.505e-01   7.818e+02
         1.0   8.847e+01   3.140e-01   4.536e+02
         1.0   1.264e+02   5.882e-01   6.123e+02
         1.0   1.237e+02   5.057e-01   7.758e+02
         1.0   1.255e+02   9.206e-01   7.815e+02
         1.0   1.261e+02   5.058e-01   8.169e+02
         1.0   1.256e+02   5.799e-01   7.943e+02
         1.0   1.248e+02   5.515e-01   6.950e+02
         1.0   1.251e+02   3.648e-01   5.652e+02
         1.0   1.257e+02   6.228e-01   7.644e+02
         1.0   1.263e+02   3.759e-01   4.352e+02
         1.0   1.262e+02   8.245e-01   5.291e+02
         1.0   1.263e+02   4.116e-01   8.570e+02
         1.0   1.255e+02   3.270e-01   7.267e+02
         1.0   1.259e+02   6.049e-01   8.062e+02
         1.0   1.258e+02   3.667e-01   8.637e+02
         1.0   1.242e+02   4.167e-01   5.986e+02
         1.0   1.243e+02   6.936e-01   7.086e+02
         1.0   1.265e+02   8.568e-01   7.555e+02
         1.0   9.137e+01   7.562e-01   6.050e+02
         1.0   1.249e+02   1.291e-01   6.333e+02
         1.0   1.282e+02   9.297e-01   7.743e+02
         1.0   1.232e+02   4.428e-01   7.911e+02
         1.0   1.240e+02   6.858e-01   7.998e+02
         1.0   1.264e+02   1.820e-01   7.438e+02
         1.0   9.714e+01   6.422e-01   5.821e+02
         1.0   1.254e+02   9.238e-01   7.832e+02
         1.0   1.255e+02   6.401e-01   9.354e+02
         1.0   1.265e+02   4.064e-01   5.173e+02
         1.0   1.299e+02   5.557e-01   1.009e+03
         1.0   1.257e+02   3.981e-01   5.923e+02
         1.0   9.433e+01   8.301e-01   5.001e+02
         1.0   1.249e+02   8.165e-01   7.016e+02
         1.0   1.264e+02   3.969e-01   4.386e+02
         1.0   1.251e+02   1.619e-01   7.068e+02
         1.0   8.150e+01   2.835e-01   6.148e+02
         1.0   1.243e+02   6.564e-01   6.655e+02
