    f_weight    f_mass4l f_D_bkg_kin      f_pt4l
         1.0   1.280e+02   4.500e-01   1.532e+02
         1.0   1.234e+02   8.993e-01   1.034e+02
         1.0   1.246e+02   1.637e-01   6.923e+01
         1.0   1.262e+02   6.805e-01   3.000e+02
         1.0   1.259e+02   6.877e-01   1.317e+02
         1.0   1.264e+02   5.575e-01   2.323e+01
         1.0   1.254e+02   3.892e-01   2.851e+01
         1.0   1.243e+02   6.476e-01   1.411e+01
         1.0   1.247e+02   8.764e-01   1.309e+02
         1.0   1.210e+02   6.887e-01   5.259e+01
         1.0   1.231e+02   4.353e-01   5.516e+01
         1.0   1.213e+02   9.112e-01   6.369e+01
         1.0   1.231e+02   6.566e-01   1.439e+02
         1.0   1.255e+02   7.827e-01   3.753e+01
         1.0   1.214e+02   7.117e-01   6.577e+01
         1.0   1.276e+02   7.049e-01   7.633e+01
         1.0   1.241e+02   3.109e-01   1.584e+02
         1.0   1.248e+02   9.045e-01   2.140e+02
         1.0   1.241e+02   8.296e-01   2.537e+01
         1.0   1.239e+02   4.720e-01   6.047e+01
         1.0   1.252e+02   1.331e-01   8.212e+01
         1.0   1.255e+02   8.102e-01   2.809e+02
         1.0   1.231e+02   4.353e-01   5.516e+01
         1.0   1.205e+02   9.405e-01   5.460e+01
         1.0   1.136e+02   7.456e-01   5.913e+01
         1.0   1.241e+02   8.028e-01   1.996e+01
         1.0   1.241e+02   9.279e-01   5.498e+01
         1.0   1.247e+02   5.810e-01   8.195e+01
         1.0   1.230e+02   5.376e-01   9.885e+01
         1.0   1.246e+02   5.340e-01   1.424e+02
         1.0   1.197e+02   9.172e-01   8.854e+01
         1.0   1.240e+02   2.579e-01   7.319e+01
         1.0   1.233e+02   7.809e-01   5.005e+01
         1.0   1.246e+02   2.957e-01   1.210e+02
         1.0   1.256e+02   9.918e-01   4.869e+01
         1.0   1.281e+02   3.483e-01   8.050e+01
         1.0   1.241e+02   6.999e-01   2.324e+01
         1.0   1.239e+02   8.147e-01   2.439e+02
         1.0   1.229e+02   8.725e-01   1.029e+02
         1.0   1.269e+02   8.705e-01   7.860e+01
         1.0   1.241e+02   3.906e-01   8.797e+01
         1.0   1.166e+02   4.685e-01   1.683e+02
         1.0   7.918e+01   4.543e-01   5.928e+01
         1.0   1.170e+02   6.770e-01   1.067e+01
         1.0   1.239e+02   4.720e-01   6.047e+01
         1.0   1.224e+02   8.754e-01   1.014e+02
         1.0   1.244e+02   1.490e-02   8.461e+01
         1.0   1.268e+02   5.371e-01   1.381e+02
         1.0   1.256e+02   8.424e-01   3.374e+01
         1.0   1.194e+02   6.605e-01   1.134e+02
         1.0   1.245e+02   6.596e-01   1.138e+02
         1.0   1.247e+02   4.248e-01   5.557e+01
         1.0   1.265e+02   6.052e-01   4.348e+01
         1.0   1.227e+02   9.206e-01   1.154e+02
         1.0   1.243e+02   6.824e-01   3.456e+01
         1.0   1.245e+02   5.273e-01   2.106e+02
         1.0   1.244e+02   1.050e-01   5.431e+01
         1.0   1.247e+02   6.401e-01   1.282e+02
         1.0   1.275e+02   6.410e-01   3.626e+01
         1.0   1.231e+02   7.695e-01   4.580e+01
         1.0   1.227e+02   8.509e-01   1.344e+02
         1.0   8.504e+01   1.228e-01   2.803e+01
         1.0   1.238e+02   8.060e-01   7.815e+01
         1.0   1.166e+02   5.940e-01   2.366e+01
         1.0   1.269e+02   8.216e-01   3.197e+01
         1.0   1.224e+02   6.454e-01   7.477e+01
         1.0   1.248e+02   4.865e-01   7.235e+01
         1.0   1.239e+02   9.357e-01   9.513e+01
         1.0   1.239e+02   5.373e-01   8.621e+01
         1.0   1.254e+02   2.789e-01   7.060e+01
         1.0   1.252e+02   4.249e-01   2.312e+02
         1.0   1.244e+02   3.794e-01   1.399e+02
         1.0   1.221e+02   8.398e-01   4.106e+01
         1.0   9.392e+01   5.365e-01   3.562e+01
         1.0   1.183e+02   7.195e-01   1.087e+02
         1.0   1.269e+02   3.696e-01   5.123e+01
         1.0   1.260e+02   6.444e-01   3.358e+01
         1.0   1.243e+02   6.474e-01   2.249e+02
         1.0   1.247e+02   5.024e-01   1.178e+02
         1.0   1.232e+02   7.778e-01   1.369e+02
         1.0   1.262e+02   3.347e-01   1.187e+02
         1.0   1.230e+02   7.986e-01   6.868e+01
         1.0   1.243e+02   1.592e-01   9.981e+01
         1.0   1.244e+02   5.590e-01   4.928e+01
         1.0   1.248e+02   8.561e-01   9.011e+01
         1.0   1.220e+02   7.254e-01   1.450e+02
         1.0   1.251e+02   8.851e-01   7.250e+01
         1.0   1.247e+02   2.569e-01   4.876e+01
         1.0   1.161e+02   4.104e-01   1.246e+02
         1.0   1.242e+02   1.695e-01   1.361e+02
         1.0   1.056e+02   5.555e-01   8.268e+01
         1.0   1.270e+02   5.881e-02   4.843e+01
         1.0   1.284e+02   3.864e-01   2.486e+02
         1.0   1.295e+02   2.832e-01   2.043e+02
         1.0   1.232e+02   5.998e-01   5.364e+01
         1.0   1.241e+02   8.028e-01   1.996e+01
         1.0   1.235e+02   5.886e-01   7.152e+01
         1.0   1.232e+02   6.279e-01   8.942e+01
         1.0   1.226e+02   6.055e-01   8.315e+00
         1.0   1.214e+02   9.320e-01   1.896e+01
         1.0   1.275e+02   6.410e-01   3.626e+01
         1.0   1.259e+02   5.367e-01   1.026e+02
         1.0   1.218e+02   8.307e-01   2.479e+01
         1.0   1.155e+02   8.829e-01   8.364e+01
         1.0   1.258e+02   7.511e-01   1.387e+02
         1.0   1.257e+02   6.183e-01   1.871e+02
         1.0   1.207e+02   9.016e-01   1.773e+02
         1.0   1.263e+02   5.096e-01   4.308e+01
         1.0   1.288e+02   5.340e-01   1.961e+02
         1.0   1.239e+02   7.747e-01   2.942e+02
         1.0   1.265e+02   9.016e-01   2.165e+02
         1.0   1.227e+02   8.667e-01   3.143e+01
         1.0   1.231e+02   7.769e-01   1.224e+02
         1.0   1.263e+02   8.693e-01   1.057e+02
         1.0   1.247e+02   5.330e-01   4.760e+01
         1.0   1.324e+02   7.349e-01   2.092e+02
         1.0   1.208e+02   6.399e-01   1.242e+01
         1.0   1.248e+02   7.612e-01   9.545e+01
         1.0   1.220e+02   4.976e-01   8.179e+01
         1.0   1.214e+02   7.117e-01   6.577e+01
         1.0   1.275e+02   3.219e-01   5.444e+01
         1.0   1.240e+02   8.958e-01   1.642e+02
         1.0   1.256e+02   4.189e-01   5.913e+01
         1.0   1.231e+02   5.320e-01   6.536e+01
         1.0   1.178e+02   9.861e-01   4.447e+01
         1.0   1.229e+02   5.183e-01   6.223e+01
         1.0   1.255e+02   7.043e-01   1.423e+02
         1.0   1.253e+02   6.906e-01   6.094e+01
         1.0   1.257e+02   8.930e-01   1.193e+02
         1.0   1.144e+02   8.248e-01   4.048e+01
         1.0   1.268e+02   3.230e-01   4.608e+01
         1.0   1.287e+02   9.209e-01   3.191e+01
         1.0   1.267e+02   3.646e-01   1.684e+02
         1.0   1.236e+02   7.067e-01   3.175e+01
         1.0   1.271e+02   9.679e-01   1.005e+01
         1.0   1.202e+02   4.269e-01   3.918e+01
         1.0   1.260e+02   6.444e-01   3.358e+01
         1.0   1.271e+02   3.909e-01   1.022e+02
         1.0   1.345e+02   7.344e-01   9.223e+01
         1.0   1.246e+02   9.169e-01   3.320e+01
         1.0   1.250e+02   6.205e-01   2.077e+01
         1.0   1.244e+02   3.794e-01   1.399e+02
         1.0   1.238e+02   2.274e-01   8.390e+01
         1.0   1.266e+02   1.387e-01   4.934e+01
         1.0   1.252e+02   8.284e-01   8.083e+01
         1.0   1.266e+02   5.550e-01   1.210e+02
         1.0   1.234e+02   5.563e-01   5.548e+01
         1.0   1.032e+02   6.779e-01   1.349e+02
         1.0   1.236e+02   7.067e-01   3.175e+01
         1.0   1.249e+02   1.325e-01   7.926e+01
         1.0   1.264e+02   4.004e-01   2.441e+02
         1.0   1.251e+02   4.338e-01   3.172e+01
         1.0   1.249e+02   7.783e-01   7.459e+01
         1.0   1.254e+02   2.146e-01   3.315e+02
         1.0   1.243e+02   2.010e-01   2.234e+01
         1.0   1.260e+02   8.361e-01   3.252e+01
         1.0   1.254e+02   3.406e-01   5.228e+01
         1.0   1.147e+02   7.906e-01   1.394e+02
         1.0   1.261e+02   4.729e-02   1.040e+02
         1.0   1.205e+02   5.162e-01   6.715e+01
         1.0   1.221e+02   9.781e-01   3.822e+02
         1.0   1.258e+02   7.783e-01   4.069e+01
         1.0   1.247e+02   4.678e-01   6.917e+01
         1.0   1.276e+02   6.460e-01   9.777e+01
         1.0   1.239e+02   7.747e-01   2.942e+02
         1.0   1.250e+02   8.167e-01   8.019e+01
         1.0   1.229e+02   6.974e-01   2.393e+01
         1.0   1.229e+02   5.643e-01   3.988e+01
         1.0   1.256e+02   9.580e-01   8.973e+01
         1.0   1.243e+02   6.476e-01   1.411e+01
         1.0   1.232e+02   6.428e-01   1.130e+02
         1.0   1.235e+02   6.055e-01   9.150e+01
         1.0   1.279e+02   5.934e-01   1.537e+02
         1.0   1.238e+02   4.732e-01   8.491e+01
         1.0   1.282e+02   3.413e-01   4.231e+01
         1.0   1.263e+02   6.832e-01   7.516e+01
         1.0   1.255e+02   4.342e-01   2.024e+02
         1.0   1.269e+02   5.638e-01   2.115e+02
         1.0   1.212e+02   4.078e-01   5.687e+01
         1.0   1.249e+02   4.017e-01   4.534e+01
         1.0   1.241e+02   7.650e-01   8.364e+01
         1.0   1.230e+02   5.375e-01   2.775e+01
         1.0   1.261e+02   7.262e-02   3.932e+01
         1.0   1.240e+02   7.874e-01   2.510e+01
         1.0   1.267e+02   7.109e-01   6.025e+01
         1.0   1.266e+02   5.910e-01   2.559e+02
         1.0   1.197e+02   6.208e-02   5.685e+01
         1.0   1.254e+02   3.892e-01   2.851e+01
         1.0   1.259e+02   7.857e-01   1.303e+02
         1.0   1.251e+02   4.021e-01   3.630e+01
         1.0   1.258e+02   5.746e-01   1.076e+02
         1.0   1.242e+02   8.245e-01   8.360e+01
         1.0   1.249e+02   9.238e-01   6.159e+01
         1.0   1.291e+02   9.051e-01   4.536e+01
         1.0   1.043e+02   5.507e-01   7.367e+01
         1.0   1.299e+02   7.320e-02   1.058e+02
         1.0   1.267e+02   1.237e-01   1.679e+02
         1.0   1.253e+02   6.969e-01   1.106e+02
         1.0   1.250e+02   7.609e-01   1.057e+02
         1.0   1.187e+02   2.249e-01   1.291e+02
         1.0   1.272e+02   5.061e-01   2.338e+02
         1.0   1.234e+02   6.057e-01   6.658e+01
         1.0   1.259e+02   2.444e-01   2.374e+01
         1.0   1.244e+02   7.220e-01   1.135e+02
         1.0   1.242e+02   9.544e-01   9.841e+01
         1.0   1.229e+02   8.793e-01   4.793e+01
         1.0   1.271e+02   8.752e-01   1.543e+02
         1.0   1.255e+02   4.421e-01   7.055e+01
         1.0   1.249e+02   1.325e-01   7.926e+01
         1.0   1.270e+02   3.561e-01   3.281e+01
         1.0   1.262e+02   9.454e-01   5.927e+01
         1.0   1.254e+02   8.701e-01   2.510e+02
         1.0   1.269e+02   4.673e-01   7.837e+01
         1.0   1.266e+02   7.317e-01   1.095e+02
         1.0   1.259e+02   9.626e-01   1.142e+02
         1.0   1.243e+02   6.841e-01   1.037e+02
         1.0   1.248e+02   3.786e-01   7.756e+01
         1.0   1.261e+02   8.352e-01   6.751e+01
         1.0   1.267e+02   2.289e-01   4.179e+01
         1.0   1.249e+02   5.130e-01   9.037e+01
         1.0   1.257e+02   9.137e-01   1.267e+02
         1.0   1.226e+02   8.725e-01   5.160e+01
         1.0   1.248e+02   5.517e-01   1.785e+02
         1.0   1.248e+02   7.984e-01   9.620e+01
         1.0   1.249e+02   6.768e-01   1.804e+02
         1.0   1.239e+02   9.357e-01   9.513e+01
         1.0   1.261e+02   4.729e-02   1.040e+02
         1.0   1.251e+02   7.258e-01   1.004e+02
         1.0   1.256e+02   5.811e-01   1.129e+02
         1.0   1.217e+02   6.190e-01   4.412e+01
         1.0   1.261e+02   8.352e-01   6.751e+01
         1.0   9.032e+01   4.029e-01   2.470e+02
         1.0   7.429e+01   3.423e-01   7.318e+01
         1.0   1.244e+02   5.776e-01   1.799e+01
         1.0   1.264e+02   2.716e-01   3.693e+01
         1.0   1.238e+02   5.597e-01   5.413e+01
         1.0   1.268e+02   4.159e-01   3.369e+02
         1.0   1.248e+02   6.963e-01   4.995e+01
         1.0   1.250e+02   6.583e-01   8.142e+01
         1.0   1.043e+02   5.507e-01   7.367e+01
         1.0   1.233e+02   5.934e-01   5.089e+01
         1.0   1.263e+02   8.676e-02   6.237e+01
         1.0   1.252e+02   8.597e-01   9.245e+01
         1.0   1.181e+02   7.295e-01   1.598e+01
         1.0   1.248e+02   6.359e-01   5.293e+01
         1.0   1.224e+02   2.969e-01   9.312e+00
         1.0   1.270e+02   1.313e-01   1.083e+02
         1.0   9.328e+01   5.426e-02   7.313e+01
         1.0   9.328e+01   5.426e-02   7.313e+01
         1.0   1.264e+02   8.856e-01   1.002e+02
         1.0   1.276e+02   5.104e-01   8.751e+01
         1.0   1.255e+02   3.811e-01   4.177e+01
         1.0   1.258e+02   7.339e-01   2.992e+02
         1.0   1.255e+02   8.554e-01   1.185e+02
         1.0   1.246e+02   6.551e-01   9.585e+01
         1.0   1.250e+02   6.558e-01   4.539e+01
         1.0   1.225e+02   6.598e-01   1.092e+02
         1.0   1.248e+02   4.454e-01   4.006e+01
         1.0   1.249e+02   7.783e-01   7.459e+01
         1.0   1.257e+02   9.192e-01   1.669e+02
         1.0   1.268e+02   5.026e-01   9.404e+01
         1.0   1.254e+02   2.614e-01   1.685e+02
         1.0   1.242e+02   7.482e-01   1.306e+02
         1.0   1.236e+02   4.608e-01   2.078e+02
         1.0   1.212e+02   3.122e-01   9.299e+01
         1.0   1.137e+02   7.446e-01   2.127e+01
         1.0   1.252e+02   6.335e-01   7.643e+01
         1.0   1.221e+02   8.135e-01   2.195e+02
         1.0   1.248e+02   6.106e-01   2.622e+02
         1.0   1.244e+02   7.995e-01   1.433e+02
         1.0   1.236e+02   5.930e-01   3.161e+02
         1.0   1.257e+02   8.129e-01   4.952e+01
         1.0   1.261e+02   7.262e-02   3.932e+01
         1.0   1.232e+02   4.908e-01   9.002e+01
         1.0   1.226e+02   8.735e-01   9.791e+01
         1.0   1.248e+02   9.429e-01   5.564e+01
         1.0   1.241e+02   5.228e-01   1.180e+02
         1.0   1.075e+02   6.484e-01   3.680e+01
         1.0   1.284e+02   1.588e-01   7.806e+01
         1.0   1.266e+02   4.173e-01   1.232e+02
         1.0   1.245e+02   4.979e-01   3.930e+01
         1.0   1.248e+02   7.572e-01   8.552e+01
         1.0   1.247e+02   2.742e-01   1.604e+02
         1.0   1.230e+02   5.800e-01   1.864e+02
         1.0   1.238e+02   2.274e-01   8.390e+01
         1.0   1.233e+02   7.119e-01   4.793e+01
         1.0   1.246e+02   5.854e-01   4.717e+01
         1.0   1.225e+02   6.614e-01   1.112e+02
         1.0   1.267e+02   5.193e-01   9.984e+01
         1.0   1.271e+02   1.958e-01   4.609e+01
         1.0   1.258e+02   3.250e-01   7.342e+01
         1.0   1.207e+02   4.132e-01   9.338e+01
         1.0   1.249e+02   6.581e-01   8.502e+01
         1.0   1.200e+02   5.428e-01   2.890e+02
         1.0   1.254e+02   6.538e-01   1.144e+02
         1.0   1.240e+02   7.047e-01   7.074e+01
         1.0   1.248e+02   3.162e-01   1.688e+02
         1.0   1.271e+02   9.234e-01   7.785e+01
         1.0   1.276e+02   6.566e-02   7.208e+01
         1.0   1.259e+02   2.628e-01   7.319e+01
         1.0   1.252e+02   9.184e-01   1.738e+02
         1.0   1.284e+02   2.960e-01   3.075e+02
         1.0   1.244e+02   6.675e-01   7.910e+01
         1.0   1.198e+02   8.082e-01   1.539e+02
         1.0   1.257e+02   8.897e-01   9.123e+01
         1.0   1.257e+02   5.633e-01   1.168e+02
         1.0   1.248e+02   6.584e-01   9.235e+01
         1.0   1.265e+02   9.016e-01   2.165e+02
         1.0   1.227e+02   5.296e-01   7.783e+01
         1.0   1.262e+02   9.696e-01   1.332e+01
         1.0   1.266e+02   3.713e-01   3.231e+01
         1.0   1.258e+02   5.041e-01   8.249e+01
         1.0   1.229e+02   1.147e-01   2.140e+02
         1.0   1.285e+02   9.416e-01   3.151e+01
         1.0   1.263e+02   4.066e-02   2.791e+01
         1.0   1.236e+02   4.190e-01   7.639e+01
         1.0   8.909e+01   8.316e-01   8.184e+01
         1.0   1.254e+02   7.848e-01   1.952e+02
         1.0   1.081e+02   6.748e-01   5.175e+01
         1.0   1.232e+02   8.764e-01   7.782e+01
         1.0   1.248e+02   9.045e-01   1.108e+02
         1.0   1.264e+02   7.614e-01   8.143e+01
         1.0   1.268e+02   7.418e-02   6.229e+01
         1.0   1.270e+02   4.743e-01   3.631e+01
         1.0   1.264e+02   1.867e-01   3.175e+01
         1.0   1.220e+02   4.976e-01   8.179e+01
         1.0   1.204e+02   8.809e-01   4.674e+01
         1.0   1.245e+02   7.972e-01   6.483e+01
         1.0   1.242e+02   4.843e-01   1.449e+02
         1.0   1.255e+02   4.230e-01   2.041e+01
         1.0   1.253e+02   9.282e-01   2.190e+01
         1.0   1.258e+02   9.013e-01   4.399e+01
         1.0   1.212e+02   9.430e-01   5.001e+01
         1.0   1.213e+02   9.084e-01   3.860e+01
         1.0   1.261e+02   8.352e-01   6.751e+01
         1.0   1.128e+02   7.408e-01   1.348e+02
         1.0   1.277e+02   6.614e-01   1.698e+02
         1.0   1.249e+02   7.614e-01   5.782e+01
         1.0   1.263e+02   9.300e-01   1.010e+02
         1.0   1.254e+02   4.622e-01   3.056e+01
         1.0   1.237e+02   6.865e-01   1.130e+02
         1.0   1.245e+02   5.273e-01   2.106e+02
         1.0   1.197e+02   7.554e-01   2.361e+02
         1.0   1.268e+02   9.120e-01   3.963e+01
         1.0   1.266e+02   4.895e-01   2.310e+01
         1.0   1.247e+02   5.423e-01   1.586e+02
         1.0   1.270e+02   5.533e-01   7.573e+01
         1.0   1.257e+02   2.513e-01   6.018e+01
         1.0   1.243e+02   8.129e-01   9.034e+01
         1.0   1.267e+02   6.708e-01   5.179e+01
         1.0   1.281e+02   6.923e-01   9.947e+01
         1.0   8.236e+01   7.958e-01   8.134e+01
         1.0   1.252e+02   6.488e-01   5.354e+01
         1.0   1.241e+02   9.172e-01   1.910e+02
         1.0   1.235e+02   5.748e-01   6.480e+01
         1.0   1.218e+02   7.194e-01   6.161e+01
         1.0   1.206e+02   6.288e-01   9.457e+01
         1.0   1.252e+02   5.977e-01   6.684e+01
         1.0   1.223e+02   5.331e-01   1.399e+02
         1.0   1.143e+02   5.061e-01   2.019e+02
         1.0   1.265e+02   5.321e-01   7.625e+01
         1.0   1.243e+02   1.706e-01   1.562e+02
         1.0   1.230e+02   9.199e-01   5.316e+01
         1.0   1.250e+02   7.769e-01   3.108e+01
         1.0   1.389e+02   7.215e-01   7.827e+01
         1.0   1.248e+02   7.984e-01   9.620e+01
         1.0   1.261e+02   7.946e-01   3.227e+01
         1.0   1.245e+02   8.605e-01   1.159e+02
         1.0   1.234e+02   8.152e-01   1.305e+02
         1.0   1.249e+02   4.159e-01   3.516e+01
         1.0   1.237e+02   7.617e-01   9.579e+01
         1.0   1.240e+02   9.352e-01   1.776e+02
         1.0   1.256e+02   6.859e-01   1.278e+02
         1.0   1.253e+02   4.476e-01   2.530e+01
         1.0   1.205e+02   7.626e-01   7.373e+01
         1.0   1.237e+02   6.943e-01   1.744e+02
         1.0   1.197e+02   9.172e-01   8.854e+01
         1.0   1.257e+02   6.183e-01   1.871e+02
         1.0   1.248e+02   5.368e-01   1.425e+02
         1.0   1.226e+02   5.967e-01   1.350e+02
         1.0   1.259e+02   3.503e-01   1.352e+02
         1.0   1.243e+02   6.229e-01   9.367e+01
         1.0   1.166e+02   5.940e-01   2.366e+01
         1.0   1.170e+02   6.250e-01   1.075e+01
         1.0   1.257e+02   9.095e-01   7.031e+01
         1.0   1.248e+02   9.471e-01   1.378e+02
         1.0   1.235e+02   3.711e-01   2.618e+01
         1.0   1.267e+02   8.143e-01   8.928e+01
         1.0   1.240e+02   5.082e-01   1.320e+02
         1.0   1.250e+02   4.397e-01   1.812e+01
         1.0   1.225e+02   5.953e-01   1.395e+02
         1.0   1.238e+02   5.079e-01   1.530e+02
         1.0   1.188e+02   8.931e-01   5.052e+01
         1.0   1.235e+02   6.784e-01   3.125e+01
         1.0   1.266e+02   7.813e-01   1.310e+02
         1.0   1.229e+02   8.725e-01   1.029e+02
         1.0   1.221e+02   8.799e-01   1.587e+02
         1.0   1.258e+02   3.984e-01   6.702e+01
         1.0   1.255e+02   7.503e-01   5.690e+01
         1.0   1.268e+02   1.694e-01   2.120e+01
         1.0   1.233e+02   6.446e-01   3.575e+01
         1.0   1.249e+02   2.560e-01   1.965e+01
         1.0   1.268e+02   4.554e-01   1.005e+02
         1.0   1.243e+02   8.136e-02   1.654e+02
         1.0   1.255e+02   5.810e-01   3.953e+01
         1.0   1.081e+02   6.748e-01   5.175e+01
         1.0   1.236e+02   9.387e-01   8.111e+01
         1.0   1.251e+02   6.542e-01   1.637e+01
         1.0   1.278e+02   3.718e-01   8.257e+01
         1.0   1.244e+02   1.050e-01   5.431e+01
         1.0   1.247e+02   9.040e-01   3.747e+01
         1.0   1.252e+02   4.093e-01   6.281e+00
         1.0   1.241e+02   8.958e-01   1.115e+02
         1.0   1.246e+02   6.228e-01   1.465e+02
         1.0   1.264e+02   4.004e-01   2.441e+02
         1.0   1.274e+02   1.734e-01   3.190e+02
         1.0   1.287e+02   3.426e-01   4.659e+01
         1.0   1.255e+02   6.501e-01   5.501e+01
         1.0   1.239e+02   4.142e-01   6.562e+01
         1.0   1.233e+02   7.237e-01   6.064e+01
         1.0   1.275e+02   3.120e-01   7.196e+01
         1.0   1.250e+02   7.759e-01   4.958e+01
         1.0   1.257e+02   1.700e-01   3.525e+01
         1.0   1.264e+02   4.004e-01   2.441e+02
         1.0   1.247e+02   4.248e-01   5.557e+01
         1.0   1.260e+02   3.218e-01   5.303e+01
         1.0   1.243e+02   7.172e-01   3.616e+01
         1.0   1.256e+02   4.976e-01   6.673e+01
         1.0   1.209e+02   4.467e-01   5.913e+01
         1.0   1.280e+02   1.299e-01   1.010e+02
         1.0   1.117e+02   9.203e-01   1.976e+01
         1.0   1.256e+02   7.428e-01   1.163e+02
         1.0   1.240e+02   9.076e-01   3.122e+01
         1.0   1.259e+02   3.749e-01   4.956e+01
         1.0   1.244e+02   6.399e-01   1.442e+02
         1.0   1.220e+02   1.884e-01   2.359e+02
         1.0   1.256e+02   8.331e-01   1.976e+02
         1.0   1.255e+02   8.957e-01   8.876e+01
         1.0   1.251e+02   2.627e-01   6.922e+01
         1.0   1.255e+02   5.677e-01   5.472e+01
         1.0   1.238e+02   8.060e-01   7.815e+01
         1.0   1.183e+02   4.302e-01   1.098e+02
         1.0   1.196e+02   8.434e-01   1.849e+02
         1.0   1.242e+02   9.135e-01   9.263e+01
         1.0   1.220e+02   9.104e-01   4.263e+01
         1.0   1.239e+02   6.783e-01   4.057e+01
         1.0   1.226e+02   4.043e-01   1.779e+02
         1.0   1.209e+02   6.218e-01   2.087e+01
         1.0   1.253e+02   7.070e-01   6.565e+01
         1.0   1.256e+02   4.985e-01   1.100e+02
         1.0   1.239e+02   9.770e-01   2.589e+01
         1.0   1.239e+02   9.770e-01   2.589e+01
         1.0   1.230e+02   7.843e-01   7.071e+01
         1.0   1.212e+02   9.430e-01   5.001e+01
         1.0   1.229e+02   6.378e-01   3.772e+01
         1.0   1.244e+02   2.709e-01   1.017e+02
         1.0   1.250e+02   8.461e-01   2.827e+01
         1.0   1.232e+02   8.020e-01   8.012e+01
         1.0   1.129e+02   6.716e-01   2.959e+01
         1.0   1.290e+02   8.161e-01   8.138e+01
         1.0   1.264e+02   2.759e-01   1.962e+02
         1.0   1.255e+02   9.331e-01   6.445e+01
         1.0   1.210e+02   5.319e-01   2.218e+01
         1.0   1.241e+02   3.617e-01   7.660e+01
         1.0   1.250e+02   3.001e-01   1.522e+02
         1.0   9.555e+01   8.060e-01   2.810e+02
         1.0   1.239e+02   7.747e-01   2.942e+02
         1.0   1.258e+02   8.486e-01   2.069e+02
         1.0   1.244e+02   9.340e-01   6.199e+01
         1.0   1.227e+02   6.130e-01   1.056e+02
         1.0   1.241e+02   8.929e-01   1.323e+02
         1.0   1.199e+02   7.464e-01   6.951e+01
         1.0   1.243e+02   4.754e-01   5.145e+01
         1.0   1.280e+02   1.299e-01   1.010e+02
         1.0   1.205e+02   5.722e-01   8.891e+01
         1.0   1.261e+02   5.171e-01   2.601e+01
         1.0   1.215e+02   3.993e-01   5.171e+01
         1.0   1.241e+02   5.714e-01   1.010e+02
         1.0   1.262e+02   1.781e-01   4.860e+01
         1.0   1.258e+02   8.861e-01   1.426e+02
         1.0   1.221e+02   6.042e-01   4.957e+01
         1.0   1.233e+02   7.809e-01   5.005e+01
         1.0   1.258e+02   7.339e-01   2.992e+02
         1.0   1.255e+02   6.501e-01   5.501e+01
         1.0   1.287e+02   3.426e-01   4.659e+01
         1.0   1.262e+02   7.417e-01   1.485e+02
         1.0   1.264e+02   1.867e-01   3.175e+01
         1.0   1.230e+02   9.319e-01   4.001e+01
         1.0   1.263e+02   3.708e-01   1.836e+01
         1.0   1.239e+02   7.006e-01   2.140e+01
         1.0   1.264e+02   4.940e-01   4.317e+02
         1.0   1.296e+02   6.327e-01   9.675e+01
         1.0   1.245e+02   8.149e-01   1.601e+01
         1.0   1.260e+02   8.012e-01   9.714e+01
         1.0   1.226e+02   6.131e-01   3.837e+01
         1.0   1.269e+02   2.790e-01   1.424e+02
         1.0   1.231e+02   8.309e-01   7.332e+01
         1.0   1.250e+02   6.425e-01   7.222e+01
         1.0   1.251e+02   6.593e-01   1.345e+02
         1.0   1.299e+02   4.642e-01   5.899e+02
         1.0   1.238e+02   6.422e-01   1.319e+02
         1.0   1.253e+02   9.042e-01   2.416e+01
         1.0   1.452e+02   8.700e-01   1.118e+02
         1.0   1.262e+02   9.696e-01   1.332e+01
         1.0   1.242e+02   2.903e-01   6.184e+01
         1.0   1.257e+02   8.612e-01   1.720e+02
         1.0   1.257e+02   9.798e-01   9.733e+01
         1.0   1.220e+02   8.284e-01   7.052e+01
         1.0   9.387e+01   9.249e-01   7.839e+00
         1.0   1.255e+02   4.562e-01   1.869e+02
         1.0   1.269e+02   4.066e-01   5.176e+01
         1.0   1.166e+02   3.525e-01   7.253e+01
         1.0   1.188e+02   8.931e-01   5.052e+01
         1.0   1.235e+02   9.073e-01   8.385e+01
         1.0   1.287e+02   3.426e-01   4.659e+01
         1.0   1.260e+02   7.139e-01   1.470e+02
         1.0   1.198e+02   4.679e-01   1.304e+02
         1.0   7.392e+01   4.538e-01   5.910e+01
         1.0   1.244e+02   8.259e-01   2.235e+02
         1.0   1.260e+02   1.677e-01   7.274e+01
         1.0   1.258e+02   7.373e-01   1.486e+02
         1.0   1.276e+02   8.445e-01   5.115e+01
         1.0   1.214e+02   6.902e-01   1.111e+02
         1.0   1.246e+02   7.323e-01   9.534e+01
         1.0   1.249e+02   3.654e-01   2.046e+01
         1.0   1.237e+02   7.348e-01   2.271e+02
         1.0   1.269e+02   7.742e-01   1.663e+02
         1.0   1.249e+02   1.325e-01   7.926e+01
         1.0   1.232e+02   8.764e-01   7.782e+01
         1.0   1.245e+02   3.844e-01   7.968e+01
         1.0   1.237e+02   6.865e-01   1.130e+02
         1.0   1.165e+02   8.252e-01   5.675e+01
         1.0   1.243e+02   8.061e-01   1.372e+02
         1.0   1.264e+02   2.716e-01   3.693e+01
         1.0   1.240e+02   1.020e-01   1.328e+02
         1.0   1.221e+02   6.359e-01   1.262e+02
         1.0   1.248e+02   7.187e-01   5.634e+01
