    f_weight    f_mass4l f_D_bkg_kin      f_pt4l
         1.0   1.263e+02   7.163e-01   6.990e+01
         1.0   1.255e+02   6.002e-01   1.219e+02
         1.0   1.228e+02   3.881e-01   6.245e+01
         1.0   1.273e+02   9.354e-01   2.488e+02
         1.0   1.237e+02   4.202e-01   5.403e+01
         1.0   1.247e+02   9.225e-01   1.229e+02
         1.0   1.255e+02   7.230e-01   1.697e+02
         1.0   1.231e+02   2.812e-01   7.133e+01
         1.0   1.222e+02   8.238e-01   2.360e+01
         1.0   1.249e+02   3.774e-01   5.833e+01
         1.0   1.006e+02   4.900e-01   1.539e+02
         1.0   1.275e+02   3.219e-01   5.444e+01
         1.0   1.238e+02   9.707e-01   4.631e+01
         1.0   1.239e+02   6.116e-01   7.229e+01
         1.0   1.283e+02   8.766e-02   2.028e+02
         1.0   1.129e+02   4.709e-01   7.725e+01
         1.0   1.208e+02   7.055e-01   6.496e+01
         1.0   1.227e+02   9.206e-01   1.154e+02
         1.0   1.246e+02   7.090e-01   3.202e+01
         1.0   1.235e+02   1.827e-01   1.219e+02
         1.0   1.212e+02   4.922e-01   1.333e+01
         1.0   1.263e+02   7.533e-01   2.398e+02
         1.0   1.205e+02   5.722e-01   8.891e+01
         1.0   1.248e+02   8.076e-01   1.935e+01
         1.0   1.249e+02   2.560e-01   1.965e+01
         1.0   1.218e+02   8.555e-01   9.345e+01
         1.0   1.282e+02   1.173e-01   1.546e+02
         1.0   1.256e+02   4.985e-01   1.100e+02
         1.0   1.226e+02   8.486e-01   4.931e+01
         1.0   1.254e+02   2.501e-01   1.206e+02
         1.0   9.489e+01   4.782e-01   1.484e+02
         1.0   1.256e+02   4.325e-01   3.456e+02
         1.0   1.229e+02   1.919e-01   4.886e+01
         1.0   1.215e+02   8.225e-01   3.899e+01
         1.0   1.212e+02   7.325e-01   8.422e+00
         1.0   1.228e+02   5.500e-01   3.187e+01
         1.0   1.272e+02   6.906e-01   1.805e+02
         1.0   1.210e+02   5.468e-01   7.282e+01
         1.0   1.260e+02   6.528e-01   4.028e+01
         1.0   1.260e+02   7.510e-01   6.394e+01
         1.0   1.273e+02   7.780e-02   1.273e+02
         1.0   1.256e+02   5.865e-01   9.976e+01
         1.0   1.261e+02   6.003e-01   8.214e+01
         1.0   1.182e+02   4.522e-01   1.150e+02
         1.0   1.238e+02   6.722e-01   1.120e+02
         1.0   1.278e+02   6.481e-01   7.007e+01
         1.0   1.258e+02   4.008e-01   2.727e+01
         1.0   1.238e+02   6.048e-01   1.021e+02
         1.0   1.256e+02   4.325e-01   3.456e+02
         1.0   1.271e+02   9.079e-01   6.136e+01
         1.0   1.250e+02   7.746e-01   1.368e+02
         1.0   1.261e+02   8.375e-01   1.750e+02
         1.0   1.265e+02   4.516e-01   1.086e+02
         1.0   1.238e+02   6.422e-01   1.319e+02
         1.0   1.220e+02   8.284e-01   7.052e+01
         1.0   1.246e+02   2.656e-01   7.963e+01
         1.0   1.276e+02   7.049e-01   7.633e+01
         1.0   1.106e+02   7.588e-01   5.529e+01
         1.0   1.257e+02   5.870e-01   6.755e+01
         1.0   9.102e+01   2.797e-01   9.339e+01
         1.0   1.245e+02   3.844e-01   7.968e+01
         1.0   1.255e+02   1.284e-01   9.137e+01
         1.0   1.263e+02   3.148e-01   1.206e+02
         1.0   1.086e+02   8.690e-01   1.420e+02
         1.0   1.266e+02   3.572e-01   1.272e+02
         1.0   1.242e+02   9.135e-01   9.263e+01
         1.0   9.032e+01   4.029e-01   2.470e+02
         1.0   1.246e+02   6.228e-01   1.465e+02
         1.0   1.244e+02   8.632e-01   2.506e+02
         1.0   1.247e+02   4.678e-01   6.917e+01
         1.0   1.239e+02   2.408e-01   6.105e+01
         1.0   1.256e+02   7.834e-01   2.707e+01
         1.0   1.270e+02   1.313e-01   1.083e+02
         1.0   1.262e+02   5.623e-01   9.242e+01
         1.0   1.214e+02   4.979e-01   1.428e+02
         1.0   1.254e+02   4.622e-01   3.056e+01
         1.0   1.243e+02   9.424e-01   7.184e+01
         1.0   1.256e+02   3.298e-01   3.422e+01
         1.0   1.258e+02   9.297e-01   6.836e+01
         1.0   1.269e+02   8.350e-01   7.803e+01
         1.0   1.241e+02   9.226e-01   1.142e+02
         1.0   1.264e+02   5.590e-01   1.246e+02
         1.0   1.266e+02   6.560e-01   4.739e+02
         1.0   1.245e+02   1.487e-01   1.124e+02
         1.0   1.335e+02   5.403e-01   1.951e+02
         1.0   1.208e+02   7.055e-01   6.496e+01
         1.0   1.202e+02   4.912e-01   9.094e+01
         1.0   1.194e+02   6.047e-01   3.392e+01
         1.0   1.284e+02   1.217e-01   1.762e+02
         1.0   1.259e+02   2.789e-01   4.093e+01
         1.0   1.255e+02   6.002e-01   1.219e+02
         1.0   1.236e+02   9.034e-01   1.417e+02
         1.0   1.255e+02   5.453e-01   1.320e+02
         1.0   1.260e+02   5.777e-01   1.073e+02
         1.0   1.248e+02   3.417e-01   2.269e+01
         1.0   1.250e+02   7.803e-01   1.236e+02
         1.0   1.279e+02   9.220e-01   3.911e+01
         1.0   1.275e+02   2.747e-01   5.668e+01
         1.0   1.245e+02   8.924e-01   2.381e+02
         1.0   1.254e+02   7.889e-01   1.715e+02
         1.0   1.280e+02   4.500e-01   1.532e+02
         1.0   1.235e+02   7.794e-01   4.271e+01
         1.0   1.258e+02   3.993e-01   1.602e+02
         1.0   1.248e+02   7.461e-01   1.354e+02
         1.0   1.248e+02   6.847e-01   8.645e+01
         1.0   1.268e+02   1.694e-01   2.120e+01
         1.0   1.249e+02   6.335e-01   7.676e+01
         1.0   1.264e+02   3.655e-01   7.042e+01
         1.0   1.251e+02   8.685e-01   4.490e+02
         1.0   1.225e+02   3.909e-01   5.045e+01
         1.0   1.218e+02   5.010e-01   2.074e+02
         1.0   1.288e+02   9.389e-01   7.042e+01
         1.0   1.233e+02   8.104e-01   5.454e+01
         1.0   1.242e+02   8.318e-01   2.993e+01
         1.0   1.251e+02   9.088e-01   1.382e+02
         1.0   1.265e+02   8.216e-01   3.286e+01
         1.0   1.239e+02   9.637e-01   1.121e+02
         1.0   1.253e+02   7.481e-01   2.119e+01
         1.0   1.229e+02   9.722e-02   1.298e+02
         1.0   1.228e+02   3.881e-01   6.245e+01
         1.0   1.183e+02   7.195e-01   1.087e+02
         1.0   1.233e+02   8.994e-01   1.979e+02
         1.0   1.318e+02   8.471e-01   2.020e+02
         1.0   1.254e+02   6.914e-01   2.056e+02
         1.0   1.054e+02   7.641e-01   8.304e-01
         1.0   1.257e+02   1.397e-01   1.013e+02
         1.0   1.258e+02   5.240e-01   8.028e+01
         1.0   1.248e+02   7.616e-01   7.554e+01
         1.0   1.241e+02   4.099e-01   2.107e+02
         1.0   1.234e+02   7.479e-01   5.199e+01
         1.0   1.204e+02   5.329e-01   3.038e+01
         1.0   1.222e+02   5.949e-01   2.349e+02
         1.0   1.248e+02   9.471e-01   1.378e+02
         1.0   1.230e+02   8.943e-01   6.650e+01
         1.0   1.248e+02   7.572e-01   8.552e+01
         1.0   1.370e+02   2.213e-01   8.055e+01
         1.0   1.253e+02   8.483e-01   2.553e+02
         1.0   1.270e+02   3.194e-01   7.615e+01
         1.0   1.245e+02   9.766e-01   3.908e+01
         1.0   1.232e+02   6.449e-01   1.005e+02
         1.0   1.286e+02   6.632e-01   1.991e+02
         1.0   1.256e+02   4.723e-01   9.176e+01
         1.0   1.260e+02   4.034e-02   8.280e+01
         1.0   1.233e+02   7.455e-01   2.566e+01
         1.0   1.249e+02   2.642e-01   1.835e+02
         1.0   1.257e+02   5.560e-01   3.931e+01
         1.0   1.270e+02   7.923e-01   6.281e+01
         1.0   1.224e+02   2.969e-01   9.312e+00
         1.0   1.243e+02   6.841e-01   1.037e+02
         1.0   1.262e+02   8.057e-01   3.105e+02
         1.0   1.229e+02   4.457e-01   3.388e+01
         1.0   1.107e+02   2.071e-01   1.095e+02
         1.0   1.247e+02   3.622e-01   6.186e+01
         1.0   1.208e+02   7.055e-01   6.496e+01
         1.0   1.233e+02   3.046e-01   8.703e+01
         1.0   1.254e+02   6.538e-01   1.144e+02
         1.0   1.248e+02   2.970e-01   6.000e+01
         1.0   1.265e+02   6.906e-01   1.632e+02
         1.0   1.256e+02   6.911e-01   2.432e+01
         1.0   1.257e+02   5.736e-01   5.364e+01
         1.0   1.120e+02   1.210e-01   7.720e+01
         1.0   1.248e+02   8.833e-01   1.306e+02
         1.0   1.264e+02   2.069e-01   2.078e+01
         1.0   1.287e+02   9.209e-01   3.191e+01
         1.0   1.228e+02   8.477e-01   6.742e+01
         1.0   1.244e+02   8.144e-01   7.676e+01
         1.0   1.263e+02   6.952e-01   8.234e+01
         1.0   1.280e+02   8.385e-01   8.261e+01
         1.0   1.247e+02   5.282e-01   7.686e+01
         1.0   1.266e+02   4.333e-01   2.351e+01
         1.0   1.172e+02   8.324e-01   1.090e+02
         1.0   1.223e+02   2.289e-01   1.488e+02
         1.0   1.271e+02   9.379e-01   1.141e+02
         1.0   1.262e+02   8.035e-01   3.638e+01
         1.0   1.252e+02   6.057e-01   6.801e+01
         1.0   1.219e+02   7.799e-01   2.738e+01
         1.0   1.181e+02   4.837e-01   2.197e+01
         1.0   1.220e+02   9.104e-01   4.263e+01
         1.0   1.249e+02   3.449e-01   1.900e+01
         1.0   1.248e+02   6.787e-01   4.374e+01
         1.0   1.228e+02   6.077e-01   1.132e+02
         1.0   1.238e+02   5.597e-01   5.413e+01
         1.0   1.256e+02   8.331e-01   1.976e+02
         1.0   1.085e+02   8.435e-01   1.001e+02
         1.0   1.257e+02   8.269e-01   2.527e+01
         1.0   1.218e+02   5.401e-01   1.485e+02
         1.0   1.196e+02   8.434e-01   1.849e+02
         1.0   1.248e+02   5.200e-01   1.186e+02
         1.0   1.076e+02   9.727e-01   5.797e+00
         1.0   1.256e+02   3.298e-01   3.422e+01
         1.0   1.249e+02   8.311e-01   9.516e+01
         1.0   1.250e+02   3.032e-01   5.940e+01
         1.0   1.248e+02   7.572e-01   8.552e+01
         1.0   1.271e+02   5.177e-01   1.290e+01
         1.0   1.270e+02   2.819e-01   1.035e+02
         1.0   1.239e+02   8.635e-01   5.959e+01
         1.0   1.260e+02   7.946e-01   2.474e+02
         1.0   1.260e+02   7.589e-01   6.022e+01
         1.0   1.221e+02   6.982e-01   2.151e+02
         1.0   1.236e+02   9.299e-01   3.358e+01
         1.0   1.234e+02   8.993e-01   1.034e+02
         1.0   1.230e+02   3.489e-01   1.472e+01
         1.0   1.243e+02   2.040e-01   7.372e+01
         1.0   1.249e+02   4.378e-01   6.749e+01
         1.0   1.251e+02   9.529e-01   9.337e+01
         1.0   1.249e+02   6.581e-01   8.502e+01
         1.0   1.251e+02   6.337e-01   4.128e+01
         1.0   1.245e+02   6.777e-01   4.331e+02
         1.0   1.260e+02   8.459e-01   8.505e+01
         1.0   1.242e+02   3.082e-01   9.809e+01
         1.0   1.243e+02   4.414e-01   1.162e+02
         1.0   1.219e+02   5.268e-01   3.652e+01
         1.0   1.272e+02   5.157e-01   1.259e+02
         1.0   1.256e+02   7.142e-01   3.942e+01
         1.0   1.211e+02   7.510e-01   5.178e+01
         1.0   1.151e+02   3.504e-02   2.087e+02
         1.0   1.223e+02   8.830e-01   4.942e+01
         1.0   1.256e+02   8.275e-01   3.320e+02
         1.0   1.257e+02   5.774e-01   9.127e+01
         1.0   1.272e+02   8.880e-02   1.131e+02
         1.0   1.226e+02   8.735e-01   9.791e+01
         1.0   1.244e+02   2.709e-01   1.017e+02
         1.0   1.250e+02   8.526e-01   1.219e+02
         1.0   1.232e+02   4.372e-01   4.270e+01
         1.0   1.255e+02   6.972e-01   4.954e+01
         1.0   1.245e+02   8.010e-01   5.161e+01
         1.0   1.252e+02   3.923e-01   4.573e+01
         1.0   1.245e+02   2.648e-01   1.393e+02
         1.0   1.268e+02   3.770e-01   2.301e+02
         1.0   1.274e+02   5.051e-01   1.826e+02
         1.0   1.255e+02   9.346e-01   1.007e+02
         1.0   1.259e+02   2.375e-01   1.194e+02
         1.0   1.225e+02   5.953e-01   1.395e+02
         1.0   1.261e+02   4.773e-01   1.689e+02
         1.0   1.256e+02   7.705e-01   1.878e+02
         1.0   1.255e+02   4.700e-01   2.382e+02
         1.0   1.096e+02   9.104e-01   1.312e+02
         1.0   1.218e+02   5.176e-01   1.023e+02
         1.0   1.256e+02   3.847e-01   3.317e+01
         1.0   1.278e+02   4.361e-01   5.865e+01
         1.0   1.187e+02   4.960e-01   4.292e+01
         1.0   1.264e+02   1.867e-01   3.175e+01
         1.0   1.260e+02   2.886e-01   6.589e+01
         1.0   1.262e+02   7.605e-01   6.507e+01
         1.0   1.141e+02   1.080e-01   9.185e+01
         1.0   1.109e+02   9.507e-01   3.818e+01
         1.0   1.241e+02   8.481e-01   1.076e+02
         1.0   1.248e+02   3.899e-01   8.601e+01
         1.0   1.252e+02   9.533e-01   8.714e+01
         1.0   1.256e+02   7.705e-01   1.878e+02
         1.0   1.279e+02   5.934e-01   1.537e+02
         1.0   1.259e+02   6.704e-01   7.647e+01
         1.0   1.256e+02   8.275e-01   3.320e+02
         1.0   1.214e+02   2.385e-01   1.038e+02
         1.0   1.262e+02   6.253e-01   1.822e+01
         1.0   1.247e+02   8.353e-01   7.451e+01
         1.0   1.268e+02   5.430e-01   1.043e+02
         1.0   1.205e+02   8.691e-01   4.084e+01
         1.0   1.255e+02   9.379e-01   8.128e+01
         1.0   1.218e+02   5.522e-01   3.563e+01
         1.0   1.276e+02   1.794e-01   8.074e+01
         1.0   1.264e+02   5.575e-01   2.323e+01
         1.0   1.208e+02   7.541e-02   6.153e+01
         1.0   1.246e+02   3.064e-01   9.936e+01
         1.0   1.256e+02   6.618e-01   7.699e+01
         1.0   1.243e+02   6.435e-01   5.779e+01
         1.0   1.264e+02   5.318e-01   8.402e+01
         1.0   1.230e+02   7.276e-01   1.633e+02
         1.0   1.242e+02   8.121e-01   2.357e+02
         1.0   1.260e+02   5.237e-01   2.084e+01
         1.0   1.236e+02   3.803e-01   5.171e+01
         1.0   1.245e+02   2.130e-01   2.245e+02
         1.0   1.246e+02   6.571e-01   1.892e+02
         1.0   1.129e+02   4.709e-01   7.725e+01
         1.0   1.248e+02   6.138e-01   2.469e+02
         1.0   1.258e+02   8.861e-01   1.426e+02
         1.0   1.306e+02   3.108e-01   6.793e+01
         1.0   1.281e+02   2.741e-01   1.187e+02
         1.0   1.254e+02   7.889e-01   1.715e+02
         1.0   1.231e+02   7.695e-01   4.580e+01
         1.0   1.243e+02   5.200e-01   7.488e+01
         1.0   1.256e+02   3.092e-01   4.217e+01
         1.0   1.247e+02   8.353e-01   5.447e+01
         1.0   1.307e+02   2.237e-01   3.176e+01
         1.0   1.214e+02   7.448e-01   8.068e+01
         1.0   1.238e+02   8.164e-01   3.396e+01
         1.0   1.256e+02   3.847e-01   3.317e+01
         1.0   1.595e+02   3.733e-01   7.306e+01
         1.0   1.284e+02   7.453e-01   9.927e+01
         1.0   1.214e+02   6.404e-01   8.284e+01
         1.0   1.240e+02   7.874e-01   2.510e+01
         1.0   1.216e+02   5.577e-01   9.005e+01
         1.0   1.244e+02   9.340e-01   6.199e+01
         1.0   1.269e+02   3.696e-01   5.123e+01
         1.0   1.252e+02   9.540e-01   1.467e+02
         1.0   1.214e+02   6.902e-01   1.111e+02
         1.0   1.288e+02   9.389e-01   7.042e+01
         1.0   1.243e+02   1.720e-01   4.879e+01
         1.0   1.249e+02   3.774e-01   5.833e+01
         1.0   1.259e+02   7.316e-01   5.606e+01
         1.0   1.252e+02   8.766e-01   6.029e+01
         1.0   1.245e+02   8.795e-01   1.232e+02
         1.0   1.258e+02   7.838e-01   1.753e+02
         1.0   1.204e+02   7.700e-01   6.723e+01
         1.0   1.228e+02   1.353e-01   1.431e+02
         1.0   1.253e+02   7.712e-01   1.790e+02
         1.0   1.260e+02   7.589e-01   6.022e+01
         1.0   1.247e+02   9.081e-01   9.070e+01
         1.0   1.188e+02   3.276e-01   1.265e+02
         1.0   1.221e+02   9.346e-01   8.806e+01
         1.0   8.331e+01   8.806e-01   2.590e+01
         1.0   1.258e+02   3.319e-01   6.760e+01
         1.0   1.338e+02   1.485e-01   6.761e+01
         1.0   1.272e+02   5.957e-01   2.140e+01
         1.0   1.240e+02   1.554e-01   8.604e+01
         1.0   1.188e+02   3.276e-01   1.265e+02
         1.0   1.248e+02   1.764e-01   2.960e+02
         1.0   1.248e+02   5.048e-01   3.863e+01
         1.0   1.220e+02   9.517e-01   1.606e+01
         1.0   1.227e+02   8.560e-01   7.272e+01
         1.0   1.233e+02   6.997e-01   6.884e+01
         1.0   1.251e+02   4.765e-01   8.375e+01
         1.0   1.255e+02   8.112e-01   2.346e+01
         1.0   1.272e+02   5.157e-01   1.259e+02
         1.0   1.214e+02   7.117e-01   6.577e+01
         1.0   1.235e+02   9.073e-01   8.385e+01
         1.0   1.246e+02   8.118e-01   9.184e+01
         1.0   1.250e+02   3.503e-02   5.667e+01
         1.0   1.258e+02   4.740e-01   1.279e+02
         1.0   8.658e+01   1.617e-01   1.915e+02
         1.0   1.234e+02   3.107e-01   9.591e+01
         1.0   1.243e+02   5.384e-01   5.861e+01
         1.0   1.280e+02   5.030e-01   1.809e+02
         1.0   9.065e+01   4.183e-01   4.873e+01
         1.0   1.263e+02   8.151e-01   2.193e+01
         1.0   1.240e+02   8.723e-01   2.169e+02
         1.0   1.229e+02   9.043e-01   3.802e+01
         1.0   1.265e+02   9.207e-01   1.936e+02
         1.0   1.244e+02   4.746e-01   7.091e+01
         1.0   1.245e+02   4.575e-01   1.054e+02
         1.0   1.237e+02   7.036e-01   5.217e+01
         1.0   1.239e+02   5.485e-01   2.261e+01
         1.0   1.262e+02   2.411e-01   1.280e+02
         1.0   1.241e+02   9.180e-02   6.245e+01
         1.0   1.268e+02   5.380e-01   1.348e+02
         1.0   1.271e+02   1.645e-01   5.899e+01
         1.0   1.256e+02   7.601e-01   1.547e+02
         1.0   1.223e+02   5.370e-01   1.325e+01
         1.0   1.260e+02   2.886e-01   6.589e+01
         1.0   1.259e+02   8.683e-01   6.246e+01
         1.0   1.250e+02   9.538e-01   4.736e+01
         1.0   1.247e+02   5.024e-01   1.178e+02
         1.0   1.263e+02   7.262e-02   9.185e+01
         1.0   1.221e+02   8.799e-01   1.587e+02
         1.0   1.262e+02   4.533e-01   3.758e+01
         1.0   1.259e+02   1.958e-01   1.325e+02
         1.0   1.281e+02   6.108e-01   2.749e+01
         1.0   1.254e+02   7.354e-01   1.060e+02
         1.0   1.243e+02   8.884e-01   1.868e+02
         1.0   1.264e+02   2.302e-01   1.364e+02
         1.0   1.258e+02   3.984e-01   6.702e+01
         1.0   1.209e+02   7.700e-01   8.750e+01
         1.0   1.251e+02   8.997e-01   1.441e+01
         1.0   1.181e+02   4.837e-01   2.197e+01
         1.0   1.252e+02   8.327e-01   2.278e+01
         1.0   1.250e+02   9.155e-01   1.186e+02
         1.0   1.264e+02   8.992e-01   8.590e+01
         1.0   1.215e+02   3.993e-01   5.171e+01
         1.0   1.263e+02   9.300e-01   1.010e+02
         1.0   1.296e+02   6.327e-01   9.675e+01
         1.0   1.249e+02   6.768e-01   1.804e+02
         1.0   1.259e+02   4.996e-01   1.635e+02
         1.0   1.213e+02   4.388e-01   1.422e+02
         1.0   1.243e+02   8.136e-02   1.654e+02
         1.0   1.201e+02   4.248e-01   5.965e+01
         1.0   1.245e+02   5.206e-01   5.306e+01
         1.0   1.276e+02   5.061e-01   3.288e+02
         1.0   1.282e+02   6.910e-01   1.113e+02
         1.0   1.277e+02   5.710e-01   6.532e+01
         1.0   1.229e+02   6.443e-01   1.107e+02
         1.0   1.234e+02   8.206e-01   6.866e+01
         1.0   1.246e+02   8.930e-01   1.023e+02
         1.0   1.099e+02   2.035e-01   9.502e+01
         1.0   1.256e+02   2.028e-01   1.744e+02
         1.0   1.261e+02   8.638e-01   9.917e+01
         1.0   1.205e+02   5.162e-01   6.715e+01
         1.0   1.268e+02   4.554e-01   1.005e+02
         1.0   1.277e+02   5.710e-01   6.532e+01
         1.0   1.272e+02   5.343e-01   5.913e+01
         1.0   1.231e+02   5.320e-01   6.536e+01
         1.0   1.245e+02   8.924e-01   2.381e+02
         1.0   1.214e+02   2.937e-01   2.430e+02
         1.0   1.253e+02   2.566e-01   9.670e+01
         1.0   1.246e+02   7.090e-01   3.202e+01
         1.0   1.246e+02   7.323e-01   9.534e+01
         1.0   1.274e+02   4.522e-01   3.472e+01
         1.0   1.278e+02   6.300e-01   1.487e+02
         1.0   1.236e+02   7.397e-01   1.418e+02
         1.0   1.210e+02   6.887e-01   5.259e+01
         1.0   1.262e+02   6.805e-01   3.000e+02
         1.0   1.267e+02   9.071e-01   1.632e+02
         1.0   1.256e+02   5.792e-01   5.656e+01
         1.0   1.229e+02   9.387e-01   6.215e+01
         1.0   1.274e+02   5.917e-01   6.790e+01
         1.0   1.267e+02   6.670e-01   1.949e+02
         1.0   1.279e+02   9.220e-01   3.911e+01
         1.0   1.209e+02   4.467e-01   5.913e+01
         1.0   1.170e+02   6.250e-01   1.075e+01
         1.0   1.260e+02   3.218e-01   5.303e+01
         1.0   1.242e+02   2.855e-01   9.400e+01
         1.0   1.242e+02   2.855e-01   9.400e+01
         1.0   1.241e+02   7.630e-01   8.594e+01
         1.0   1.297e+02   1.700e-01   5.772e+01
         1.0   1.151e+02   2.330e-01   9.514e+01
         1.0   1.261e+02   2.430e-01   2.111e+02
         1.0   1.255e+02   7.248e-01   1.945e+01
         1.0   1.247e+02   6.940e-01   1.148e+02
         1.0   1.223e+02   5.250e-01   3.675e+01
         1.0   1.203e+02   6.567e-01   1.036e+02
         1.0   1.267e+02   5.231e-01   8.319e+01
         1.0   1.282e+02   2.586e-01   4.858e+01
         1.0   1.303e+02   7.772e-01   1.210e+02
         1.0   1.249e+02   3.628e-01   7.182e+01
         1.0   1.254e+02   2.146e-01   3.315e+02
         1.0   1.256e+02   7.142e-01   3.942e+01
         1.0   1.257e+02   1.700e-01   3.525e+01
         1.0   1.202e+02   4.269e-01   3.918e+01
         1.0   1.221e+02   6.042e-01   4.957e+01
         1.0   1.250e+02   9.058e-01   2.319e+02
         1.0   1.248e+02   2.019e-01   1.109e+02
         1.0   1.249e+02   7.502e-01   2.385e+01
         1.0   1.333e+02   7.385e-02   5.775e+01
         1.0   1.261e+02   4.773e-01   1.689e+02
         1.0   1.253e+02   7.326e-01   9.514e+01
         1.0   1.280e+02   3.819e-01   7.035e+01
         1.0   1.253e+02   8.333e-01   1.384e+02
         1.0   1.216e+02   5.577e-01   9.005e+01
         1.0   1.202e+02   6.877e-01   1.406e+02
         1.0   1.258e+02   5.363e-01   1.190e+01
         1.0   1.231e+02   7.695e-01   4.580e+01
         1.0   1.263e+02   7.610e-02   1.376e+02
         1.0   1.249e+02   5.629e-01   7.618e+01
         1.0   1.243e+02   6.841e-01   1.037e+02
         1.0   1.252e+02   4.137e-01   1.352e+02
         1.0   1.241e+02   8.070e-01   3.979e+01
         1.0   1.249e+02   5.629e-01   7.618e+01
         1.0   1.246e+02   2.656e-01   7.963e+01
         1.0   1.262e+02   4.396e-01   8.757e+01
         1.0   1.281e+02   1.391e-01   1.056e+02
         1.0   1.254e+02   2.501e-01   1.206e+02
         1.0   1.244e+02   3.363e-01   1.282e+02
         1.0   1.244e+02   2.173e-01   1.660e+02
         1.0   1.251e+02   5.231e-01   1.614e+02
         1.0   1.198e+02   5.964e-01   7.967e+01
         1.0   1.257e+02   7.334e-01   5.144e+01
         1.0   1.222e+02   8.238e-01   2.360e+01
         1.0   1.149e+02   8.373e-01   8.872e+01
         1.0   1.204e+02   7.538e-02   4.642e+01
         1.0   1.123e+02   1.891e-01   6.360e+01
         1.0   1.281e+02   9.440e-01   9.201e+01
         1.0   1.054e+02   7.641e-01   8.304e-01
         1.0   1.259e+02   6.704e-01   7.647e+01
         1.0   1.269e+02   7.320e-01   1.326e+02
         1.0   1.243e+02   6.376e-01   6.104e+01
         1.0   1.252e+02   8.372e-01   4.730e+01
         1.0   1.239e+02   8.063e-01   1.384e+02
         1.0   1.255e+02   6.002e-01   1.219e+02
         1.0   1.257e+02   9.798e-01   9.733e+01
         1.0   1.261e+02   6.073e-01   6.968e+01
         1.0   1.235e+02   5.120e-01   8.569e+01
         1.0   1.276e+02   1.794e-01   8.074e+01
         1.0   1.242e+02   2.117e-01   2.135e+02
         1.0   1.243e+02   6.841e-01   1.037e+02
         1.0   1.253e+02   8.513e-01   4.521e+01
         1.0   1.231e+02   6.908e-01   4.416e+01
         1.0   1.218e+02   1.562e-01   1.913e+02
         1.0   1.200e+02   9.177e-01   9.139e+01
         1.0   1.275e+02   5.820e-01   2.041e+02
         1.0   1.227e+02   7.811e-01   6.303e+01
         1.0   1.262e+02   7.740e-01   2.234e+02
         1.0   1.170e+02   1.865e-01   1.662e+02
         1.0   1.255e+02   9.789e-01   1.395e+02
         1.0   1.246e+02   7.090e-01   3.202e+01
         1.0   1.250e+02   3.503e-02   5.667e+01
         1.0   1.237e+02   2.783e-01   1.487e+02
         1.0   1.129e+02   2.022e-01   3.130e+01
         1.0   1.248e+02   9.045e-01   1.108e+02
         1.0   1.222e+02   8.321e-01   6.807e+01
         1.0   1.263e+02   9.300e-01   1.010e+02
         1.0   1.225e+02   5.449e-01   8.273e+01
         1.0   1.264e+02   9.435e-01   1.034e+02
         1.0   1.256e+02   4.723e-01   9.176e+01
         1.0   1.238e+02   7.608e-01   1.795e+02
         1.0   1.279e+02   4.816e-01   6.981e+01
         1.0   1.219e+02   4.214e-01   7.695e+01
         1.0   1.238e+02   2.460e-01   9.102e+01
         1.0   1.215e+02   1.677e-01   1.637e+02
         1.0   1.260e+02   8.459e-01   8.505e+01
         1.0   1.239e+02   4.643e-01   1.426e+02
         1.0   1.253e+02   8.657e-01   2.412e+01
         1.0   1.246e+02   5.611e-01   1.077e+02
         1.0   1.218e+02   7.194e-01   6.161e+01
         1.0   1.265e+02   1.195e-01   2.388e+01
         1.0   1.251e+02   3.955e-01   1.700e+01
         1.0   1.236e+02   9.387e-01   8.111e+01
         1.0   1.240e+02   6.108e-01   1.159e+02
         1.0   1.213e+02   1.471e-01   2.495e+02
         1.0   1.261e+02   6.798e-01   7.377e+01
         1.0   1.254e+02   2.614e-01   1.685e+02
         1.0   1.126e+02   9.158e-01   2.582e+01
         1.0   1.210e+02   8.118e-01   2.186e+02
         1.0   1.270e+02   1.313e-01   1.083e+02
         1.0   1.250e+02   9.058e-01   2.319e+02
         1.0   1.247e+02   8.242e-02   2.308e+02
         1.0   1.258e+02   3.387e-01   3.067e+02
         1.0   1.473e+02   3.664e-01   3.334e+02
         1.0   1.262e+02   6.192e-01   4.174e+01
         1.0   1.259e+02   9.626e-01   1.142e+02
         1.0   1.262e+02   9.829e-01   6.428e+01
         1.0   1.220e+02   9.517e-01   1.606e+01
         1.0   1.253e+02   6.662e-01   5.600e+01
         1.0   1.259e+02   9.793e-01   2.840e+01
         1.0   1.237e+02   6.760e-01   1.684e+02
         1.0   1.240e+02   1.020e-01   1.328e+02
         1.0   1.245e+02   4.347e-01   1.130e+02
         1.0   1.256e+02   8.116e-01   3.415e+01
         1.0   1.251e+02   5.860e-01   4.697e+01
         1.0   1.242e+02   6.883e-01   7.290e+01
         1.0   1.234e+02   7.365e-01   9.290e+01
         1.0   1.239e+02   3.108e-01   2.716e+01
         1.0   1.243e+02   9.508e-01   3.427e+01
         1.0   1.234e+02   9.152e-01   2.831e+01
         1.0   1.264e+02   5.512e-02   8.664e+01
         1.0   1.272e+02   1.072e-01   1.059e+02
         1.0   1.258e+02   7.828e-01   8.665e+01
         1.0   1.252e+02   3.380e-01   1.300e+02
         1.0   1.281e+02   4.920e-01   2.425e+02
